,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
46,"(674.64, 289.986, 30.188, -16.618)","(704.823, 269.399, 31.205, -10.136)","(733.849, 248.935, 35.792, -27.958)","(760.504, 232.223, 16.45, -14.49)","(779.976, 216.585, 19.168, -21.842)","(790.677, 176.902, 34.493, -32.204)","(791.666, 133.92, -7.65, -27.568)","(787.954, 100.224, 2.863, -43.524)","(733.009, 107.248, -80.418, 2.53)","(678.349, 113.412, -42.783, 16.239)","(652.459, 113.965, -53.887, 0.959)","(651.628, 113.953, -49.844, -0.721)","(651.628, 113.953, -49.844, -0.721)","(651.628, 113.953, -49.844, -0.721)","(651.628, 113.953, -49.844, -0.721)","(651.628, 113.953, -49.844, -0.721)","(638.438, 113.99, -91.417, 0.311)","(624.31, 113.844, -94.595, 0.298)","(606.515, 113.942, -59.342, -3.05)","(598.414, 113.73, -25.357, -10.039)","(598.414, 113.73, -25.357, -10.039)","(598.44, 113.959, -1.948, 5.093)","(598.44, 113.959, -1.948, 5.093)","(596.932, 113.998, -90.477, 2.33)","(570.743, 113.795, -50.045, -3.874)","(539.712, 106.696, -43.157, -18.213)","(501.915, 104.013, -48.059, 12.547)","(463.096, 105.153, -21.611, 2.319)"
47,"(651.96, 312.982, 36.212, -16.914)","(678.012, 292.566, 26.932, -35.271)","(703.587, 274.275, 15.374, -18.856)","(731.945, 250.257, 28.73, -21.242)","(764.624, 228.618, 25.313, 5.231)","(779.068, 209.946, 4.468, -34.441)","(799.081, 189.836, 38.456, -29.878)","(805.757, 156.247, -3.725, -60.892)","(802.214, 110.15, 27.989, -42.85)","(792.857, 75.454, -34.853, -29.782)","(757.485, 58.085, -50.623, -4.775)","(712.498, 52.34, -56.144, -12.116)","(669.037, 57.906, -42.657, -1.455)","(622.654, 60.117, -43.056, -6.42)","(583.304, 65.186, -44.161, 19.782)","(539.909, 69.566, -36.879, 9.656)","(493.876, 70.582, -34.727, -13.362)","(448.69, 70.032, -40.678, 4.951)","(404.809, 70.234, -28.995, 6.846)","(360.3, 71.31, -47.844, -8.094)","(319.591, 72.922, -27.741, 12.59)","(278.661, 76.374, -36.426, -7.702)","(236.907, 76.823, -50.269, -5.316)","(199.078, 78.687, -30.005, -7.352)","(159.335, 74.993, -41.855, -13.531)","(124.67, 93.394, -17.505, 46.912)","(103.094, 139.448, -14.581, 55.176)","(96.583, 188.322, -7.373, 40.934)"
48,"(354.632, 491.932, 51.062, 4.361)","(390.252, 505.156, 35.624, 9.052)","(427.441, 514.809, 44.371, 22.318)","(468.071, 523.766, 47.964, 3.078)","(508.892, 525.273, 30.431, 12.13)","(542.181, 527.823, 20.879, -4.156)","(577.988, 527.054, 23.419, 0.644)","(614.35, 527.928, 43.06, -10.738)","(646.782, 525.36, 22.091, 9.281)","(676.497, 528.919, 20.595, 4.736)","(703.015, 528.433, 32.277, -18.426)","(731.692, 530.207, 15.457, -3.935)","(759.251, 533.372, 5.835, 7.423)","(776.016, 545.937, 18.643, 37.113)","(789.997, 572.007, 11.666, 42.198)","(793.5, 617.338, -13.671, 26.974)","(799.732, 649.934, 13.917, 34.204)","(773.84, 663.59, -19.468, 1.758)","(736.826, 667.936, -43.305, 9.042)","(700.152, 667.869, -38.313, 16.872)","(670.293, 672.607, -25.86, 17.878)","(640.01, 681.955, -36.928, 15.047)","(606.793, 687.082, -42.198, 5.058)","(566.567, 687.616, -51.989, 10.758)","(521.743, 682.836, -47.034, 6.789)","(486.506, 676.065, -35.997, 5.176)","(449.984, 670.39, -25.887, 0.422)","(414.082, 667.578, -35.437, 9.629)"
49,"(522.518, 488.016, 46.812, 5.544)","(560.741, 493.355, 29.198, 15.907)","(599.051, 500.076, 41.999, -5.698)","(637.512, 513.43, 40.307, 16.727)","(672.516, 524.406, 16.725, 2.929)","(702.745, 537.831, 23.894, 27.607)","(728.891, 540.49, 33.661, 8.602)","(740.072, 539.653, 25.283, -24.761)","(764.321, 541.867, 13.99, 3.663)","(778.533, 575.56, 15.055, 41.108)","(784.821, 616.099, 6.003, 27.879)","(772.63, 654.662, -61.361, 3.329)","(725.124, 654.146, -29.639, 14.472)","(684.554, 647.514, -40.174, -13.182)","(645.369, 637.975, -27.762, 5.68)","(617.603, 636.063, -46.181, -0.189)","(616.831, 636.04, -21.869, 0.483)","(613.469, 636.109, -43.019, 3.531)","(608.02, 636.097, -15.264, 2.016)","(601.02, 636.082, -38.32, -11.823)","(597.297, 636.136, -29.563, 1.854)","(597.297, 636.136, -29.563, 1.854)","(597.276, 636.046, -0.569, 2.546)","(597.276, 636.046, -0.569, 2.546)","(597.276, 636.046, -0.569, 2.546)","(597.276, 636.046, -0.569, 2.546)","(597.276, 636.046, -0.569, 2.546)","(597.276, 636.046, -0.569, 2.546)"
50,"(582.245, 470.703, 29.515, 14.525)","(611.448, 489.038, 33.098, 13.192)","(645.263, 501.69, 17.477, 6.998)","(679.863, 513.769, 50.136, -2.457)","(712.476, 526.431, 31.048, 19.96)","(743.23, 536.137, 43.294, 5.913)","(775.043, 550.685, 1.226, 47.795)","(788.066, 589.756, -0.895, 62.834)","(783.944, 635.299, 8.032, 36.678)","(766.203, 664.52, -57.592, 18.98)","(722.735, 672.915, -56.165, 17.092)","(677.421, 677.6, -35.068, 15.96)","(630.178, 684.874, -38.351, 0.317)","(586.603, 687.281, -31.153, -4.317)","(539.019, 686.899, -64.107, -3.44)","(489.527, 687.342, -45.45, -12.629)","(443.386, 688.882, -48.589, 6.645)","(403.665, 691.838, -30.489, -12.072)","(379.409, 683.428, -25.58, -8.744)","(347.304, 672.891, -28.471, -20.606)","(307.839, 669.56, -24.342, -11.148)","(267.757, 667.862, -29.032, 1.522)","(228.18, 666.583, -33.367, -5.635)","(192.365, 667.649, -24.198, -1.588)","(153.98, 663.978, -58.053, -2.781)","(131.593, 629.178, -26.743, -51.66)","(116.901, 590.323, -12.639, -53.154)","(104.963, 550.211, 2.712, -52.613)"
51,"(264.698, 255.058, 18.992, 6.881)","(298.974, 246.892, 28.091, -17.102)","(335.985, 231.312, 55.905, -30.348)","(377.247, 215.896, 28.805, -15.476)","(422.667, 204.4, 47.824, -4.87)","(457.432, 203.532, 32.638, 17.437)","(499.384, 204.301, 57.882, -7.951)","(537.788, 204.708, 35.546, -17.013)","(575.093, 203.881, 55.799, -12.9)","(610.068, 200.211, 45.256, -16.697)","(642.542, 193.906, 40.747, -13.878)","(674.671, 193.686, 37.627, 17.913)","(699.859, 199.596, 36.903, 21.253)","(719.741, 206.249, 7.777, 18.56)","(741.541, 208.227, 1.992, 14.801)","(764.814, 207.469, 25.631, 0.838)","(785.826, 193.296, 2.719, -13.883)","(790.778, 162.418, 5.144, -38.905)","(801.556, 136.959, 34.719, -2.359)","(805.225, 102.514, -4.821, -53.722)","(792.352, 86.114, -14.936, -18.786)","(778.102, 61.029, -19.688, -3.398)","(750.969, 51.799, -35.156, 4.328)","(710.739, 57.364, -27.922, 20.533)","(684.51, 60.761, -17.886, 16.301)","(653.094, 58.434, -46.934, -15.432)","(617.169, 58.78, -48.392, 3.892)","(578.541, 58.815, -47.259, -16.982)"
52,"(636.686, 583.977, 44.773, 1.947)","(640.984, 583.903, 18.111, -2.158)","(649.833, 583.963, 34.403, 9.346)","(669.691, 583.886, 22.522, 13.956)","(698.837, 583.557, 42.101, -14.543)","(721.81, 581.446, 11.704, -8.462)","(745.432, 563.615, 35.875, -7.148)","(777.76, 565.935, 30.576, 31.321)","(782.583, 597.36, -4.074, 35.672)","(782.71, 636.681, 11.033, 53.056)","(765.054, 665.285, -19.805, 24.53)","(732.121, 682.708, -45.454, 20.208)","(695.948, 684.66, -35.282, -18.839)","(658.612, 684.903, -38.786, -6.336)","(621.329, 685.212, -49.055, 9.35)","(581.492, 685.061, -46.526, 4.892)","(535.994, 680.946, -37.643, -18.692)","(495.248, 674.532, -38.4, -16.897)","(452.033, 666.725, -27.003, -16.021)","(411.338, 662.273, -48.119, -3.984)","(371.507, 658.595, -41.524, -12.083)","(329.409, 658.022, -41.855, 15.021)","(290.292, 658.643, -38.3, 15.441)","(249.813, 661.419, -43.192, 9.096)","(211.739, 666.025, -47.368, -2.874)","(176.598, 663.539, -40.81, -8.455)","(141.832, 654.286, -22.91, -33.501)","(125.078, 617.794, -8.909, -27.058)"
53,"(291.527, 478.663, 7.29, 8.963)","(302.602, 481.897, 12.642, 4.092)","(318.732, 483.913, 15.802, 3.671)","(337.653, 487.198, 22.797, 0.376)","(358.342, 490.822, 22.701, 1.004)","(381.444, 494.049, 20.166, 2.177)","(404.375, 497.388, 23.917, 1.705)","(427.981, 500.884, 21.559, 4.742)","(451.329, 504.273, 21.09, 1.364)","(474.18, 507.339, 25.158, 4.262)","(497.432, 510.137, 25.274, 2.006)","(520.423, 513.283, 24.504, 2.506)","(543.496, 516.185, 24.165, 0.753)","(566.227, 519.693, 20.807, 1.219)","(587.297, 521.628, 23.805, 2.917)","(607.343, 523.595, 22.012, 1.283)","(626.584, 525.147, 20.662, -0.029)","(644.869, 526.802, 17.297, 4.536)","(660.744, 528.462, 12.761, 2.584)","(672.105, 530.324, 13.849, 2.194)","(683.013, 532.915, 11.813, 2.42)","(693.933, 534.765, 9.499, 4.524)","(712.493, 538.066, 23.816, 12.084)","(731.569, 539.454, 22.936, -13.879)","(749.15, 539.562, 29.535, -6.632)","(769.878, 542.706, 13.326, 5.561)","(768.936, 565.836, 15.357, 14.219)","(781.265, 582.909, 26.029, 10.886)"
54,"(693.721, 337.125, 19.706, -23.19)","(723.885, 314.629, 29.803, -24.49)","(750.069, 294.995, 21.73, -16.013)","(769.482, 279.567, 25.08, -22.178)","(785.954, 259.357, 8.312, -2.02)","(795.188, 242.28, 19.648, -10.533)","(806.44, 226.861, 6.255, 1.31)","(804.892, 224.124, -4.97, -22.701)","(800.197, 211.089, 5.24, -19.863)","(805.61, 199.956, -2.95, -35.57)","(805.348, 185.122, -12.844, -19.275)","(802.613, 155.863, 5.502, -39.3)","(808.893, 124.734, 11.184, -22.681)","(819.394, 92.58, 11.478, -29.661)","(823.497, 72.536, -1.768, -10.661)","(827.738, 65.545, 1.236, 0.588)","(827.406, 65.335, -1.036, -0.998)","(827.625, 64.579, 2.239, 3.396)","(828.888, 65.076, 1.333, -1.791)","(828.985, 65.147, 0.704, 5.705)","(829.369, 65.797, -3.199, 1.024)","(829.678, 65.882, -0.52, 1.818)","(828.299, 66.586, 0.216, -2.683)","(826.489, 69.513, -1.248, 1.212)","(822.012, 69.597, -17.116, 9.846)","(809.719, 70.083, -1.351, 3.999)","(802.944, 68.078, -16.17, -13.324)","(792.857, 60.723, -11.431, -10.996)"
55,"(613.411, 447.812, 28.223, -5.903)","(642.68, 444.97, 30.43, -0.108)","(671.778, 445.505, 30.415, 1.614)","(699.429, 445.556, 23.829, -0.066)","(723.245, 445.998, 23.998, -1.668)","(740.19, 446.809, 10.121, 1.718)","(750.316, 447.871, 11.363, 5.699)","(757.823, 452.171, 8.759, 2.705)","(764.364, 455.792, 3.306, 5.539)","(773.441, 459.673, 8.78, 5.901)","(779.315, 464.571, 5.646, 0.718)","(784.033, 469.87, 6.862, 10.152)","(789.359, 478.658, 3.367, 6.137)","(795.307, 487.393, 5.653, 4.79)","(800.754, 493.005, 6.15, 1.208)","(805.144, 496.357, 0.615, 4.34)","(806.291, 499.938, 2.528, 5.21)","(806.539, 503.012, -2.047, 1.446)","(805.689, 507.077, -0.883, 4.391)","(804.804, 515.551, 3.198, 8.871)","(805.305, 524.559, -4.23, 11.859)","(804.068, 534.679, -3.781, 7.256)","(811.799, 543.965, 6.243, 9.521)","(820.482, 549.21, 4.289, 7.987)","(825.265, 559.588, 7.087, 9.102)","(827.906, 566.473, 1.587, 1.629)","(814.688, 582.606, -3.641, 15.21)","(807.939, 623.96, 13.716, 50.035)"
56,"(442.468, 177.253, 17.31, -9.668)","(463.697, 168.953, 25.248, -8.474)","(473.95, 166.035, 18.554, -8.523)","(473.95, 166.035, 18.554, -8.523)","(473.95, 166.035, 18.554, -8.523)","(473.95, 166.035, 18.554, -8.523)","(473.95, 166.035, 18.554, -8.523)","(473.95, 166.035, 18.554, -8.523)","(473.95, 166.035, 18.554, -8.523)","(478.316, 166.011, 18.687, -0.443)","(494.32, 167.404, 21.771, 1.538)","(512.15, 168.361, 14.385, -1.288)","(526.576, 167.746, 14.54, 3.963)","(545.605, 169.18, 21.746, -0.851)","(564.665, 172.146, 18.834, 3.881)","(582.818, 172.636, 17.226, 5.261)","(599.815, 175.438, 17.813, 4.849)","(615.124, 177.857, 14.198, 0.023)","(628.707, 178.729, 13.361, 2.939)","(642.043, 180.2, 14.599, 3.031)","(652.484, 181.467, 6.912, 2.003)","(662.051, 183.608, 12.886, -1.308)","(673.566, 178.605, 9.95, -7.305)","(684.128, 173.231, 4.946, 2.169)","(690.323, 172.078, 10.992, 4.436)","(696.174, 173.123, 6.558, 0.936)","(699.569, 169.539, 5.778, -4.209)","(717.263, 175.024, 0.845, 0.763)"
57,"(667.084, 515.538, 25.868, -3.325)","(697.743, 526.219, 32.128, 8.155)","(727.864, 530.891, 26.652, 5.656)","(750.083, 536.353, 13.84, 4.244)","(768.397, 539.295, 23.765, 2.574)","(793.523, 555.8, 25.544, 24.193)","(810.415, 569.928, 7.282, 16.623)","(814.237, 592.213, -0.815, 34.009)","(821.681, 626.416, 8.672, 25.096)","(823.892, 649.696, -1.525, 24.087)","(819.197, 665.261, -7.231, 14.155)","(810.94, 675.824, -9.873, 8.543)","(794.538, 690.472, -26.546, 18.379)","(769.995, 695.136, -29.64, -1.459)","(732.199, 689.922, -41.368, -11.302)","(692.633, 681.503, -31.728, -6.196)","(660.429, 679.863, -30.253, -2.305)","(626.079, 681.418, -40.898, 5.669)","(586.026, 686.707, -41.491, 1.053)","(548.254, 683.29, -37.686, -6.708)","(509.451, 675.498, -35.475, -9.561)","(474.305, 666.275, -33.076, -10.715)","(437.767, 657.564, -35.04, -4.415)","(400.456, 650.633, -35.902, -4.025)","(364.642, 642.71, -37.941, -8.768)","(338.937, 636.02, -32.113, -6.015)","(338.937, 636.02, -32.113, -6.015)","(330.557, 636.055, -56.076, -9.453)"
58,"(589.25, 239.523, 32.108, -5.883)","(619.913, 226.699, 33.593, -11.846)","(649.803, 214.482, 28.333, -14.918)","(680.241, 204.196, 27.409, -12.377)","(705.677, 194.364, 24.604, -3.986)","(719.202, 188.75, 13.007, -1.244)","(727.69, 181.68, 7.395, -7.046)","(734.29, 166.256, -3.288, -30.877)","(734.494, 166.007, 12.233, -14.962)","(734.494, 166.007, 12.233, -14.962)","(740.907, 166.028, 28.309, -3.871)","(750.492, 166.019, 14.245, -8.578)","(757.326, 168.216, 1.84, 5.597)","(756.053, 161.158, -17.193, -19.769)","(756.603, 160.534, 4.379, -10.626)","(756.214, 153.004, -14.987, -14.244)","(756.214, 153.004, -14.987, -14.244)","(756.039, 153.537, -10.501, 31.988)","(756.039, 153.537, -10.501, 31.988)","(756.039, 153.537, -10.501, 31.988)","(756.039, 153.537, -10.501, 31.988)","(756.0, 153.878, -2.293, 20.476)","(756.0, 153.878, -2.293, 20.476)","(762.39, 161.776, 1.066, 1.457)","(763.459, 157.226, -6.286, -9.19)","(757.843, 155.92, 7.107, 11.222)","(756.048, 156.526, -7.098, 1.18)","(758.27, 157.086, 11.474, -13.2)"
59,"(647.219, 548.745, 15.706, 5.667)","(676.771, 557.525, 25.047, 4.756)","(701.855, 564.614, 23.271, 6.975)","(725.654, 576.312, 19.045, 8.949)","(738.019, 583.911, 15.963, 15.938)","(739.127, 583.995, 36.456, 2.132)","(739.127, 583.995, 36.456, 2.132)","(739.127, 583.995, 36.456, 2.132)","(739.127, 583.995, 36.456, 2.132)","(739.127, 583.995, 36.456, 2.132)","(738.519, 583.969, 4.606, 0.239)","(746.101, 582.427, 6.284, -9.977)","(757.614, 575.295, 15.906, -4.911)","(765.786, 570.87, 16.94, -6.135)","(769.929, 576.009, -3.593, 3.106)","(775.64, 572.52, -1.063, 8.992)","(776.967, 590.538, -10.848, 13.538)","(776.91, 586.521, 9.873, -1.75)","(791.856, 590.499, 16.858, 2.011)","(792.881, 576.249, -11.581, -23.024)","(789.287, 590.803, 2.498, 29.276)","(792.061, 625.35, 6.737, 35.752)","(790.96, 653.72, -23.119, 3.549)","(770.156, 659.772, -21.315, 3.978)","(745.293, 666.093, -25.831, 3.01)","(718.7, 668.334, -24.895, -0.083)","(695.282, 666.446, -22.337, -4.454)","(676.378, 664.521, -19.073, -3.155)"
60,"(542.627, 171.25, 18.458, -6.248)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(556.849, 166.014, 18.575, -3.485)","(557.341, 166.004, 29.51, -0.613)","(583.12, 166.868, 28.935, -6.977)","(607.574, 167.737, 24.386, 1.865)","(630.163, 170.169, 21.44, -0.863)","(647.874, 170.117, 7.864, 4.156)","(664.293, 172.62, 15.87, -13.449)","(681.94, 166.032, 15.292, -9.673)","(694.787, 166.786, 18.36, 10.248)","(704.041, 166.0, 9.613, -1.254)","(704.406, 166.004, 2.944, -0.852)","(709.128, 166.8, 15.962, 5.971)","(723.053, 168.686, 9.188, -1.486)","(729.053, 166.085, 2.041, -2.713)","(730.136, 166.029, 7.994, 0.804)","(733.192, 170.199, -1.596, 5.92)","(736.839, 184.121, 14.292, 9.55)","(752.948, 193.37, 1.96, 11.691)"
61,"(328.865, 313.82, 28.707, -9.749)","(358.89, 302.002, 26.219, -8.726)","(385.947, 292.115, 26.439, -11.969)","(410.39, 281.514, 22.325, -9.368)","(433.154, 269.073, 23.457, -14.361)","(459.382, 258.635, 26.224, -7.521)","(482.831, 249.784, 18.382, -8.024)","(504.504, 243.9, 20.799, -2.314)","(524.219, 242.847, 20.097, 1.322)","(545.228, 240.141, 16.298, 0.297)","(563.081, 238.474, 16.394, -6.159)","(580.225, 231.029, 20.526, -9.793)","(601.835, 225.389, 27.128, -3.309)","(618.357, 220.606, 19.208, -8.859)","(637.882, 214.829, 16.243, -7.357)","(655.387, 209.926, 14.983, -4.253)","(667.559, 207.92, 9.107, 0.215)","(675.391, 206.581, 7.336, -6.168)","(688.476, 205.143, 1.919, -8.855)","(697.435, 204.16, 13.533, 1.995)","(708.497, 208.335, 13.871, 5.582)","(717.83, 210.37, 10.46, 1.855)","(723.575, 210.073, -2.393, -7.6)","(728.431, 207.916, 5.935, -0.349)","(736.933, 208.039, 9.569, 0.235)","(751.862, 209.039, 19.492, -3.987)","(764.433, 207.841, 13.444, -1.708)","(778.006, 198.685, 18.434, -11.195)"
62,"(375.123, 401.508, 14.672, 3.994)","(399.815, 405.789, 26.335, 0.295)","(427.537, 405.132, 34.822, -4.85)","(452.981, 407.145, 24.313, 0.306)","(479.165, 407.326, 22.862, 4.278)","(504.516, 405.506, 23.008, -8.556)","(527.202, 403.79, 19.096, -4.905)","(547.646, 401.198, 21.835, 1.042)","(565.569, 397.398, 13.684, -5.505)","(580.465, 393.654, 15.414, -5.444)","(593.416, 387.635, 14.755, -9.206)","(608.741, 380.386, 17.931, -9.672)","(624.521, 371.304, 13.752, -8.613)","(638.192, 362.324, 12.062, -10.501)","(651.133, 353.661, 10.943, -7.411)","(663.157, 344.892, 10.812, -12.402)","(673.532, 337.559, 9.054, -9.138)","(681.207, 330.578, 4.666, -9.413)","(687.962, 323.298, 9.54, -7.712)","(694.44, 314.869, 8.647, -7.344)","(702.559, 307.953, 5.475, -4.111)","(709.868, 301.69, 9.051, -9.731)","(716.61, 295.15, 10.108, -5.241)","(723.919, 288.827, 4.561, -5.741)","(730.817, 283.775, 5.286, -6.089)","(736.283, 281.269, 2.245, -3.353)","(741.035, 278.961, 5.593, 0.555)","(744.909, 276.827, 4.472, -2.844)"
63,"(529.817, 526.607, 23.378, 8.819)","(555.528, 532.344, 24.887, 9.589)","(576.25, 536.855, 19.092, 5.979)","(596.37, 542.348, 21.751, 7.142)","(617.819, 552.14, 20.096, 12.8)","(637.146, 566.492, 13.118, 18.464)","(653.85, 580.809, 14.997, 9.114)","(658.712, 583.98, 10.901, 7.589)","(658.712, 583.98, 10.901, 7.589)","(669.326, 583.909, 26.883, -4.531)","(686.581, 581.445, 19.415, -4.368)","(702.482, 582.647, 7.498, -5.463)","(710.155, 583.992, 8.84, 1.952)","(722.523, 583.95, 7.813, 3.22)","(722.523, 583.95, 7.813, 3.22)","(727.916, 583.671, 12.017, -5.649)","(735.419, 583.206, 1.31, -3.793)","(739.314, 579.565, 6.212, -2.625)","(742.075, 577.513, 0.809, -4.42)","(746.896, 574.676, 6.381, -0.916)","(750.83, 576.788, 3.28, 0.204)","(754.738, 577.298, 3.934, -3.082)","(760.092, 581.128, 1.721, 3.353)","(760.374, 588.443, -1.385, 2.341)","(756.084, 590.534, -4.702, -0.079)","(756.084, 590.534, -4.702, -0.079)","(756.011, 590.238, -4.38, -17.784)","(756.011, 590.238, -4.38, -17.784)"
64,"(300.707, 275.816, 15.853, -8.895)","(321.662, 270.328, 17.491, -4.212)","(344.562, 267.273, 22.487, -2.742)","(363.219, 265.428, 24.977, 2.836)","(383.353, 260.1, 19.603, -9.799)","(403.342, 254.585, 20.027, -9.022)","(422.264, 249.279, 17.328, -6.1)","(441.833, 243.279, 23.003, -6.157)","(460.536, 241.007, 19.4, -6.27)","(479.783, 234.357, 21.784, -5.373)","(499.508, 227.605, 17.143, -5.36)","(517.039, 224.341, 12.883, -4.521)","(532.58, 222.386, 13.498, -5.338)","(545.131, 221.141, 9.02, -0.591)","(561.683, 221.444, 16.019, 2.157)","(577.437, 223.825, 14.503, 1.26)","(592.59, 227.638, 15.306, 1.122)","(607.461, 232.993, 15.032, 6.61)","(622.781, 237.705, 16.777, 4.104)","(638.417, 242.114, 18.517, 0.897)","(651.28, 244.196, 8.761, -1.52)","(661.521, 243.305, 6.139, -2.761)","(673.332, 243.217, 8.791, -0.139)","(687.082, 242.106, 17.291, -3.508)","(701.595, 240.086, 10.969, -4.8)","(711.262, 235.707, 5.884, -6.744)","(717.983, 231.803, 9.701, -2.131)","(723.36, 229.345, 2.238, 1.936)"
65,"(453.599, 515.794, 25.066, 16.861)","(478.378, 530.578, 26.317, 13.157)","(499.926, 547.977, 20.484, 15.741)","(518.17, 558.776, 15.739, 6.512)","(537.298, 562.431, 16.906, 5.731)","(558.247, 565.32, 20.221, 2.998)","(583.388, 572.223, 23.223, 7.642)","(605.613, 581.988, 18.581, 5.304)","(615.888, 583.948, 15.567, -0.051)","(618.286, 583.996, 13.68, 1.433)","(618.286, 583.996, 13.68, 1.433)","(628.98, 579.663, 13.038, -7.087)","(643.698, 572.892, 11.324, -6.05)","(656.205, 566.427, 10.858, -8.302)","(669.429, 561.31, 15.127, -3.564)","(682.809, 556.204, 12.158, -5.859)","(696.776, 551.224, 10.103, -3.194)","(708.892, 548.825, 11.748, -1.273)","(720.42, 544.816, 9.674, -2.656)","(735.248, 539.364, 12.619, -2.81)","(747.731, 538.764, 14.788, 6.175)","(764.025, 542.483, 13.805, 4.904)","(771.007, 546.928, -2.893, 17.605)","(772.317, 556.746, 5.723, 8.556)","(782.552, 574.222, 7.33, 14.466)","(790.703, 601.68, 3.926, 37.101)","(793.962, 635.282, 3.895, 28.166)","(789.327, 659.263, -17.929, 17.625)"
66,"(629.997, 266.699, 20.909, -8.439)","(658.483, 253.271, 29.388, -8.32)","(687.178, 243.289, 12.859, -19.348)","(710.926, 233.081, 18.731, -10.133)","(728.474, 222.969, 14.92, -10.963)","(744.669, 213.007, 31.216, 0.008)","(756.737, 204.622, -3.934, -19.253)","(768.137, 190.59, 41.21, -19.664)","(767.066, 161.92, -8.493, -73.261)","(770.536, 127.786, 8.942, -27.538)","(782.56, 105.581, -16.203, -25.833)","(757.924, 82.113, -40.613, -20.997)","(710.978, 78.267, -39.112, 6.159)","(680.754, 89.806, -12.351, 14.316)","(658.015, 96.622, -21.762, -4.713)","(614.889, 99.913, -34.127, 20.407)","(586.353, 113.962, -27.732, 9.695)","(586.353, 113.962, -27.732, 9.695)","(586.353, 113.962, -27.732, 9.695)","(586.353, 113.962, -27.732, 9.695)","(586.353, 113.962, -27.732, 9.695)","(586.353, 113.962, -27.732, 9.695)","(586.353, 113.962, -27.732, 9.695)","(584.7, 113.974, -99.198, 0.733)","(546.852, 105.422, -47.031, -26.777)","(508.356, 95.475, -23.684, -2.383)","(470.409, 92.492, -45.347, -1.467)","(429.31, 91.446, -40.802, 1.832)"
67,"(662.723, 227.408, 12.242, -13.121)","(677.461, 218.363, 21.325, -2.652)","(700.662, 211.043, 35.242, -8.745)","(725.223, 206.143, 39.459, 1.36)","(744.83, 197.378, 17.241, -5.076)","(758.142, 191.324, 18.113, -2.431)","(769.831, 193.449, 11.083, -19.177)","(769.489, 168.343, -7.494, -15.934)","(762.165, 128.005, -0.058, -16.276)","(754.298, 115.66, -16.392, -25.344)","(743.599, 97.29, -28.922, 3.685)","(728.371, 109.968, -3.989, 11.665)","(726.858, 113.975, 2.838, 11.94)","(726.858, 113.975, 2.838, 11.94)","(726.886, 113.996, 1.693, 1.257)","(727.539, 113.675, 10.006, -2.211)","(726.852, 113.941, -4.08, -2.35)","(726.852, 113.941, -4.08, -2.35)","(726.852, 113.941, -4.08, -2.35)","(726.852, 113.941, -4.08, -2.35)","(726.852, 113.941, -4.08, -2.35)","(726.852, 113.941, -4.08, -2.35)","(727.012, 113.996, 3.989, 1.517)","(728.178, 113.988, 9.124, 5.117)","(728.178, 113.988, 9.124, 5.117)","(732.611, 112.968, 2.283, -9.485)","(729.357, 105.844, -14.834, -0.803)","(724.059, 109.741, -0.186, 4.584)"
68,"(434.329, 391.921, 12.543, 5.8)","(458.839, 385.337, 25.886, -2.709)","(487.216, 379.963, 27.345, -8.623)","(515.048, 373.882, 24.806, -8.695)","(540.221, 368.237, 23.887, -6.192)","(563.789, 361.455, 23.889, -8.859)","(587.876, 356.579, 26.982, -5.014)","(612.451, 354.418, 27.218, 0.775)","(637.062, 349.989, 28.15, -7.19)","(661.009, 346.448, 21.554, 0.038)","(683.63, 345.766, 20.969, 1.588)","(702.947, 343.957, 15.311, -4.995)","(720.128, 342.456, 13.403, 0.154)","(733.757, 339.776, 11.63, -3.332)","(743.147, 336.483, 5.522, -5.837)","(748.645, 332.242, 7.268, -4.025)","(755.685, 326.155, 6.946, -2.569)","(762.953, 323.216, 11.251, -2.329)","(769.376, 320.327, 7.345, -3.908)","(773.859, 316.114, 2.363, -5.641)","(777.399, 310.823, 6.326, -3.197)","(781.823, 305.716, 2.11, -6.313)","(786.53, 300.319, 0.349, -4.04)","(789.574, 295.447, 0.516, -4.295)","(793.119, 290.588, 0.358, -8.461)","(796.94, 284.639, 4.729, -6.592)","(801.549, 278.699, 3.626, -2.734)","(805.956, 274.398, 6.115, -4.19)"
