,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
40,"(476.635, 541.044, 54.534, -13.493)","(520.716, 546.318, 57.578, 0.001)","(561.933, 551.363, 43.551, 14.872)","(605.401, 559.36, 40.08, 19.199)","(644.501, 566.811, 44.273, -0.919)","(683.192, 571.825, 41.25, -6.523)","(718.4, 575.908, 30.997, 12.6)","(741.934, 569.575, 4.478, -23.794)","(763.29, 559.597, 38.827, 9.332)","(775.519, 588.383, -1.649, 55.475)","(769.717, 626.905, 10.889, 38.791)","(766.703, 645.538, 9.891, 12.985)","(750.937, 663.053, -61.693, 12.166)","(703.976, 657.225, -42.431, -7.328)","(661.214, 646.481, -52.014, 2.839)","(619.165, 636.225, -41.961, -17.971)","(604.059, 636.025, -67.489, 0.706)","(589.903, 636.034, -54.436, -8.577)","(584.134, 636.06, -81.296, 2.483)","(583.407, 636.013, -43.629, -2.833)","(583.407, 636.013, -43.629, -2.833)","(582.807, 636.06, -36.016, 2.802)","(570.084, 636.166, -38.625, 6.844)","(539.796, 636.127, -43.291, 5.207)","(504.769, 636.175, -52.914, 9.616)","(471.102, 636.038, -47.864, -5.179)","(439.216, 636.029, -44.986, -4.593)","(401.142, 636.414, -55.199, 11.302)","(367.184, 636.399, -51.942, 9.697)","(335.991, 637.239, -38.521, 10.754)","(296.585, 638.021, -26.416, 7.046)","(257.542, 642.158, -40.668, 3.023)","(226.454, 647.695, -27.971, 26.282)","(192.858, 652.904, -42.082, -3.996)","(166.13, 653.982, -40.119, 15.557)","(135.6, 640.868, -7.758, -50.66)","(123.517, 593.124, -2.636, -91.219)","(114.731, 557.369, -36.169, 5.847)","(107.259, 513.814, 30.361, -35.518)","(94.171, 478.552, 6.509, -11.447)","(95.235, 452.834, 33.029, -84.356)","(90.97, 419.187, 31.212, -82.651)"
41,"(240.068, 373.291, 17.912, -18.149)","(261.253, 362.021, 20.245, -6.156)","(287.162, 351.42, 14.163, -19.183)","(311.85, 343.338, 21.579, 3.404)","(338.956, 331.548, 36.397, -20.0)","(363.481, 318.013, 29.647, -18.562)","(391.359, 303.895, 18.925, -25.889)","(422.745, 290.461, 36.092, -10.007)","(450.748, 279.468, 16.969, -15.548)","(483.688, 272.05, 33.035, -22.285)","(515.375, 267.627, 30.571, -11.518)","(542.001, 262.148, 20.966, 11.412)","(568.704, 258.656, 22.687, 7.336)","(599.248, 256.478, 21.078, 8.405)","(630.127, 252.342, 27.534, 6.0)","(664.41, 247.099, 40.361, -8.479)","(692.278, 246.119, 40.861, 4.421)","(713.907, 240.264, 36.941, -30.006)","(743.812, 235.081, 48.347, -13.838)","(768.094, 224.471, 33.373, 3.457)","(786.019, 204.349, 6.33, -27.11)","(793.493, 173.195, -14.292, -41.468)","(797.092, 145.444, -0.798, -26.699)","(801.527, 119.292, 1.508, -31.942)","(787.728, 91.398, -20.672, -3.855)","(753.287, 87.699, -31.308, -13.047)","(718.03, 82.804, -44.988, 0.567)","(678.106, 74.89, -52.475, -9.628)","(639.671, 82.223, -33.799, 22.579)","(597.673, 86.541, -47.378, 19.513)","(560.048, 93.623, -47.728, -14.734)","(525.845, 94.147, -53.523, -7.239)","(487.112, 95.027, -53.454, -7.537)","(446.753, 95.664, -34.842, -9.644)","(405.823, 97.051, -52.876, -3.101)","(367.372, 96.338, -43.841, -3.978)","(328.015, 98.215, -78.497, 39.57)","(292.793, 93.066, -60.312, 50.938)","(255.302, 92.754, 17.866, -3.915)","(225.199, 90.695, -54.029, 35.833)","(185.185, 91.221, -35.412, 3.25)","(149.658, 78.111, -34.295, -64.47)"
42,"(268.152, 282.34, 29.028, 10.51)","(297.509, 276.825, 17.53, -2.571)","(330.732, 267.536, 21.641, -23.161)","(362.752, 257.483, 27.605, -21.866)","(395.892, 249.504, 35.75, 12.373)","(429.461, 242.758, 40.873, 0.989)","(461.478, 234.418, 40.927, 5.652)","(493.015, 229.587, 14.408, -12.579)","(522.907, 223.628, 28.465, -15.224)","(551.209, 221.881, 11.518, -0.765)","(580.205, 225.317, 26.86, 12.268)","(602.211, 229.01, 16.322, -16.233)","(624.018, 227.452, 26.358, 3.985)","(650.466, 225.766, 22.774, -8.766)","(680.323, 222.109, 24.323, 6.852)","(704.249, 215.793, 38.081, -12.643)","(722.661, 212.033, 7.785, -13.943)","(741.392, 210.423, 28.563, -7.579)","(766.964, 208.168, -4.246, 2.635)","(781.241, 176.007, 15.914, -41.864)","(780.233, 141.441, 3.695, -26.002)","(786.239, 110.447, 10.148, -39.41)","(764.742, 92.16, -49.804, -8.427)","(724.087, 92.762, -28.815, 15.457)","(694.717, 92.678, -29.65, -21.724)","(650.777, 94.284, -20.562, 17.294)","(623.771, 107.699, -33.052, 1.055)","(613.625, 113.995, -24.352, 11.982)","(613.625, 113.995, -24.352, 11.982)","(613.625, 113.995, -24.352, 11.982)","(613.625, 113.995, -24.352, 11.982)","(613.625, 113.995, -24.352, 11.982)","(606.452, 113.807, -36.516, -4.81)","(593.626, 113.806, -28.801, 0.679)","(572.008, 113.838, -32.916, -3.145)","(548.519, 102.513, -34.347, -30.862)","(505.985, 92.244, -35.455, 6.543)","(462.603, 88.046, -72.913, 23.337)","(420.522, 88.749, 5.325, -47.449)","(379.562, 89.59, -73.293, 3.851)","(336.467, 84.361, 4.594, -12.931)","(294.463, 81.374, -89.815, -17.215)"
43,"(625.223, 315.63, 37.722, -35.161)","(667.818, 296.672, 33.591, -12.99)","(711.603, 275.305, 51.288, -33.492)","(746.895, 259.364, 39.111, -9.846)","(776.132, 246.35, 25.474, -19.636)","(796.697, 231.121, 24.962, -44.337)","(807.619, 205.539, 22.604, -33.591)","(812.437, 176.878, 4.796, -7.508)","(803.579, 147.774, -17.11, -51.494)","(803.449, 109.977, 9.41, -61.622)","(786.412, 74.368, -27.458, -39.558)","(751.941, 60.899, -52.185, -5.464)","(706.863, 63.387, -59.518, -10.55)","(660.03, 66.203, -54.19, -12.533)","(617.534, 68.763, -45.613, -2.466)","(579.26, 71.098, -28.622, -6.763)","(537.804, 70.312, -40.628, 2.517)","(497.67, 71.963, -33.946, 15.017)","(455.347, 72.859, -47.786, 0.949)","(413.829, 72.573, -31.718, 4.31)","(372.084, 71.435, -51.136, 11.051)","(332.67, 74.438, -37.33, 11.667)","(291.914, 76.898, -37.668, -11.938)","(253.414, 79.26, -35.235, 9.674)","(211.975, 80.664, -45.274, 12.749)","(174.662, 81.254, -36.311, -2.126)","(135.348, 84.425, -20.069, 14.695)","(105.949, 119.964, -26.978, 49.811)","(84.821, 156.23, -28.756, 49.376)","(71.782, 191.159, -25.114, 39.439)","(65.905, 229.889, -8.682, 32.653)","(62.783, 271.579, -3.524, 33.361)","(62.997, 306.59, -16.676, 35.142)","(62.083, 338.766, -10.757, 21.712)","(35.665, 364.861, -60.567, 2.187)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
44,"(496.0, 179.571, 37.232, -10.844)","(531.456, 172.701, 37.288, -7.366)","(565.495, 167.052, 19.344, 1.921)","(574.173, 166.009, 7.674, -10.524)","(580.999, 166.023, 10.095, -1.098)","(581.175, 166.002, 10.552, -1.298)","(585.126, 166.174, 31.866, 0.251)","(585.126, 166.174, 31.866, 0.251)","(585.126, 166.174, 31.866, 0.251)","(585.106, 166.002, -1.173, -6.374)","(585.106, 166.002, -1.173, -6.374)","(587.827, 166.113, 12.061, -7.627)","(590.405, 166.907, -1.961, -8.537)","(589.355, 166.594, 1.959, -10.815)","(586.195, 169.74, 0.389, -4.381)","(590.082, 186.814, 0.473, 17.018)","(613.076, 201.56, 35.421, 21.242)","(638.233, 209.986, 37.601, 10.518)","(665.483, 217.095, 33.008, 0.385)","(692.344, 216.448, 12.667, 6.621)","(713.611, 216.4, 19.844, -14.696)","(734.197, 216.089, 30.59, -8.51)","(756.885, 215.673, 5.423, -7.018)","(771.996, 209.859, 4.195, -16.699)","(770.228, 184.427, -2.807, -47.42)","(778.332, 149.04, 7.225, -44.036)","(790.171, 102.45, 0.9, -30.913)","(758.002, 91.511, -40.48, 0.413)","(733.996, 82.634, -27.13, -17.608)","(708.143, 78.241, -14.685, 5.285)","(673.78, 74.435, -48.926, -2.372)","(643.241, 69.8, -29.885, 11.014)","(608.808, 69.575, -26.801, 4.412)","(572.121, 69.52, -47.378, -7.735)","(533.105, 70.532, -42.3, 5.873)","(496.294, 71.756, -32.988, 2.716)","(459.633, 73.524, -24.763, -3.485)","(421.64, 73.82, -31.951, -1.841)","(379.803, 73.465, -13.452, 41.094)","(336.706, 73.042, -89.683, 5.951)","(289.25, 74.362, -20.699, 29.957)","(255.741, 76.881, -7.825, 34.035)"
45,"(547.56, 553.439, 26.303, -5.717)","(594.166, 558.463, 29.561, -10.49)","(635.045, 563.816, 52.676, -1.475)","(675.583, 565.731, 47.302, -0.419)","(712.474, 566.129, 31.616, -10.291)","(748.11, 562.381, 37.437, -5.028)","(774.729, 571.772, 11.196, 69.227)","(780.27, 620.582, 15.905, 28.774)","(781.658, 656.741, -22.295, 24.949)","(743.13, 671.76, -47.535, -1.368)","(697.967, 672.901, -57.564, -4.436)","(656.746, 671.063, -30.865, -10.286)","(614.56, 669.003, -47.348, 8.994)","(571.429, 666.474, -31.6, 7.227)","(529.038, 666.66, -31.399, -0.919)","(487.585, 666.701, -32.27, 8.651)","(445.009, 666.144, -24.565, 16.859)","(405.796, 667.192, -35.683, 3.14)","(364.376, 667.906, -51.57, -1.012)","(324.81, 667.736, -27.813, 1.162)","(283.527, 667.351, -35.806, 9.736)","(242.156, 668.39, -27.531, 14.079)","(201.708, 670.394, -23.571, -14.554)","(160.985, 665.633, -57.671, -19.06)","(130.405, 638.103, -12.879, -45.118)","(113.179, 601.052, -5.606, -55.875)","(101.984, 558.547, -19.931, -47.832)","(91.791, 518.691, -11.47, -45.253)","(80.688, 479.52, 3.962, -41.956)","(72.334, 443.656, -16.572, -33.4)","(73.059, 410.328, -2.987, -20.282)","(46.128, 385.163, -71.499, -25.37)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
46,"(526.31, 368.595, 38.307, 3.047)","(555.847, 358.567, 27.492, -18.573)","(584.647, 345.504, 27.975, -28.669)","(606.954, 330.29, 10.724, -17.36)","(634.223, 318.971, 34.666, 1.322)","(663.374, 316.446, 40.771, -5.384)","(686.853, 309.371, 30.961, -8.102)","(702.254, 303.818, 13.312, -18.422)","(719.485, 290.66, 15.187, -22.499)","(738.967, 274.782, 33.179, -28.332)","(764.088, 261.748, 25.776, 6.808)","(781.618, 246.542, 3.146, -5.866)","(788.18, 221.568, 1.698, -13.141)","(806.472, 199.158, 15.065, -7.632)","(806.795, 162.98, -27.675, -48.756)","(814.477, 136.436, 18.24, -26.916)","(805.296, 95.339, -8.923, -52.81)","(770.088, 80.467, -65.026, -17.72)","(723.219, 66.706, -58.342, 1.688)","(677.773, 60.37, -58.184, 0.69)","(636.131, 65.145, -39.017, -10.694)","(595.489, 65.642, -43.488, 8.26)","(552.269, 66.415, -42.03, -7.332)","(513.008, 63.724, -49.596, -13.668)","(474.059, 61.109, -25.406, 0.218)","(434.123, 61.85, -39.751, -3.247)","(393.537, 63.925, -33.08, 0.123)","(352.932, 64.74, -53.237, 9.612)","(311.107, 63.488, -27.06, -8.733)","(272.293, 65.135, -47.975, -3.691)","(234.948, 68.806, -35.908, 9.453)","(199.232, 67.387, -58.261, -12.711)","(153.988, 68.553, -48.827, 11.977)","(118.241, 87.455, -23.467, 47.368)","(88.906, 123.89, -35.514, 44.318)","(68.834, 158.206, -14.287, 43.748)","(63.339, 194.642, -1.259, 48.01)","(61.731, 229.488, 7.985, 40.257)","(70.355, 265.899, -10.782, 50.454)","(69.47, 297.381, -11.554, 56.943)","(64.939, 334.586, 1.83, 70.41)","(38.833, 362.321, -11.691, -18.121)"
47,"(625.35, 566.322, 57.417, 17.414)","(667.589, 573.035, 40.285, 2.69)","(707.856, 574.339, 39.777, -13.338)","(740.98, 570.993, 34.424, 9.841)","(770.277, 562.171, 32.896, -10.517)","(779.193, 597.477, 2.62, 56.511)","(784.925, 632.284, 22.981, 32.754)","(776.887, 659.789, -41.985, -0.059)","(736.652, 670.718, -49.409, -9.761)","(693.833, 670.306, -60.768, -5.12)","(650.177, 668.038, -37.319, -9.11)","(605.764, 663.777, -35.428, 3.915)","(564.456, 661.49, -27.42, -11.669)","(520.95, 659.377, -55.681, 4.09)","(478.386, 657.775, -32.001, 8.722)","(435.999, 655.563, -58.232, -15.742)","(394.749, 654.398, -57.336, -2.79)","(352.303, 654.489, -45.855, 14.165)","(312.821, 654.118, -31.789, 4.431)","(271.269, 656.051, -28.919, -5.515)","(229.249, 662.551, -49.354, 11.952)","(189.053, 664.073, -43.472, -9.773)","(147.424, 662.859, -34.941, -1.38)","(126.848, 623.579, -9.776, -36.451)","(111.503, 580.535, -0.417, -46.609)","(99.075, 539.576, -4.677, -23.971)","(89.414, 501.114, -24.944, -32.435)","(81.046, 463.813, 0.549, -45.581)","(75.708, 429.763, -10.456, -22.864)","(72.724, 396.036, -5.422, -21.935)","(36.495, 383.957, -56.263, -15.302)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
48,"(251.943, 242.508, 23.097, -18.774)","(276.262, 232.467, 16.061, -17.105)","(304.411, 224.418, 25.244, 4.302)","(330.056, 215.286, 39.459, -21.058)","(358.278, 210.027, 27.505, 7.857)","(383.102, 203.466, 25.01, -2.837)","(410.538, 196.686, 14.876, -17.951)","(438.889, 195.432, 13.673, 7.006)","(464.557, 193.502, 10.199, 0.747)","(490.949, 193.563, 38.45, -10.166)","(514.098, 193.814, 9.59, -9.567)","(535.374, 199.946, 13.855, -12.034)","(550.348, 207.779, -2.39, 5.825)","(566.409, 212.669, 32.102, 17.113)","(590.38, 220.137, 28.397, 12.491)","(617.876, 228.534, 38.519, 10.505)","(648.543, 227.056, 17.486, -14.657)","(676.458, 224.949, 23.232, -25.994)","(705.893, 221.486, 23.5, 4.948)","(731.269, 218.634, 27.859, -11.911)","(753.534, 216.68, 14.918, -16.85)","(773.585, 206.144, 25.636, -17.098)","(786.06, 184.437, 16.408, -41.366)","(794.897, 145.096, 12.648, -53.665)","(801.256, 115.574, 10.424, -10.445)","(786.717, 94.548, -28.112, -5.174)","(750.929, 81.626, -21.789, -2.489)","(722.114, 70.354, -42.143, -5.972)","(685.118, 60.597, -32.411, -4.233)","(647.562, 61.305, -52.463, 13.852)","(607.772, 61.592, -55.134, 0.258)","(568.719, 63.307, -34.809, 4.985)","(530.293, 64.104, -27.492, -0.642)","(490.47, 61.489, -26.956, -3.402)","(451.211, 63.095, -23.424, 15.711)","(412.689, 63.865, -23.802, 17.762)","(373.282, 66.32, -36.093, -8.562)","(334.977, 67.423, -46.305, 13.487)","(294.466, 70.048, -73.636, -15.901)","(257.105, 70.566, -1.905, 28.698)","(225.509, 73.245, -52.357, 31.31)","(181.108, 72.522, -52.497, 35.781)"
49,"(439.316, 286.648, 19.344, -1.782)","(474.646, 271.515, 28.296, -12.816)","(514.498, 259.954, 35.211, -2.546)","(554.787, 246.214, 47.798, -24.245)","(599.061, 238.227, 54.902, -9.988)","(644.028, 227.534, 36.265, -4.719)","(682.191, 220.921, 39.859, -1.853)","(715.105, 213.553, 22.786, -14.876)","(744.039, 210.901, 40.624, 14.119)","(774.51, 209.123, 13.439, -29.893)","(784.588, 185.725, 33.081, -31.002)","(798.7, 148.236, -8.243, -21.794)","(788.111, 103.022, -10.878, -41.838)","(748.261, 82.045, -24.123, -10.275)","(702.619, 75.87, -60.812, -5.856)","(664.134, 70.305, -36.018, -16.777)","(627.444, 64.317, -28.571, -13.151)","(591.616, 66.568, -30.065, 11.904)","(548.172, 69.599, -57.505, 1.678)","(504.377, 73.573, -53.814, 4.966)","(461.919, 76.619, -39.632, 12.349)","(418.339, 78.49, -40.06, 2.822)","(377.119, 76.442, -41.562, -14.709)","(337.085, 72.365, -41.083, -14.369)","(297.661, 72.05, -55.236, 12.826)","(259.586, 70.783, -27.164, -17.35)","(225.365, 69.603, -16.58, 5.315)","(188.271, 66.357, -31.048, 7.847)","(145.09, 70.619, -43.691, 13.344)","(109.139, 89.151, -36.295, 37.059)","(88.305, 121.983, -9.275, 51.048)","(75.553, 157.77, -15.823, 33.509)","(67.669, 203.075, 12.502, 52.326)","(65.946, 243.092, -10.518, 45.516)","(65.768, 280.302, 11.202, 34.185)","(66.389, 315.994, 4.791, 29.237)","(62.143, 350.578, -0.18, 35.578)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
50,"(582.792, 211.589, 34.862, -21.875)","(619.053, 201.349, 24.467, -19.885)","(656.842, 181.547, 39.703, -24.709)","(684.977, 167.772, 23.492, -22.256)","(691.249, 166.001, 26.964, -0.421)","(698.55, 166.018, 15.474, -11.204)","(711.74, 166.441, 36.242, 11.384)","(723.954, 169.927, 4.412, 7.638)","(736.814, 173.298, 27.424, 17.587)","(752.359, 180.366, 0.371, 2.114)","(759.519, 178.923, 10.244, 7.898)","(756.451, 177.185, -23.536, 16.981)","(763.074, 175.38, 5.065, -4.454)","(779.037, 182.002, 8.177, -70.861)","(785.838, 151.91, 43.34, -42.141)","(791.149, 99.686, -6.571, -71.249)","(747.902, 82.499, -65.89, -16.759)","(701.481, 81.162, -40.398, 17.251)","(664.956, 97.619, -38.517, 8.512)","(633.179, 108.65, -25.852, 17.652)","(600.049, 113.652, -26.112, 6.772)","(587.092, 113.954, -64.451, 1.55)","(587.092, 113.954, -64.451, 1.55)","(570.817, 113.841, -64.248, -8.607)","(535.651, 104.535, -31.198, 4.266)","(492.579, 100.168, -25.807, -14.938)","(447.443, 99.725, -55.215, -0.933)","(407.346, 100.491, -51.048, 15.614)","(368.057, 100.386, -28.646, -18.669)","(326.008, 97.918, -41.902, -3.268)","(283.696, 98.298, -45.54, 0.021)","(244.405, 98.37, -49.92, -0.443)","(212.655, 91.947, -36.915, 7.27)","(177.076, 98.775, -28.227, -6.661)","(142.526, 91.523, -35.23, 36.048)","(129.113, 138.288, 12.723, 56.926)","(126.502, 179.129, 6.494, 28.576)","(123.124, 219.137, -20.975, 49.208)","(117.464, 259.098, -15.955, 53.979)","(111.696, 294.737, -55.775, 56.616)","(109.445, 327.8, 31.214, -14.897)","(97.346, 350.721, 14.731, 49.564)"
51,"(584.585, 320.231, 45.448, -6.81)","(614.209, 300.96, 43.145, -7.021)","(649.969, 286.991, 40.105, -14.068)","(674.223, 270.0, 13.041, -11.943)","(698.765, 252.752, -0.96, -1.446)","(724.131, 240.32, 19.202, -19.07)","(750.629, 224.962, 19.805, -11.815)","(782.576, 203.61, 9.096, -33.785)","(788.821, 175.327, 0.78, -44.775)","(791.154, 137.474, 20.26, -58.395)","(788.61, 96.67, -36.677, -8.423)","(734.244, 97.368, -40.089, 23.946)","(694.574, 106.128, -31.948, 5.073)","(658.786, 111.369, -54.348, -1.702)","(624.364, 113.579, -49.293, 3.267)","(595.898, 113.909, -46.298, 3.085)","(565.939, 112.42, -19.797, -11.706)","(528.853, 102.623, -51.082, 6.117)","(483.527, 99.812, -21.596, -14.834)","(445.945, 99.471, -23.82, 3.063)","(407.432, 98.415, -39.546, -9.98)","(365.133, 99.54, -32.88, -12.406)","(324.406, 98.171, -46.513, -1.811)","(287.676, 97.875, -42.29, 15.778)","(249.561, 96.154, -29.587, 3.418)","(210.329, 91.473, -60.253, 0.511)","(173.113, 95.247, -12.318, 3.142)","(131.962, 101.414, -37.547, 34.813)","(121.87, 142.615, 1.279, 38.223)","(116.975, 185.347, -11.998, 51.465)","(114.499, 226.3, 9.004, 29.082)","(111.594, 268.702, 4.006, 37.836)","(109.174, 307.821, -0.941, 25.63)","(101.467, 341.54, -17.483, 30.844)","(90.342, 362.238, -22.041, 16.58)","(80.408, 378.353, -5.346, 2.056)","(38.198, 380.154, -85.172, -17.808)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
52,"(428.51, 515.164, 44.265, 15.756)","(463.331, 518.925, 46.726, -6.669)","(502.842, 522.079, 29.045, 17.4)","(545.829, 524.405, 38.2, -6.997)","(584.306, 528.693, 46.909, 14.876)","(622.457, 532.497, 35.193, -2.489)","(659.616, 533.749, 42.563, 4.431)","(689.007, 535.338, 24.487, -14.558)","(718.714, 536.048, 20.606, -13.404)","(749.735, 533.726, 22.586, -1.921)","(779.472, 544.781, 24.823, 42.795)","(792.319, 579.824, 1.394, 54.533)","(798.359, 612.524, 4.564, 32.968)","(806.515, 644.916, 7.258, 52.756)","(778.085, 664.796, -60.461, 9.751)","(724.727, 674.65, -35.967, 16.335)","(681.02, 673.876, -28.543, -4.301)","(644.383, 676.48, -34.313, 16.829)","(605.751, 680.423, -38.671, 15.491)","(562.792, 686.197, -62.794, -4.673)","(515.136, 682.474, -61.926, 9.829)","(470.834, 676.913, -57.215, -12.321)","(425.531, 679.607, -37.345, 12.664)","(378.189, 684.032, -29.999, 12.828)","(332.768, 679.126, -31.273, -8.633)","(294.798, 677.162, -21.218, -3.657)","(257.68, 676.042, -24.995, -11.725)","(220.327, 673.045, -37.96, -10.998)","(177.228, 678.569, -35.17, 11.669)","(137.848, 656.755, -27.009, -38.446)","(119.938, 622.355, -23.488, -30.745)","(109.247, 587.601, -17.685, -26.207)","(100.243, 553.338, -0.473, -29.932)","(93.363, 515.317, -6.201, -25.096)","(86.795, 479.546, 11.956, -35.407)","(87.768, 445.401, 19.585, -26.699)","(92.051, 419.263, -11.695, -8.018)","(93.253, 401.411, 11.539, -22.663)","(73.312, 386.985, -24.057, 1.942)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
53,"(217.964, 520.864, 4.205, 3.845)","(225.726, 521.089, 12.324, -1.305)","(236.631, 518.152, 17.1, -5.047)","(251.207, 515.416, 17.163, -0.935)","(267.467, 512.266, 19.069, -5.784)","(285.744, 509.35, 18.39, -3.19)","(304.563, 506.51, 17.769, -5.545)","(323.673, 504.476, 18.959, 0.511)","(342.898, 502.701, 18.505, -0.236)","(361.572, 501.533, 16.235, 1.8)","(380.549, 500.688, 19.072, 1.475)","(399.809, 500.432, 18.213, -1.577)","(418.606, 500.951, 16.341, 1.58)","(438.082, 500.972, 18.831, -0.831)","(457.202, 501.937, 20.454, -0.087)","(476.865, 502.761, 22.636, 3.166)","(496.22, 504.657, 21.775, 2.889)","(515.795, 506.675, 18.104, 5.114)","(534.924, 508.858, 21.837, 4.76)","(554.493, 511.463, 18.055, 4.859)","(574.491, 514.009, 19.981, 6.042)","(594.188, 517.322, 21.566, 5.295)","(613.992, 520.068, 16.622, 0.847)","(633.764, 522.874, 20.073, 4.849)","(662.283, 526.804, 36.189, -9.739)","(694.606, 531.889, 16.337, -9.529)","(720.865, 538.129, 33.43, 15.709)","(744.439, 540.444, 17.074, -12.486)","(767.136, 539.948, 39.135, -14.905)","(772.867, 559.512, 16.314, 17.406)","(770.849, 583.007, -9.895, 10.013)","(772.72, 607.436, 6.408, 18.249)","(779.54, 631.919, -9.03, 22.989)","(786.709, 647.369, 3.529, 1.899)","(766.836, 642.973, -18.759, -11.851)","(733.467, 636.0, -36.093, -4.633)","(716.574, 636.105, -41.772, 3.122)","(696.682, 636.202, -39.759, 8.491)","(673.27, 636.688, -23.812, -6.759)","(641.034, 636.227, -41.947, -3.15)","(606.486, 638.255, -31.072, -2.787)","(569.883, 645.286, -48.975, -50.614)"
54,"(554.111, 396.938, 23.041, 0.47)","(574.992, 398.272, 20.072, -1.863)","(597.626, 392.752, 25.573, -10.464)","(620.275, 381.582, 20.434, -12.532)","(638.1, 370.318, 14.716, -6.139)","(652.835, 367.056, 16.596, 1.015)","(668.199, 367.045, 13.448, 1.167)","(683.91, 361.673, 11.191, -3.983)","(698.952, 358.068, 14.71, -7.623)","(713.624, 354.327, 10.068, -0.163)","(727.886, 349.972, 15.011, -6.696)","(740.535, 345.108, 11.588, -7.565)","(749.829, 340.204, 11.045, -2.992)","(759.271, 333.518, 11.683, -4.943)","(768.32, 325.851, 8.529, -7.083)","(777.481, 317.958, 6.837, -4.799)","(786.708, 311.093, 11.598, -7.795)","(794.535, 304.849, 6.404, -7.403)","(800.992, 299.205, 5.202, -2.946)","(806.557, 294.152, 5.274, -6.702)","(811.446, 289.455, 1.819, -5.499)","(815.186, 284.43, 2.693, -7.3)","(818.357, 279.564, 4.885, -5.266)","(820.091, 273.409, -0.027, -3.31)","(821.095, 267.953, 4.228, -2.242)","(815.713, 251.769, -21.608, -16.846)","(811.852, 237.985, -7.442, -3.376)","(807.331, 227.549, 10.781, -23.036)","(800.016, 219.506, -3.913, -19.342)","(805.264, 195.067, 8.187, -35.362)","(817.16, 164.236, -14.131, -41.373)","(806.49, 119.474, -7.205, -28.073)","(800.732, 86.448, -10.276, -9.646)","(782.518, 67.52, -39.688, -7.314)","(747.389, 62.902, -24.153, -8.399)","(713.016, 67.581, -47.645, 18.271)","(673.24, 70.086, -51.454, -0.311)","(637.736, 76.393, -38.997, 7.582)","(597.396, 76.045, -37.653, 1.955)","(556.793, 78.156, -47.346, 7.526)","(517.48, 84.72, -23.584, 52.165)","(470.55, 83.124, -47.161, -34.984)"
55,"(314.647, 386.574, 24.008, -4.962)","(336.29, 379.464, 21.205, -7.784)","(352.793, 373.017, 11.217, -3.063)","(371.765, 365.17, 15.82, -8.443)","(388.555, 359.621, 17.209, -4.084)","(404.227, 355.233, 15.872, -2.32)","(417.95, 352.126, 11.414, -4.711)","(430.013, 349.19, 8.509, -4.726)","(442.914, 344.598, 10.45, -2.972)","(455.694, 338.529, 15.552, -5.0)","(469.345, 331.604, 16.291, -3.978)","(484.976, 323.459, 13.189, -7.013)","(500.914, 315.311, 17.921, -9.609)","(517.06, 306.146, 14.763, -7.675)","(534.496, 296.903, 19.318, -10.233)","(551.309, 288.661, 13.731, -9.008)","(565.803, 280.83, 14.872, -8.229)","(580.814, 273.184, 17.533, -5.078)","(593.983, 265.945, 9.76, -8.577)","(606.616, 260.613, 14.768, -4.851)","(619.362, 254.509, 16.656, -8.961)","(633.092, 249.257, 15.928, -6.889)","(644.588, 245.72, 11.957, -0.729)","(653.302, 243.643, 8.852, 0.225)","(661.823, 242.29, 11.359, -3.352)","(669.547, 241.135, 4.823, -1.274)","(684.394, 237.163, 16.713, -2.464)","(705.978, 231.198, 13.159, -16.424)","(726.068, 226.835, 16.391, -1.654)","(742.149, 223.709, 7.257, 8.736)","(750.281, 220.583, -8.79, 7.48)","(755.572, 217.819, 7.856, -13.122)","(763.832, 217.561, 0.814, 4.937)","(772.616, 211.438, -1.314, -1.645)","(771.966, 189.293, 25.97, -25.094)","(776.153, 153.939, 13.121, -38.433)","(780.236, 111.834, 2.463, -31.844)","(758.03, 97.679, -67.734, 13.726)","(723.472, 100.935, -30.112, 6.4)","(690.405, 88.447, -54.124, -24.243)","(652.3, 86.14, -19.349, -8.463)","(618.487, 77.482, -3.781, 17.868)"
