,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
24,"(601.281, 273.703, 16.733, -9.827)","(631.334, 266.347, 20.695, -21.033)","(668.289, 253.039, 39.808, -4.647)","(699.914, 238.521, 29.717, -13.102)","(736.439, 222.388, 30.673, -24.285)","(768.179, 206.823, 34.266, -8.52)","(789.789, 166.904, 13.03, -53.519)","(790.335, 116.938, 17.451, -40.113)","(781.766, 89.366, -37.164, -11.779)","(735.063, 77.555, -38.476, 8.047)","(687.246, 88.76, -52.579, 6.063)","(647.611, 96.711, -24.126, 6.923)","(601.549, 89.915, -66.244, 9.905)","(561.967, 98.485, -33.037, -1.422)","(525.068, 95.786, -46.396, -12.614)","(488.919, 95.853, -23.259, 10.125)","(449.918, 94.59, -38.795, 14.354)","(409.886, 93.501, -45.43, -16.326)","(370.007, 93.926, -46.427, 10.924)","(332.779, 93.02, -43.554, -1.983)","(294.488, 90.543, -34.054, 8.304)","(254.216, 87.556, -55.823, -9.028)","(213.081, 83.458, -36.409, -11.449)","(176.757, 82.505, -41.149, -2.495)","(136.983, 85.938, -46.866, 21.88)","(109.7, 120.251, -11.886, 26.985)","(99.227, 161.836, -20.373, 43.241)"
25,"(503.52, 528.484, 41.723, -11.426)","(541.866, 528.345, 30.02, -5.732)","(580.894, 533.069, 28.704, -6.828)","(622.755, 539.99, 44.738, 8.394)","(658.247, 543.31, 44.336, 3.494)","(693.519, 549.391, 38.074, 15.564)","(722.321, 547.499, 37.996, -0.453)","(744.656, 551.053, 34.294, 5.608)","(773.946, 554.207, 25.868, 44.326)","(784.002, 596.74, 1.072, 61.898)","(783.699, 634.606, 4.335, 41.585)","(775.152, 655.105, -15.679, 20.698)","(737.516, 661.71, -59.463, 11.331)","(693.695, 645.967, -45.311, -36.106)","(677.161, 636.038, -27.031, -5.09)","(677.161, 636.038, -27.031, -5.09)","(677.161, 636.038, -27.031, -5.09)","(677.161, 636.038, -27.031, -5.09)","(677.161, 636.038, -27.031, -5.09)","(677.161, 636.038, -27.031, -5.09)","(657.412, 636.155, -47.585, -2.762)","(652.044, 636.053, -35.247, 2.642)","(652.044, 636.053, -35.247, 2.642)","(651.037, 636.032, -60.4, -1.275)","(651.037, 636.032, -60.4, -1.275)","(650.204, 636.015, -49.981, -0.986)","(650.204, 636.015, -49.981, -0.986)"
26,"(743.869, 576.803, 47.514, 7.021)","(768.627, 575.459, 2.464, 7.615)","(776.439, 591.122, -15.413, -3.984)","(776.587, 592.602, 1.526, 21.862)","(768.813, 614.272, -34.437, -20.074)","(759.369, 600.505, 22.609, -19.669)","(760.385, 597.538, 9.392, -10.812)","(756.023, 594.937, -26.406, -7.296)","(756.077, 589.444, -1.861, -17.667)","(763.936, 586.685, 6.121, 5.055)","(770.326, 573.123, 31.931, -5.235)","(786.228, 569.987, 27.162, -33.245)","(794.363, 608.095, 1.783, 55.061)","(796.668, 648.142, -7.406, 46.508)","(782.054, 655.831, -27.85, -7.561)","(740.347, 658.603, -41.806, -4.045)","(697.261, 650.413, -17.866, -6.809)","(681.632, 647.183, -42.285, 14.835)","(639.982, 652.408, -44.52, -0.515)","(603.717, 656.332, -47.962, -13.313)","(559.4, 654.407, -28.579, 2.049)","(523.402, 639.166, -13.507, -28.217)","(508.264, 636.043, -40.245, 1.012)","(508.264, 636.043, -40.245, 1.012)","(508.264, 636.043, -40.245, 1.012)","(508.264, 636.043, -40.245, 1.012)","(508.264, 636.043, -40.245, 1.012)"
27,"(463.072, 331.858, 40.517, -7.064)","(498.32, 324.13, 34.225, -2.814)","(534.188, 317.77, 43.975, -3.348)","(569.886, 309.124, 23.115, -17.486)","(603.291, 300.901, 19.526, -7.038)","(629.647, 289.905, 14.201, -10.939)","(656.89, 281.355, 33.99, -22.576)","(681.931, 273.256, 31.648, 0.64)","(706.803, 259.539, 33.404, -1.756)","(727.483, 245.529, 22.199, -10.791)","(753.74, 235.742, 25.062, 6.167)","(782.432, 217.906, 20.508, -6.55)","(791.379, 191.6, 24.221, -45.717)","(796.894, 154.349, 0.93, -43.834)","(804.773, 114.223, 0.953, -31.519)","(809.14, 84.217, -19.541, -39.454)","(793.279, 63.325, -11.721, -5.419)","(760.284, 52.897, -34.098, -1.445)","(717.693, 50.205, -27.795, -2.145)","(676.088, 53.686, -46.746, 10.129)","(637.651, 55.045, -43.377, 1.973)","(599.538, 56.648, -55.773, -21.391)","(560.667, 57.396, -25.495, 13.247)","(518.59, 60.417, -37.172, -0.184)","(480.983, 61.278, -59.53, -10.775)","(438.554, 61.86, -47.229, -4.303)","(394.392, 62.022, -32.032, 7.905)"
28,"(732.163, 544.612, 56.177, 11.649)","(773.398, 554.369, 26.805, 50.827)","(789.074, 580.847, 23.23, 37.94)","(796.451, 641.063, -13.583, 68.106)","(767.65, 666.766, -38.783, 4.56)","(721.036, 675.197, -54.903, 9.551)","(674.896, 672.055, -63.749, 0.036)","(627.788, 669.02, -38.624, -5.467)","(581.189, 666.557, -32.965, -11.409)","(535.693, 665.71, -47.99, 4.325)","(492.77, 664.113, -31.719, -5.796)","(447.914, 661.939, -46.267, -0.322)","(405.694, 659.783, -46.0, 13.551)","(365.098, 659.384, -36.113, -2.729)","(322.044, 659.46, -46.746, 4.22)","(279.204, 660.762, -46.109, -6.982)","(237.004, 662.958, -47.774, -1.927)","(194.918, 665.258, -33.85, -11.845)","(150.943, 664.964, -46.362, 11.923)","(126.95, 627.319, -11.358, -34.75)","(112.03, 584.538, -5.437, -39.213)","(99.961, 544.068, -13.398, -56.316)","(88.944, 500.776, -22.054, -57.27)","(79.783, 458.612, -18.754, -27.076)","(75.255, 421.798, 5.187, -48.931)","(60.465, 387.141, -48.883, -22.111)","(None, None, None, None)"
29,"(753.046, 499.12, 31.073, 45.028)","(791.905, 529.047, 29.56, 33.953)","(815.417, 553.666, 28.547, 37.032)","(822.87, 575.633, -7.563, 3.365)","(818.205, 604.541, 16.243, 65.885)","(814.329, 652.817, 2.325, 44.758)","(788.05, 683.431, -36.009, 28.157)","(742.327, 690.803, -51.211, -0.681)","(694.856, 687.415, -50.632, -7.193)","(649.173, 684.79, -34.531, 1.037)","(604.677, 683.889, -39.45, 7.925)","(559.17, 683.14, -58.182, 3.601)","(514.607, 680.216, -45.347, 6.103)","(471.348, 674.573, -32.227, 10.829)","(428.161, 671.114, -50.566, -20.61)","(384.969, 666.17, -31.334, 0.039)","(338.828, 664.246, -39.337, 2.774)","(294.866, 665.287, -40.922, 8.376)","(251.518, 667.168, -33.442, 5.633)","(210.45, 669.522, -49.7, -3.632)","(169.013, 667.087, -55.494, -10.96)","(131.35, 640.014, -14.632, -47.249)","(104.932, 600.717, -12.184, -41.114)","(82.569, 568.53, -29.418, -43.012)","(70.359, 538.73, -22.906, -40.299)","(61.726, 503.456, 3.276, -31.249)","(56.605, 470.142, -9.553, -20.222)"
30,"(372.134, 362.288, 27.485, -19.763)","(413.458, 356.853, 37.292, -18.005)","(453.72, 351.732, 26.953, 0.141)","(490.701, 345.449, 44.362, -19.841)","(527.022, 335.55, 46.087, -23.972)","(562.837, 324.563, 26.866, -16.72)","(599.921, 318.252, 43.654, -3.799)","(634.718, 306.736, 17.474, -20.355)","(662.342, 295.522, 25.415, -24.024)","(688.093, 286.299, 23.569, 4.036)","(713.021, 279.232, 4.03, -19.508)","(736.166, 268.894, 13.96, -13.389)","(755.267, 262.198, 31.513, -11.503)","(769.979, 250.697, 20.983, -14.382)","(783.133, 236.315, -3.853, -10.595)","(792.099, 229.091, 15.642, -27.554)","(803.321, 215.398, 1.9, 1.726)","(817.065, 202.374, 18.964, -27.345)","(818.849, 185.291, -12.598, -5.824)","(808.918, 167.656, -10.823, -21.307)","(802.96, 133.72, 12.44, -29.416)","(807.833, 112.24, -8.225, -13.452)","(805.239, 85.537, -7.716, -1.549)","(782.34, 63.42, -20.556, -18.771)","(747.89, 54.548, -35.076, 8.166)","(714.506, 56.278, -32.334, -4.052)","(680.794, 55.333, -38.777, 0.168)"
31,"(482.752, 166.019, 53.232, 0.446)","(489.906, 166.082, 62.279, 2.479)","(491.77, 166.056, 62.688, 0.897)","(505.772, 166.155, 52.062, 8.852)","(532.897, 166.385, 43.532, 7.196)","(562.063, 167.651, 35.614, 8.278)","(587.229, 166.164, 39.438, 8.816)","(605.004, 166.039, 36.086, -10.458)","(621.318, 166.141, 38.272, 8.252)","(632.751, 166.077, 44.59, 0.272)","(646.738, 166.468, 53.729, 11.065)","(668.451, 166.048, 48.352, -1.016)","(695.988, 166.641, 37.432, -6.134)","(716.678, 166.081, 28.628, -9.773)","(729.45, 166.191, 19.221, 2.391)","(752.114, 173.462, 0.821, 2.074)","(763.07, 186.069, 24.748, 5.709)","(772.194, 164.94, -10.681, -55.141)","(766.679, 134.836, -1.116, -13.065)","(764.549, 124.511, -7.34, -4.405)","(776.854, 106.148, -2.84, -15.595)","(771.538, 94.094, -36.33, 9.603)","(717.293, 97.461, -34.37, 21.17)","(690.121, 101.409, -23.71, -1.855)","(652.395, 90.085, -27.342, -9.672)","(620.227, 87.283, -39.867, -14.054)","(581.285, 83.596, -46.795, -10.378)"
32,"(630.549, 323.747, 28.056, -7.559)","(655.829, 302.335, 22.876, -30.751)","(685.998, 282.566, 35.962, -19.576)","(713.482, 266.22, 21.32, -14.13)","(745.531, 247.397, 33.989, -17.505)","(772.515, 229.86, 35.321, -31.292)","(790.031, 203.344, 33.728, -43.219)","(806.382, 162.729, 0.341, -40.214)","(809.033, 136.923, -6.306, -47.013)","(805.361, 102.462, -17.818, -40.289)","(796.251, 69.771, -10.023, -41.043)","(768.475, 51.232, -52.846, -3.993)","(722.166, 51.644, -31.092, -3.764)","(680.642, 56.687, -38.607, 14.663)","(635.048, 56.465, -47.08, 2.042)","(597.135, 57.443, -40.815, -0.817)","(556.497, 61.549, -34.765, 20.839)","(514.009, 67.468, -48.21, -7.777)","(470.132, 68.881, -58.835, 11.716)","(428.809, 69.695, -30.616, -7.107)","(385.703, 68.554, -24.282, -7.005)","(344.947, 67.233, -50.063, 7.704)","(304.683, 67.5, -23.513, 8.845)","(267.336, 68.271, -45.175, 2.778)","(231.337, 70.488, -44.205, 4.872)","(195.347, 71.288, -20.533, -6.437)","(160.205, 73.085, -35.985, 12.308)"
33,"(265.864, 464.3, 35.043, 13.202)","(296.162, 471.142, 20.015, 19.215)","(327.627, 473.477, 47.051, -8.892)","(358.918, 476.962, 17.597, 0.37)","(390.609, 481.053, 37.24, 3.937)","(424.332, 483.974, 20.175, -3.206)","(458.304, 486.414, 23.335, -1.463)","(494.992, 488.825, 44.158, 6.806)","(526.776, 495.969, 16.517, 23.092)","(555.394, 501.134, 13.293, -4.815)","(587.763, 505.588, 42.148, 18.277)","(615.968, 511.796, 38.649, 12.503)","(645.363, 515.472, 34.621, 17.478)","(672.281, 518.621, 33.841, -13.975)","(694.452, 522.153, 25.433, 6.802)","(712.517, 529.308, 4.137, 17.801)","(729.32, 535.151, 31.142, 20.438)","(745.802, 538.833, 7.437, 6.766)","(763.161, 539.34, 20.012, 5.353)","(772.892, 554.734, 4.837, 41.5)","(774.594, 586.249, 8.214, 31.906)","(763.987, 611.345, -15.565, 15.572)","(758.813, 629.462, -6.136, -9.681)","(775.203, 651.531, 18.289, 36.812)","(746.407, 658.779, -40.488, 3.135)","(720.455, 662.803, -15.936, 9.453)","(681.078, 670.184, -46.759, -12.048)"
34,"(597.232, 531.163, 57.146, 11.51)","(639.196, 532.124, 28.468, -4.975)","(676.247, 535.447, 34.452, -11.745)","(709.38, 541.038, 19.902, 1.731)","(739.689, 550.89, 10.454, 6.316)","(760.878, 552.805, 20.368, 4.253)","(776.669, 576.29, 14.007, 51.762)","(786.368, 624.684, 17.904, 34.22)","(783.535, 658.704, -16.552, 2.61)","(766.074, 663.765, -33.112, 10.349)","(723.955, 669.168, -48.723, -8.363)","(679.246, 651.426, -15.202, -8.869)","(646.061, 637.882, -30.872, -34.124)","(641.821, 636.014, -45.317, -2.535)","(641.821, 636.014, -45.317, -2.535)","(634.023, 636.108, -47.443, 5.721)","(633.191, 636.015, -49.944, -5.565)","(630.782, 636.004, -43.008, 0.173)","(628.83, 636.012, -36.296, -1.628)","(628.83, 636.012, -36.296, -1.628)","(628.83, 636.012, -36.296, -1.628)","(621.451, 636.087, -59.696, -5.869)","(617.987, 636.023, -33.236, 0.649)","(617.987, 636.023, -33.236, 0.649)","(617.987, 636.023, -33.236, 0.649)","(617.09, 636.01, -53.83, -0.796)","(614.401, 636.043, -53.076, 1.175)"
35,"(243.846, 545.826, 18.827, -2.012)","(273.439, 552.456, 25.617, 5.967)","(302.965, 554.712, 28.011, -14.363)","(335.604, 556.027, 30.096, -13.3)","(366.727, 555.99, 42.382, -13.715)","(398.855, 556.033, 17.553, 12.526)","(429.614, 553.897, 22.395, -8.234)","(459.955, 554.691, 41.894, -3.134)","(490.077, 555.281, 45.656, 8.102)","(521.361, 555.949, 21.797, -13.099)","(552.302, 556.96, 40.706, -7.891)","(584.945, 557.726, 23.311, 11.856)","(614.816, 558.826, 31.466, 3.207)","(641.657, 564.057, 22.536, 14.735)","(663.044, 569.733, 15.721, -2.779)","(683.02, 571.299, 13.624, -10.518)","(699.577, 572.779, 0.289, 14.767)","(717.11, 571.714, 18.994, 0.082)","(729.322, 571.288, 2.205, 1.15)","(741.692, 566.796, -4.686, -9.418)","(753.297, 558.999, 6.169, 0.912)","(769.112, 560.855, -16.614, 33.733)","(761.051, 592.838, 5.188, 30.565)","(759.36, 612.841, -6.13, 19.932)","(769.277, 629.138, 6.695, 7.799)","(779.985, 647.81, 21.975, 4.779)","(752.359, 650.777, -30.89, -10.274)"
36,"(637.665, 286.642, 48.342, -25.824)","(683.856, 266.033, 33.236, -34.581)","(721.937, 242.844, 49.983, -33.605)","(752.386, 224.658, 27.443, -18.627)","(780.548, 199.724, 34.413, -35.396)","(793.548, 148.497, 7.057, -42.317)","(788.221, 96.531, 13.396, -73.203)","(739.15, 79.739, -64.579, 5.705)","(695.341, 78.22, -56.333, 12.267)","(653.122, 74.609, -33.063, -14.219)","(611.863, 72.757, -55.271, 4.698)","(573.558, 72.975, -46.147, -12.761)","(534.846, 72.158, -48.197, -14.644)","(495.267, 74.321, -32.468, 17.131)","(455.62, 77.366, -43.018, -15.51)","(415.688, 78.663, -53.572, 16.297)","(373.838, 79.455, -37.779, 9.525)","(330.903, 79.636, -30.186, -12.916)","(289.779, 79.911, -38.797, 7.831)","(248.425, 81.602, -25.668, -3.378)","(210.557, 81.03, -52.523, -13.122)","(171.967, 77.975, -23.636, -8.12)","(133.384, 92.768, -27.246, 49.301)","(110.43, 131.25, -15.438, 42.474)","(98.605, 172.135, -9.075, 53.155)","(91.54, 211.083, -9.036, 43.662)","(88.876, 250.211, 11.135, 50.598)"
37,"(386.201, 554.309, 33.176, 2.504)","(429.189, 554.891, 38.084, 6.975)","(468.859, 559.502, 41.125, -4.994)","(504.566, 562.965, 23.389, -9.582)","(540.484, 562.756, 35.091, -3.933)","(579.732, 566.947, 34.036, -6.469)","(609.419, 571.431, 27.317, -6.567)","(637.416, 567.808, 8.886, -6.14)","(672.17, 560.207, 37.258, 8.292)","(700.905, 559.008, 26.673, -5.939)","(730.678, 556.387, 16.723, -10.286)","(757.972, 551.915, 27.898, -11.392)","(778.465, 575.583, -8.016, 47.991)","(776.294, 613.159, -7.005, 40.624)","(782.141, 640.114, 21.375, 34.83)","(769.565, 660.137, -24.996, 20.07)","(724.048, 665.394, -66.019, -13.471)","(684.044, 669.697, -42.789, 17.514)","(631.965, 678.066, -29.59, 0.493)","(583.344, 681.306, -53.272, 2.223)","(540.161, 680.307, -26.196, 5.108)","(499.417, 681.439, -56.645, 3.804)","(459.543, 682.325, -29.229, 11.055)","(417.502, 682.832, -40.891, 0.773)","(371.462, 681.667, -51.498, -1.756)","(332.564, 679.303, -55.183, -4.762)","(293.844, 674.972, -30.766, -13.838)"
38,"(608.629, 389.296, 33.204, -22.058)","(637.932, 382.035, 28.258, -4.41)","(666.748, 368.888, 34.548, -14.574)","(694.691, 352.199, 40.46, -16.429)","(720.213, 331.157, 26.013, -31.196)","(744.391, 312.445, 26.843, -16.782)","(763.458, 294.177, 1.889, -24.345)","(781.701, 276.724, 33.372, -3.126)","(795.749, 260.928, -4.713, -24.239)","(805.618, 245.852, -5.364, -30.42)","(811.46, 231.864, 12.13, -3.842)","(815.906, 221.681, 11.849, -23.508)","(812.175, 210.76, -14.874, -27.062)","(816.573, 190.643, 20.613, -37.009)","(816.608, 174.172, 0.466, -24.731)","(810.969, 137.648, 12.571, -43.65)","(811.079, 99.066, 2.49, -33.769)","(809.692, 72.985, 0.56, -12.705)","(800.912, 65.731, -25.094, -25.767)","(771.894, 55.982, -46.548, -0.954)","(729.608, 54.266, -37.009, 3.977)","(691.89, 57.41, -27.087, 2.45)","(653.151, 61.512, -38.086, -5.871)","(615.895, 60.011, -31.198, 13.946)","(577.91, 59.468, -26.612, 9.404)","(536.435, 60.476, -54.457, 1.986)","(494.363, 61.194, -29.146, 9.947)"
39,"(501.184, 204.833, 52.397, 22.636)","(543.716, 205.17, 27.482, 4.419)","(575.881, 197.735, 29.161, -18.606)","(612.212, 197.279, 51.577, 4.933)","(655.85, 191.754, 50.853, -1.878)","(682.444, 176.943, 23.221, -5.739)","(710.513, 168.147, 32.378, 4.352)","(727.577, 166.051, 18.995, 0.477)","(741.685, 166.09, 25.198, 3.604)","(754.115, 167.827, -1.236, 7.418)","(765.344, 179.26, 19.545, 17.973)","(787.724, 174.354, -11.414, -41.427)","(791.544, 136.993, -0.022, -50.685)","(785.811, 96.045, -27.25, -30.63)","(753.207, 89.043, -63.486, -24.66)","(704.772, 99.129, -42.171, 5.731)","(683.163, 103.623, -15.835, -8.697)","(634.452, 93.773, -33.7, 11.927)","(593.037, 86.399, -38.02, 4.313)","(542.335, 90.241, -40.12, 14.006)","(503.122, 97.386, -27.382, -9.449)","(461.952, 97.898, -51.335, -7.502)","(421.065, 97.463, -54.353, -4.315)","(378.742, 97.808, -54.732, 10.797)","(338.405, 97.353, -53.37, -6.52)","(296.391, 96.275, -47.222, -5.275)","(255.686, 94.322, -42.696, -9.232)"
40,"(552.904, 343.576, 29.968, -21.845)","(589.679, 317.662, 27.965, -12.903)","(625.137, 295.92, 37.741, -31.51)","(660.796, 275.275, 23.636, -37.914)","(697.807, 252.815, 34.392, -5.182)","(727.552, 238.342, 21.373, -6.842)","(761.979, 226.834, 31.558, -8.545)","(778.986, 206.223, 29.095, -7.196)","(795.49, 177.092, 5.435, -33.173)","(798.099, 130.102, 3.622, -44.629)","(792.818, 95.475, -29.391, -11.216)","(769.205, 98.601, -43.64, 0.529)","(737.971, 90.262, -53.843, 11.357)","(696.921, 105.643, -12.499, 15.02)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.859, 113.936, -29.751, 5.106)","(675.263, 113.998, -35.775, 3.675)","(668.294, 113.955, -67.685, -1.569)","(666.125, 113.986, -45.168, 3.2)"
41,"(515.281, 562.075, 31.665, 15.755)","(548.614, 565.455, 30.181, -3.122)","(584.768, 571.12, 31.224, 17.594)","(614.239, 580.13, 41.246, -4.618)","(634.572, 583.999, 21.142, 3.233)","(638.127, 583.976, 26.512, 2.592)","(639.036, 583.964, 54.555, -0.777)","(643.964, 583.995, 41.605, 1.452)","(643.964, 583.995, 41.605, 1.452)","(673.585, 583.931, 26.129, -3.397)","(692.19, 583.968, 41.163, 0.754)","(719.311, 583.352, 18.368, 14.03)","(737.747, 583.893, 20.207, 0.537)","(747.362, 583.973, 4.625, 6.034)","(752.809, 580.125, -9.455, 9.51)","(759.866, 578.785, 22.536, 11.391)","(776.467, 564.762, 33.15, -25.284)","(777.592, 603.269, 12.897, 23.449)","(782.097, 634.42, 29.275, 23.236)","(781.56, 655.323, -3.179, 10.818)","(753.905, 675.348, -70.448, 15.204)","(716.871, 674.999, -43.371, -5.53)","(681.562, 673.698, -16.328, -6.836)","(644.649, 672.001, -54.618, -1.669)","(607.751, 670.611, -31.014, 8.979)","(567.942, 667.36, -27.917, -6.851)","(532.64, 659.954, -30.766, 9.416)"
42,"(554.805, 538.149, 30.911, -10.631)","(594.774, 531.121, 52.256, 4.277)","(629.492, 526.901, 40.041, 2.461)","(667.1, 532.633, 23.957, 7.039)","(703.248, 540.213, 20.267, 17.216)","(734.426, 546.659, 27.593, 11.178)","(763.361, 556.383, 35.634, 11.524)","(775.987, 595.513, -0.176, 65.324)","(768.154, 631.186, -37.455, 22.328)","(753.479, 635.064, -29.494, -3.693)","(752.811, 635.306, -21.202, 6.618)","(749.061, 636.647, -15.845, 13.081)","(754.01, 638.845, 4.221, 8.149)","(761.336, 656.053, 15.865, 20.327)","(770.861, 670.628, 30.054, 21.335)","(730.45, 685.004, -46.515, -5.434)","(684.636, 689.702, -52.077, -2.634)","(640.608, 691.265, -29.2, -12.845)","(599.058, 691.634, -33.019, 1.483)","(553.619, 690.591, -47.0, -7.699)","(506.74, 689.575, -40.869, -12.708)","(458.6, 687.079, -58.661, 11.753)","(412.091, 683.014, -34.017, -3.97)","(370.923, 678.352, -23.153, 5.383)","(330.68, 676.415, -52.911, -12.571)","(289.44, 676.245, -49.487, -1.29)","(251.177, 677.184, -51.993, -15.226)"
43,"(412.708, 573.525, 46.258, -20.867)","(466.979, 570.629, 38.587, 13.714)","(514.961, 566.866, 46.326, -11.9)","(557.134, 564.726, 46.696, -9.626)","(599.658, 568.873, 32.969, 0.878)","(629.096, 567.038, 46.41, -20.185)","(668.734, 560.02, 44.725, 15.872)","(693.912, 560.849, 22.882, -1.42)","(718.741, 556.453, 12.136, 12.68)","(740.978, 553.719, 30.393, -14.291)","(764.849, 548.355, 37.159, -7.58)","(773.368, 567.022, -8.76, 65.203)","(768.424, 616.252, -25.039, 15.333)","(765.556, 631.78, -4.864, 18.9)","(752.575, 637.96, -14.59, 7.648)","(742.946, 636.144, 4.616, 2.595)","(744.34, 637.295, -10.745, -1.49)","(750.804, 636.416, 19.703, 15.11)","(751.677, 639.944, -12.227, 15.748)","(752.156, 643.74, 16.088, 4.224)","(756.221, 643.156, 5.426, -8.837)","(763.008, 648.332, 20.979, -5.974)","(763.523, 670.788, -48.234, 21.952)","(726.137, 672.905, -8.17, -5.988)","(700.524, 671.992, -30.203, 0.876)","(667.617, 669.051, -49.001, -9.158)","(630.646, 670.513, -35.88, 8.358)"
44,"(582.633, 362.5, 20.087, -28.163)","(617.548, 341.399, 41.388, -27.807)","(647.336, 323.722, 26.757, -28.861)","(673.315, 307.705, 46.189, -9.102)","(699.786, 290.552, 28.136, -19.343)","(721.504, 273.564, 12.319, -17.044)","(746.486, 253.677, 18.041, -16.243)","(767.303, 240.568, 36.485, -7.701)","(783.828, 223.224, 36.119, -15.09)","(792.782, 202.76, 14.883, -38.095)","(798.178, 156.077, 4.84, -42.934)","(803.224, 119.995, -16.547, -41.44)","(797.282, 87.101, -7.323, -25.627)","(770.397, 66.307, -45.406, -7.673)","(726.681, 58.511, -42.264, 18.08)","(687.701, 59.703, -29.763, -5.846)","(646.721, 63.234, -45.434, 16.895)","(603.962, 62.195, -28.204, -13.957)","(559.689, 62.748, -46.132, -9.984)","(518.623, 62.061, -32.757, -1.768)","(477.888, 61.278, -47.149, 9.729)","(436.484, 63.359, -35.606, -4.594)","(396.02, 63.865, -50.375, 15.79)","(357.071, 63.497, -50.236, 8.942)","(318.11, 64.435, -49.682, 16.966)","(280.793, 64.39, -43.542, -13.903)","(245.019, 65.005, -20.634, 13.684)"
45,"(420.051, 516.834, 38.844, -25.691)","(464.342, 515.952, 36.189, 2.67)","(502.313, 515.497, 31.06, -7.981)","(538.548, 518.371, 50.959, 17.79)","(577.719, 517.9, 32.664, -1.374)","(614.397, 516.485, 22.81, -13.32)","(651.317, 515.437, 31.125, -9.428)","(682.86, 518.136, 36.165, 4.856)","(710.846, 517.028, 12.333, 10.042)","(735.336, 514.697, 25.743, 3.206)","(758.944, 520.479, 25.314, 23.875)","(779.423, 529.722, 27.532, 7.568)","(789.344, 554.589, 11.29, 24.158)","(801.282, 587.551, -24.257, 26.55)","(809.127, 622.236, 7.893, 5.984)","(820.804, 644.499, -10.365, 27.503)","(819.332, 665.149, -2.81, 6.128)","(809.476, 679.603, -3.57, -3.468)","(788.526, 691.659, -31.185, 20.99)","(756.749, 697.514, -48.773, 3.027)","(725.708, 696.592, -31.204, -12.864)","(688.045, 694.989, -35.607, -4.246)","(648.277, 696.355, -32.479, 1.061)","(608.958, 695.969, -45.78, -1.186)","(569.818, 694.762, -47.265, 17.206)","(528.43, 690.603, -49.173, -13.331)","(486.336, 690.784, -50.277, -16.553)"
46,"(338.138, 463.717, 53.532, -3.899)","(378.22, 457.412, 30.755, 5.473)","(415.83, 455.009, 20.535, 8.441)","(453.49, 450.625, 39.626, -11.978)","(489.815, 448.333, 48.287, -10.107)","(525.486, 449.315, 45.45, -5.168)","(559.241, 450.345, 45.101, 6.072)","(595.928, 453.365, 25.0, 3.171)","(630.549, 455.321, 44.223, -4.363)","(659.574, 459.747, 38.049, 5.878)","(686.767, 461.863, 42.534, -8.536)","(710.78, 467.675, 32.126, 9.466)","(730.686, 472.596, 17.305, 19.461)","(751.056, 483.039, 8.019, 20.295)","(767.809, 493.471, -1.075, -10.223)","(784.758, 503.336, 22.334, 10.482)","(797.059, 513.257, 24.274, -12.091)","(807.093, 524.814, -6.509, 21.413)","(807.246, 537.479, -14.208, -1.534)","(813.367, 556.073, 15.923, 22.966)","(805.256, 581.082, -23.675, 40.848)","(799.27, 608.968, 4.66, 29.731)","(805.014, 634.48, 13.385, 44.241)","(806.252, 662.498, -2.07, 31.192)","(792.173, 672.864, -39.028, 14.039)","(761.632, 683.397, -47.029, 5.395)","(727.457, 686.477, -33.978, 3.156)"
47,"(517.624, 370.289, 40.713, 7.501)","(554.242, 360.154, 28.149, -9.887)","(584.538, 349.526, 28.644, -12.769)","(614.726, 341.416, 16.965, -15.994)","(642.307, 330.46, 27.431, -21.838)","(671.337, 318.26, 36.506, 1.614)","(697.341, 309.138, 21.783, 4.381)","(721.048, 297.493, 21.07, -23.388)","(741.224, 288.019, 23.535, -10.208)","(758.39, 278.393, 26.338, -2.521)","(774.372, 268.047, 20.875, -24.144)","(787.516, 254.685, 27.126, -29.039)","(797.248, 243.19, 1.506, -18.702)","(807.21, 234.399, -3.231, -7.34)","(810.426, 222.37, 12.927, -23.112)","(810.647, 211.356, -7.838, -14.59)","(810.412, 195.224, -1.572, -50.121)","(803.307, 161.998, -5.722, -41.37)","(806.137, 129.871, 2.276, -15.259)","(804.055, 103.261, -7.95, -48.782)","(800.979, 78.198, -6.823, -19.006)","(790.657, 58.008, -18.691, -6.289)","(758.127, 49.743, -53.416, 7.103)","(718.353, 50.312, -36.713, -3.706)","(679.446, 55.497, -28.559, -2.834)","(640.109, 57.56, -22.01, 6.427)","(603.281, 56.54, -26.916, -0.461)"
