,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
59,"(327.97, 189.81, 21.852, -4.654)","(350.354, 190.385, 20.059, 4.808)","(370.351, 194.199, 16.678, 11.007)","(391.592, 205.009, 27.476, 13.184)","(419.396, 209.156, 21.145, -8.257)","(444.682, 202.924, 20.75, -8.131)","(465.761, 196.976, 11.06, -8.203)","(479.158, 194.483, 10.058, -3.033)","(491.705, 195.359, 9.933, 3.488)","(508.689, 202.959, 23.631, 12.753)","(533.695, 220.175, 28.766, 14.655)","(559.876, 227.722, 29.747, -0.106)","(587.782, 227.292, 26.203, -6.108)","(618.665, 221.14, 33.167, -10.781)","(647.684, 209.574, 26.046, -2.296)","(671.794, 207.105, 21.116, 2.712)","(694.597, 206.942, 13.105, 4.784)","(708.597, 206.344, 19.738, -16.639)","(723.314, 208.608, 26.424, 1.822)","(734.794, 208.582, 19.263, 3.501)","(748.121, 215.636, 10.364, 1.011)","(757.276, 216.391, 20.734, 6.773)","(769.299, 212.268, 8.52, -21.508)","(778.327, 209.142, 17.684, 11.006)","(789.25, 203.816, 11.189, -0.765)","(795.267, 197.774, 2.15, -12.171)","(803.025, 164.519, -4.515, -34.011)","(803.92, 133.964, -1.516, -23.398)","(804.538, 103.011, 7.158, -35.673)","(806.373, 75.157, -3.574, -19.684)","(787.308, 61.338, -34.538, 7.041)","(760.097, 59.669, -34.899, -0.097)","(735.579, 59.869, -27.717, -11.499)","(704.138, 57.583, -30.968, -1.135)","(662.865, 58.413, -32.464, -0.335)","(620.262, 56.86, -36.541, -5.798)","(578.929, 60.415, -50.216, -6.71)","(536.291, 62.706, -36.737, -4.897)","(495.198, 64.093, -38.594, 14.871)","(454.142, 64.917, -34.989, -7.452)","(416.831, 63.213, -25.002, 7.037)","(379.701, 64.098, -35.987, -15.938)","(339.109, 64.857, -44.877, 4.882)","(295.68, 64.655, -43.275, 37.932)","(254.649, 66.304, 13.227, -14.3)","(215.492, 73.925, -59.006, 27.402)","(179.293, 71.004, 13.42, -12.745)",
60,"(243.501, 312.899, 22.166, -7.828)","(262.803, 305.433, 22.391, -8.33)","(282.299, 297.95, 19.769, -5.349)","(301.275, 290.435, 20.33, -10.363)","(322.182, 284.097, 19.478, -3.36)","(344.193, 277.231, 22.908, -5.235)","(364.961, 270.851, 23.058, -1.176)","(386.343, 268.057, 20.478, -2.151)","(408.928, 265.304, 21.528, -0.993)","(431.305, 264.248, 21.212, -0.183)","(451.244, 264.479, 17.26, 3.174)","(470.811, 263.212, 21.443, -0.87)","(491.346, 261.35, 20.077, 1.286)","(513.172, 260.471, 18.694, -3.907)","(533.071, 256.61, 23.7, 0.596)","(555.043, 252.477, 26.886, -3.003)","(576.272, 247.429, 21.386, -4.536)","(596.356, 242.879, 19.252, -5.136)","(614.036, 238.671, 13.636, -2.714)","(630.177, 234.713, 14.891, -0.328)","(644.673, 232.403, 13.572, -0.402)","(659.366, 231.57, 11.345, 1.671)","(673.329, 229.125, 11.557, -4.465)","(686.532, 226.135, 10.043, -4.012)","(698.898, 222.786, 11.112, -5.13)","(708.487, 219.494, -2.248, -3.236)","(715.042, 217.108, 17.838, 0.767)","(728.07, 215.134, 18.235, -1.063)","(735.175, 213.994, 4.165, -3.234)","(749.65, 212.748, 21.379, 0.013)","(772.809, 207.463, 5.281, -44.41)","(785.506, 178.027, -0.454, -33.494)","(790.801, 136.295, 11.802, -56.064)","(796.273, 97.004, 4.277, -28.501)","(765.093, 92.136, -55.922, -9.533)","(728.116, 93.21, -32.125, 6.996)","(694.973, 72.571, -27.217, -14.569)","(661.195, 64.251, -20.31, 2.524)","(626.175, 62.507, -26.648, 7.449)","(586.763, 63.324, -42.161, -1.602)","(549.187, 64.28, -25.199, 8.038)","(510.122, 63.996, -45.848, 3.128)","(472.999, 62.13, -52.129, -3.354)","(436.166, 60.68, -40.767, 9.915)","(396.857, 60.615, -64.946, -16.311)","(356.361, 65.393, -17.854, 53.115)","(316.258, 64.613, -62.248, -55.965)",
61,"(300.106, 467.072, 30.893, -7.467)","(324.92, 463.766, 18.657, 1.947)","(343.183, 463.051, 18.389, -1.643)","(361.58, 461.781, 19.434, 0.815)","(380.484, 463.439, 20.121, 2.115)","(402.171, 466.933, 22.018, 7.282)","(425.202, 470.242, 22.159, 1.643)","(449.862, 473.626, 23.895, 6.666)","(474.243, 477.295, 26.019, 6.862)","(499.042, 479.536, 23.785, 3.566)","(522.368, 482.231, 27.741, 2.846)","(546.97, 486.133, 24.754, 3.92)","(571.548, 489.853, 28.113, 0.537)","(595.986, 493.706, 23.773, 0.739)","(618.896, 496.594, 26.329, 1.478)","(641.882, 499.831, 20.916, 0.19)","(664.8, 503.492, 20.547, 3.079)","(685.064, 507.188, 16.329, 4.639)","(703.713, 510.807, 18.797, 6.883)","(722.195, 514.129, 15.57, 5.445)","(741.386, 518.938, 22.314, 2.502)","(760.799, 524.329, 21.786, 3.583)","(778.929, 532.248, 18.359, 11.776)","(787.872, 546.096, 6.621, 16.403)","(795.807, 563.989, 3.542, 21.086)","(795.492, 587.749, -4.454, 26.252)","(795.045, 613.529, 4.015, 22.012)","(798.557, 639.305, 0.24, 27.4)","(793.125, 656.453, -12.227, 1.385)","(777.495, 662.742, -16.585, 8.859)","(757.695, 669.028, -20.566, 3.24)","(723.316, 675.181, -51.606, -8.504)","(682.061, 678.424, -48.941, 14.366)","(642.828, 673.994, -27.69, -14.675)","(606.674, 669.947, -28.867, -11.632)","(574.332, 666.214, -48.557, -17.081)","(542.746, 664.9, -18.655, 7.235)","(508.085, 661.231, -21.588, 6.628)","(471.757, 659.291, -30.113, 15.89)","(434.812, 660.065, -45.724, 4.839)","(397.089, 659.557, -47.682, 16.229)","(359.659, 659.142, -38.84, 14.959)","(321.683, 659.282, -49.48, 3.839)","(283.884, 659.424, -24.09, -4.752)","(235.162, 663.562, -80.985, 46.643)","(197.541, 666.445, 6.375, 9.488)","(158.822, 662.12, 7.854, 52.744)",
62,"(758.69, 255.88, 21.873, -32.233)","(783.742, 224.612, 24.108, -27.812)","(808.01, 198.769, 21.607, -25.341)","(823.009, 173.14, 11.042, -29.531)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(826.028, 164.786, 10.404, -28.791)","(825.866, 164.362, -9.687, -25.397)","(818.848, 146.329, -3.539, -38.811)","(813.194, 122.554, -17.413, -32.911)","(810.987, 95.561, -2.163, -18.393)","(803.666, 86.179, -0.785, -1.884)","(790.941, 83.914, -32.006, -6.443)","(752.084, 75.648, -38.775, -9.361)","(724.142, 65.229, -27.176, -5.009)","(701.053, 60.159, -25.297, -5.052)","(676.413, 56.969, -24.044, -4.034)","(653.726, 57.221, -23.501, -2.392)","(625.911, 60.648, -48.774, 19.056)","(583.673, 64.812, -29.118, 16.917)","(546.894, 69.011, -32.273, 14.507)","(513.057, 70.895, -32.015, 15.216)","(474.897, 72.43, -37.813, 5.464)","(438.313, 73.614, -22.204, -12.196)","(401.587, 74.88, -41.054, -9.034)","(363.662, 76.388, -45.677, 7.158)","(326.038, 77.144, -40.32, 15.784)","(290.761, 78.23, -41.354, -8.526)","(254.621, 76.522, -28.906, 2.914)","(216.992, 77.029, -28.032, 14.693)","(183.731, 78.061, -32.818, 3.841)","(140.926, 76.43, -72.78, 25.819)","(108.788, 110.214, -82.107, 87.605)","(93.42, 152.163, 25.094, 49.372)",
63,"(451.453, 331.251, 26.143, -17.586)","(474.735, 319.839, 21.716, -4.925)","(498.564, 310.744, 23.966, -11.354)","(528.97, 299.629, 35.088, -12.73)","(563.044, 287.698, 32.841, -10.755)","(595.111, 276.681, 23.482, -10.333)","(619.476, 272.343, 16.559, -1.879)","(638.379, 268.077, 23.149, -7.908)","(664.365, 260.826, 31.43, -3.729)","(690.601, 247.53, 16.764, -17.289)","(709.91, 240.129, 24.478, -7.222)","(728.293, 233.311, 22.868, -7.617)","(747.896, 229.576, 17.935, 8.979)","(763.447, 232.947, 19.501, -1.699)","(788.105, 221.215, 16.667, -16.877)","(804.944, 202.76, 13.929, -14.947)","(815.378, 190.074, 5.708, 6.265)","(818.371, 184.885, -4.589, -5.738)","(828.711, 182.022, 3.806, -11.505)","(843.011, 174.198, 9.789, -9.642)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(847.152, 166.042, 6.099, -20.256)","(831.633, 166.48, -78.605, 15.805)","(811.855, 148.33, -10.398, -75.913)",
64,"(516.751, 174.885, 28.343, -21.324)","(533.987, 166.095, 30.689, -9.492)","(533.987, 166.095, 30.689, -9.492)","(533.987, 166.095, 30.689, -9.492)","(533.987, 166.095, 30.689, -9.492)","(533.987, 166.095, 30.689, -9.492)","(533.987, 166.095, 30.689, -9.492)","(534.871, 166.008, 53.06, -5.213)","(538.019, 166.006, 61.476, -0.014)","(538.019, 166.006, 61.476, -0.014)","(538.019, 166.006, 61.476, -0.014)","(538.019, 166.006, 61.476, -0.014)","(541.453, 166.01, 64.574, 0.475)","(541.453, 166.01, 64.574, 0.475)","(549.282, 168.645, 13.317, 7.174)","(566.969, 178.752, 20.305, 10.195)","(589.473, 182.181, 21.056, 8.086)","(609.924, 184.401, 21.927, 4.152)","(628.701, 186.192, 22.02, 4.925)","(648.299, 187.908, 20.831, 2.497)","(665.238, 185.462, 14.063, -5.715)","(680.27, 182.829, 15.776, -2.986)","(693.175, 179.812, 10.557, -4.9)","(704.523, 177.045, 8.858, -0.446)","(713.893, 174.352, 7.731, -2.059)","(718.297, 174.451, 5.43, -2.338)","(719.859, 173.642, -5.382, 2.492)","(724.922, 175.351, 12.734, 4.175)","(729.166, 176.117, 10.205, -3.655)","(740.426, 179.17, 10.233, -0.678)","(754.196, 183.6, 10.871, 10.344)","(763.651, 188.474, 16.416, 11.703)","(774.053, 179.638, 7.115, -31.759)","(781.409, 147.549, -2.228, -34.387)","(788.008, 110.64, 2.756, -52.716)","(770.283, 92.807, -29.583, -9.831)","(740.314, 96.029, -18.859, 3.193)","(708.697, 101.814, -31.436, -9.153)","(684.538, 108.516, -27.296, -3.39)","(667.666, 113.922, -32.324, -1.596)","(661.181, 113.953, -38.911, 0.809)","(646.94, 113.903, -25.567, -3.059)","(639.571, 113.99, -50.004, -0.13)","(631.834, 113.972, -43.051, -1.583)","(619.782, 113.877, -66.449, -5.777)","(585.019, 113.045, -34.635, 31.29)","(557.596, 109.178, -4.472, 5.273)",
65,"(418.848, 395.978, 15.661, 4.003)","(435.68, 394.077, 13.867, 0.236)","(457.649, 400.431, 30.618, 4.561)","(482.294, 404.681, 6.855, 7.326)","(493.663, 407.338, 14.889, 0.547)","(512.199, 405.274, 20.411, -0.056)","(532.375, 398.47, 23.243, -6.503)","(545.038, 393.412, 10.878, -3.1)","(559.775, 385.855, 15.62, -11.072)","(580.507, 379.883, 21.474, -3.33)","(600.929, 374.287, 17.889, -6.881)","(619.527, 367.333, 17.505, -4.784)","(636.659, 360.495, 19.976, -5.475)","(652.267, 353.196, 17.491, -6.832)","(666.604, 346.34, 16.493, -3.956)","(679.684, 337.762, 9.25, -10.889)","(689.845, 329.358, 9.829, -10.864)","(702.705, 323.259, 12.588, -9.84)","(714.188, 316.268, 11.768, -5.424)","(724.408, 309.695, 11.453, -5.247)","(733.556, 303.744, 12.236, -8.925)","(741.447, 298.085, 9.353, -3.533)","(748.413, 292.557, 4.004, -8.386)","(755.003, 287.35, 2.895, -4.205)","(760.474, 282.459, 6.068, -5.649)","(764.364, 280.059, 0.619, 0.976)","(767.522, 279.405, 0.979, 2.7)","(769.494, 278.312, 3.607, -0.756)","(774.647, 275.35, 6.233, -0.035)","(776.45, 274.895, -0.958, -0.921)","(778.835, 276.438, 2.703, -1.456)","(783.28, 274.235, 4.346, -3.388)","(786.638, 271.341, 2.529, -1.881)","(789.675, 259.033, 2.015, -7.675)","(790.055, 243.614, -7.35, -10.534)","(787.064, 226.009, 13.031, 1.297)","(789.725, 207.925, 13.951, -20.184)","(790.067, 181.864, 8.271, -24.753)","(791.324, 151.655, 21.496, -17.328)","(795.854, 122.198, -3.134, -34.51)","(787.294, 94.728, -39.331, -8.57)","(757.436, 86.982, -37.007, -5.567)","(722.897, 78.892, -50.234, -15.037)","(692.612, 75.16, -40.215, -0.811)","(659.514, 69.609, -21.87, -6.454)","(620.846, 67.051, 12.77, 17.791)","(576.94, 65.03, -1.676, -57.164)",
66,"(416.689, 256.369, 22.24, -0.085)","(441.874, 254.2, 33.398, -0.307)","(474.414, 250.178, 34.321, -4.491)","(504.792, 243.979, 27.33, -8.004)","(530.11, 236.532, 27.105, -16.203)","(556.25, 226.086, 19.929, -15.229)","(584.414, 217.222, 25.658, -7.571)","(612.765, 212.673, 24.322, 3.607)","(634.441, 216.942, 16.861, 2.963)","(654.512, 214.942, 30.47, 0.875)","(676.011, 210.205, 24.172, -3.367)","(699.865, 205.832, 29.608, -4.031)","(724.643, 201.387, 28.309, -0.918)","(741.738, 199.609, 22.129, -1.115)","(764.023, 200.635, 31.712, 5.336)","(778.493, 180.987, 2.188, 8.625)","(788.244, 156.875, 2.089, -37.001)","(796.97, 127.815, 6.561, -33.37)","(795.968, 93.895, -14.811, -20.305)","(770.724, 65.09, -29.153, -23.65)","(742.203, 55.402, -36.511, -2.163)","(707.296, 57.293, -36.511, 4.063)","(671.317, 60.548, -36.335, 3.645)","(636.597, 61.57, -43.681, 5.578)","(601.999, 58.64, -30.522, -7.386)","(570.655, 57.536, -30.016, 1.78)","(541.844, 56.945, -25.566, 0.675)","(514.091, 57.162, -32.086, 2.167)","(482.917, 58.976, -34.766, 2.216)","(447.684, 58.987, -39.19, 0.704)","(408.857, 58.799, -39.368, -0.793)","(372.658, 58.446, -37.26, -2.857)","(339.621, 58.649, -34.492, 2.711)","(310.716, 57.832, -28.865, -1.105)","(267.719, 59.604, -47.695, 5.817)","(242.68, 59.419, -10.094, -16.601)","(220.575, 64.108, -16.545, 4.545)","(204.694, 70.92, -11.074, 4.944)","(158.949, 71.157, -49.275, -16.386)","(119.15, 87.715, -22.911, 21.197)","(89.235, 121.161, -17.407, 26.88)","(73.387, 157.126, -0.273, 43.877)","(66.405, 199.489, 6.765, 49.888)","(63.356, 242.205, -7.21, 50.738)","(62.369, 277.496, 1.424, 38.241)","(63.013, 312.306, 4.349, 42.846)","(60.866, 347.697, -49.899, 61.723)",
67,"(690.184, 319.674, 19.632, -23.657)","(711.691, 298.653, 22.166, -18.05)","(732.01, 274.738, 17.176, -20.741)","(752.819, 254.327, 9.545, -25.067)","(772.76, 230.99, 15.28, -21.234)","(788.235, 218.668, 5.657, -20.638)","(790.52, 201.381, 2.875, -19.82)","(798.184, 157.184, 10.173, -50.054)","(805.808, 113.261, 8.42, -36.879)","(810.008, 78.77, -1.354, -26.189)","(805.622, 65.157, -4.239, -11.759)","(807.455, 60.524, 6.376, 1.2)","(805.596, 60.272, -2.167, 0.391)","(810.788, 57.809, 12.536, 11.328)","(815.909, 58.416, 6.333, 3.957)","(826.145, 60.894, 16.416, -0.235)","(832.451, 62.159, 2.201, 1.892)","(833.501, 64.274, -6.584, 4.258)","(828.556, 65.771, -8.087, -2.978)","(826.963, 65.255, 4.463, 1.005)","(824.156, 67.277, -8.476, -3.737)","(821.468, 67.63, -2.158, -0.642)","(817.517, 66.964, -6.324, -4.657)","(812.167, 64.843, -2.101, -2.348)","(803.972, 60.492, -4.248, -0.946)","(801.989, 61.035, 8.578, 2.335)","(804.509, 65.442, -1.821, 6.122)","(794.857, 63.392, -16.762, -11.477)","(776.631, 57.657, -18.91, -5.707)","(751.343, 55.733, -29.469, 5.676)","(721.227, 56.375, -23.507, -3.73)","(699.605, 55.701, -23.909, -4.233)","(669.539, 55.934, -39.743, 0.57)","(637.461, 56.148, -28.696, -3.102)","(597.917, 57.751, -64.236, -0.65)","(552.091, 60.481, -50.118, -0.315)","(512.748, 61.371, -23.459, -14.31)","(471.064, 61.077, -41.215, -0.541)","(428.715, 61.676, -53.941, 14.084)","(389.099, 63.619, -27.81, -10.546)","(352.448, 62.757, -34.607, -15.717)","(313.346, 63.549, -54.015, 5.545)","(273.241, 63.855, -24.537, -14.147)","(233.966, 64.497, -28.423, 7.521)","(197.389, 65.667, -31.658, 6.116)","(163.77, 66.038, -32.299, 12.157)","(121.06, 85.423, -34.812, 74.407)",
68,"(625.757, 526.593, 19.957, -2.329)","(651.291, 523.234, 29.448, 1.92)","(681.393, 523.718, 29.94, 5.887)","(711.862, 529.8, 38.488, 2.609)","(738.599, 533.408, 26.918, 6.287)","(769.022, 542.661, 37.819, 11.696)","(790.676, 577.332, 11.731, 39.838)","(802.316, 614.071, 12.333, 30.932)","(811.337, 638.253, 6.295, 23.558)","(816.742, 662.568, 0.937, 23.048)","(815.712, 674.809, -5.941, 4.42)","(808.42, 678.93, -10.266, 6.258)","(794.098, 688.41, -20.301, 11.454)","(769.84, 693.224, -26.353, 3.002)","(744.661, 694.412, -23.695, -1.409)","(713.951, 692.859, -36.379, -2.638)","(681.603, 690.293, -31.102, -5.108)","(646.438, 687.59, -35.653, 1.149)","(605.968, 684.617, -37.053, -5.757)","(568.525, 680.386, -33.133, -3.427)","(532.838, 680.258, -37.652, 1.421)","(496.852, 681.384, -33.693, -1.281)","(461.116, 682.913, -38.647, 0.129)","(422.484, 682.617, -35.752, -2.728)","(385.341, 681.636, -41.776, -1.323)","(347.006, 680.361, -35.766, 1.622)","(307.271, 676.628, -41.88, -2.195)","(267.846, 671.316, -39.051, -4.497)","(228.768, 667.2, -40.985, -3.003)","(190.22, 662.711, -34.789, -7.208)","(151.666, 658.318, -38.29, 2.315)","(123.229, 633.545, -19.427, -35.137)","(99.668, 597.715, -23.499, -33.059)","(79.322, 568.924, -16.116, -22.47)","(62.557, 541.791, -15.024, -46.338)","(50.001, 501.386, -23.463, -36.444)","(46.055, 480.536, -2.876, -50.762)","(46.054, 475.184, -2.787, -41.99)","(46.15, 457.592, 0.028, -34.254)","(46.945, 437.074, 3.965, -17.695)","(55.92, 415.667, 3.264, -19.555)","(51.706, 390.604, -82.071, -2.695)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
69,"(227.984, 356.059, 15.443, 4.586)","(241.125, 355.972, 15.654, -0.393)","(256.85, 354.355, 16.946, -4.735)","(273.757, 352.337, 17.56, -1.708)","(291.207, 349.79, 14.795, 0.576)","(311.367, 347.402, 18.886, -1.398)","(331.9, 344.3, 19.518, -2.806)","(352.412, 340.976, 17.571, -5.998)","(372.761, 336.974, 23.704, -6.983)","(392.903, 333.107, 21.433, -4.571)","(412.86, 329.124, 18.643, -6.2)","(432.815, 325.494, 17.902, -2.813)","(452.039, 321.28, 19.128, -4.99)","(470.85, 317.589, 22.281, -2.564)","(488.226, 313.331, 19.01, -5.171)","(505.236, 308.364, 15.522, -4.441)","(523.061, 303.394, 18.172, -6.24)","(539.996, 297.862, 15.51, -4.529)","(556.451, 293.321, 15.888, -2.443)","(572.718, 290.378, 18.756, -0.303)","(589.245, 287.049, 14.615, -3.105)","(604.233, 283.383, 16.168, -6.397)","(618.939, 280.447, 10.8, -0.439)","(632.868, 277.865, 12.272, -3.201)","(646.492, 275.283, 10.591, -4.322)","(658.919, 272.191, 11.975, -4.826)","(669.547, 269.804, 10.75, -3.954)","(677.205, 267.699, 8.809, -0.068)","(685.146, 265.178, 5.338, 0.721)","(692.926, 262.603, 5.958, -5.223)","(699.247, 258.377, 7.895, -7.348)","(705.793, 254.393, 5.844, -5.257)","(711.417, 250.837, 5.856, -6.186)","(717.975, 245.142, 3.565, -7.157)","(723.343, 239.363, 3.81, -5.129)","(735.755, 231.919, 17.541, -17.693)","(753.507, 223.152, 9.386, -5.153)","(771.6, 218.416, 5.814, 8.594)","(776.452, 201.645, -7.31, -9.852)","(782.999, 184.308, 24.156, -5.017)","(790.2, 148.838, 0.034, -22.46)","(791.666, 110.986, 0.96, -57.076)","(774.573, 90.757, -34.988, -10.525)","(739.522, 86.318, -30.912, -3.23)","(706.242, 85.518, -18.736, -2.858)","(675.877, 85.793, -21.182, -16.503)","(643.137, 81.816, -47.251, 11.342)",
70,"(567.182, 419.704, 26.406, 3.175)","(592.09, 422.687, 21.488, -2.237)","(614.574, 417.119, 16.52, -9.447)","(633.769, 405.376, 20.793, -7.304)","(653.819, 397.296, 17.75, -8.782)","(672.059, 392.41, 19.858, -7.823)","(690.133, 386.803, 14.925, -5.262)","(705.888, 379.968, 12.936, -4.543)","(721.29, 371.659, 17.272, -6.148)","(735.635, 362.41, 14.29, -10.987)","(745.351, 352.829, 7.908, -11.879)","(752.315, 347.22, 6.358, -6.822)","(758.575, 342.09, 4.368, -2.312)","(765.307, 335.946, 6.033, -4.281)","(772.128, 329.874, 7.918, -1.993)","(778.346, 324.618, 4.753, -8.531)","(783.53, 320.319, 7.128, -2.984)","(788.87, 316.056, 3.111, -9.094)","(793.71, 310.4, 0.908, -7.58)","(798.269, 306.094, 0.374, -3.636)","(801.747, 302.557, 1.607, -2.506)","(805.182, 299.143, 3.1, -6.047)","(808.497, 295.485, 0.363, -2.044)","(812.113, 291.288, 0.415, -6.295)","(813.624, 288.252, 0.959, -0.302)","(816.34, 284.616, 2.579, -5.061)","(818.681, 281.764, 2.002, -2.47)","(819.723, 278.229, 0.323, -2.848)","(821.128, 270.876, 0.563, -9.218)","(822.736, 262.419, 2.741, -7.344)","(823.753, 250.715, -3.483, -12.898)","(821.88, 239.946, -4.859, -10.09)","(820.664, 228.87, -4.332, -7.556)","(817.757, 219.958, -1.374, -6.223)","(815.69, 215.622, -1.527, -3.295)","(806.94, 208.913, -22.662, -9.093)","(808.737, 176.865, -13.973, -20.89)","(805.655, 142.738, -15.238, -24.203)","(804.232, 111.911, -13.201, -31.063)","(787.009, 84.798, -25.753, -2.532)","(750.026, 77.106, -30.832, -13.614)","(712.571, 72.084, -27.041, -8.075)","(671.96, 69.698, -40.755, -17.888)","(635.1, 67.042, -53.438, 0.152)","(594.728, 64.757, -32.219, 2.822)","(552.98, 67.087, -33.036, -11.922)","(516.361, 70.541, -43.713, -13.494)",
71,"(371.321, 539.25, 32.223, 12.403)","(404.923, 549.561, 31.35, 4.291)","(439.421, 552.892, 33.956, 2.627)","(475.019, 554.676, 33.814, 1.977)","(509.395, 554.563, 33.69, -2.363)","(543.237, 554.951, 23.619, -1.674)","(575.316, 554.204, 27.712, 1.304)","(606.481, 556.947, 32.414, 4.642)","(635.699, 555.934, 25.11, -4.554)","(660.103, 551.888, 18.859, -6.033)","(681.061, 547.827, 19.264, -2.738)","(702.497, 542.248, 17.833, -0.698)","(717.856, 538.77, 11.823, -1.905)","(730.371, 532.63, 18.375, -9.156)","(744.991, 523.847, 12.843, -7.09)","(757.083, 520.72, 12.895, -0.288)","(764.981, 524.133, 10.223, 1.986)","(773.081, 524.138, 2.044, -3.39)","(778.243, 519.083, 9.251, 1.512)","(788.214, 529.723, 8.399, 16.401)","(793.571, 549.316, 1.059, 19.147)","(797.519, 567.912, 0.249, 19.162)","(796.465, 588.276, 0.187, 23.497)","(796.315, 613.316, 2.867, 29.913)","(799.56, 640.856, -3.375, 24.548)","(790.554, 656.136, -18.694, 2.355)","(772.474, 662.569, -20.36, 7.793)","(749.846, 670.225, -24.43, 4.827)","(725.682, 675.868, -25.639, 3.284)","(698.253, 679.232, -29.809, -0.05)","(667.004, 676.522, -31.219, -7.269)","(636.514, 671.827, -29.85, -3.063)","(607.185, 666.659, -24.722, -4.417)","(578.78, 662.086, -31.514, -2.6)","(548.289, 658.794, -33.205, -1.743)","(517.388, 656.438, -32.726, -1.335)","(476.363, 654.151, -41.013, 10.953)","(432.543, 653.957, -43.159, 9.921)","(389.831, 655.46, -32.924, 10.949)","(346.821, 657.187, -57.104, -6.61)","(302.724, 658.916, -43.759, 4.941)","(261.198, 661.688, -51.416, 3.23)","(221.216, 665.515, -29.988, -8.2)","(182.605, 663.591, -51.3, -17.128)","(144.299, 659.966, -29.378, -35.991)","(130.078, 617.692, -22.1, -34.575)","(116.685, 576.874, -24.05, -26.349)",
72,"(376.37, 432.846, 4.671, -10.704)","(381.97, 424.416, 2.95, -9.799)","(399.556, 421.801, 14.477, -2.82)","(417.314, 417.711, 19.943, -5.915)","(435.779, 412.428, 15.948, -6.442)","(452.188, 406.083, 17.178, -6.249)","(467.644, 398.415, 14.665, -5.453)","(482.14, 390.187, 10.661, -8.241)","(495.505, 380.772, 11.409, -9.264)","(509.575, 372.672, 13.825, -5.012)","(523.572, 363.558, 11.359, -8.734)","(538.014, 354.249, 12.249, -9.473)","(552.555, 344.287, 16.203, -12.371)","(569.092, 335.781, 17.216, -11.254)","(587.134, 327.607, 21.537, -10.444)","(604.609, 320.271, 20.223, -9.606)","(622.646, 312.928, 18.471, -8.464)","(639.586, 305.549, 17.335, -10.794)","(652.815, 298.769, 7.383, -5.174)","(665.0, 292.789, 13.276, -3.518)","(677.831, 286.404, 10.235, -6.37)","(690.942, 280.609, 15.196, -7.612)","(700.095, 275.332, 15.562, -4.324)","(711.142, 270.596, 8.905, -3.888)","(719.264, 265.482, -0.118, -3.572)","(726.265, 260.922, 0.303, -4.748)","(731.463, 256.151, 13.163, -6.046)","(737.002, 251.55, 0.688, 1.726)","(747.558, 245.041, 13.717, -3.223)","(756.389, 241.26, 10.258, 1.886)","(760.694, 239.67, 8.178, -10.151)","(768.209, 231.883, 7.797, -13.193)","(776.734, 222.274, 5.663, -12.216)","(784.059, 206.426, 7.277, -24.39)","(793.283, 175.768, 9.343, -27.914)","(800.143, 160.316, 4.648, -9.62)","(804.17, 129.661, 5.049, -54.027)","(795.949, 92.7, -33.397, -3.796)","(771.999, 69.456, -26.905, -32.056)","(735.509, 63.517, -47.979, 3.148)","(701.646, 65.14, -25.204, 4.642)","(661.971, 65.715, -34.898, 4.185)","(622.38, 68.111, -29.695, -0.313)","(585.067, 71.649, -36.514, -0.52)","(547.02, 76.357, -47.57, -10.437)","(508.835, 78.093, -27.1, -9.059)","(470.63, 79.679, -47.103, 17.955)",
