,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
15,"(465.49, 297.415, 37.266, 20.731)","(501.762, 296.824, 23.117, 39.748)","(549.708, 293.493, 10.149, 12.142)","(587.952, 285.634, 10.046, -65.354)","(621.46, 273.938, 24.856, 28.961)","(652.0, 255.514, 33.712, 14.507)","(692.876, 243.366, 66.755, 46.065)","(724.11, 233.353, 1.189, -58.288)","(744.841, 217.134, -4.538, -33.409)","(772.564, 209.218, 61.817, 17.318)","(774.006, 163.101, 15.372, -72.882)","(777.708, 113.772, 62.7, -82.921)","(761.159, 92.614, -83.057, -20.549)","(706.119, 96.009, -39.897, -5.1)","(670.6, 104.655, -78.803, -12.972)","(642.892, 113.6, 12.31, -13.669)","(623.089, 113.433, 5.453, -27.472)","(597.448, 113.925, -71.858, 15.012)","(575.299, 113.904, -95.789, 4.739)","(553.958, 109.842, -7.689, -65.697)","(501.467, 99.943, -10.657, -34.777)","(456.995, 95.968, -29.595, -17.944)","(417.412, 94.415, -22.192, -25.506)","(367.074, 91.498, -16.287, 49.114)","(319.003, 90.859, -59.095, 28.023)","(280.379, 93.271, -46.363, 50.092)","(243.901, 88.6, -20.09, 40.182)","(213.028, 90.111, -9.289, 36.555)","(179.358, 92.109, -43.515, -37.774)","(139.333, 96.631, -69.077, 54.26)","(129.711, 145.84, 38.248, 61.595)","(124.908, 194.736, -45.252, 69.833)","(118.884, 238.68, -2.753, 51.418)","(116.524, 273.924, 29.813, -1.733)","(111.843, 305.454, -50.555, 1.513)","(108.258, 339.694, -40.937, 33.739)","(100.685, 356.201, 32.303, -11.507)","(84.759, 369.476, -4.737, 16.277)","(35.702, 376.256, -37.133, -7.87)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
16,"(649.604, 287.065, 9.749, 22.835)","(689.819, 263.934, 70.467, -21.421)","(726.303, 238.045, 26.049, -65.788)","(760.307, 217.378, 7.115, 39.791)","(773.367, 185.163, -46.192, -90.418)","(779.956, 134.945, 38.518, -27.112)","(788.801, 95.294, 10.659, -19.659)","(741.816, 74.729, -75.469, -5.362)","(693.773, 81.855, -42.517, 54.634)","(648.171, 85.914, -14.318, -17.415)","(602.248, 93.313, -72.441, 6.383)","(559.079, 93.313, -26.122, 41.128)","(518.513, 87.516, -45.764, 16.547)","(474.046, 81.837, -74.13, 21.395)","(427.836, 71.095, -9.956, -7.138)","(382.906, 73.605, -15.797, 52.637)","(334.641, 74.54, -59.175, -43.185)","(288.884, 82.314, -79.191, 46.833)","(241.556, 83.244, -51.85, 28.128)","(201.23, 76.881, -30.424, -45.161)","(157.481, 74.576, -57.218, -21.238)","(122.059, 99.642, -71.555, 67.812)","(103.802, 148.416, 41.447, 89.426)","(93.064, 196.54, -54.055, 10.188)","(84.433, 237.919, -47.762, -3.562)","(84.588, 283.509, -25.71, 54.65)","(83.865, 325.988, 24.859, 87.399)","(72.226, 361.529, -74.238, 3.474)","(28.811, 372.509, -71.102, 35.864)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
17,"(461.906, 245.888, 79.03, 44.596)","(496.189, 239.655, 34.571, 16.13)","(530.044, 237.647, -6.902, 14.264)","(562.43, 233.187, 18.562, 23.247)","(592.189, 236.358, 1.942, 26.464)","(621.733, 224.033, 11.435, 6.041)","(651.022, 222.765, -14.284, -39.543)","(683.565, 214.695, 4.058, -1.844)","(712.369, 208.44, 31.351, 36.488)","(742.536, 196.134, 13.682, 23.851)","(756.311, 194.117, 62.613, 4.863)","(766.309, 201.408, -16.233, 27.326)","(781.689, 166.336, 29.951, -48.402)","(773.347, 134.846, 15.846, -3.807)","(769.427, 109.039, -12.186, 15.012)","(772.399, 84.046, -42.108, -41.669)","(714.457, 72.734, -29.335, 48.735)","(669.122, 73.679, -32.284, -23.81)","(631.969, 81.747, -52.882, 47.735)","(586.393, 85.009, -48.047, 39.183)","(543.249, 93.89, -40.954, 46.588)","(492.859, 92.066, -49.966, 37.486)","(451.862, 98.51, -46.444, -56.424)","(403.963, 92.96, 15.218, -55.728)","(361.443, 94.337, -7.039, -46.668)","(318.878, 96.514, -60.725, -60.735)","(280.178, 92.163, -36.171, 22.18)","(248.09, 86.785, -81.754, -17.469)","(203.271, 79.924, -53.846, -60.044)","(165.681, 77.178, -95.749, -61.851)","(131.508, 87.893, -33.146, 63.745)","(107.02, 133.979, 2.84, -3.737)","(99.292, 181.347, 36.179, 48.747)","(90.907, 222.119, -13.566, 7.869)","(88.718, 262.2, 8.806, 19.393)","(81.059, 297.263, -49.985, 37.419)","(73.442, 328.276, -59.661, -13.577)","(53.624, 359.372, -70.25, -1.761)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
18,"(719.314, 561.475, 7.161, -7.5)","(766.401, 564.916, 62.785, 9.365)","(774.301, 600.136, 46.871, 15.803)","(773.132, 636.007, 3.155, 28.137)","(753.612, 659.842, -102.496, 22.745)","(701.633, 659.86, -35.852, -30.072)","(646.72, 662.994, -11.28, -17.122)","(595.635, 667.837, -98.081, 35.261)","(546.13, 657.512, -13.24, -53.244)","(497.906, 651.231, -79.918, 23.792)","(451.711, 652.853, -7.786, 48.956)","(404.943, 652.407, -60.475, 45.072)","(362.209, 654.566, -3.44, 11.211)","(318.581, 663.461, -53.198, -35.051)","(274.229, 667.292, -39.788, -55.363)","(223.169, 661.398, -87.042, -38.48)","(185.606, 660.939, -29.617, -32.861)","(144.882, 660.468, 7.714, 11.3)","(122.526, 621.802, -44.318, -80.512)","(114.1, 578.866, 13.487, -0.457)","(100.692, 529.367, -48.184, -5.779)","(91.099, 490.19, -62.45, -84.802)","(81.272, 447.116, -43.295, -13.687)","(73.468, 404.803, 30.651, -90.317)","(51.503, 390.235, -15.095, 9.943)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
19,"(585.95, 200.982, -8.561, -37.264)","(625.353, 182.78, 26.913, -23.396)","(665.113, 167.697, -12.976, -19.459)","(696.52, 167.097, -12.619, 38.164)","(722.347, 166.316, 48.143, 8.977)","(736.775, 168.148, 7.484, 11.272)","(753.787, 170.634, -5.139, -39.547)","(763.315, 181.476, 48.912, 33.922)","(776.002, 180.079, 13.638, -26.479)","(776.614, 136.54, 51.847, -17.67)","(778.406, 93.887, -51.388, -33.356)","(723.643, 90.423, -56.753, 31.065)","(671.368, 106.261, -35.925, -45.388)","(627.041, 111.607, -61.379, -31.292)","(589.052, 113.554, -5.262, 21.541)","(564.939, 113.224, -14.929, 41.473)","(519.901, 99.438, -45.098, -20.439)","(472.634, 99.184, -94.996, -9.654)","(430.071, 95.792, -90.951, -15.347)","(385.718, 95.251, -34.429, -10.237)","(336.306, 92.157, -91.185, -49.575)","(292.508, 95.101, -54.763, 40.224)","(244.912, 97.59, -64.588, -50.061)","(212.888, 89.109, -49.788, 8.562)","(175.704, 85.316, -31.549, -2.123)","(136.622, 86.402, -31.549, 43.7)","(122.231, 132.858, -29.453, 64.34)","(116.869, 181.807, 9.227, -7.095)","(111.813, 225.181, 16.631, 94.22)","(107.348, 265.895, -24.497, -5.018)","(99.977, 306.839, -40.987, 38.381)","(92.63, 347.538, -22.564, 38.519)","(80.755, 370.804, -58.784, 34.101)","(56.877, 378.343, -35.728, 40.226)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
20,"(522.238, 283.541, 48.087, -47.209)","(555.958, 272.923, 32.099, -66.073)","(598.669, 255.118, 12.771, 0.237)","(635.075, 245.109, 55.853, 23.803)","(667.286, 228.705, 8.124, -23.703)","(696.336, 213.534, 25.077, 27.641)","(728.381, 202.932, 37.321, -2.148)","(744.562, 197.545, 16.398, -16.599)","(759.129, 194.123, -19.668, 19.175)","(770.187, 180.891, 25.004, -90.936)","(780.174, 133.09, -43.745, -16.614)","(773.932, 93.119, -6.042, -72.265)","(710.303, 98.253, -64.257, 10.121)","(668.909, 108.438, -27.575, -20.122)","(635.206, 113.646, -91.583, -5.487)","(599.672, 113.792, -82.056, -6.442)","(576.188, 113.592, -19.127, -19.507)","(556.045, 110.008, -49.49, -64.395)","(509.113, 101.926, -100.214, 39.96)","(459.873, 102.379, -85.214, -56.477)","(411.533, 102.708, -86.654, 40.394)","(361.003, 100.332, -77.364, -53.492)","(325.476, 101.12, 9.9, -20.173)","(280.92, 96.95, -35.983, 18.301)","(242.428, 97.981, -63.371, 23.554)","(214.97, 95.994, -43.642, -55.552)","(181.825, 98.763, -46.642, 42.186)","(153.608, 89.828, -21.883, -11.584)","(126.546, 130.731, 35.565, 4.652)","(127.879, 184.09, 9.893, -10.482)","(123.248, 229.584, 39.637, 11.525)","(118.499, 273.191, -48.63, 21.906)","(110.351, 311.888, 41.256, 34.832)","(103.677, 342.199, -52.124, 37.527)","(89.973, 364.257, -13.05, -5.725)","(85.587, 375.431, -70.52, 45.754)","(47.319, 382.078, -78.955, 27.965)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
21,"(490.036, 564.223, 19.299, -31.261)","(527.424, 568.066, 29.267, -8.076)","(565.761, 565.502, 83.396, -36.492)","(612.847, 575.121, -7.586, 33.128)","(643.374, 573.01, 25.315, 0.985)","(688.659, 559.027, 44.754, -5.759)","(726.712, 567.045, -13.724, 24.382)","(757.949, 569.733, 75.974, -29.575)","(777.029, 568.45, 65.201, -56.29)","(781.685, 615.416, 20.039, 77.884)","(782.231, 644.92, 34.416, 70.811)","(746.185, 664.859, -23.706, 44.992)","(704.695, 676.472, -64.764, 39.267)","(655.6, 679.462, -6.948, 10.304)","(615.102, 681.496, -60.212, -49.671)","(577.383, 684.501, -7.155, 35.384)","(539.39, 684.683, 10.136, 55.407)","(497.251, 686.631, -26.114, -26.293)","(455.143, 685.026, -32.524, 8.049)","(417.511, 682.069, -61.828, -22.868)","(377.207, 675.886, -77.207, -50.72)","(339.025, 675.571, -20.811, -15.954)","(302.541, 678.366, -4.183, 43.595)","(262.609, 677.369, -79.433, -53.521)","(225.341, 677.138, -56.049, 23.421)","(193.62, 680.803, -31.575, -53.484)","(163.83, 672.893, -1.315, -58.639)","(133.688, 644.489, -48.976, -70.374)","(125.858, 599.499, -18.944, -82.068)","(118.106, 554.63, 6.94, -5.393)","(105.903, 512.145, -41.874, 6.622)","(97.632, 476.345, -48.681, -10.942)","(95.282, 441.503, -9.9, -74.656)","(89.626, 411.635, -36.819, 8.478)","(66.59, 390.831, -79.72, 31.933)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
22,"(478.342, 529.045, 56.854, -8.275)","(520.086, 522.722, 74.955, -34.395)","(562.488, 524.969, 88.764, 35.608)","(596.958, 529.074, 4.538, 13.191)","(636.579, 530.241, 35.957, -15.255)","(665.864, 528.234, 19.095, 25.535)","(697.151, 537.418, 65.69, -10.821)","(726.801, 537.366, -3.868, -24.086)","(754.374, 538.142, 35.607, -55.862)","(774.566, 560.734, 32.964, 48.341)","(770.937, 610.564, -60.233, -17.956)","(778.92, 649.944, -31.882, 43.496)","(736.516, 661.404, -58.054, -54.366)","(696.351, 660.272, -16.041, 37.334)","(649.062, 647.407, -0.822, -12.696)","(601.051, 636.014, -95.912, -28.549)","(572.981, 636.019, -59.953, -28.978)","(547.268, 636.66, -83.344, -14.102)","(515.486, 636.413, -21.807, 17.504)","(478.959, 637.586, -90.158, -16.358)","(443.127, 638.256, -20.685, 50.846)","(412.79, 639.718, 6.416, -45.534)","(374.551, 639.263, -56.232, -54.77)","(329.285, 638.927, -46.926, -14.804)","(291.563, 640.874, 22.917, -7.41)","(264.845, 645.943, -39.091, 19.128)","(236.706, 647.224, -0.657, 4.854)","(206.467, 662.388, -40.643, 7.229)","(172.859, 666.624, 5.551, -15.857)","(136.78, 647.693, 34.453, -29.227)","(118.84, 603.46, 15.397, -31.697)","(109.895, 570.224, -63.727, -13.988)","(96.716, 526.041, -45.622, -38.285)","(90.808, 486.542, -16.709, -60.554)","(80.567, 451.705, -21.845, -17.856)","(79.297, 426.844, 24.423, 9.398)","(71.554, 405.703, -32.437, -13.96)","(35.75, 387.608, -89.29, 6.103)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
23,"(600.185, 260.425, 63.092, 42.279)","(640.064, 250.07, 12.103, 0.756)","(683.127, 239.996, 96.258, 29.675)","(720.272, 226.496, 73.557, -10.066)","(745.593, 213.445, 14.439, -47.391)","(771.41, 205.277, -50.848, -31.124)","(793.213, 170.117, 2.789, -94.687)","(798.686, 112.607, -9.49, -87.063)","(783.245, 79.748, 6.464, -8.644)","(738.677, 61.813, -31.924, 23.333)","(682.016, 63.248, 2.247, 35.76)","(639.118, 61.287, -53.32, 11.136)","(587.101, 63.424, -42.712, 2.273)","(542.837, 62.108, -14.206, 54.359)","(504.587, 62.763, -18.735, -49.71)","(458.517, 69.749, -74.65, -5.997)","(414.865, 64.352, -3.098, -47.906)","(363.768, 64.807, -72.688, 31.511)","(321.957, 70.501, -37.599, -20.627)","(280.498, 74.319, -15.671, 45.762)","(238.723, 75.141, -10.01, 47.621)","(200.941, 74.345, -10.252, 49.645)","(156.436, 75.27, -88.944, -17.508)","(117.816, 105.99, -0.067, 75.585)","(100.255, 148.696, -27.325, 55.261)","(85.634, 187.804, -17.634, 9.583)","(79.336, 234.611, 38.919, 40.288)","(76.611, 275.585, 11.776, -8.152)","(68.065, 315.884, 5.317, 10.833)","(73.036, 351.791, 14.192, 9.64)","(36.033, 372.064, -111.213, 32.725)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
24,"(553.966, 242.508, 48.42, -6.46)","(595.578, 230.988, 54.24, -56.232)","(641.799, 215.481, 93.061, 41.704)","(677.945, 208.655, 18.389, 9.278)","(702.825, 202.821, 0.849, 28.334)","(733.94, 198.136, 24.461, 18.445)","(763.107, 195.861, 2.351, 28.302)","(777.003, 170.515, 6.009, -92.583)","(773.738, 125.0, 73.596, -56.31)","(756.873, 90.44, -17.365, -1.505)","(707.548, 90.957, -54.073, -36.51)","(663.348, 105.381, -69.235, -32.189)","(617.434, 113.322, -2.637, 23.535)","(583.635, 113.091, -65.477, 6.131)","(545.738, 102.337, -39.128, -24.782)","(501.069, 93.601, -28.925, 44.575)","(452.57, 90.039, -44.195, 49.817)","(408.35, 89.225, -4.628, -27.909)","(364.838, 88.672, -4.983, -52.52)","(316.324, 92.709, 8.524, 41.329)","(277.639, 88.937, -8.966, -48.963)","(236.55, 85.977, -76.228, 24.349)","(192.623, 85.715, -92.68, -6.656)","(146.477, 79.394, -24.557, 3.231)","(122.318, 115.389, -11.793, 63.63)","(107.529, 152.394, -47.455, 10.707)","(99.109, 194.113, -5.374, 97.905)","(96.318, 231.499, 29.36, 26.813)","(87.918, 277.55, -0.655, 76.314)","(86.872, 319.968, 5.716, 88.798)","(77.34, 353.858, -61.744, 7.19)","(51.36, 370.963, -42.432, -27.372)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
25,"(324.169, 565.216, 17.419, -20.339)","(363.515, 566.861, 20.112, -35.917)","(404.973, 568.698, 6.054, 41.502)","(438.723, 564.171, 44.141, -11.741)","(474.241, 564.689, 17.382, 43.945)","(505.259, 560.304, -21.675, -16.106)","(541.578, 559.208, 15.677, -54.882)","(571.897, 558.154, 56.002, -52.69)","(605.39, 570.873, -21.083, 25.368)","(633.123, 580.738, 41.988, -21.342)","(661.551, 582.748, 37.531, -27.441)","(695.212, 582.761, 17.462, 44.002)","(723.689, 580.646, 21.231, 17.728)","(734.379, 574.372, -10.958, 22.0)","(756.984, 569.157, 64.19, 17.342)","(771.023, 570.299, 35.247, 4.027)","(778.634, 605.194, 13.981, -22.457)","(781.382, 623.735, 20.844, -0.909)","(784.572, 649.19, -9.955, 29.541)","(744.958, 660.339, -59.469, 52.476)","(709.787, 670.11, 3.797, -5.09)","(678.097, 672.518, -83.534, -0.47)","(633.912, 679.839, -70.215, 3.202)","(586.426, 678.789, -76.445, 42.722)","(541.756, 683.356, -94.307, 27.012)","(498.86, 682.278, -12.712, 32.382)","(454.787, 683.481, -79.999, -20.088)","(413.732, 680.462, -83.22, -33.032)","(376.587, 684.253, -97.088, 14.525)","(330.759, 686.05, -22.53, -57.362)","(293.29, 684.545, -45.518, 6.463)","(249.441, 682.428, 6.791, -10.311)","(213.071, 677.111, -44.47, -40.369)","(176.633, 677.972, -62.38, -29.443)","(126.509, 652.611, -39.502, -60.25)","(96.638, 611.369, -17.997, -47.413)","(69.997, 571.325, -21.483, -52.733)","(55.534, 532.318, 11.895, -82.514)","(55.223, 496.134, 6.988, -79.83)","(47.189, 473.744, 10.298, -62.49)","(46.81, 458.761, 31.367, -20.247)","(46.923, 448.066, 10.58, -45.054)","(46.71, 437.833, 21.111, -72.479)","(46.493, 427.858, -1.009, -19.501)","(60.637, 403.621, -13.834, -35.9)","(None, None, None, None)","(None, None, None, None)",
26,"(753.345, 347.43, 1.557, -24.105)","(771.949, 315.64, 7.247, -52.891)","(787.723, 282.618, 26.828, -35.638)","(795.165, 249.877, -49.928, -34.704)","(797.901, 225.876, -42.765, -32.793)","(792.04, 172.617, -40.727, -103.725)","(794.184, 120.249, -55.599, -46.953)","(780.429, 87.836, -47.185, 27.844)","(734.289, 76.977, -16.263, -0.817)","(688.199, 82.339, -4.447, 18.968)","(645.379, 88.289, -12.536, 18.042)","(606.808, 91.314, 7.67, -6.806)","(569.751, 97.765, -1.722, -54.619)","(523.07, 95.085, -5.488, -59.085)","(473.477, 89.366, -12.632, -34.527)","(419.103, 92.729, -59.463, 18.766)","(376.198, 90.479, -3.15, -32.161)","(330.474, 90.494, -79.936, 4.318)","(287.701, 84.235, -18.792, -48.203)","(243.05, 84.539, -20.709, -10.758)","(200.613, 77.745, -17.647, 10.9)","(151.057, 77.525, -60.582, -39.394)","(120.028, 111.187, -18.554, 82.848)","(108.993, 151.814, 4.504, 67.48)","(101.662, 199.44, 31.05, 43.192)","(96.958, 241.024, 16.41, 91.93)","(88.115, 283.481, -61.473, 8.84)","(90.641, 321.743, 13.691, 78.799)","(84.666, 356.438, -7.854, 85.752)","(31.008, 368.512, -60.896, 17.224)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
27,"(376.232, 371.808, 42.274, -21.125)","(400.289, 366.979, 28.684, 3.641)","(417.294, 361.729, 18.994, 11.927)","(443.812, 358.271, 20.689, -9.886)","(470.215, 350.362, 25.068, -12.911)","(498.056, 344.295, 36.677, -22.737)","(526.374, 336.062, 33.128, -2.741)","(553.514, 323.975, 25.766, -0.578)","(578.464, 319.284, 36.959, 9.094)","(601.127, 312.897, 28.051, -19.079)","(622.591, 304.06, 9.048, 7.069)","(644.873, 295.911, 16.071, -13.958)","(664.427, 284.076, 17.097, -22.303)","(684.717, 269.779, 10.967, -31.149)","(706.014, 255.935, 35.562, -21.473)","(729.373, 245.873, 32.01, -15.449)","(750.716, 235.499, 41.818, -22.365)","(766.828, 226.602, 22.034, -11.683)","(784.148, 219.384, 7.436, -13.227)","(797.377, 188.728, 5.942, -28.973)","(804.881, 149.956, -8.004, -54.592)","(802.706, 109.802, -7.188, -53.611)","(776.226, 82.759, -55.16, -27.061)","(734.934, 65.85, -45.325, -0.213)","(701.121, 59.997, -38.309, 10.028)","(662.563, 56.732, -31.433, -25.689)","(624.981, 64.16, -49.595, -1.093)","(586.0, 58.909, -97.461, 19.848)","(547.999, 59.087, -81.267, 28.397)","(513.419, 58.792, 8.903, -52.176)","(474.995, 57.191, -39.368, 11.757)","(436.97, 60.445, -47.819, -52.433)","(397.275, 57.993, -86.746, -34.091)","(364.732, 60.766, -4.898, -19.224)","(323.977, 65.121, -18.998, 45.019)","(290.922, 62.65, -61.164, 9.778)","(258.657, 63.404, -86.872, -2.215)","(237.245, 62.659, 4.135, -14.922)","(210.997, 69.577, -55.522, 7.059)","(171.977, 78.162, -78.896, -52.407)","(134.576, 80.71, -8.669, 36.299)","(104.24, 120.435, 29.48, 41.008)","(83.846, 160.975, 20.046, 83.754)","(76.218, 198.477, -63.62, 67.155)","(69.238, 238.315, -6.75, 44.917)","(70.932, 273.486, -58.649, -15.171)","(63.728, 310.065, -26.65, 17.654)",
28,"(657.775, 433.516, 16.565, -22.223)","(674.296, 418.413, 16.844, -14.131)","(692.808, 396.819, 12.342, -31.566)","(711.719, 377.323, 2.851, -4.246)","(728.795, 357.675, 9.119, -6.144)","(746.316, 338.686, 8.936, -32.443)","(764.777, 315.444, 5.175, -9.977)","(781.083, 292.49, 14.13, -18.092)","(791.544, 280.172, 25.277, 6.324)","(799.434, 271.165, 14.919, -2.496)","(807.778, 261.771, 12.286, -11.985)","(817.018, 250.971, -6.781, -23.92)","(817.353, 234.828, -9.736, -36.472)","(804.03, 215.02, -35.066, -6.707)","(809.93, 191.229, -0.24, -21.225)","(808.057, 166.76, -26.571, -33.142)","(804.456, 133.01, -16.476, -25.57)","(803.138, 102.733, 3.623, -16.222)","(771.39, 83.44, -39.728, -23.809)","(725.244, 88.538, -45.377, -12.844)","(691.639, 86.733, -49.158, -10.612)","(660.251, 73.27, -39.439, 3.969)","(625.633, 69.637, -45.294, 11.922)","(590.13, 66.83, -33.402, 12.935)","(551.979, 66.896, -45.844, 13.121)","(515.044, 62.663, -28.313, -7.598)","(477.281, 61.448, -27.601, -5.263)","(441.591, 63.343, -8.777, -58.908)","(405.865, 60.601, -72.986, 46.832)","(362.625, 61.338, 5.022, 24.891)","(319.732, 59.296, -15.57, -25.677)","(283.846, 61.471, -86.192, 8.095)","(249.205, 61.535, -59.407, 9.883)","(222.473, 66.076, -68.341, -20.61)","(204.725, 67.734, -32.092, 35.082)","(201.093, 70.795, -72.253, 58.508)","(144.719, 76.137, -86.89, -7.588)","(117.758, 104.071, 3.443, -1.056)","(104.671, 144.872, -47.377, 66.631)","(91.55, 191.189, -47.408, 73.607)","(77.631, 229.944, -12.754, 46.095)","(72.335, 271.624, -27.673, 87.387)","(68.999, 310.628, 19.474, 40.124)","(64.203, 340.395, 38.763, 74.891)","(50.766, 361.098, -3.551, 16.361)","(None, None, None, None)","(None, None, None, None)",
29,"(441.441, 167.2, 23.963, -23.653)","(457.887, 166.082, 22.179, -2.819)","(475.89, 166.073, 47.414, -1.22)","(487.016, 166.001, 19.479, -2.681)","(495.392, 166.065, 19.918, 1.513)","(503.543, 166.01, 35.056, -4.179)","(509.993, 166.113, 24.685, -0.8)","(516.009, 166.105, 20.402, -3.293)","(521.965, 166.177, -2.563, 2.702)","(525.972, 166.09, -1.657, 3.515)","(525.257, 166.08, -18.336, 0.343)","(525.635, 166.036, -0.809, -4.875)","(527.387, 170.329, 9.542, 18.763)","(546.137, 190.643, 55.683, 27.305)","(586.033, 192.936, 47.542, -3.082)","(621.806, 190.168, 25.094, -12.207)","(656.08, 185.887, 38.34, -0.711)","(679.837, 181.188, 13.581, -2.674)","(698.264, 178.21, 15.478, 0.9)","(709.802, 174.858, 21.852, 8.334)","(721.614, 176.07, 15.842, -10.37)","(733.545, 179.127, -8.375, 4.972)","(738.233, 182.994, 25.909, -5.463)","(751.154, 187.282, 0.03, -10.78)","(762.374, 191.857, 2.418, -0.337)","(765.045, 195.616, 8.884, 16.27)","(763.001, 187.569, 6.015, -16.462)","(760.362, 157.268, -4.911, -17.025)","(774.463, 127.568, 11.31, -43.917)","(771.207, 95.285, -33.634, 4.233)","(731.787, 97.078, 23.853, 29.906)","(707.126, 111.211, 35.249, 5.266)","(702.967, 113.94, 13.137, 37.991)","(702.38, 113.88, -17.924, 40.742)","(703.564, 113.753, 4.305, 25.099)","(702.825, 113.924, -46.521, 31.701)","(698.05, 112.873, -16.164, 3.793)","(675.897, 113.753, -49.793, 62.479)","(653.255, 113.326, -80.892, -26.641)","(615.43, 110.462, 14.594, 9.579)","(591.939, 113.396, 12.995, 13.093)","(570.611, 112.004, -73.321, -43.73)","(550.034, 104.912, -77.262, -10.588)","(509.503, 101.519, -87.33, 12.894)","(468.422, 99.832, -76.889, 2.174)","(428.473, 97.998, -37.13, 21.737)","(388.564, 97.817, -68.182, 47.12)",
