,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
19,"(549.248, 502.804, 66.105, -42.37)","(577.386, 500.82, 37.179, -45.344)","(613.34, 513.455, 55.188, 24.832)","(650.446, 521.941, 81.579, 3.178)","(683.036, 531.694, 48.775, -16.73)","(723.382, 540.235, 11.793, 38.352)","(750.457, 535.953, 35.859, -24.3)","(777.682, 548.296, -15.601, 40.113)","(798.603, 583.534, 56.436, 50.353)","(802.497, 649.442, -40.269, 19.224)","(761.732, 671.123, -56.618, 56.338)","(719.578, 679.511, -104.599, -9.451)","(667.409, 675.525, -78.19, 1.418)","(620.078, 677.136, -53.263, 51.802)","(574.266, 675.851, -101.176, -43.692)","(529.787, 668.279, -58.548, 24.709)","(484.191, 669.246, -39.765, 52.569)","(443.019, 667.365, 2.45, 25.533)","(397.367, 669.811, -70.658, -49.379)","(357.19, 669.353, -58.887, -3.339)","(314.115, 669.856, -77.953, 24.941)","(273.628, 669.159, 3.51, 17.537)","(234.487, 670.032, 13.01, -59.872)","(193.295, 664.189, -57.514, -56.202)","(154.92, 667.074, -33.68, 28.344)","(129.311, 629.274, -26.79, -20.279)","(117.251, 585.603, -5.991, -44.59)","(107.982, 543.861, -55.974, -64.551)","(99.036, 501.58, -15.246, -15.23)","(88.797, 468.44, -26.964, -79.27)","(82.92, 433.845, 27.396, -43.589)","(82.483, 402.133, 35.743, -75.719)","(56.808, 387.916, -96.778, -21.648)","(None, None, None, None)","(None, None, None, None)",
20,"(593.963, 539.52, 9.363, -20.575)","(635.745, 552.028, 22.004, 24.784)","(684.677, 560.318, 71.054, 64.523)","(719.517, 564.076, -11.371, -38.75)","(763.698, 559.804, 74.773, -48.39)","(785.523, 598.122, 64.655, -4.934)","(791.36, 644.138, -37.292, 11.473)","(764.059, 660.817, 9.303, -25.734)","(725.343, 668.513, -53.169, -22.827)","(684.224, 665.113, -39.168, -7.793)","(638.57, 666.677, -62.823, 5.205)","(594.255, 664.129, 2.22, 44.22)","(549.808, 667.425, -14.834, -14.761)","(505.161, 667.784, -32.635, 9.379)","(463.979, 662.22, -5.387, 20.178)","(419.354, 658.013, -93.381, -50.565)","(374.919, 657.534, -67.021, -45.471)","(330.729, 660.677, -16.415, 24.445)","(287.67, 662.276, -74.128, 5.257)","(245.256, 656.799, 3.314, 15.493)","(207.941, 661.479, -5.444, 45.231)","(166.236, 665.49, -14.059, 45.145)","(133.052, 640.524, -70.047, 4.91)","(116.574, 598.515, -15.822, -99.591)","(110.614, 554.157, -9.863, -28.351)","(93.052, 514.264, 1.703, -34.188)","(79.553, 472.271, -61.093, -3.134)","(72.91, 431.731, 22.357, -81.773)","(76.158, 400.425, 0.547, -36.35)","(52.943, 384.569, -56.361, -37.154)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
21,"(281.418, 267.551, 43.298, -41.257)","(315.166, 261.11, 65.577, -8.993)","(350.1, 248.57, 9.893, -20.234)","(385.884, 246.278, 59.431, -10.826)","(416.535, 243.978, -21.596, 47.745)","(449.483, 238.549, 61.286, -28.361)","(491.12, 236.39, -4.349, 46.468)","(529.314, 227.38, -1.524, 44.863)","(571.625, 215.282, 71.998, 29.433)","(608.973, 202.0, 81.079, -62.674)","(633.973, 191.058, 87.973, 6.998)","(657.269, 189.631, 17.897, 49.618)","(687.538, 198.909, 39.711, -11.801)","(722.731, 187.483, -22.24, 16.713)","(745.687, 185.942, 74.578, 4.435)","(771.569, 171.682, -18.424, -71.764)","(759.944, 136.794, 35.399, -23.002)","(764.377, 107.775, 34.87, 2.457)","(752.802, 91.212, 48.288, -83.444)","(764.311, 77.095, -74.899, 28.561)","(727.424, 74.585, -10.869, 2.351)","(673.036, 74.031, -52.645, -24.586)","(630.383, 72.372, -77.656, -11.208)","(585.292, 90.646, -40.457, 6.811)","(560.157, 101.193, 9.332, -53.224)","(520.177, 97.592, -2.455, -28.658)","(477.707, 97.619, -53.523, -58.022)","(437.064, 94.534, -69.535, -41.6)","(397.726, 95.962, -14.726, 25.109)","(352.891, 97.627, -54.239, 56.193)","(313.656, 97.916, -10.299, 54.638)","(277.683, 92.628, -63.767, -20.868)","(246.692, 94.391, 12.525, -16.131)","(213.819, 88.812, -50.802, -72.04)","(171.382, 77.968, -99.188, 14.923)",
22,"(317.951, 202.805, 18.005, 40.156)","(353.76, 191.297, -9.395, -8.984)","(386.541, 180.55, 78.973, -19.506)","(417.621, 194.219, 71.066, 23.373)","(466.583, 198.53, 70.447, -34.57)","(506.578, 189.116, 38.351, 13.383)","(544.195, 193.299, 88.016, 33.92)","(584.519, 196.294, 3.962, 48.242)","(619.686, 187.469, -12.679, 4.755)","(653.129, 182.601, 59.164, -25.542)","(679.275, 195.644, 69.553, -47.717)","(715.726, 192.615, -0.114, 27.74)","(731.824, 176.398, -25.052, -25.885)","(748.516, 167.096, 31.307, 16.172)","(748.436, 169.111, -38.207, 36.995)","(746.844, 171.261, 5.184, 30.346)","(756.154, 178.944, -37.638, -20.752)","(756.793, 173.01, 17.811, -50.569)","(761.835, 176.09, -32.441, 44.027)","(780.62, 182.425, 62.819, 6.775)","(776.932, 143.153, -14.296, 8.652)","(782.907, 120.547, 10.4, -28.107)","(786.956, 95.015, 11.862, -6.862)","(736.726, 92.944, -96.328, -54.766)","(686.885, 94.236, -43.627, -23.301)","(663.283, 83.375, 4.421, -67.262)","(618.495, 83.442, -24.594, 21.691)","(582.327, 100.65, -20.46, -19.198)","(552.017, 110.253, -71.605, 25.359)","(499.76, 103.415, -57.066, -13.506)","(466.14, 103.767, -0.047, -26.992)","(415.174, 104.271, -74.273, 22.079)","(369.565, 103.975, -51.049, 39.552)","(325.157, 100.935, -10.551, 10.986)","(282.706, 97.526, -69.699, -12.093)",
23,"(684.072, 169.167, 54.624, -35.695)","(728.99, 167.658, 73.304, 0.305)","(770.366, 175.265, 17.523, 29.263)","(778.986, 161.378, 2.511, -48.514)","(780.198, 101.213, 2.341, -93.968)","(739.495, 81.449, -65.169, -56.567)","(683.92, 75.976, -2.276, 5.184)","(634.987, 78.285, -33.273, -16.874)","(581.356, 83.686, -44.145, -11.539)","(539.143, 75.239, -85.876, -15.156)","(493.743, 74.232, -83.453, -22.192)","(448.157, 75.973, -65.403, -54.356)","(401.787, 80.412, -11.688, -58.152)","(356.992, 74.982, -30.287, -32.538)","(315.918, 78.996, -5.777, 20.636)","(264.159, 81.172, -41.608, 24.194)","(221.798, 78.149, -33.269, -47.337)","(177.56, 78.919, 12.907, -18.471)","(141.251, 91.931, -36.185, -1.598)","(119.329, 132.837, 29.848, 78.345)","(99.444, 171.921, -44.115, 23.294)","(95.229, 217.466, 21.571, 79.11)","(86.983, 260.865, -32.903, 85.051)","(83.105, 301.15, 13.768, 40.238)","(73.355, 351.004, 23.513, 79.382)","(40.895, 362.725, -87.958, -23.885)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
24,"(585.985, 269.052, 65.957, -49.885)","(615.319, 257.385, 8.228, -29.245)","(652.567, 241.359, 39.143, -23.547)","(680.715, 228.3, 16.491, 2.194)","(702.843, 216.099, 18.204, 36.247)","(723.645, 207.248, -17.058, -38.115)","(745.155, 205.177, -12.25, 16.707)","(772.075, 203.469, 94.011, 27.236)","(791.243, 189.96, -45.087, 4.748)","(796.27, 135.27, 18.427, -49.482)","(798.734, 90.778, 0.314, -45.643)","(778.87, 63.714, -10.219, -41.08)","(731.37, 56.625, -78.109, -32.944)","(688.23, 54.437, -7.873, 45.008)","(633.594, 57.01, -44.993, -12.739)","(589.539, 60.453, -58.113, -42.382)","(538.876, 59.533, -40.601, 6.665)","(490.161, 60.472, -18.773, -16.182)","(443.941, 62.236, -110.683, -55.774)","(388.807, 67.209, -13.904, -27.066)","(336.85, 71.205, -13.933, -43.663)","(289.51, 74.561, -4.263, 48.346)","(244.4, 78.95, -5.253, -34.374)","(201.661, 76.747, -106.019, -35.256)","(152.12, 80.951, -55.979, -0.29)","(114.14, 107.045, 12.885, 77.139)","(92.871, 144.201, 41.859, 12.522)","(80.958, 182.537, 18.761, 43.766)","(78.427, 214.81, 35.681, 97.016)","(72.923, 253.771, -55.148, 66.586)","(72.054, 299.013, -22.082, 66.063)","(73.757, 337.278, -10.667, 69.13)","(62.67, 360.233, 8.683, 22.287)","(29.338, 376.71, -91.202, 22.42)","(None, None, None, None)","(None, None, None, None)"
25,"(321.647, 495.339, 46.043, 50.995)","(376.512, 484.692, 51.968, 21.012)","(414.95, 479.327, 7.624, -9.202)","(452.346, 476.684, -9.06, -47.492)","(490.131, 475.363, 43.625, -32.033)","(537.97, 469.355, 17.37, -56.69)","(587.249, 471.294, 70.888, 27.978)","(625.612, 468.829, 37.463, 36.532)","(664.244, 477.417, 15.544, 51.318)","(697.718, 481.967, 93.454, 7.104)","(731.018, 495.791, 3.372, 48.533)","(756.985, 512.113, 58.598, 68.625)","(778.281, 542.192, 38.619, 30.081)","(787.906, 601.449, 11.627, 20.564)","(797.703, 643.06, 8.133, -15.034)","(780.258, 661.767, -14.229, -26.078)","(735.379, 671.051, -62.511, -9.482)","(700.928, 671.153, -33.778, -9.932)","(660.217, 665.784, -81.633, -32.602)","(628.012, 666.828, -88.809, 56.799)","(579.959, 671.744, -60.301, -42.036)","(526.899, 669.186, -57.032, 27.305)","(489.058, 664.314, -46.682, -27.251)","(456.241, 660.797, -68.943, -53.122)","(415.959, 663.566, 4.188, -25.334)","(375.596, 662.431, -69.435, 43.098)","(331.957, 666.155, -3.204, -55.376)","(291.668, 664.765, -0.332, 10.186)","(249.182, 664.9, -60.815, -12.04)","(208.292, 663.078, -77.76, 19.759)","(163.136, 663.981, -62.008, 18.905)","(138.951, 636.965, 7.988, -23.904)","(125.05, 596.914, -28.961, -29.91)","(114.876, 556.975, 12.953, -26.927)","(105.585, 519.647, -2.76, -71.304)",
26,"(765.889, 519.295, -14.754, 49.846)","(790.538, 572.361, -34.959, 106.958)","(792.515, 621.96, 26.214, 62.972)","(772.321, 657.142, -8.275, -11.018)","(720.562, 664.211, -9.973, -33.42)","(669.177, 667.611, -69.714, -38.822)","(617.62, 663.327, -58.46, -21.755)","(559.426, 663.216, -94.83, -31.317)","(504.645, 658.719, 2.362, -27.006)","(459.633, 659.659, -38.293, -28.13)","(405.77, 659.538, -93.353, 17.879)","(362.998, 656.494, -98.517, -39.215)","(317.802, 660.305, -101.961, 55.521)","(265.032, 663.52, -88.965, -10.663)","(222.01, 668.028, -98.109, -24.746)","(175.104, 665.543, 6.007, -54.435)","(139.518, 650.664, 7.609, -57.029)","(124.979, 601.955, 12.654, -86.378)","(113.865, 555.59, 37.938, -87.274)","(99.062, 514.45, -60.478, -94.126)","(88.209, 477.941, -61.512, -27.419)","(72.25, 432.351, -41.925, -60.434)","(69.462, 393.384, -31.986, -26.589)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
27,"(296.739, 444.197, 38.216, -24.209)","(328.167, 430.032, 17.359, -10.753)","(360.001, 417.183, 38.339, -0.392)","(392.126, 405.311, 40.322, -8.148)","(418.359, 394.399, 32.411, -20.794)","(449.598, 386.096, 40.559, -0.218)","(480.614, 375.014, 44.37, -18.851)","(512.395, 361.699, 29.281, -25.795)","(543.473, 344.521, 42.124, -29.489)","(570.194, 327.545, 40.667, -14.187)","(595.074, 315.882, 26.863, -19.941)","(621.431, 305.288, 32.028, -11.272)","(649.907, 298.108, 23.654, 0.559)","(677.482, 295.011, 40.032, -5.584)","(703.44, 290.55, 17.78, 9.115)","(724.967, 284.006, 7.717, -19.308)","(738.325, 278.352, 19.981, -4.912)","(756.692, 270.885, 22.274, -15.038)","(772.218, 262.959, 23.022, -16.678)","(782.984, 255.172, 1.605, -25.059)","(791.075, 241.33, 7.206, -2.762)","(794.566, 223.331, 7.889, -14.116)","(798.82, 201.428, -3.877, -31.026)","(799.389, 164.931, 39.438, -16.703)","(803.053, 132.857, 16.489, 21.34)","(802.83, 98.377, -6.222, 43.894)","(787.451, 82.828, 9.849, -34.158)","(771.988, 64.178, -60.555, 24.588)","(726.68, 56.228, -58.661, -30.606)","(688.025, 63.151, -11.002, 22.979)","(648.619, 62.127, -88.821, -57.789)","(607.618, 63.171, -78.949, 2.278)","(578.756, 69.17, 28.843, 15.481)","(543.102, 67.74, -22.838, 44.9)","(506.947, 62.18, 9.255, -29.971)",
28,"(403.37, 346.385, 28.066, -19.016)","(434.944, 329.621, 43.116, -31.644)","(469.466, 322.988, 32.995, 2.302)","(505.544, 321.261, 20.287, -14.168)","(539.318, 311.859, 29.274, -25.237)","(578.001, 297.772, 44.1, -8.776)","(610.838, 283.387, 43.03, 3.134)","(643.683, 275.463, 20.134, -24.588)","(677.075, 267.456, 33.803, -16.613)","(711.505, 257.132, 18.122, -19.989)","(737.486, 244.516, 16.704, -21.442)","(759.254, 234.348, 12.406, -33.336)","(776.494, 226.252, 12.424, -31.346)","(787.766, 207.976, 17.309, -50.783)","(795.666, 173.674, -19.675, -49.572)","(792.534, 136.988, 45.908, -19.649)","(794.371, 109.755, 7.728, -19.25)","(788.878, 79.088, -19.486, -20.633)","(760.959, 54.228, -60.787, -10.422)","(709.326, 53.772, -31.869, 11.459)","(670.612, 54.893, -32.026, -14.438)","(629.462, 54.181, -30.23, -2.451)","(592.018, 56.604, -27.577, 14.936)","(547.885, 61.48, -60.391, 13.762)","(508.209, 64.145, -50.516, 8.297)","(469.856, 62.936, -39.931, 10.758)","(426.856, 63.496, -89.405, -27.799)","(385.161, 67.559, -54.397, 10.055)","(343.842, 63.09, -80.779, -22.142)","(306.178, 64.742, -76.319, 21.621)","(268.421, 62.652, 16.787, -28.842)","(236.294, 62.099, -42.511, -41.887)","(211.483, 68.015, -63.788, 34.581)","(180.737, 61.949, -96.963, -6.57)","(139.56, 76.667, -61.27, 40.344)",
29,"(487.374, 454.274, 30.227, -13.884)","(518.569, 442.224, 32.563, -30.034)","(547.698, 427.226, 28.598, 2.85)","(581.639, 417.936, 22.703, 3.667)","(616.099, 405.551, 45.293, -21.643)","(650.768, 393.733, 40.057, -7.481)","(679.441, 379.152, 23.683, -16.828)","(703.259, 357.884, 18.105, -17.977)","(725.271, 335.303, 8.562, -31.163)","(744.855, 314.983, 15.937, -31.57)","(760.129, 298.261, 6.027, -24.566)","(775.777, 280.138, 16.153, 3.781)","(786.32, 268.58, -3.045, 1.413)","(795.157, 257.67, -2.345, -7.15)","(801.77, 229.418, 10.245, -39.208)","(804.249, 203.127, -3.341, -24.785)","(802.624, 192.345, -32.923, -31.007)","(800.06, 160.946, 20.829, -59.947)","(795.024, 131.822, 2.821, -11.029)","(790.981, 112.687, -22.121, -20.873)","(769.977, 95.046, -62.676, 7.023)","(715.447, 87.777, -50.543, -13.842)","(678.161, 88.784, -34.803, -19.434)","(636.745, 78.067, -47.579, -8.769)","(593.707, 87.004, -21.884, 14.081)","(563.3, 101.222, -41.896, 23.857)","(526.594, 100.42, -68.54, 32.468)","(479.843, 98.053, -76.852, 19.132)","(439.04, 95.737, -56.673, -49.677)","(396.983, 95.308, -69.187, 42.243)","(349.464, 94.323, 6.262, -8.065)","(309.761, 92.897, 15.954, 25.127)","(273.798, 92.403, -13.701, -2.666)","(240.397, 95.515, -49.977, -8.401)","(216.569, 91.471, -24.669, -30.435)",
30,"(486.899, 275.521, 41.64, -19.056)","(526.643, 259.09, 27.674, -18.601)","(565.778, 240.497, 51.155, -11.335)","(604.356, 224.15, 26.298, -2.989)","(644.142, 212.024, 37.174, -1.397)","(675.807, 206.593, 49.478, -27.773)","(700.279, 200.198, 22.959, -11.993)","(726.632, 196.897, 28.442, 6.236)","(748.257, 195.857, -2.304, 6.888)","(761.643, 189.962, 4.187, 0.577)","(774.873, 181.276, 7.457, 16.087)","(789.945, 149.747, -18.642, -43.787)","(781.782, 109.055, -10.694, -24.848)","(753.358, 82.836, -49.976, -16.306)","(703.686, 67.321, -45.057, -8.36)","(654.95, 64.243, -53.932, -15.504)","(613.137, 64.647, -37.509, 16.355)","(572.423, 59.565, -29.687, -15.057)","(530.478, 57.679, -50.292, -14.118)","(487.703, 60.142, -55.396, 15.133)","(443.591, 66.463, -59.202, 19.612)","(401.578, 72.707, -39.949, -0.148)","(356.864, 77.977, -60.881, 11.332)","(315.794, 76.172, -39.377, 2.525)","(277.775, 70.49, -29.644, 1.358)","(235.317, 68.044, -28.967, 5.62)","(191.467, 64.193, -64.76, -20.473)","(147.255, 69.136, -48.626, 10.291)","(114.514, 97.332, -42.892, 29.239)","(88.828, 136.795, -24.193, 51.454)","(73.053, 176.962, -49.372, 89.551)","(63.865, 217.434, 2.093, 26.789)","(66.56, 250.219, 26.313, 50.451)","(68.887, 284.818, 1.441, -10.361)","(69.973, 319.228, -56.454, 60.162)",
31,"(331.632, 423.312, 47.202, -18.17)","(374.039, 412.874, 42.897, -24.587)","(408.115, 403.96, 32.193, 0.456)","(444.118, 390.534, 44.041, -25.291)","(474.55, 372.214, 33.87, -25.473)","(502.218, 353.325, 23.479, -31.944)","(532.969, 338.956, 19.375, -7.651)","(565.05, 326.673, 32.099, -20.613)","(597.801, 319.541, 15.971, -15.779)","(628.638, 312.947, 9.233, -11.81)","(650.757, 305.63, 12.969, -28.578)","(677.0, 296.98, 30.757, 1.913)","(701.13, 288.028, 9.73, -1.242)","(722.501, 276.08, 34.95, -1.288)","(740.429, 264.676, 21.572, -12.268)","(752.721, 252.508, 22.595, -21.542)","(761.199, 244.085, 4.331, -22.452)","(768.476, 234.328, 4.685, -28.132)","(776.282, 223.672, -13.249, -3.448)","(783.424, 207.32, 9.969, -30.653)","(789.702, 179.053, 5.259, -39.637)","(786.236, 151.791, -15.418, -22.437)","(783.548, 122.138, -13.237, -38.499)","(782.92, 97.835, -45.741, -32.552)","(748.475, 84.276, -54.959, -19.618)","(709.989, 88.479, -13.702, 0.204)","(684.437, 86.939, -11.159, 2.476)","(653.692, 78.418, -42.11, -2.206)","(620.18, 75.823, -34.044, -10.922)","(582.378, 81.687, -33.043, -8.016)","(543.42, 77.156, -38.077, -12.423)","(510.749, 79.826, 10.642, 8.357)","(475.294, 82.813, -92.115, -23.198)","(442.396, 90.098, -48.198, -45.015)","(399.647, 93.211, -35.063, 49.766)",
32,"(247.71, 270.584, 18.599, -10.239)","(273.831, 268.865, 32.901, -18.458)","(300.329, 263.702, 28.13, -10.189)","(327.833, 257.717, 33.869, 4.654)","(358.162, 250.601, 21.068, -12.854)","(383.804, 249.14, 15.142, 4.855)","(415.675, 244.73, 43.896, 8.596)","(445.339, 238.46, 30.189, -3.108)","(477.347, 231.201, 42.151, -4.639)","(508.286, 224.219, 46.189, 6.042)","(542.887, 222.45, 47.659, -14.93)","(571.705, 215.751, 21.897, -4.277)","(605.047, 213.749, 27.593, -13.844)","(631.421, 202.624, 22.049, -6.263)","(651.8, 199.76, 15.798, 1.954)","(683.495, 206.102, 41.294, -12.787)","(712.196, 201.667, 17.657, -5.992)","(733.767, 202.844, 18.594, 11.201)","(754.993, 207.207, 49.878, -16.215)","(766.618, 202.125, 10.65, -12.804)","(770.285, 178.439, -19.916, -18.711)","(759.103, 145.335, -17.455, -34.658)","(756.921, 130.937, 18.036, -32.238)","(762.794, 110.956, -13.762, -34.733)","(764.866, 98.114, 30.191, -12.435)","(766.179, 86.209, -9.029, -3.706)","(748.851, 83.904, -10.349, 21.231)","(754.799, 82.322, 3.931, -1.377)","(757.256, 82.982, -7.711, 2.676)","(750.169, 84.01, -30.13, 10.213)","(745.166, 83.342, 10.848, -1.804)","(770.105, 83.453, 27.096, -19.583)","(753.925, 80.786, -3.561, 22.595)","(701.218, 73.578, -5.603, -43.09)","(662.998, 77.939, -76.824, -40.706)",
33,"(596.118, 506.0, 40.681, -6.264)","(633.315, 515.65, 39.029, 11.5)","(668.332, 524.842, 48.819, -0.141)","(704.536, 530.828, 30.062, 0.387)","(738.227, 534.055, 45.348, 8.997)","(770.829, 543.123, 36.986, 2.514)","(785.186, 586.929, 7.747, 37.1)","(793.201, 630.311, 14.737, 44.148)","(780.278, 656.247, -31.689, -1.18)","(744.617, 663.922, -41.453, 10.366)","(702.565, 663.146, -25.629, 0.005)","(660.554, 661.438, -44.67, -16.182)","(620.629, 661.498, -56.319, -11.495)","(574.872, 657.979, -56.615, -17.739)","(530.619, 653.325, -56.6, -0.909)","(486.678, 649.5, -51.53, -9.174)","(441.32, 647.788, -48.675, -5.498)","(398.24, 647.955, -43.287, 7.004)","(355.687, 648.152, -28.187, -14.792)","(311.636, 651.144, -44.049, 1.328)","(269.41, 653.578, -45.516, 13.375)","(226.767, 660.969, -47.09, 18.925)","(186.97, 661.576, -32.316, 9.043)","(145.815, 662.69, -59.639, 22.509)","(126.724, 623.696, -29.699, -57.292)","(113.884, 580.678, -6.017, -44.743)","(99.943, 540.559, -14.011, -35.076)","(86.632, 498.489, -13.92, -28.113)","(74.827, 461.158, 4.049, -43.48)","(67.519, 428.872, 15.561, -46.538)","(65.222, 394.392, 2.446, -34.075)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
34,"(496.451, 334.97, 41.304, 6.617)","(528.953, 324.109, 24.229, -35.836)","(559.895, 301.602, 23.077, -37.466)","(589.288, 286.969, 35.877, -14.768)","(623.539, 271.931, 26.036, -25.874)","(659.68, 257.442, 40.815, -8.313)","(694.215, 248.849, 34.29, -19.897)","(722.251, 239.478, 20.586, -12.145)","(738.782, 230.801, 2.046, -0.329)","(755.086, 214.088, 17.006, -16.347)","(771.926, 210.832, 9.496, 4.911)","(776.993, 180.015, -24.199, -58.786)","(768.758, 154.351, -21.708, -22.126)","(760.202, 128.455, -1.201, -19.937)","(763.323, 111.895, -15.107, -28.127)","(768.788, 93.991, 16.889, -36.131)","(732.749, 84.397, -83.208, -2.056)","(685.339, 89.542, -39.325, 12.032)","(659.839, 101.025, -13.768, 6.897)","(623.434, 93.842, -55.389, -0.467)","(579.055, 104.595, -36.18, -0.217)","(548.345, 104.382, -31.215, -2.244)","(503.792, 99.121, -55.503, 3.427)","(460.535, 96.986, -35.69, -18.539)","(420.741, 95.329, -26.296, 11.585)","(381.77, 94.09, -45.286, 13.554)","(339.082, 94.338, -54.212, -4.677)","(295.799, 94.805, -41.655, -3.628)","(261.39, 93.325, -17.454, -15.52)","(229.627, 93.24, -28.489, -10.275)","(200.834, 88.837, -15.01, -1.565)","(157.452, 81.095, -48.004, -9.479)","(133.914, 110.141, -22.414, 49.102)","(127.548, 157.832, 48.159, 25.302)","(126.215, 201.124, 40.879, 41.259)",
35,"(277.534, 210.468, 20.475, -14.794)","(305.555, 201.075, 33.285, -9.972)","(335.495, 192.992, 35.111, 2.835)","(362.775, 186.512, 38.383, -15.643)","(386.571, 193.6, 14.891, 19.475)","(411.718, 206.265, 39.654, 17.687)","(447.695, 210.858, 47.469, -10.313)","(482.075, 211.508, 48.596, 13.761)","(516.139, 213.306, 37.776, 14.245)","(555.304, 216.301, 18.809, 5.255)","(590.489, 215.246, 40.298, -13.274)","(619.258, 203.756, 32.948, -14.366)","(642.296, 197.965, 31.151, -2.403)","(671.54, 206.234, 23.793, -8.133)","(698.595, 206.615, 16.953, -20.6)","(720.584, 200.647, 27.543, -20.147)","(746.004, 196.182, 20.162, 0.855)","(770.482, 196.7, 27.646, -6.411)","(772.712, 154.029, -11.061, -53.437)","(757.739, 134.225, 9.457, -10.624)","(756.613, 117.032, -6.687, -13.18)","(758.0, 104.69, -15.795, -15.396)","(768.668, 93.194, 10.546, -36.914)","(760.484, 71.232, -50.888, -14.555)","(724.2, 66.864, -24.744, 5.703)","(693.303, 63.155, -37.63, 6.102)","(662.991, 61.39, -41.837, 7.832)","(622.014, 58.792, -29.057, -8.7)","(580.894, 60.469, -39.044, 8.55)","(546.244, 62.159, -24.078, -12.527)","(508.326, 63.37, -46.193, 14.039)","(469.616, 63.466, -44.517, 1.296)","(436.276, 62.679, -31.784, -1.508)","(404.28, 60.983, -17.684, 7.57)","(373.395, 60.33, -19.912, -8.305)",
36,"(377.229, 262.261, 32.213, 5.879)","(412.779, 257.372, 14.134, -2.344)","(457.053, 249.409, 52.299, -14.172)","(504.11, 235.972, 39.145, 4.133)","(544.687, 223.828, 15.809, -4.279)","(580.139, 214.364, 40.471, 6.945)","(611.511, 209.604, 25.837, -7.227)","(644.629, 206.353, 28.833, 6.003)","(676.419, 204.403, 1.899, 19.61)","(696.391, 203.072, 20.004, 9.016)","(718.276, 196.642, 25.591, -33.176)","(743.076, 200.443, 39.188, 11.673)","(770.559, 202.349, 34.793, -7.702)","(780.894, 174.562, 12.152, -12.485)","(781.867, 136.014, 13.18, -47.325)","(789.409, 104.779, -22.154, -37.727)","(768.716, 81.249, -43.922, -22.024)","(727.221, 74.422, -18.087, -6.709)","(691.819, 80.245, -30.433, 22.267)","(664.023, 88.79, -41.102, -0.872)","(626.293, 85.102, -47.316, 9.535)","(583.272, 94.395, -42.789, -3.282)","(549.834, 102.062, -53.535, -17.793)","(507.517, 97.455, -35.078, -9.547)","(463.839, 96.917, -43.968, 15.595)","(421.526, 96.976, -52.812, 1.276)","(378.787, 95.756, -54.44, -13.779)","(333.447, 95.926, -27.526, -15.707)","(295.337, 96.247, -56.18, -3.539)","(265.637, 96.491, -20.928, -7.218)","(232.204, 93.067, -12.061, -0.667)","(202.759, 90.254, -40.471, -16.206)","(153.655, 76.915, -66.023, 8.092)","(120.456, 106.414, -26.724, 34.436)","(110.263, 153.767, 4.152, 42.114)",
37,"(387.159, 392.973, 30.464, 2.966)","(410.186, 375.067, 38.464, -22.276)","(433.07, 358.202, 26.631, -9.402)","(465.904, 344.314, 54.411, 4.513)","(505.615, 337.547, 55.675, -19.675)","(546.187, 333.414, 34.253, 3.474)","(582.412, 318.568, 19.853, -26.143)","(617.94, 304.625, 32.261, -6.426)","(643.806, 291.027, 19.876, -10.986)","(670.901, 282.518, 14.382, -10.878)","(695.84, 270.776, 40.623, -3.908)","(720.461, 260.399, 32.555, -28.535)","(738.005, 250.819, 32.549, -7.89)","(751.311, 245.73, -0.402, -14.764)","(763.53, 231.273, 4.605, -0.36)","(781.122, 208.058, 9.58, -21.495)","(782.807, 164.429, -3.569, -39.332)","(777.836, 131.096, 7.343, -18.786)","(789.062, 100.856, 2.131, -0.343)","(765.068, 94.284, -48.764, -17.613)","(716.687, 94.979, -68.784, -10.69)","(679.102, 104.816, -16.989, 4.945)","(671.179, 113.959, 2.472, 11.145)","(671.179, 113.959, 2.472, 11.145)","(671.179, 113.959, 2.472, 11.145)","(671.179, 113.959, 2.472, 11.145)","(670.98, 113.958, 8.321, -0.237)","(670.98, 113.958, 8.321, -0.237)","(670.575, 113.994, -24.302, 2.133)","(670.54, 113.957, -2.104, -2.214)","(665.028, 113.907, -17.304, -1.218)","(657.081, 113.943, -17.962, 2.455)","(656.01, 113.902, -6.397, 1.159)","(655.634, 113.924, -25.821, 0.969)","(654.258, 113.999, -0.394, 0.446)",
