,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
29,"(655.394, 170.107, 30.213, 4.283)","(683.818, 166.246, 49.679, 11.636)","(705.879, 166.081, 29.421, 2.225)","(721.215, 166.017, 34.325, 0.982)","(740.157, 166.239, 14.737, 5.552)","(749.523, 166.169, -8.967, 1.495)","(752.734, 166.474, 1.621, -1.156)","(757.404, 159.055, -20.214, -6.994)","(760.095, 156.105, -10.883, 17.113)","(756.14, 158.451, -1.902, 8.508)","(758.443, 162.868, 4.826, -4.903)","(768.914, 172.545, 15.433, 10.32)","(783.741, 172.274, 24.129, -6.241)","(795.046, 178.168, -5.635, 45.616)","(795.776, 142.661, -5.194, -11.513)","(794.545, 111.918, 13.178, -37.279)","(777.684, 88.33, -38.988, -13.759)","(739.93, 75.074, -54.463, 18.482)","(704.423, 84.829, -28.704, -1.298)","(655.55, 81.345, -31.142, -5.141)","(613.718, 88.494, -26.989, 0.743)","(573.288, 87.857, -53.685, 5.92)","(535.354, 93.666, -31.477, -4.341)","(496.129, 97.259, -20.974, -0.887)","(459.384, 96.497, -24.977, -7.541)","(420.709, 96.894, -35.604, -5.897)","(380.786, 96.838, -32.254, 13.966)","(341.941, 96.966, -53.906, -14.449)","(302.757, 98.356, -39.802, -12.755)","(267.244, 98.793, -27.185, 4.326)","(230.031, 95.88, -37.235, -22.176)","(191.435, 94.89, -60.793, -9.684)","(159.773, 91.732, -57.061, -16.353)","(131.506, 128.033, -23.271, 32.307)","(126.7, 171.191, -8.554, 27.481)"
30,"(648.401, 361.776, 46.194, -36.366)","(680.2, 332.411, 38.305, -21.019)","(707.038, 308.963, 14.777, -7.417)","(731.794, 287.221, 30.598, -30.021)","(751.408, 267.997, 26.218, -17.851)","(771.614, 247.817, 18.844, -31.846)","(786.19, 220.566, 6.772, -33.782)","(800.588, 188.006, -7.719, -40.287)","(799.136, 143.477, 15.275, -46.737)","(805.711, 104.842, 1.65, -26.287)","(805.91, 76.632, 11.528, -28.837)","(788.616, 55.968, -26.711, -22.024)","(752.978, 48.101, -17.506, 12.98)","(711.29, 53.958, -46.497, 1.215)","(670.843, 53.381, -53.483, -12.685)","(626.286, 55.64, -46.978, -12.132)","(578.511, 55.488, -36.268, 2.356)","(532.867, 57.651, -58.59, -7.357)","(486.974, 59.833, -48.154, -9.215)","(444.104, 60.841, -50.075, 8.772)","(402.46, 61.008, -33.526, 11.755)","(360.759, 60.101, -47.468, -9.483)","(318.602, 62.093, -50.783, 10.2)","(276.709, 62.279, -48.922, -7.07)","(234.771, 64.707, -55.198, 17.826)","(196.27, 62.554, -42.494, -19.814)","(157.659, 66.435, -46.478, 12.843)","(108.503, 88.217, -23.021, 35.251)","(81.646, 119.494, -2.354, 30.145)","(69.209, 156.179, -9.122, 38.101)","(64.406, 193.828, -9.513, 44.696)","(63.645, 231.694, -12.428, 22.023)","(63.911, 267.7, -11.276, 39.061)","(61.986, 302.846, 12.667, 39.479)","(60.461, 330.078, -11.658, 31.626)"
31,"(744.749, 195.291, 32.335, -8.425)","(776.809, 181.111, 4.79, -39.541)","(787.351, 139.221, 17.536, -58.009)","(790.216, 97.432, 3.371, -54.032)","(754.746, 85.027, -44.41, -13.067)","(708.056, 85.603, -53.68, 0.718)","(664.866, 85.087, -37.541, -13.608)","(622.99, 85.784, -58.452, -7.396)","(578.49, 85.585, -26.384, -9.277)","(536.398, 80.387, -60.299, 4.093)","(491.174, 79.446, -44.486, -14.643)","(446.677, 78.625, -45.555, -5.538)","(403.765, 80.349, -57.106, 16.023)","(359.063, 80.344, -39.808, 7.269)","(313.474, 82.011, -61.015, 15.183)","(267.706, 79.876, -54.117, -9.63)","(224.351, 79.201, -40.84, 20.086)","(184.02, 79.588, -26.369, -2.24)","(141.234, 83.554, -34.354, 43.835)","(115.285, 123.341, -8.445, 43.693)","(102.339, 164.828, -18.04, 36.77)","(92.583, 206.224, -22.245, 49.855)","(87.234, 248.485, 1.755, 38.206)","(83.095, 290.4, -19.321, 35.762)","(79.209, 328.996, -19.747, 24.385)","(68.163, 362.758, -20.759, 9.906)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
32,"(520.411, 169.986, 52.263, 4.996)","(558.307, 166.264, 47.675, 13.141)","(586.925, 166.003, 45.887, -8.097)","(594.952, 166.006, 49.824, -4.134)","(596.556, 166.013, 29.35, 0.179)","(600.069, 166.002, 37.211, -0.217)","(600.069, 166.002, 37.211, -0.217)","(600.069, 166.002, 37.211, -0.217)","(604.507, 166.022, 30.815, -1.949)","(628.629, 166.579, 55.973, -3.541)","(645.247, 166.032, 40.474, -3.324)","(665.7, 167.485, 39.975, -1.01)","(682.595, 166.058, 25.357, -16.684)","(699.094, 166.046, 26.177, -3.784)","(714.419, 166.093, 33.162, -5.696)","(730.737, 166.124, 40.164, -6.682)","(750.468, 175.703, 7.875, 5.724)","(765.463, 188.183, 28.98, -7.794)","(780.75, 160.001, 14.896, -59.079)","(765.967, 131.915, 8.119, -21.584)","(766.356, 118.799, 16.555, -56.745)","(764.38, 107.666, 0.974, -15.271)","(767.411, 105.071, -6.4, 3.56)","(776.062, 96.328, 26.119, -33.564)","(748.779, 94.655, -33.359, -11.309)","(709.589, 95.009, -17.292, -12.686)","(667.655, 84.447, -49.272, 11.278)","(629.76, 87.135, -67.14, 4.466)","(598.255, 92.386, -33.212, 8.359)","(552.478, 89.377, -33.44, 1.615)","(515.231, 97.324, -34.61, -12.046)","(478.972, 98.737, -30.209, 8.347)","(442.365, 98.614, -41.965, -3.798)","(405.56, 97.446, -40.57, -0.335)","(371.359, 97.818, -23.453, -11.886)"
33,"(628.037, 317.403, 36.838, -27.004)","(650.859, 286.949, 32.682, -35.532)","(682.691, 264.89, 14.776, -34.105)","(714.422, 247.099, 51.317, -10.822)","(738.721, 231.362, 10.662, -20.549)","(760.277, 218.906, 49.947, -15.486)","(781.376, 186.474, 50.471, -28.693)","(792.05, 143.55, 16.138, -15.404)","(799.744, 106.64, -4.31, -32.638)","(795.829, 83.468, -14.964, -40.687)","(766.733, 61.476, -61.588, 0.974)","(725.345, 58.285, -45.955, 11.888)","(677.782, 61.551, -35.436, -3.889)","(633.283, 62.712, -33.019, -5.356)","(593.607, 60.657, -33.799, -8.795)","(546.244, 61.397, -41.639, 7.787)","(499.111, 63.342, -53.364, 3.239)","(454.596, 62.534, -35.742, 4.613)","(410.223, 63.066, -47.156, -5.06)","(366.509, 62.809, -43.521, 6.735)","(324.699, 63.578, -47.923, -14.138)","(285.363, 64.17, -36.005, 10.93)","(246.699, 64.999, -21.962, 16.012)","(215.282, 70.655, -26.444, 22.237)","(176.651, 66.886, -31.742, 13.133)","(133.272, 79.315, -47.008, 18.214)","(97.34, 111.488, -20.509, 51.557)","(75.469, 147.934, -6.474, 38.456)","(65.11, 187.474, 10.277, 47.113)","(63.421, 227.401, 9.692, 52.302)","(63.516, 264.643, 5.283, 31.331)","(62.405, 304.058, 10.682, 40.592)","(61.926, 331.222, 3.432, 28.079)","(45.751, 360.852, -48.793, 13.268)","(None, None, None, None)"
34,"(649.932, 410.482, 26.174, -6.376)","(669.285, 389.908, 26.282, -15.078)","(693.059, 368.482, 15.516, -28.744)","(716.794, 348.418, 16.254, -36.803)","(738.773, 326.495, 33.45, -11.338)","(757.311, 308.379, 3.26, -19.751)","(778.607, 287.788, 12.392, -10.866)","(794.407, 268.421, 10.682, -16.321)","(805.542, 250.591, 6.398, -26.414)","(812.871, 230.521, 12.025, -24.718)","(819.627, 216.071, 3.473, -9.592)","(822.685, 206.65, 0.162, -13.09)","(823.83, 202.509, -9.665, 8.919)","(822.689, 205.307, -1.839, -7.256)","(817.643, 200.265, 13.13, -18.603)","(822.947, 197.079, 9.207, -5.804)","(819.186, 200.135, -7.625, 17.361)","(816.059, 200.876, -3.046, -9.448)","(814.267, 186.928, 5.459, -41.986)","(816.921, 159.406, 11.44, -40.233)","(813.945, 128.469, -9.309, -8.418)","(807.38, 98.651, -6.788, -21.427)","(795.606, 82.175, -31.391, -28.699)","(766.446, 56.291, -15.8, -18.506)","(730.134, 49.23, -40.959, 21.557)","(685.474, 56.724, -40.849, -10.692)","(641.864, 57.527, -38.964, 11.392)","(598.81, 58.611, -56.555, 16.48)","(555.934, 58.773, -34.354, -4.34)","(510.018, 59.635, -57.721, -7.973)","(471.016, 61.662, -46.958, -8.101)","(435.268, 62.102, -21.844, 8.576)","(399.306, 62.022, -32.401, -6.089)","(364.873, 60.607, -34.153, 0.961)","(328.956, 60.813, -33.189, -7.884)"
35,"(661.815, 283.19, 33.467, -15.324)","(699.756, 264.829, 30.593, -13.92)","(739.282, 242.093, 46.654, -24.578)","(778.302, 219.184, 31.379, -13.508)","(797.88, 189.928, 19.588, -26.61)","(806.595, 159.515, -7.12, -55.865)","(806.651, 116.744, 8.473, -31.775)","(799.771, 79.52, -19.439, -30.412)","(764.845, 58.163, -50.203, -7.383)","(710.536, 61.846, -30.306, 8.059)","(666.317, 64.753, -38.11, -4.244)","(624.392, 67.713, -55.721, -5.081)","(582.335, 68.057, -42.301, 4.466)","(538.968, 66.501, -52.392, 11.734)","(498.803, 65.639, -25.707, 13.702)","(456.581, 64.371, -33.267, 12.909)","(412.898, 64.39, -51.585, 13.346)","(368.979, 63.192, -50.756, -6.175)","(328.264, 63.243, -32.058, 16.768)","(284.246, 64.0, -36.514, -9.02)","(241.249, 66.5, -50.632, -4.942)","(198.779, 70.449, -46.261, 4.882)","(155.047, 72.031, -45.328, 2.746)","(119.424, 99.594, -43.039, 20.72)","(97.816, 136.892, -28.888, 41.16)","(83.512, 179.499, 3.99, 39.894)","(73.693, 219.158, -10.378, 34.459)","(66.271, 256.077, -4.3, 38.503)","(65.141, 294.17, 8.939, 25.891)","(62.846, 329.657, 10.058, 46.521)","(54.865, 359.029, -35.522, 5.84)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
36,"(311.505, 363.8, 44.939, -29.655)","(352.429, 353.365, 35.237, -18.416)","(385.459, 340.718, 51.723, 1.592)","(421.558, 333.057, 48.712, -9.571)","(455.612, 327.156, 21.154, -21.822)","(488.704, 316.66, 26.121, -3.121)","(522.375, 311.186, 19.994, 11.963)","(556.388, 302.493, 26.512, -24.31)","(588.323, 293.356, 43.17, 0.151)","(617.989, 288.701, 10.01, -13.868)","(648.783, 280.998, 40.154, -5.781)","(675.653, 275.713, 29.123, 13.655)","(701.049, 268.804, 31.087, -0.272)","(726.636, 261.804, 5.035, -2.971)","(748.194, 253.989, -3.38, 0.025)","(765.216, 241.689, -0.461, -9.464)","(780.282, 222.846, 31.461, -26.059)","(797.043, 190.804, 4.863, -33.048)","(803.464, 154.236, 18.128, -8.578)","(799.719, 128.995, -24.16, -50.591)","(797.944, 106.389, -7.701, -13.398)","(783.38, 80.142, 5.899, 0.39)","(762.108, 65.101, -24.958, -23.918)","(723.093, 53.869, -25.667, -6.896)","(694.185, 58.251, -21.829, 7.781)","(650.285, 59.274, -51.512, 13.9)","(605.041, 60.309, -30.231, 4.35)","(565.011, 59.717, -49.908, -8.024)","(516.825, 62.056, -58.858, 6.045)","(476.232, 62.969, -19.676, -15.416)","(437.167, 62.444, -43.425, -12.315)","(398.22, 62.712, -61.563, 14.596)","(361.153, 63.384, -22.003, -12.978)","(326.631, 64.176, -58.641, 10.624)","(294.433, 65.532, -43.436, 12.02)"
37,"(305.664, 566.784, 29.055, 9.861)","(337.957, 564.743, 48.635, -14.532)","(373.066, 563.892, 31.669, -3.375)","(411.793, 562.896, 31.791, -6.378)","(451.593, 563.298, 48.421, -5.103)","(491.206, 563.297, 40.443, -16.252)","(527.052, 561.713, 50.776, -8.978)","(560.783, 560.916, 25.766, 10.342)","(595.24, 565.526, 15.891, 22.314)","(628.252, 569.375, 28.775, -12.108)","(660.133, 570.374, 46.1, 6.172)","(689.876, 571.209, 24.253, -11.035)","(712.211, 574.771, 22.363, 11.463)","(730.923, 575.648, 16.259, 7.827)","(756.307, 569.929, 31.854, 5.331)","(773.224, 563.276, 8.275, 29.737)","(775.233, 593.046, 0.953, 49.999)","(772.497, 619.009, -7.564, 24.347)","(781.735, 641.683, 23.408, 30.501)","(755.454, 657.365, -33.724, 3.259)","(725.745, 659.778, -23.687, 2.837)","(687.772, 674.098, -29.778, 29.203)","(644.293, 679.641, -46.511, 8.019)","(609.679, 677.986, -23.555, -11.349)","(572.913, 679.95, -47.253, -6.45)","(527.549, 678.756, -37.147, -16.124)","(486.558, 676.281, -20.678, -10.823)","(447.529, 677.013, -43.817, -2.756)","(405.58, 679.738, -36.213, -1.391)","(364.144, 678.676, -42.046, -12.172)","(324.587, 677.74, -27.199, 1.789)","(286.032, 676.028, -24.062, -14.64)","(248.67, 674.688, -38.826, -13.874)","(215.49, 677.056, -42.749, 14.949)","(178.011, 680.884, -49.499, -11.467)"
38,"(579.445, 563.454, 29.183, -0.373)","(620.803, 567.846, 50.626, 14.998)","(659.415, 574.35, 22.137, 13.595)","(695.795, 574.976, 35.128, -2.039)","(727.897, 573.871, 13.509, 8.75)","(753.999, 569.759, 20.606, 4.47)","(777.153, 567.829, 9.296, -0.721)","(778.123, 591.94, -6.748, 67.545)","(773.393, 628.163, -4.113, 38.295)","(776.991, 655.872, 19.559, 45.926)","(728.6, 656.68, -55.484, -18.303)","(689.181, 648.566, -22.367, 5.946)","(655.656, 639.484, -27.121, -23.224)","(634.173, 636.018, -47.687, -4.494)","(622.307, 636.198, -49.759, 1.475)","(614.491, 636.001, -59.47, -8.512)","(612.192, 636.002, -38.295, -0.151)","(608.112, 636.011, -68.026, 0.205)","(608.112, 636.011, -68.026, 0.205)","(602.118, 636.224, -40.432, 0.367)","(587.228, 636.029, -26.285, -5.05)","(580.482, 636.023, -43.612, -0.699)","(580.482, 636.023, -43.612, -0.699)","(580.482, 636.023, -43.612, -0.699)","(579.662, 636.025, -49.216, 0.102)","(575.641, 636.02, -34.011, 0.279)","(567.436, 636.111, -44.727, 6.177)","(551.585, 636.1, -43.86, 4.01)","(533.171, 636.275, -46.282, -5.052)","(503.284, 636.127, -39.821, -13.386)","(467.16, 636.276, -46.213, 1.69)","(430.998, 636.823, -48.063, 10.335)","(391.542, 636.827, -39.878, 11.044)","(353.679, 637.876, -21.772, 13.675)","(317.513, 641.04, -25.489, -12.11)"
39,"(239.959, 374.086, 28.605, 1.01)","(260.7, 362.16, 22.949, -5.036)","(283.243, 351.379, 20.789, -24.082)","(310.077, 341.617, 23.5, -1.91)","(336.588, 330.904, 36.285, -21.478)","(365.114, 320.657, 25.844, -24.333)","(391.908, 310.69, 27.229, -15.836)","(419.082, 298.651, 44.669, -25.055)","(449.942, 288.762, 45.352, -8.48)","(479.178, 277.782, 42.91, -1.483)","(506.839, 269.396, 32.097, -10.452)","(535.11, 263.28, 38.936, -7.427)","(564.454, 258.494, 11.744, -14.919)","(591.774, 253.216, 19.808, -10.844)","(617.005, 248.665, 39.6, -13.746)","(641.753, 246.075, 12.593, -3.238)","(665.124, 242.987, 6.026, -1.793)","(685.323, 239.481, 9.45, -3.649)","(704.553, 237.525, 23.269, -13.413)","(721.374, 236.445, 16.865, 4.619)","(734.965, 234.02, 20.047, 13.405)","(747.333, 232.732, -0.888, -16.19)","(762.354, 227.628, 13.214, -8.004)","(774.358, 216.609, 9.552, -28.252)","(776.303, 184.276, -8.324, -29.44)","(774.804, 164.174, -10.266, 3.174)","(777.926, 150.028, 21.84, -12.084)","(787.129, 127.248, -0.601, -31.325)","(789.699, 99.618, -1.184, -38.895)","(755.98, 93.361, -54.597, 3.327)","(730.539, 96.443, -21.316, 1.988)","(697.187, 86.463, -21.004, -14.863)","(668.027, 81.636, -32.455, -3.504)","(631.002, 77.112, -21.325, -2.375)","(594.946, 74.801, -36.562, -14.854)"
40,"(398.427, 220.612, 42.909, -30.178)","(433.603, 210.169, 20.791, -16.946)","(466.583, 200.164, 38.754, -21.304)","(494.424, 193.674, 26.374, -17.535)","(531.267, 195.374, 45.285, 0.428)","(567.872, 192.059, 15.538, -5.168)","(596.515, 191.806, 39.138, 17.843)","(634.339, 188.886, 41.564, -18.088)","(659.753, 183.404, 4.378, -0.78)","(675.247, 181.866, 38.407, -1.267)","(696.916, 188.494, 28.342, -10.572)","(726.63, 183.992, 22.826, -7.314)","(737.783, 185.958, 19.515, 15.072)","(752.505, 188.927, -3.276, 7.67)","(761.911, 191.757, 34.364, 3.86)","(769.358, 182.471, -11.134, -14.36)","(776.106, 135.18, -22.708, -22.362)","(771.299, 110.705, -7.9, -49.02)","(763.84, 96.072, 21.388, 21.205)","(755.739, 78.3, 22.197, -3.736)","(755.88, 88.827, 0.576, -2.752)","(743.533, 82.526, -22.175, -1.048)","(750.353, 80.565, -17.963, 16.067)","(750.622, 76.351, 1.866, 8.312)","(741.022, 80.257, 1.339, -2.73)","(741.367, 77.637, -23.333, -3.454)","(743.244, 77.815, 7.149, -0.434)","(751.463, 77.416, 24.805, -20.155)","(769.366, 74.527, -31.634, 12.19)","(742.339, 71.743, -6.736, 2.89)","(709.029, 67.591, -57.962, 6.503)","(674.181, 65.745, -40.057, -8.996)","(639.944, 62.812, -35.711, -12.74)","(602.534, 61.69, -34.683, -5.091)","(566.218, 60.342, -46.79, -11.605)"
41,"(712.062, 265.989, 44.253, -1.022)","(757.123, 247.425, 55.518, -17.299)","(791.769, 227.96, 30.088, -38.225)","(806.123, 209.186, 39.854, -50.369)","(825.79, 169.477, 17.532, -28.539)","(826.817, 165.434, 0.668, -41.917)","(826.771, 165.202, -2.768, -13.89)","(826.771, 165.202, -2.768, -13.89)","(826.771, 165.202, -2.768, -13.89)","(823.155, 158.864, -1.482, -37.39)","(820.357, 127.476, -22.926, -27.752)","(813.504, 84.062, 1.227, -12.03)","(805.772, 69.219, 8.062, -0.967)","(805.133, 65.711, -6.474, 4.397)","(792.782, 55.826, -26.562, -4.75)","(764.063, 53.32, -35.375, -4.222)","(720.177, 55.154, -38.341, 2.996)","(680.597, 56.997, -38.953, -4.154)","(639.252, 59.992, -31.948, 0.241)","(592.915, 59.57, -48.982, 12.169)","(552.033, 61.17, -45.105, 2.64)","(509.203, 61.515, -55.863, -6.25)","(467.027, 61.255, -52.015, 0.806)","(424.324, 61.686, -34.157, -4.847)","(379.242, 61.942, -19.806, -13.081)","(339.935, 61.563, -18.991, 17.851)","(302.747, 63.45, -40.004, -5.99)","(263.433, 65.531, -27.264, 8.781)","(222.827, 67.608, -42.487, 5.396)","(184.624, 63.475, -42.086, 13.504)","(138.907, 70.003, -25.375, 18.751)","(111.219, 92.286, -12.401, 20.674)","(86.796, 124.691, -30.56, 24.544)","(74.386, 159.645, -0.061, 32.545)","(67.207, 199.523, 14.011, 37.317)"
42,"(647.488, 254.491, 23.356, -11.934)","(682.548, 239.323, 45.297, 1.353)","(713.756, 226.103, 45.81, -20.054)","(741.04, 219.057, 25.309, -16.295)","(774.045, 203.032, 34.178, -37.732)","(783.528, 159.609, -7.975, -59.286)","(775.34, 114.561, -8.277, -31.197)","(756.216, 85.755, -46.611, 0.12)","(712.707, 92.407, -19.765, 14.208)","(677.409, 101.027, -32.412, 9.485)","(635.461, 109.227, -52.987, 13.55)","(599.32, 113.687, -26.584, 1.377)","(576.394, 113.738, -40.2, -2.793)","(545.818, 105.2, -47.796, -28.494)","(502.631, 100.895, -24.857, -2.598)","(463.106, 101.306, -29.643, -13.945)","(421.453, 99.779, -47.246, -16.745)","(379.176, 98.27, -33.166, 9.5)","(336.794, 97.708, -56.444, 7.796)","(294.097, 96.799, -44.332, 10.917)","(255.372, 94.935, -23.988, 8.6)","(221.679, 89.335, -42.942, -26.684)","(187.661, 87.422, -38.954, -2.092)","(147.576, 77.326, -51.913, 8.74)","(121.785, 107.192, -30.596, 52.195)","(108.364, 149.959, 1.959, 41.092)","(106.119, 193.649, 9.585, 44.178)","(106.972, 235.966, 9.417, 50.669)","(104.803, 275.933, 11.385, 32.557)","(100.44, 311.886, -14.705, 37.995)","(97.002, 343.693, -13.309, 43.981)","(83.748, 367.906, 5.653, 12.479)","(69.298, 374.062, -16.263, -8.133)","(None, None, None, None)","(None, None, None, None)"
43,"(378.005, 332.739, 26.623, -13.473)","(408.775, 323.093, 32.75, -13.031)","(444.763, 310.676, 55.828, -2.551)","(487.835, 300.121, 31.647, 1.973)","(529.877, 289.587, 53.97, -16.613)","(567.112, 281.099, 12.164, -16.325)","(601.125, 274.27, 49.578, -21.433)","(633.058, 264.438, 32.801, -6.354)","(660.163, 253.368, 39.36, -24.61)","(688.618, 244.72, 12.085, -11.239)","(713.506, 236.61, 10.66, -18.518)","(734.162, 228.106, 0.778, -10.07)","(756.911, 222.15, 48.81, -4.856)","(774.903, 212.378, 10.722, -21.093)","(785.071, 170.171, 5.162, -36.863)","(783.105, 136.921, -14.457, -40.131)","(789.206, 108.816, 20.538, -49.254)","(774.545, 80.962, -30.938, -29.84)","(723.797, 72.546, -58.45, 12.921)","(682.934, 77.541, -43.808, 4.238)","(646.556, 81.212, -29.963, -13.508)","(610.745, 88.697, -16.172, -8.652)","(571.507, 84.696, -49.647, -6.186)","(531.993, 93.874, -28.611, 16.502)","(492.984, 97.572, -30.52, 0.994)","(454.311, 97.007, -49.437, -16.59)","(411.449, 96.569, -35.178, -14.883)","(371.825, 93.604, -35.989, -15.112)","(333.151, 88.982, -34.29, -9.505)","(293.391, 84.979, -22.006, 6.458)","(256.351, 82.686, -34.843, 7.825)","(221.629, 81.97, -46.26, 10.976)","(183.278, 78.957, -41.462, -16.426)","(143.345, 78.345, -18.882, 18.739)","(119.567, 116.52, -18.974, 41.823)"
44,"(480.375, 401.12, 41.216, -21.03)","(517.891, 378.635, 19.599, -35.003)","(551.516, 354.943, 14.199, -33.237)","(585.344, 338.948, 19.275, -23.757)","(616.967, 325.926, 31.325, 2.266)","(646.529, 312.392, 40.697, -0.682)","(675.095, 298.889, 37.65, -6.181)","(702.308, 285.42, 38.499, -12.699)","(727.999, 271.042, 26.116, -5.212)","(750.263, 256.41, 24.621, -10.653)","(766.704, 246.321, 8.535, -26.229)","(779.844, 230.65, 24.762, -25.647)","(791.109, 219.888, -9.695, 1.905)","(798.447, 198.617, 1.572, -28.947)","(810.631, 169.144, 8.644, -8.439)","(815.009, 142.505, 23.585, -11.879)","(813.479, 112.628, -10.201, -54.446)","(815.088, 87.838, -8.938, -35.413)","(812.644, 68.456, -8.158, -29.148)","(808.549, 60.73, -19.494, -7.687)","(803.811, 63.283, -4.901, 19.534)","(775.712, 52.109, -24.047, -13.738)","(746.405, 46.524, -60.683, -10.822)","(694.388, 52.341, -54.197, 13.443)","(652.159, 54.663, -48.633, -6.304)","(610.959, 57.364, -36.387, 11.161)","(570.82, 58.418, -46.351, 13.528)","(524.981, 58.163, -35.33, 4.676)","(477.542, 58.922, -24.243, -11.191)","(434.892, 59.253, -38.926, -5.463)","(394.392, 59.806, -46.316, -6.329)","(357.507, 58.98, -49.995, -12.421)","(322.515, 61.494, -47.706, -5.825)","(289.461, 62.031, -31.084, -3.215)","(257.303, 63.205, -15.649, -8.364)"
45,"(554.296, 308.751, 31.399, -21.824)","(586.424, 284.383, 38.388, -17.877)","(618.82, 270.105, 36.631, -11.987)","(653.7, 252.051, 34.109, -12.512)","(685.745, 234.652, 19.458, -8.922)","(716.664, 220.495, 24.775, -19.127)","(746.865, 210.783, 31.656, -13.403)","(769.418, 204.467, 19.395, 22.332)","(779.317, 168.043, 13.525, -44.496)","(774.335, 124.682, -16.249, -26.975)","(763.982, 102.46, -2.86, -6.22)","(755.355, 93.274, 3.105, -5.707)","(758.711, 85.921, 17.037, -14.846)","(770.158, 64.386, 7.799, -13.471)","(766.782, 64.668, -48.021, -19.078)","(722.904, 57.407, -50.073, -0.159)","(680.796, 58.437, -52.783, 0.973)","(639.436, 61.186, -42.611, 13.233)","(595.384, 60.571, -38.412, -15.942)","(553.394, 60.369, -36.381, -9.653)","(508.542, 59.85, -34.934, 3.495)","(465.476, 60.975, -36.342, 3.869)","(422.545, 61.271, -56.15, -1.685)","(378.913, 62.004, -44.376, -16.457)","(332.981, 61.626, -28.494, 14.727)","(290.094, 63.163, -31.118, -4.868)","(251.632, 64.483, -13.967, -12.987)","(214.246, 69.228, -33.21, -16.932)","(177.14, 64.376, -52.772, 1.064)","(131.18, 73.194, -52.972, 30.378)","(100.068, 95.275, -30.318, 24.208)","(78.941, 127.64, -4.74, 17.855)","(67.47, 165.816, -2.299, 28.524)","(65.982, 206.245, 11.329, 36.9)","(64.285, 247.043, 14.672, 18.502)"
46,"(291.925, 292.635, 32.275, -19.271)","(327.514, 286.626, 45.179, -21.473)","(366.507, 279.276, 54.564, -5.43)","(402.836, 272.974, 25.904, -14.088)","(438.385, 268.811, 43.625, 4.781)","(475.473, 259.093, 27.247, -17.515)","(508.593, 255.866, 12.644, 10.728)","(538.501, 251.235, 24.918, -1.054)","(570.038, 244.034, 38.752, 1.896)","(598.227, 241.658, 15.065, -15.562)","(625.489, 242.307, 10.454, -12.665)","(650.873, 242.665, 13.199, 3.443)","(677.282, 236.953, 6.367, -12.067)","(702.713, 232.575, 6.934, -12.463)","(724.48, 230.034, 1.757, -31.269)","(743.558, 223.1, -6.267, -26.994)","(762.396, 215.047, 13.841, 3.976)","(775.627, 208.17, 14.476, -24.655)","(785.796, 183.136, 29.947, -31.221)","(786.637, 153.215, -18.782, -21.484)","(786.892, 133.047, -8.059, -12.597)","(791.705, 107.225, 6.805, -39.146)","(772.212, 88.76, -15.172, 6.684)","(727.048, 92.735, -50.715, 4.698)","(703.778, 90.375, -3.729, -25.627)","(669.118, 84.438, -41.95, 12.66)","(628.706, 89.517, -62.158, -10.138)","(595.514, 92.62, -40.023, -1.538)","(551.939, 90.798, -21.779, 13.29)","(516.2, 97.443, -47.234, 4.672)","(476.209, 98.273, -43.603, -9.398)","(435.509, 99.162, -16.38, -14.1)","(399.817, 97.969, -40.206, 3.574)","(366.586, 96.493, -47.705, 17.2)","(332.875, 97.206, -18.962, -4.155)"
47,"(664.652, 224.122, 30.179, -2.282)","(699.088, 213.159, 41.987, -17.698)","(735.767, 199.093, 51.723, -8.025)","(762.452, 192.898, 13.53, -1.614)","(779.812, 158.612, 11.084, -41.403)","(784.144, 118.714, -12.523, -39.945)","(777.026, 85.786, -35.157, -18.005)","(729.208, 71.501, -30.075, 7.208)","(682.739, 70.134, -27.558, 1.267)","(643.045, 69.507, -52.376, 4.991)","(603.687, 69.518, -53.278, -8.196)","(564.192, 66.017, -30.154, -19.392)","(527.499, 65.162, -31.603, -2.493)","(488.155, 66.23, -50.934, 3.338)","(447.544, 67.194, -42.449, 5.964)","(407.057, 70.289, -28.969, 17.32)","(365.584, 74.022, -48.855, 16.201)","(323.671, 77.241, -34.87, 15.011)","(282.136, 79.43, -51.331, -2.733)","(238.964, 80.051, -49.568, -13.626)","(199.448, 79.569, -33.747, -9.758)","(157.553, 76.357, -60.453, -18.19)","(123.559, 101.949, -15.674, 37.814)","(104.303, 141.95, -19.035, 26.436)","(97.241, 181.118, -5.139, 48.52)","(90.194, 225.594, -4.448, 45.927)","(87.207, 265.084, -1.21, 37.032)","(85.677, 302.556, 5.829, 27.531)","(82.513, 340.512, 8.667, 28.248)","(70.254, 365.899, -26.873, -2.048)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
