,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
18,"(625.854, 169.624, 14.087, 2.54)","(655.546, 166.013, -11.589, -8.395)","(682.9, 167.591, -0.102, -50.861)","(712.621, 167.316, 84.186, 49.527)","(742.353, 168.593, 60.476, -38.652)","(758.615, 170.643, 38.99, -24.868)","(763.883, 169.999, -37.629, 41.271)","(780.309, 176.267, -23.174, 49.885)","(797.198, 172.326, -44.689, -107.934)","(794.145, 137.466, -38.9, -87.932)","(796.548, 94.322, -43.281, -45.529)","(772.727, 70.723, -19.35, -69.451)","(728.24, 60.652, -26.517, 1.665)","(684.881, 60.924, -76.848, 52.422)","(653.815, 67.328, 17.136, 14.712)","(618.329, 65.257, 11.353, -34.702)","(578.428, 63.67, -4.418, 48.067)","(541.245, 68.004, -22.539, -34.532)","(501.789, 65.831, -59.907, 10.169)","(460.728, 63.43, -42.124, 51.627)","(406.097, 63.996, -104.295, -37.771)","(357.405, 73.773, 2.706, 56.688)","(311.035, 71.959, 2.679, -39.311)","(271.952, 79.188, -27.325, -5.324)","(229.75, 81.461, -43.611, 53.597)","(190.46, 80.468, -66.917, -54.998)","(144.982, 78.128, -39.175, 12.392)","(118.102, 117.798, -36.739, 85.362)","(102.719, 163.633, 32.88, 14.929)","(95.217, 204.529, -37.51, 74.692)","(90.068, 245.587, -25.737, 89.007)","(84.4, 285.957, 46.093, -1.141)","(80.772, 318.98, -10.9, -23.343)","(75.949, 345.472, -35.073, 36.486)","(59.748, 357.444, -11.883, -24.597)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
19,"(500.412, 448.192, 61.823, 45.445)","(543.495, 455.513, 89.863, 58.588)","(581.579, 465.97, 16.19, 0.034)","(612.782, 464.084, 2.578, 49.746)","(648.381, 478.359, 16.073, 13.753)","(678.0, 477.361, 68.067, -32.624)","(711.428, 484.761, 23.621, 22.834)","(745.007, 497.185, -21.35, 73.024)","(772.544, 514.619, -17.366, 6.024)","(791.953, 536.197, 76.073, 59.689)","(803.701, 574.344, 34.47, 25.709)","(801.262, 609.227, -37.153, 61.593)","(817.365, 632.907, -3.015, -30.686)","(815.873, 652.134, 46.568, -15.01)","(799.002, 669.618, -24.412, -6.821)","(760.569, 691.454, -74.562, 51.431)","(719.569, 691.345, 7.19, -41.021)","(673.575, 688.958, 1.352, -4.062)","(626.982, 688.814, -94.686, 52.545)","(581.648, 686.372, -70.038, -49.576)","(536.248, 682.324, -17.997, 47.071)","(495.298, 680.79, -37.868, -16.502)","(448.714, 683.265, -5.445, 28.967)","(399.223, 683.503, -27.043, -22.263)","(358.411, 680.999, -33.11, -50.118)","(320.275, 680.569, 14.798, -43.532)","(278.731, 682.124, -83.035, -62.036)","(243.428, 680.539, -64.322, -11.488)","(206.062, 681.844, 3.444, 33.994)","(170.437, 677.452, -71.201, 40.073)","(130.163, 655.368, 23.003, -16.882)","(101.386, 612.477, -13.194, -68.891)","(79.134, 574.187, -35.946, -32.764)","(64.101, 537.661, -37.17, -4.772)","(46.178, 501.943, -17.845, -88.735)","(47.446, 476.138, 37.283, -6.614)","(47.75, 444.329, -2.571, -37.833)","(52.52, 426.395, -18.248, -77.676)","(59.178, 396.254, -45.582, 9.541)","(None, None, None, None)"
20,"(651.05, 300.413, 49.407, -44.25)","(684.724, 276.939, 80.109, -42.58)","(715.032, 262.305, 10.307, 36.297)","(736.997, 241.994, -14.363, 30.261)","(757.191, 220.666, 67.383, -58.537)","(775.341, 210.795, -3.591, -16.047)","(784.929, 181.101, -9.505, -56.27)","(776.604, 132.891, -44.381, -11.609)","(776.648, 103.381, -6.846, -87.946)","(740.454, 88.959, -6.645, 7.583)","(697.868, 89.24, -1.267, 47.24)","(657.632, 76.927, -85.25, -42.203)","(610.142, 76.183, -67.807, -27.234)","(571.319, 68.98, -17.086, -55.907)","(532.613, 69.33, -22.206, -8.752)","(494.167, 65.783, -5.37, -38.258)","(455.902, 66.39, -96.958, -48.197)","(412.791, 69.364, 3.241, -53.326)","(374.551, 70.676, -19.521, 32.231)","(335.997, 72.249, 11.364, -38.566)","(289.1, 73.615, -25.968, 14.149)","(246.855, 79.251, -56.339, -15.451)","(207.548, 81.313, -5.343, 50.122)","(170.987, 74.654, -78.542, -15.074)","(131.314, 96.239, -14.38, 51.83)","(110.029, 137.352, 16.911, 4.807)","(101.263, 181.607, 23.009, 40.913)","(93.453, 219.1, -35.135, 49.898)","(88.307, 259.795, 42.843, 76.775)","(93.834, 304.556, 2.472, 71.075)","(87.061, 337.309, -24.71, 40.014)","(77.583, 360.742, -14.255, 41.518)","(37.184, 374.652, -102.819, -34.383)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(688.107, 583.717, 52.135, 53.197)","(700.526, 583.868, 30.34, 34.962)","(720.467, 583.914, -2.814, 25.743)","(736.311, 583.975, -26.348, 48.1)","(747.696, 572.419, 56.764, -25.237)","(759.049, 561.567, 43.223, -42.815)","(764.599, 572.019, 23.086, 13.092)","(773.764, 619.624, 33.246, 62.325)","(779.06, 654.414, -24.124, 14.142)","(706.826, 641.189, -37.489, -65.524)","(662.115, 636.644, -94.51, -36.254)","(632.012, 636.478, -59.406, -34.431)","(597.528, 636.103, -104.214, 2.315)","(565.63, 636.228, -95.692, 2.427)","(533.574, 636.028, -83.573, -13.942)","(519.607, 636.307, 10.779, -70.268)","(496.826, 636.305, -55.054, -4.176)","(457.596, 636.409, -56.98, 22.484)","(413.421, 637.412, -80.963, 26.76)","(366.019, 637.245, -91.226, 35.018)","(328.143, 637.186, -77.464, -0.418)","(289.548, 637.967, -86.339, -38.991)","(253.513, 644.013, -74.316, -25.466)","(220.261, 651.009, -10.395, 10.899)","(189.004, 651.486, -36.516, 19.375)","(157.689, 655.46, -57.305, -17.112)","(132.926, 624.712, 48.861, -96.285)","(128.41, 575.366, 8.216, -97.824)","(118.65, 526.351, 34.224, -18.872)","(103.66, 487.688, -50.719, -36.285)","(103.787, 449.578, -12.411, 11.186)","(101.458, 418.199, 43.454, 15.116)","(84.606, 386.12, -33.255, -13.905)","(52.658, 373.65, -42.372, -52.922)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(743.713, 582.306, -13.696, -52.7)","(768.374, 584.667, 29.387, 31.098)","(777.292, 587.183, 37.164, 26.109)","(784.36, 594.923, 6.581, 1.063)","(770.182, 599.209, 5.412, -1.939)","(773.638, 607.722, -43.097, 7.996)","(786.02, 584.487, -36.832, -11.173)","(788.731, 587.068, -20.22, 23.027)","(789.098, 628.624, -0.158, 9.342)","(788.323, 656.837, -58.306, 20.198)","(745.781, 675.853, -76.128, -14.092)","(699.885, 675.297, -94.363, -43.418)","(656.372, 674.434, -37.633, 33.036)","(608.137, 680.263, -69.934, 39.533)","(569.605, 691.184, -13.005, 2.047)","(536.699, 689.598, -18.465, -24.734)","(493.004, 688.864, -50.838, -31.164)","(450.311, 688.437, -85.08, 6.688)","(401.194, 683.959, -90.01, -20.017)","(359.473, 683.167, -92.597, -34.904)","(315.554, 684.03, -16.215, -4.477)","(278.247, 682.871, -56.163, 27.147)","(237.189, 683.421, -18.525, -2.039)","(204.053, 679.129, 9.898, 3.26)","(168.734, 677.72, -59.627, 41.282)","(121.907, 649.971, -19.32, 1.918)","(93.298, 609.909, 6.769, -24.862)","(69.752, 571.174, -25.863, -13.848)","(56.731, 532.638, -2.958, -67.27)","(47.185, 496.585, 0.927, 6.089)","(46.043, 470.417, -67.449, -64.127)","(47.406, 445.261, 7.024, 1.952)","(46.192, 433.518, -7.017, 16.875)","(48.474, 423.197, 22.087, -22.516)","(62.858, 393.8, -27.321, -57.289)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
23,"(528.227, 492.088, 14.512, 24.298)","(569.234, 505.428, 32.478, 54.548)","(607.586, 517.584, 34.047, 30.051)","(642.437, 524.958, 83.182, 16.277)","(678.352, 534.962, -9.5, 71.116)","(708.096, 547.904, 71.938, -7.438)","(729.052, 550.63, 63.195, -1.314)","(748.471, 549.033, 62.909, -24.999)","(772.83, 563.132, -44.226, -21.098)","(777.663, 596.286, 33.489, 5.359)","(767.238, 624.16, -38.576, 17.562)","(778.758, 640.832, 66.172, 7.297)","(768.886, 655.624, -46.007, 57.145)","(711.615, 638.788, 2.872, -28.364)","(676.56, 636.436, -12.01, -2.457)","(631.306, 638.458, -80.995, -41.934)","(594.162, 636.504, -95.35, -13.072)","(563.354, 636.126, 6.451, -45.847)","(532.952, 636.607, -47.873, -23.124)","(496.822, 636.195, -66.502, -34.096)","(452.618, 638.04, -59.085, -26.433)","(417.584, 638.815, -29.377, 14.951)","(379.071, 637.172, -2.865, -44.905)","(347.512, 637.211, -26.663, 16.951)","(312.969, 636.029, -98.854, -5.374)","(284.582, 636.991, -69.244, -41.835)","(247.337, 638.038, -2.629, 17.092)","(215.046, 650.783, -37.542, -2.373)","(175.651, 653.896, -78.442, 15.876)","(142.838, 659.057, -25.5, -101.397)","(129.918, 611.076, -54.252, -77.284)","(127.155, 566.567, -51.976, -2.237)","(120.244, 522.236, -35.97, -87.902)","(112.34, 481.867, 2.147, 4.191)","(102.531, 451.097, -41.516, -20.132)","(95.645, 421.113, -8.434, -65.555)","(87.387, 388.362, -62.996, 18.554)","(73.902, 377.87, -25.681, -26.899)","(None, None, None, None)","(None, None, None, None)"
24,"(780.915, 585.392, 8.738, 80.202)","(785.745, 652.016, -31.216, 40.733)","(733.496, 662.071, -99.542, 34.336)","(681.979, 664.623, -61.626, 45.634)","(634.338, 664.802, -41.044, -50.698)","(587.242, 662.533, -78.087, -41.265)","(534.885, 660.519, -47.272, -9.027)","(485.768, 659.672, -5.822, 41.24)","(438.221, 655.017, -1.321, 41.663)","(395.082, 657.433, -10.192, -3.333)","(348.033, 657.913, -90.284, -20.261)","(299.803, 660.56, -47.493, 7.32)","(256.069, 662.432, -75.31, -4.869)","(204.396, 666.327, -54.605, -31.621)","(164.205, 661.216, -97.454, -55.126)","(137.242, 638.622, -17.076, -38.051)","(118.012, 592.764, -63.002, -61.514)","(95.458, 544.278, -33.965, -42.314)","(86.39, 491.008, -26.976, -97.445)","(75.945, 448.058, 10.704, 7.829)","(72.761, 397.364, 3.748, -96.378)","(33.615, 376.723, -36.754, -60.623)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
25,"(688.947, 547.15, -6.532, -23.542)","(729.575, 557.308, 26.06, 35.938)","(753.855, 565.61, 40.03, -33.755)","(768.504, 561.295, 61.476, -11.185)","(770.537, 585.962, -22.669, 16.185)","(756.574, 613.167, 33.145, 26.388)","(763.686, 646.905, -35.425, 9.42)","(751.052, 673.192, -55.213, 18.858)","(698.327, 677.156, -72.36, -25.537)","(649.278, 660.132, -34.146, -27.742)","(600.985, 650.521, -78.788, -9.737)","(559.843, 643.07, -69.164, 10.365)","(516.763, 643.891, -6.306, 44.821)","(473.82, 637.319, -35.922, -10.083)","(447.364, 637.475, -98.905, 13.78)","(410.874, 636.057, -84.6, 2.171)","(375.601, 637.623, 10.465, -8.982)","(332.765, 637.892, 4.53, -51.978)","(297.98, 638.599, -81.09, 53.098)","(254.015, 638.314, -58.117, -28.732)","(226.456, 642.628, 27.064, -8.342)","(206.229, 653.1, 13.525, -41.176)","(168.88, 652.361, -27.994, 58.877)","(132.49, 643.323, -45.51, -31.676)","(126.825, 600.117, -33.673, -40.584)","(116.975, 552.125, -15.701, -55.413)","(110.319, 504.043, 18.225, -85.975)","(98.713, 465.45, 11.16, 9.308)","(92.824, 430.892, 34.389, 18.316)","(91.983, 401.353, 36.754, -8.372)","(75.927, 380.618, -20.124, 47.663)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
26,"(666.05, 191.085, 33.832, -14.488)","(700.524, 182.398, 83.535, -18.779)","(739.329, 184.531, -12.37, -4.563)","(761.196, 186.857, 84.021, -19.014)","(778.118, 169.091, 16.155, -40.556)","(771.902, 117.336, 33.37, -56.144)","(773.8, 97.554, -9.084, -1.807)","(720.957, 98.439, -83.604, 21.414)","(675.374, 100.669, -84.042, -35.537)","(631.624, 104.392, 5.259, 12.002)","(591.562, 112.123, -46.426, -37.683)","(556.743, 107.943, -30.341, 12.317)","(508.246, 95.199, -92.138, -2.778)","(459.791, 89.989, 1.876, -21.361)","(418.087, 90.277, -25.055, -47.271)","(371.245, 86.98, -18.819, 3.247)","(325.029, 85.467, -79.225, -39.372)","(278.026, 80.899, -89.783, 55.338)","(230.37, 80.349, 8.988, 34.851)","(189.024, 78.046, -30.792, 24.364)","(144.236, 80.091, -74.047, 47.426)","(114.947, 123.633, -23.506, 90.011)","(96.141, 166.56, -30.624, 37.078)","(89.721, 210.542, 38.35, 61.394)","(86.159, 252.762, -1.51, 95.149)","(77.678, 288.894, 12.113, -4.495)","(74.237, 324.618, -36.443, 79.542)","(69.957, 354.917, -11.662, -1.673)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
27,"(734.791, 329.095, 17.809, -22.408)","(761.937, 304.717, 21.845, -38.888)","(785.522, 278.417, 33.11, -31.252)","(802.58, 252.787, 21.864, -28.511)","(813.342, 228.754, 19.897, -34.001)","(811.523, 217.23, -6.758, -12.984)","(815.582, 192.528, 11.405, -24.35)","(823.363, 159.738, -6.489, -27.345)","(811.348, 130.354, -25.445, -45.002)","(798.553, 94.66, -26.147, -12.751)","(752.523, 86.953, -75.523, -11.801)","(702.267, 90.351, -46.912, -8.877)","(660.014, 94.906, -33.365, 19.574)","(619.354, 99.193, -41.994, -0.41)","(580.716, 103.128, -41.107, -1.93)","(543.141, 96.77, -51.006, -0.18)","(501.111, 90.055, -46.695, -6.067)","(461.666, 86.67, -24.761, 3.825)","(423.349, 83.829, -34.874, -11.727)","(384.626, 81.094, -50.939, 15.781)","(344.631, 82.773, -54.331, 9.729)","(303.726, 83.128, -46.947, 7.262)","(262.501, 81.682, -26.89, 24.45)","(218.913, 78.125, -28.42, -43.75)","(174.105, 76.679, -67.986, 40.919)","(137.527, 94.332, -86.042, 41.299)","(111.043, 127.6, -66.631, -0.568)","(99.49, 165.402, -58.292, 4.568)","(87.914, 213.353, 10.443, 42.135)","(82.843, 252.935, 3.845, 33.762)","(74.22, 287.878, 48.389, 87.696)","(73.861, 328.691, 21.464, 55.717)","(72.703, 352.338, 39.268, 51.343)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
28,"(448.88, 285.258, 38.323, -3.208)","(482.53, 272.114, 24.445, -23.687)","(519.519, 259.246, 45.169, -13.943)","(556.815, 251.844, 23.821, 5.367)","(588.096, 244.38, 29.49, 8.986)","(621.31, 233.729, 19.967, -23.18)","(655.405, 226.357, 31.284, 3.283)","(693.887, 217.702, 22.07, -9.446)","(726.232, 218.687, 13.301, 10.234)","(748.044, 222.059, 19.014, 11.961)","(769.218, 212.944, 49.312, 5.026)","(778.849, 177.844, 7.405, -17.198)","(779.735, 145.007, -7.916, -37.102)","(790.609, 116.652, 27.453, -19.622)","(780.919, 91.315, -54.556, 5.274)","(748.671, 91.259, -35.359, 4.226)","(717.409, 107.123, -27.813, 40.55)","(709.224, 113.977, -32.847, 8.332)","(709.224, 113.977, -32.847, 8.332)","(709.224, 113.977, -32.847, 8.332)","(709.224, 113.977, -32.847, 8.332)","(705.916, 113.8, -16.72, -2.715)","(699.842, 113.946, -16.063, -0.228)","(695.163, 113.888, 5.589, -3.24)","(693.224, 113.387, 23.214, 19.66)","(691.471, 113.146, -11.066, -20.598)","(686.985, 112.954, -58.839, -21.531)","(669.15, 112.991, -80.971, 2.815)","(627.888, 113.984, -32.143, 45.237)","(584.913, 109.386, -13.943, -42.033)","(552.225, 103.479, -19.764, -39.617)","(512.655, 90.545, -1.844, 27.01)","(475.958, 82.056, -24.329, 8.024)","(428.028, 78.722, -62.477, -35.336)","(389.252, 84.838, -86.935, -0.399)","(357.69, 79.12, 9.549, -24.609)","(320.687, 83.274, -40.898, 27.139)","(282.589, 77.655, -99.728, -48.243)","(236.213, 79.823, -17.402, -53.764)","(193.824, 75.459, -33.706, -7.506)"
29,"(400.17, 516.953, 27.275, 16.687)","(441.764, 521.344, 40.983, 1.004)","(479.497, 523.912, 46.833, -1.798)","(514.293, 525.883, 34.692, 7.421)","(552.966, 526.111, 31.545, 15.432)","(595.076, 521.589, 64.609, 11.074)","(629.322, 519.276, 38.178, 2.32)","(654.321, 527.27, 38.82, -5.796)","(684.839, 529.668, 34.482, -4.237)","(712.485, 533.971, 20.452, 7.428)","(738.078, 539.644, 48.979, -8.952)","(762.924, 548.625, 24.828, 7.229)","(771.854, 582.854, 15.625, 28.474)","(773.693, 614.096, -5.252, 21.896)","(765.845, 628.721, 2.101, 28.625)","(761.991, 639.855, 21.037, -12.634)","(770.926, 659.805, -3.555, 10.212)","(742.686, 668.093, -44.012, -22.691)","(701.333, 662.77, -37.639, -0.431)","(656.64, 659.164, -38.312, -21.125)","(622.048, 652.446, -17.316, -3.399)","(581.634, 658.646, -40.054, 6.222)","(539.114, 649.784, -29.299, -15.437)","(508.859, 643.803, -29.007, -3.039)","(490.457, 641.026, 23.613, -30.601)","(443.447, 654.923, -85.652, -28.222)","(388.616, 649.729, -92.027, -61.678)","(348.421, 651.989, -82.879, -5.003)","(309.083, 646.683, -21.344, 40.877)","(267.148, 646.045, -88.18, -19.488)","(234.9, 649.475, 18.716, 57.254)","(202.353, 650.555, 5.035, -14.33)","(167.735, 653.841, -9.017, 40.172)","(131.346, 633.204, -51.808, -9.572)","(120.963, 585.844, 19.192, -75.802)","(114.836, 543.358, -2.242, -26.727)","(105.698, 502.512, 12.663, -42.738)","(101.06, 461.619, -19.06, -83.363)","(99.145, 428.647, -34.184, -28.204)","(87.321, 403.657, -42.133, 5.601)"
30,"(320.578, 192.745, 47.906, -12.146)","(352.737, 179.609, 48.546, -8.591)","(386.203, 171.865, 26.568, -18.772)","(405.357, 173.493, 10.988, 3.325)","(422.919, 185.337, 23.366, 18.856)","(469.653, 190.018, 25.918, -2.064)","(501.983, 189.741, 19.79, -0.19)","(533.804, 195.585, 38.435, -11.532)","(573.674, 193.466, 27.909, -3.86)","(602.187, 191.819, 16.791, 9.965)","(631.036, 195.862, 25.679, 0.252)","(661.525, 195.872, 45.235, -9.013)","(684.401, 193.957, 22.673, 15.333)","(708.581, 196.712, 31.958, 12.743)","(732.382, 190.749, 15.911, -17.334)","(748.97, 189.695, 8.51, -20.591)","(766.132, 186.373, 15.363, 6.456)","(771.627, 172.592, -3.686, -14.347)","(773.912, 179.0, 22.382, 11.312)","(786.751, 159.265, 7.933, -33.733)","(798.611, 123.866, 2.24, -27.058)","(795.107, 93.356, -23.601, -11.867)","(768.617, 85.56, -47.53, 5.241)","(717.615, 85.03, -25.212, -23.281)","(680.167, 67.973, -52.428, -3.67)","(636.507, 65.736, -34.623, 12.527)","(597.383, 66.586, -56.353, -8.308)","(551.19, 66.218, -60.581, -31.177)","(514.047, 71.06, -57.687, 42.101)","(479.613, 73.511, -22.942, 5.933)","(433.278, 75.636, -38.393, 28.274)","(391.563, 75.091, -65.275, -40.46)","(347.419, 73.992, -80.849, 12.442)","(302.596, 70.512, -71.36, 12.318)","(263.03, 71.212, -14.765, -51.754)","(221.838, 75.003, -90.192, 9.384)","(188.677, 71.027, 5.992, 26.085)","(149.417, 72.077, -13.301, -40.523)","(122.513, 104.61, -33.653, 90.088)","(101.072, 147.046, -29.901, 49.221)"
31,"(421.963, 364.572, 23.404, -5.664)","(442.831, 350.114, 19.115, -11.587)","(475.413, 336.087, 14.743, -12.926)","(508.864, 332.959, 31.294, 2.648)","(546.223, 333.262, 45.877, -12.528)","(574.188, 325.593, 42.403, -6.807)","(602.187, 317.609, 17.729, -10.656)","(631.091, 312.593, 39.054, 2.925)","(660.533, 309.694, 22.578, -17.324)","(683.541, 305.959, 4.038, 0.499)","(698.645, 297.052, 17.918, -20.074)","(716.453, 289.422, 22.161, 5.255)","(727.139, 278.811, 15.317, -26.627)","(741.449, 268.453, 15.103, -13.727)","(751.651, 257.024, 7.621, -16.282)","(758.592, 247.231, 14.641, -13.796)","(768.21, 242.031, 5.614, 8.268)","(778.125, 236.389, 22.164, -26.871)","(783.308, 228.786, -6.817, -16.132)","(783.684, 215.984, -21.913, -36.969)","(785.282, 185.272, -0.204, -31.095)","(784.123, 155.408, 7.681, -25.999)","(778.293, 135.738, -4.295, -28.162)","(775.122, 112.706, 12.612, -25.435)","(766.741, 97.738, -35.111, -9.562)","(727.47, 108.07, -17.323, 25.51)","(714.695, 113.951, -13.44, 7.182)","(701.393, 113.818, -54.885, 1.646)","(696.426, 113.852, -94.996, -2.227)","(685.754, 113.8, -46.011, -7.551)","(655.11, 113.586, -84.742, 53.33)","(610.231, 112.97, -57.35, -30.114)","(579.226, 112.287, -17.025, -13.171)","(562.958, 113.774, -12.075, 13.822)","(533.248, 99.219, -26.956, -55.558)","(493.207, 95.6, -55.545, 43.69)","(456.891, 92.468, -54.882, -8.91)","(410.922, 90.366, -95.099, 53.664)","(371.003, 94.125, -94.302, -44.868)","(330.318, 88.008, -33.822, -36.039)"
32,"(341.388, 508.445, 39.768, -4.657)","(381.867, 512.035, 48.943, -7.899)","(418.471, 514.789, 26.411, 14.005)","(456.95, 518.316, 32.073, 14.013)","(495.336, 519.588, 44.764, -12.086)","(532.808, 521.596, 20.324, -2.883)","(566.725, 521.076, 42.159, -12.38)","(597.354, 521.311, 24.316, -8.119)","(629.557, 525.302, 18.494, 5.391)","(659.841, 529.954, 31.175, 7.177)","(691.003, 537.369, 23.282, 6.335)","(719.031, 539.058, 45.739, 11.485)","(740.445, 546.781, 25.242, -6.846)","(772.97, 558.322, 4.526, 32.509)","(776.947, 591.265, 1.605, 45.899)","(779.04, 622.545, 8.657, -6.795)","(789.876, 649.299, 26.825, 30.783)","(769.09, 659.338, -7.139, 24.232)","(734.09, 664.419, -36.107, 7.916)","(699.026, 677.311, -29.897, 16.29)","(663.478, 686.11, -31.736, -2.607)","(625.876, 688.848, -19.989, -9.0)","(591.199, 688.924, -24.848, -11.888)","(548.016, 686.994, -43.043, -2.738)","(508.606, 688.454, -46.76, -12.238)","(467.55, 689.66, -38.946, -4.602)","(425.919, 685.104, -42.996, -19.007)","(384.22, 680.529, -26.223, -17.315)","(342.132, 682.205, -100.158, 14.707)","(295.402, 680.576, 13.992, -0.177)","(255.041, 677.688, -56.665, -7.651)","(221.124, 677.449, -78.596, 2.756)","(181.567, 679.044, -50.405, 54.606)","(145.113, 667.709, 18.779, -74.868)","(121.208, 631.918, -57.581, -49.193)","(103.339, 588.594, -26.564, -20.147)","(77.773, 550.702, -70.125, 8.087)","(68.306, 516.435, 35.105, 1.561)","(52.085, 479.658, -41.189, -46.455)","(46.147, 461.453, -61.564, 21.288)"
33,"(312.714, 278.387, 49.571, 2.728)","(343.693, 273.185, 7.267, 0.18)","(373.419, 269.192, 36.104, -15.153)","(402.178, 266.042, 37.595, -7.848)","(434.516, 261.292, 29.197, -18.86)","(465.808, 260.328, 35.811, -10.077)","(493.792, 256.995, 21.514, 5.069)","(523.039, 252.49, 46.652, 2.088)","(554.497, 247.351, 43.953, -1.212)","(589.462, 240.047, 26.218, 4.013)","(620.023, 235.275, 30.132, 1.313)","(649.041, 237.763, 40.236, 9.036)","(675.408, 236.094, 31.86, 10.063)","(703.639, 235.216, 22.807, -12.371)","(725.852, 230.857, 14.433, -3.988)","(750.89, 219.155, -2.681, -6.426)","(772.196, 206.306, -15.404, -43.302)","(781.118, 184.789, 23.809, -26.444)","(791.017, 146.779, -3.953, -42.905)","(794.208, 116.606, 12.507, -49.883)","(779.989, 91.636, -27.191, 3.948)","(747.833, 91.476, -56.32, 0.534)","(703.214, 80.352, -26.546, -28.605)","(661.664, 67.671, -58.202, 7.782)","(623.824, 67.308, -49.352, -2.251)","(584.817, 67.844, -47.123, -5.858)","(545.486, 72.908, -28.927, 8.79)","(505.833, 77.048, -35.145, -8.741)","(465.068, 79.957, -75.711, 18.337)","(427.601, 78.69, -10.649, 17.135)","(389.678, 84.182, -52.343, 3.811)","(348.357, 84.1, -7.193, 12.593)","(303.039, 87.411, -90.033, -40.413)","(267.99, 87.616, -13.231, -28.31)","(232.355, 87.413, -51.208, -39.603)","(193.307, 93.393, 0.074, 28.634)","(160.797, 87.029, -86.557, 14.157)","(129.258, 110.916, 17.534, 26.091)","(122.767, 156.837, 37.095, 72.635)","(118.928, 198.529, 30.755, -2.819)"
34,"(677.594, 415.956, 29.833, -2.864)","(695.907, 426.686, 30.963, 18.821)","(715.224, 444.227, 27.534, 33.15)","(732.655, 462.97, 14.26, 20.45)","(751.679, 480.336, 0.895, 16.445)","(774.621, 489.316, 14.172, 8.756)","(791.585, 498.985, -6.732, 8.868)","(795.877, 513.124, 3.551, 10.477)","(797.755, 526.618, 16.538, 22.004)","(814.929, 549.102, 37.403, 19.109)","(831.574, 569.472, 17.091, -4.717)","(833.85, 574.691, -2.551, 9.172)","(841.494, 582.992, 2.972, 0.856)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.711, 583.968, 4.211, 5.187)","(842.586, 583.992, -7.499, 1.47)","(842.586, 583.992, -7.499, 1.47)","(842.586, 583.992, -7.499, 1.47)","(842.586, 583.992, -7.499, 1.47)","(842.586, 583.992, -7.499, 1.47)","(842.586, 583.992, -7.499, 1.47)","(842.586, 583.992, -7.499, 1.47)","(841.943, 583.932, -41.822, 29.571)","(839.348, 583.217, -40.428, -26.007)","(844.427, 583.566, 13.241, 8.302)","(841.762, 582.683, -32.791, -34.201)","(839.202, 583.698, -41.121, -12.423)","(838.843, 583.029, -31.739, -7.126)","(839.259, 582.58, -42.832, -39.235)","(820.448, 580.858, -35.955, 34.322)","(797.715, 608.121, -8.696, 40.433)","(794.204, 631.383, 29.325, -12.951)","(791.542, 657.793, -93.212, -2.009)"
