,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
52,"(437.075, 223.69, 27.766, 3.54)","(475.015, 212.399, 44.604, -7.119)","(511.147, 202.794, 52.037, -14.183)","(551.861, 196.668, 40.307, -22.89)","(586.991, 184.195, 28.155, 2.041)","(611.026, 183.082, 8.243, 17.535)","(649.316, 189.368, 16.588, -13.182)","(673.159, 183.481, 22.077, 3.839)","(705.299, 187.615, 40.168, -10.629)","(734.047, 182.659, 30.381, -12.905)","(749.401, 171.729, 13.545, -5.465)","(758.185, 176.039, 9.928, -6.537)","(775.904, 184.441, 23.862, 0.48)","(792.816, 142.9, 15.32, -53.721)","(794.306, 105.688, -5.734, -19.819)","(773.117, 87.294, -20.031, 0.547)","(745.562, 81.085, -29.128, 10.415)","(706.713, 67.422, -67.856, -34.939)","(656.223, 64.989, -66.26, 10.901)","(611.999, 67.001, -51.554, 4.805)","(567.951, 71.278, -54.544, 3.242)","(523.984, 69.149, -33.643, -12.199)","(479.583, 64.617, -39.641, -17.683)","(434.332, 65.097, -54.513, 16.605)","(389.489, 66.883, -42.293, 2.299)","(345.918, 69.325, -38.525, -6.74)","(306.032, 73.712, -54.354, -2.119)","(263.329, 78.175, -51.015, -5.575)","(227.746, 82.37, -55.565, 10.969)","(184.554, 74.37, -46.714, -6.112)","(128.266, 78.394, -67.513, 42.014)","(88.864, 109.391, -31.313, 22.041)","(73.03, 147.988, -7.987, 53.037)","(68.912, 190.455, 0.322, 52.981)","(67.826, 236.236, 11.456, 59.417)","(66.068, 277.898, 11.321, 33.099)","(64.809, 314.151, -16.685, 44.745)","(64.083, 347.916, -5.483, 46.372)","(None, None, None, None)","(None, None, None, None)"
53,"(656.891, 444.527, 11.836, 13.33)","(668.609, 456.527, 12.28, 9.217)","(676.035, 467.024, 14.593, 11.808)","(690.456, 474.098, 10.764, 6.622)","(707.571, 479.524, 25.912, -1.73)","(728.927, 478.687, 18.434, -1.816)","(749.09, 476.003, 21.427, -3.429)","(762.98, 474.487, 7.81, -2.619)","(769.756, 475.102, 6.017, 2.899)","(776.062, 480.519, 14.302, 19.804)","(786.142, 494.198, 7.327, 11.633)","(791.684, 500.737, 1.377, 3.168)","(790.289, 510.148, -0.124, 7.959)","(795.399, 522.157, 6.049, 12.447)","(804.666, 545.013, 11.532, 22.052)","(809.505, 565.171, -2.075, 22.433)","(803.82, 586.451, -12.169, 37.67)","(799.546, 616.161, 0.263, 23.318)","(802.745, 636.237, 0.159, 20.162)","(796.789, 654.508, -16.791, 2.977)","(784.526, 657.987, -12.581, -3.482)","(758.943, 661.892, -36.115, 8.76)","(723.813, 658.329, -34.637, 8.585)","(690.346, 658.137, -25.89, 15.674)","(650.684, 667.518, -35.47, 17.544)","(614.978, 672.516, -43.809, 12.614)","(577.116, 673.705, -53.478, 5.881)","(539.443, 675.491, -41.329, 3.207)","(508.856, 676.988, -47.82, 13.384)","(472.515, 678.359, -42.529, -3.042)","(429.341, 677.076, -44.532, -10.48)","(390.294, 676.072, -41.007, 7.256)","(352.874, 672.083, -31.541, 8.003)","(314.286, 671.87, -39.311, 0.328)","(278.323, 669.823, -22.525, -2.184)","(240.08, 669.913, -52.821, -10.627)","(203.498, 670.757, -31.299, -15.297)","(166.949, 667.115, -28.006, -9.571)","(135.818, 646.568, 21.948, -67.857)","(117.65, 603.255, -51.766, 11.704)"
54,"(542.992, 362.445, 35.164, -4.94)","(575.638, 359.696, 31.328, -4.104)","(601.622, 353.837, 23.013, 0.748)","(625.376, 352.124, 28.416, 6.099)","(646.682, 351.498, 13.362, -1.625)","(661.431, 347.377, 14.184, -8.029)","(680.373, 335.293, 22.449, -20.195)","(700.474, 316.808, 14.732, -18.802)","(712.561, 305.89, 15.489, -2.646)","(733.55, 307.178, 25.657, -0.602)","(753.726, 308.008, 15.851, -0.174)","(766.926, 304.635, 13.392, -3.689)","(775.007, 303.123, 9.683, -2.076)","(781.093, 301.67, 1.826, -2.07)","(784.905, 300.613, 5.674, -3.685)","(788.247, 297.332, 0.906, -2.77)","(790.942, 292.835, 1.906, -6.187)","(792.464, 287.849, 2.045, -7.327)","(792.618, 283.064, -0.609, -6.285)","(795.481, 278.162, 2.986, -3.245)","(796.571, 273.598, -0.138, -1.669)","(797.248, 270.801, 0.629, -6.717)","(801.454, 266.44, 6.821, -2.053)","(807.467, 261.159, 6.436, -5.305)","(808.234, 242.958, -5.352, -22.93)","(801.288, 221.853, -4.812, -37.679)","(803.81, 197.005, 5.506, -8.924)","(803.148, 167.9, 4.666, -23.707)","(796.433, 133.23, 2.408, -12.068)","(799.822, 105.521, -10.32, -45.363)","(792.899, 92.587, -28.636, -13.435)","(779.95, 84.835, -16.54, -33.262)","(757.237, 63.752, -38.405, -25.593)","(712.902, 67.977, -39.395, 22.255)","(675.284, 73.376, -28.758, 5.333)","(633.905, 70.291, -49.174, 6.055)","(587.063, 73.33, -54.086, 13.864)","(545.834, 80.023, -52.679, -1.465)","(504.568, 83.859, -37.979, 13.991)","(463.475, 88.029, -0.254, 48.07)"
55,"(412.2, 469.524, 19.311, 2.386)","(440.065, 470.844, 34.977, 2.974)","(474.592, 472.789, 35.332, 1.059)","(508.309, 474.487, 31.913, 3.948)","(540.266, 476.291, 33.166, -1.337)","(568.82, 478.29, 25.664, -0.677)","(594.749, 480.695, 22.899, 4.23)","(620.196, 483.165, 26.831, -0.938)","(647.381, 486.544, 21.485, 2.832)","(672.602, 490.497, 17.961, 3.22)","(693.553, 497.446, 26.714, 9.147)","(717.747, 504.365, 25.346, 8.216)","(744.237, 511.472, 24.671, 8.107)","(765.32, 518.13, 17.126, 4.729)","(778.614, 519.542, 6.854, 3.281)","(787.501, 535.887, 6.593, 26.024)","(799.064, 557.833, 11.077, 27.867)","(804.683, 569.847, 1.741, 10.92)","(803.394, 588.412, -9.006, 23.702)","(803.173, 619.911, 6.993, 28.022)","(814.245, 631.905, 1.009, 17.206)","(820.413, 643.66, -4.735, 15.477)","(821.888, 653.953, 2.305, 7.615)","(821.495, 665.15, -6.634, 10.091)","(811.551, 671.81, -7.819, 13.646)","(789.81, 677.79, -8.391, 0.798)","(761.453, 682.087, -46.331, -7.956)","(728.189, 684.514, -18.287, 9.295)","(697.589, 683.566, -28.176, -6.994)","(664.925, 684.724, -45.418, 10.354)","(633.929, 683.909, -42.823, -10.736)","(601.167, 681.536, -17.716, -7.217)","(565.459, 682.581, -39.197, -5.572)","(533.946, 683.37, -37.832, 0.729)","(502.159, 685.564, -42.307, 17.424)","(459.716, 687.433, -40.229, 5.596)","(409.748, 682.865, -61.102, -6.406)","(362.601, 677.884, -36.479, -15.595)","(318.324, 676.097, -36.531, -1.711)","(270.786, 673.023, -46.731, -29.578)"
56,"(612.177, 359.88, 17.814, -10.663)","(631.763, 348.015, 20.875, -10.998)","(652.029, 340.117, 17.784, -10.156)","(677.255, 330.523, 28.751, -11.14)","(703.666, 320.321, 28.904, -9.296)","(728.288, 311.803, 25.127, -5.441)","(750.239, 303.762, 17.955, -10.214)","(770.286, 296.17, 18.526, -8.378)","(788.991, 288.098, 22.952, -5.805)","(809.317, 284.052, 11.423, -0.406)","(816.575, 279.254, 6.802, -4.756)","(817.989, 270.706, 0.519, -5.156)","(822.35, 263.801, 7.178, -6.425)","(827.143, 257.583, 4.016, -2.999)","(829.364, 252.473, 1.192, -3.936)","(828.928, 248.835, 1.634, -4.685)","(828.963, 244.441, 0.708, -0.632)","(828.678, 241.344, -2.512, -6.572)","(828.496, 239.683, -2.202, 3.347)","(826.087, 239.613, -4.314, -1.062)","(823.153, 235.838, -3.219, -4.085)","(818.96, 231.638, -3.008, -7.412)","(811.174, 224.737, -12.541, -9.443)","(803.983, 215.008, -4.416, -9.783)","(808.541, 197.927, 5.417, -16.89)","(806.475, 181.263, -4.859, -21.305)","(796.39, 147.857, -5.487, -22.378)","(798.683, 117.31, 20.434, -20.31)","(795.858, 94.835, -17.997, -1.436)","(764.338, 98.204, -57.692, -6.411)","(726.337, 109.536, -37.883, 12.748)","(700.977, 113.486, -34.141, -10.921)","(691.854, 113.832, -0.179, -0.003)","(683.333, 113.951, -19.742, -2.173)","(677.07, 113.996, -45.746, 3.339)","(669.324, 113.881, -49.662, -5.881)","(662.671, 113.95, -29.308, -0.433)","(655.878, 113.953, -47.443, 2.803)","(644.166, 113.726, -45.634, -3.063)","(631.993, 113.973, -44.7, 3.122)"
57,"(491.238, 248.527, 27.056, -2.68)","(519.91, 242.232, 27.546, -12.663)","(550.47, 233.344, 31.716, -9.38)","(582.48, 222.237, 31.928, -13.447)","(615.457, 217.861, 37.651, -7.017)","(650.777, 211.063, 35.994, -16.874)","(683.102, 211.272, 35.074, 9.27)","(715.075, 211.836, 22.399, -9.599)","(744.716, 210.652, 35.442, 10.208)","(763.059, 203.266, 8.782, -14.504)","(771.539, 176.627, -3.657, -33.539)","(773.699, 146.022, -8.219, -19.03)","(774.67, 113.066, 6.076, -43.877)","(769.426, 92.403, -13.767, -24.411)","(756.727, 89.631, -13.675, 3.061)","(732.147, 90.43, -25.674, 18.824)","(703.888, 96.786, -13.634, -9.477)","(697.81, 92.958, -5.018, 3.55)","(687.227, 94.35, -20.074, 6.035)","(678.63, 112.254, 9.792, 10.883)","(679.383, 113.723, -3.454, 17.758)","(679.509, 113.91, 7.514, 11.198)","(679.509, 113.91, 7.514, 11.198)","(679.509, 113.91, 7.514, 11.198)","(679.0, 113.999, -30.531, 5.34)","(679.0, 113.999, -30.531, 5.34)","(674.054, 110.843, -26.743, -20.19)","(678.197, 84.942, 29.236, -25.364)","(692.37, 75.186, 19.264, -12.834)","(727.526, 70.68, 13.01, 11.568)","(745.019, 78.623, 20.447, 20.002)","(756.206, 81.982, -7.766, -12.452)","(758.593, 91.65, 19.138, -11.162)","(773.304, 82.835, 53.501, -10.009)","(740.915, 79.069, -29.148, -7.739)","(705.112, 76.395, -35.923, 10.163)","(668.956, 73.301, -35.436, 7.104)","(632.617, 69.989, -24.749, 2.727)","(587.124, 67.664, -39.869, -13.046)","(545.935, 70.448, -37.429, 6.532)"
58,"(486.629, 316.279, 20.376, -5.713)","(509.166, 311.503, 20.102, -2.041)","(532.041, 309.216, 18.06, 4.712)","(554.581, 307.57, 30.32, -0.934)","(577.77, 301.406, 17.886, -4.946)","(601.248, 299.075, 22.995, -4.976)","(629.274, 294.08, 34.019, -4.353)","(655.432, 285.586, 23.201, -16.336)","(675.063, 274.99, 20.333, -2.14)","(692.651, 268.874, 23.586, -14.2)","(714.411, 260.329, 20.33, -7.194)","(736.242, 252.713, 22.134, -4.749)","(754.021, 245.878, 14.795, -2.938)","(766.852, 241.395, 11.095, -6.653)","(777.121, 243.0, 20.309, -0.366)","(790.772, 237.606, 10.128, -9.115)","(795.276, 224.482, 2.778, -11.634)","(795.049, 212.953, 6.645, -7.561)","(802.658, 207.18, 9.836, -0.561)","(792.05, 190.665, -20.547, -28.923)","(785.96, 159.823, 15.249, -27.993)","(787.626, 130.922, 9.017, -29.331)","(802.176, 110.565, 9.946, -16.076)","(809.614, 89.522, 5.321, -13.34)","(812.732, 81.838, -5.591, -12.574)","(813.466, 76.804, 4.715, -6.304)","(815.328, 71.815, 2.499, -5.145)","(803.041, 66.532, -15.942, 2.324)","(786.619, 56.18, -7.984, 4.516)","(763.261, 51.131, -26.35, -10.428)","(721.689, 52.233, -69.908, 0.647)","(676.823, 61.882, -49.647, -1.774)","(636.889, 66.789, -26.596, -3.822)","(603.502, 71.362, -43.589, 4.536)","(571.156, 71.686, -31.242, -9.684)","(537.687, 75.221, -25.069, -8.52)","(499.649, 76.781, -33.739, -5.766)","(459.986, 77.004, -26.116, 1.039)","(417.74, 76.541, -25.612, 6.843)","(376.306, 77.426, -48.67, 16.554)"
59,"(714.943, 484.741, 16.845, 6.834)","(733.215, 498.704, 35.909, 11.234)","(754.036, 513.922, 21.698, 21.821)","(771.628, 524.885, 16.654, -10.904)","(786.97, 533.742, 5.62, 6.878)","(801.407, 556.062, 13.23, 25.441)","(811.176, 578.608, 21.538, 33.151)","(812.292, 610.63, 1.923, 38.864)","(825.469, 638.722, 10.587, 20.773)","(831.754, 653.446, 7.065, 14.403)","(834.565, 665.499, -1.485, 10.253)","(833.133, 670.972, -2.86, 6.116)","(831.418, 676.923, -6.228, -0.35)","(828.417, 682.576, -2.778, 9.96)","(831.785, 684.246, -0.454, -0.552)","(828.339, 681.567, -4.571, -6.032)","(823.551, 681.037, -1.397, 0.395)","(815.749, 683.33, -16.04, 3.318)","(801.992, 684.765, -10.574, -4.244)","(776.154, 691.356, -26.987, 2.908)","(742.843, 691.734, -30.221, -3.416)","(706.449, 690.753, -40.261, 3.772)","(666.534, 691.494, -43.879, 2.572)","(627.813, 690.786, -34.35, -1.457)","(588.821, 689.552, -37.997, 1.756)","(546.622, 688.595, -40.22, -0.88)","(513.431, 689.163, -31.728, 4.828)","(480.126, 688.519, -61.353, -8.482)","(431.551, 684.352, -51.896, 1.253)","(386.853, 678.75, -28.429, -18.594)","(343.653, 679.624, -54.138, 8.27)","(302.8, 676.098, -32.752, 5.505)","(264.274, 674.261, -51.563, 11.419)","(228.911, 673.846, -48.107, 7.765)","(192.401, 671.447, -39.087, 0.033)","(152.779, 667.796, -48.203, 13.523)","(124.914, 634.927, -33.581, -22.382)","(110.57, 593.329, -25.578, -39.993)","(98.119, 553.936, -12.539, -28.802)","(85.694, 516.854, -8.848, -35.635)"
60,"(262.386, 283.961, 12.192, 2.718)","(274.857, 283.992, 16.049, 1.068)","(288.897, 281.944, 15.478, -1.371)","(303.183, 278.535, 19.429, -4.771)","(321.033, 275.038, 16.798, -5.414)","(339.186, 271.969, 18.523, -0.24)","(359.004, 269.801, 17.336, -0.755)","(380.928, 266.358, 22.402, -3.526)","(404.079, 262.64, 19.658, -2.582)","(426.392, 259.369, 22.73, -1.066)","(447.88, 258.188, 21.934, -4.436)","(469.88, 256.751, 23.318, 0.384)","(491.564, 256.245, 21.978, -3.553)","(513.328, 255.921, 21.395, 1.794)","(533.888, 256.681, 18.927, -1.282)","(553.072, 258.408, 22.674, -1.483)","(572.295, 259.084, 22.543, 0.425)","(591.248, 258.965, 20.133, -2.716)","(609.988, 258.235, 18.259, 0.811)","(627.586, 258.086, 15.689, -2.188)","(642.835, 259.281, 10.195, 2.106)","(656.013, 259.074, 14.724, -2.731)","(667.635, 259.339, 8.7, 2.783)","(680.108, 256.948, 13.642, -0.238)","(691.033, 256.045, 8.93, -2.285)","(700.994, 255.524, 10.485, -2.181)","(710.247, 255.106, 8.559, 0.265)","(719.287, 253.981, 10.859, -3.226)","(736.461, 245.626, 35.567, -18.975)","(754.918, 235.192, 9.747, -25.033)","(772.619, 223.635, 11.651, -10.393)","(784.115, 198.722, -0.767, -50.179)","(790.054, 163.989, -8.901, -28.231)","(798.244, 143.579, 19.844, -18.561)","(799.824, 115.968, -14.379, -16.879)","(791.53, 90.981, -12.813, -18.28)","(770.245, 74.026, -37.811, -8.954)","(733.785, 67.431, -46.942, -16.227)","(699.72, 67.128, -26.029, 9.199)","(663.664, 64.458, -46.97, -2.117)"
61,"(339.594, 405.128, 23.08, 5.112)","(363.269, 407.461, 24.561, 2.849)","(386.152, 408.905, 21.86, 0.03)","(408.133, 411.307, 23.945, 0.507)","(430.463, 414.424, 22.978, 1.787)","(451.731, 417.205, 17.87, 1.028)","(471.688, 420.333, 19.703, -0.072)","(492.493, 424.895, 18.352, 6.429)","(514.113, 430.398, 23.779, 4.458)","(535.674, 436.88, 22.211, 4.639)","(557.08, 442.567, 22.737, 4.607)","(580.752, 448.35, 21.776, 5.713)","(603.346, 453.392, 23.462, 4.505)","(624.73, 458.498, 20.327, 4.935)","(644.546, 462.337, 17.701, 1.79)","(664.555, 466.803, 21.766, 2.621)","(683.554, 471.206, 18.818, 2.666)","(700.729, 475.157, 15.56, 3.466)","(715.049, 478.997, 8.009, 1.293)","(725.613, 481.221, 10.723, -1.304)","(735.406, 483.027, 7.805, 1.035)","(744.642, 485.326, 12.669, 1.651)","(753.268, 485.894, 5.193, 1.97)","(759.924, 486.766, 7.511, -0.379)","(765.896, 490.561, 4.629, 4.343)","(772.184, 494.28, 9.378, 4.001)","(778.505, 498.449, 8.816, 4.943)","(785.118, 504.591, 4.58, 6.028)","(789.938, 512.412, 4.74, 34.421)","(792.418, 531.398, -3.864, 26.656)","(797.333, 554.129, 12.424, 10.305)","(793.996, 579.38, -5.575, 34.35)","(793.1, 616.182, -10.662, 43.599)","(796.755, 647.434, 18.214, 15.689)","(782.27, 652.038, -26.233, 0.643)","(757.925, 659.95, -19.868, 5.274)","(721.734, 657.264, -25.973, -22.949)","(694.223, 659.145, -28.094, 12.67)","(651.162, 655.646, -55.624, -15.895)","(608.681, 643.271, -29.133, -1.411)"
62,"(382.07, 179.928, 26.856, -15.837)","(409.58, 169.951, 30.858, -7.498)","(423.978, 166.015, 28.192, -6.761)","(423.978, 166.015, 28.192, -6.761)","(423.978, 166.015, 28.192, -6.761)","(423.978, 166.015, 28.192, -6.761)","(425.914, 166.008, 13.129, -3.329)","(436.196, 166.496, 13.615, 1.764)","(452.231, 168.78, 15.243, -0.349)","(466.963, 170.967, 14.852, 3.584)","(481.398, 173.841, 17.178, 2.257)","(498.281, 176.171, 15.213, 3.246)","(515.573, 180.407, 17.081, 0.41)","(531.828, 183.6, 14.951, 3.842)","(545.398, 184.603, 13.028, 0.408)","(558.134, 185.157, 11.533, -0.828)","(571.403, 184.669, 15.53, -2.218)","(584.944, 183.867, 16.746, -0.575)","(600.391, 186.224, 18.557, 2.505)","(614.435, 186.838, 14.098, 3.475)","(629.483, 187.239, 12.606, 2.787)","(645.074, 188.422, 13.122, -2.737)","(657.986, 188.157, 13.546, 0.374)","(668.946, 188.931, 10.331, 2.898)","(679.913, 190.401, 11.815, -0.464)","(690.392, 191.106, 11.856, -0.095)","(699.245, 192.049, 8.303, 1.9)","(708.271, 192.275, 6.352, 1.532)","(714.88, 191.522, 3.469, -3.574)","(726.634, 193.097, 16.171, 3.819)","(742.252, 200.764, 29.008, 10.933)","(754.145, 203.251, 22.505, 9.247)","(771.351, 206.93, 11.236, 0.166)","(766.262, 182.924, -5.014, -13.602)","(772.344, 164.125, 15.411, -26.881)","(782.14, 142.48, 1.85, -29.888)","(794.956, 116.784, 16.053, -19.841)","(792.532, 90.021, -22.977, -0.156)","(780.731, 78.584, -33.616, -1.138)","(750.423, 73.016, -24.009, -9.466)"
63,"(619.069, 258.673, 15.279, -10.209)","(641.129, 248.008, 25.75, -13.646)","(661.758, 242.82, 24.285, -2.239)","(681.48, 241.524, 17.076, 1.617)","(701.287, 232.985, 20.094, -12.678)","(724.387, 225.975, 20.413, -6.166)","(747.335, 222.446, 23.812, 1.505)","(763.326, 219.69, 17.226, -6.789)","(777.581, 209.201, 12.427, -25.859)","(794.656, 186.768, 10.862, -25.675)","(793.44, 160.633, 3.051, -44.659)","(795.952, 121.068, 1.051, -36.097)","(785.436, 79.887, -26.966, -34.419)","(747.694, 62.523, -41.505, -5.37)","(714.282, 68.308, -35.22, 11.849)","(679.771, 78.447, -29.92, 14.971)","(646.301, 87.948, -24.143, 6.806)","(614.986, 90.055, -34.743, 4.718)","(580.314, 102.5, -32.608, 11.383)","(560.958, 108.76, -11.72, -2.913)","(542.678, 102.902, -23.58, -7.585)","(510.7, 102.278, -32.001, 0.736)","(480.397, 101.908, -29.824, 0.311)","(453.084, 100.281, -29.424, -5.359)","(416.486, 98.565, -41.976, -3.644)","(380.02, 98.186, -35.91, -0.652)","(345.933, 99.112, -34.909, 1.116)","(315.659, 98.926, -30.62, 0.333)","(284.337, 101.204, -27.173, 1.472)","(262.431, 98.81, -28.108, -6.902)","(226.145, 87.231, -33.627, -26.381)","(186.494, 82.024, -17.751, -0.046)","(144.415, 71.008, -43.224, 16.6)","(108.002, 101.332, -15.036, 50.931)","(82.549, 141.723, -21.508, 29.486)","(66.29, 185.932, -8.151, 34.454)","(60.995, 225.856, -16.097, 36.378)","(59.657, 265.301, -10.376, 28.717)","(51.658, 301.303, -19.449, 42.058)","(63.766, 356.608, -2.74, 54.927)"
64,"(579.066, 451.06, 11.044, 3.759)","(596.961, 456.326, 21.176, 8.619)","(619.402, 465.806, 22.93, 10.33)","(644.767, 479.242, 20.874, 12.983)","(670.154, 493.39, 19.664, 11.467)","(694.715, 507.518, 23.59, 14.275)","(719.159, 516.255, 25.286, 3.011)","(738.612, 522.251, 11.238, 2.581)","(749.574, 522.527, 17.513, 1.714)","(764.11, 523.016, 11.122, 5.485)","(784.501, 533.111, 18.456, 17.017)","(800.812, 552.35, 12.933, 14.282)","(808.44, 565.189, 3.54, 7.76)","(812.427, 571.771, 0.978, 8.575)","(804.07, 582.656, -8.815, 12.001)","(804.208, 614.819, 8.025, 28.105)","(817.829, 636.51, 9.464, 15.308)","(821.649, 648.757, 2.461, 12.838)","(826.224, 658.85, 4.839, 12.331)","(827.534, 669.047, 3.096, 10.649)","(823.945, 677.003, -3.487, 10.354)","(814.538, 681.704, -15.937, 3.297)","(801.361, 683.589, -26.326, 17.407)","(775.998, 691.785, -25.043, 6.58)","(749.123, 691.349, -25.281, -4.697)","(721.597, 689.041, -31.973, 0.626)","(690.906, 690.93, -34.405, 0.636)","(656.751, 689.109, -31.11, 0.851)","(623.393, 689.803, -27.423, 0.862)","(590.433, 691.009, -28.621, 2.391)","(557.417, 689.024, -51.53, -1.334)","(515.99, 688.512, -52.633, -13.33)","(468.331, 687.329, -35.117, -5.459)","(419.425, 682.924, -59.829, 4.2)","(377.231, 673.975, -56.154, -8.809)","(337.576, 669.714, -52.748, -16.331)","(298.39, 667.953, -24.314, 2.445)","(261.036, 668.148, -29.091, 5.578)","(222.159, 669.218, -23.236, 14.025)","(182.358, 668.406, -45.297, -1.051)"
65,"(601.112, 227.468, 24.801, -11.924)","(627.513, 215.201, 27.226, -13.626)","(651.307, 204.637, 13.185, -11.857)","(670.679, 193.997, 13.408, -13.207)","(685.244, 177.835, 11.947, -20.327)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(691.847, 166.019, 5.376, -10.842)","(694.385, 166.028, 25.584, 0.474)","(700.679, 166.001, 11.891, -3.439)","(707.202, 168.058, 14.82, 6.251)","(719.671, 171.546, 5.327, 5.689)","(727.416, 173.919, 7.758, -3.757)","(731.759, 176.463, 7.071, 9.801)","(742.427, 179.918, 5.975, 0.972)","(752.854, 186.174, 6.33, 3.378)","(757.276, 188.925, 6.556, 8.806)","(771.829, 194.742, 5.144, -18.253)","(777.176, 174.684, 2.527, -15.653)","(775.82, 154.545, -2.066, -17.992)","(769.103, 133.598, -10.88, -16.25)","(761.517, 128.125, -5.312, -2.773)","(756.453, 129.01, -0.102, 11.787)","(757.819, 133.265, 7.353, 0.701)","(769.146, 127.592, 10.013, -13.866)","(775.055, 109.259, 18.847, 2.903)","(786.566, 102.271, -2.894, -13.973)","(763.683, 108.713, -57.031, 11.969)","(718.402, 113.962, -41.666, 4.979)","(713.651, 113.973, -46.673, -0.811)","(711.322, 113.99, -37.079, -0.149)","(700.152, 113.891, -28.046, -3.586)","(688.744, 113.975, -45.86, 2.182)","(680.799, 113.953, -38.638, -0.953)"
66,"(481.216, 184.831, 23.724, -11.428)","(505.965, 173.529, 23.744, -11.773)","(523.453, 166.002, 22.57, -10.375)","(523.453, 166.002, 22.57, -10.375)","(523.453, 166.002, 22.57, -10.375)","(523.453, 166.002, 22.57, -10.375)","(523.453, 166.002, 22.57, -10.375)","(523.453, 166.002, 22.57, -10.375)","(523.853, 166.064, 24.049, 3.742)","(525.817, 166.008, 24.706, 0.374)","(541.788, 167.737, 18.34, 6.53)","(561.364, 173.115, 18.841, 2.859)","(578.761, 177.967, 17.772, 4.774)","(592.253, 185.626, 11.818, 7.135)","(604.223, 194.639, 11.08, 13.437)","(622.205, 206.938, 27.51, 10.443)","(642.987, 216.985, 20.0, 7.037)","(660.642, 223.23, 14.041, 2.061)","(677.721, 228.341, 12.928, 1.146)","(689.556, 229.7, 6.946, 3.806)","(703.111, 231.249, 9.507, 4.828)","(715.055, 231.318, 7.546, 3.305)","(725.727, 227.917, 16.166, -2.428)","(737.478, 221.43, 2.766, -5.345)","(745.63, 218.068, 8.377, -3.064)","(754.321, 213.812, 6.335, -6.842)","(764.491, 212.981, 15.589, 1.349)","(776.806, 208.53, 1.175, -5.213)","(784.53, 202.347, 14.826, -12.141)","(800.587, 182.722, 7.654, -13.08)","(804.107, 175.297, 6.667, -5.145)","(811.659, 164.223, -9.305, -38.59)","(811.263, 138.408, 8.314, -18.711)","(807.645, 101.968, 3.818, -34.067)","(788.378, 80.944, -37.226, -7.341)","(754.519, 68.155, -51.561, 2.78)","(715.966, 65.237, -50.689, 14.302)","(680.047, 64.292, -27.347, -3.671)","(640.714, 64.256, -44.457, -6.679)","(601.876, 64.856, -37.66, -8.334)"
67,"(288.21, 433.297, 15.227, 6.571)","(301.237, 436.879, 16.18, 5.445)","(316.325, 441.2, 13.041, 4.741)","(331.65, 443.214, 13.788, -1.36)","(348.997, 446.378, 16.779, 5.534)","(368.573, 451.882, 22.28, 8.827)","(387.845, 456.324, 19.838, 3.599)","(407.596, 462.65, 18.622, 9.7)","(427.465, 469.195, 19.713, 7.351)","(447.363, 475.538, 20.657, 9.129)","(467.681, 481.249, 22.728, 7.806)","(488.367, 486.298, 19.391, 3.428)","(510.71, 491.13, 19.821, 6.944)","(532.542, 496.219, 21.843, 3.9)","(552.226, 500.028, 17.907, 1.516)","(571.325, 502.81, 19.323, 2.983)","(589.972, 505.883, 20.042, 6.447)","(606.828, 508.379, 16.249, -0.049)","(620.822, 510.789, 10.093, 1.738)","(634.163, 513.44, 13.138, 4.253)","(646.711, 515.807, 14.958, 3.857)","(659.312, 518.42, 14.604, 2.614)","(671.329, 520.551, 11.455, 5.799)","(683.411, 522.427, 9.343, 0.579)","(694.981, 524.618, 8.76, 3.461)","(704.136, 525.125, 9.399, 2.655)","(710.812, 524.71, 3.591, -1.256)","(717.838, 525.512, 10.727, -1.006)","(725.147, 527.722, 3.219, 2.896)","(730.965, 528.886, 3.198, -1.392)","(741.112, 528.405, 12.98, -0.655)","(756.172, 529.221, 14.91, 4.795)","(776.226, 536.604, 38.045, 29.52)","(777.958, 562.871, -2.916, 25.8)","(779.213, 586.434, 17.855, 24.141)","(784.431, 606.753, -4.336, 32.234)","(794.602, 630.635, 10.754, 22.342)","(791.528, 655.096, -32.544, 12.483)","(763.789, 662.617, -21.389, -8.348)","(732.369, 663.903, -32.956, 14.849)"
