,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
46,"(563.202, 199.496, 55.337, -8.673)","(608.055, 193.64, 58.334, -11.293)","(653.269, 186.922, 37.633, -8.416)","(688.864, 177.825, 18.544, -19.451)","(714.076, 172.555, 13.599, -4.94)","(734.862, 167.918, 18.89, 1.449)","(748.025, 168.32, 17.809, 17.388)","(755.307, 172.08, 30.66, 12.286)","(772.125, 166.119, 10.242, -19.936)","(765.662, 152.849, -19.091, -22.659)","(765.08, 163.019, 28.285, 5.354)","(775.929, 163.839, 0.745, 0.257)","(775.953, 164.113, 14.893, 0.741)","(771.606, 157.111, 20.959, 8.078)","(764.919, 160.435, 1.061, 19.934)","(766.868, 167.097, -6.335, 17.586)","(763.95, 169.898, -7.096, -3.569)","(775.367, 169.238, -5.499, -1.429)","(786.482, 179.243, 17.665, 13.587)","(794.826, 141.684, 29.381, -26.104)","(806.143, 107.758, 13.624, -31.078)","(800.511, 85.077, -13.264, -2.547)","(783.961, 64.209, -28.945, -11.703)","(746.009, 58.258, -55.148, 10.62)","(709.97, 57.858, -42.468, 12.891)","(671.13, 55.832, -34.443, -12.682)","(633.808, 57.844, -50.518, 1.393)","(592.821, 56.306, -47.161, -8.564)","(550.087, 57.038, -30.583, 12.645)","(508.841, 60.257, -30.84, 6.787)","(468.399, 60.724, -39.066, -10.782)","(429.84, 61.715, -26.122, -10.717)","(391.492, 61.873, -26.296, -3.555)","(351.424, 62.581, -34.78, -13.711)","(312.889, 64.104, -41.933, -8.221)","(275.976, 64.463, -25.123, -12.16)","(239.604, 65.772, -31.874, -10.458)","(206.153, 69.564, -47.846, 3.107)","(170.224, 65.646, -42.741, -10.368)","(134.21, 77.945, -28.439, 32.409)"
47,"(697.838, 311.968, 25.718, -7.096)","(723.893, 292.064, 18.004, -9.385)","(747.907, 273.82, 19.022, -6.002)","(770.613, 255.846, 32.556, -13.261)","(791.869, 239.528, 5.68, -12.605)","(807.119, 223.351, 21.628, -26.047)","(812.469, 216.666, 5.836, 0.05)","(808.69, 208.401, 25.062, -16.812)","(831.984, 174.545, 12.438, -32.286)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)","(833.528, 166.029, -0.462, -24.534)"
48,"(448.541, 422.749, 9.08, -5.903)","(476.936, 435.52, 30.798, 21.072)","(509.604, 444.677, 37.466, 6.648)","(549.807, 447.264, 17.416, 9.932)","(586.543, 449.761, 21.297, 6.255)","(618.583, 454.587, 21.771, 4.888)","(650.087, 459.802, 29.361, 8.811)","(681.976, 466.453, 45.121, 4.838)","(714.255, 470.278, 29.543, -8.834)","(739.608, 475.658, 36.722, -2.837)","(762.556, 482.214, 11.055, 8.093)","(775.984, 488.782, 25.142, 4.099)","(790.462, 496.711, 11.974, -12.051)","(799.855, 507.047, 7.899, 7.307)","(804.192, 515.231, 0.951, -0.508)","(809.606, 523.397, -2.423, -7.924)","(807.688, 540.828, -9.238, 23.521)","(817.051, 562.357, -4.28, 40.499)","(810.616, 581.101, -21.518, 30.101)","(810.197, 611.732, -8.401, 25.503)","(818.393, 637.762, -1.779, 11.969)","(820.989, 658.497, -5.367, 18.501)","(809.632, 673.069, -18.69, 21.734)","(789.342, 685.759, -15.151, 22.141)","(754.566, 693.091, -25.36, 3.529)","(714.514, 695.85, -22.271, 9.748)","(678.105, 693.802, -30.495, 15.408)","(640.889, 693.799, -28.009, 10.758)","(603.017, 693.23, -22.303, 17.5)","(566.316, 693.217, -26.819, 13.82)","(526.699, 690.76, -48.176, 3.39)","(486.997, 690.395, -34.596, 11.165)","(448.365, 689.741, -58.779, -3.765)","(407.657, 689.318, -39.117, 9.341)","(371.557, 689.005, -37.081, -3.005)","(334.296, 688.796, -36.646, 2.647)","(295.131, 686.78, -31.179, 4.479)","(258.95, 684.82, -33.412, 2.677)","(228.778, 683.397, -37.792, 4.588)","(195.538, 687.569, -35.417, 12.161)"
49,"(653.218, 272.502, 30.224, -11.528)","(682.151, 260.24, 41.67, -5.434)","(710.176, 248.467, 13.938, -1.64)","(739.069, 236.379, 26.337, -14.303)","(766.404, 225.836, 20.281, -14.653)","(782.485, 217.235, -3.073, -21.633)","(791.183, 196.531, 3.578, -16.298)","(789.526, 162.481, 6.985, -34.056)","(797.531, 123.499, -2.983, -38.02)","(790.56, 91.324, -26.679, -12.324)","(751.354, 76.345, -45.748, -15.949)","(708.427, 79.285, -52.026, 13.976)","(665.626, 79.526, -37.299, -20.695)","(622.869, 76.516, -46.3, 8.364)","(583.635, 75.769, -25.797, 9.613)","(545.815, 72.578, -44.604, 1.581)","(506.835, 71.506, -47.46, -2.071)","(469.801, 69.625, -43.068, -0.652)","(430.78, 71.302, -46.271, 7.738)","(390.836, 70.509, -27.518, 5.795)","(350.935, 70.234, -30.892, 3.403)","(313.818, 69.499, -38.122, -13.137)","(275.153, 71.293, -49.915, 16.072)","(236.893, 72.554, -42.401, 21.495)","(200.421, 76.513, -37.964, 4.858)","(162.007, 73.664, -39.499, 5.438)","(126.035, 92.052, -40.721, 41.257)","(104.281, 128.9, -33.431, 39.144)","(89.037, 168.916, -15.182, 56.94)","(78.114, 207.557, 5.546, 45.924)","(69.663, 248.077, -11.832, 48.375)","(66.174, 287.145, -16.173, 50.207)","(66.066, 321.999, -10.276, 41.294)","(60.181, 347.762, -25.79, 38.031)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
50,"(387.154, 219.96, 12.403, 9.948)","(420.137, 219.801, 37.658, 14.602)","(451.05, 215.359, 34.353, -15.185)","(484.815, 207.763, 33.319, -13.135)","(515.675, 205.062, 35.36, 9.469)","(548.277, 201.813, 30.897, -4.71)","(583.838, 201.996, 22.51, -3.504)","(620.426, 200.802, 19.013, 9.261)","(662.218, 201.406, 56.406, 3.39)","(699.181, 201.372, 16.421, 6.892)","(726.762, 199.583, 25.354, -16.528)","(750.608, 199.759, 30.378, 11.66)","(770.195, 196.437, -23.529, -17.907)","(776.717, 175.802, -5.538, -18.878)","(784.751, 133.514, -3.732, -38.716)","(781.456, 98.386, -3.265, -25.411)","(733.778, 92.371, -31.273, -2.021)","(712.017, 105.858, -31.089, 28.71)","(704.214, 113.847, -1.616, 13.646)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(703.453, 113.981, -45.61, 8.067)","(698.627, 113.802, -37.64, -4.53)","(682.831, 113.977, -38.753, 0.429)","(666.56, 113.965, -44.03, 4.547)","(657.223, 113.696, -14.357, -2.934)","(645.704, 113.989, -14.184, 6.846)","(621.298, 113.362, -12.323, -8.239)","(598.504, 113.282, -39.586, 0.717)","(577.007, 112.567, -18.566, 2.3)","(559.063, 101.136, -31.357, -25.825)"
51,"(621.578, 213.154, 60.421, -3.733)","(665.455, 206.242, 32.669, 8.781)","(703.504, 200.927, 41.972, -7.5)","(734.643, 199.309, 28.81, -12.054)","(760.718, 198.896, 33.844, 12.443)","(775.946, 185.256, -2.749, -7.349)","(774.081, 137.93, -7.562, -30.343)","(781.57, 99.442, -0.54, -47.105)","(739.298, 84.834, -57.755, -13.363)","(701.78, 87.735, -43.813, -15.134)","(661.375, 87.739, -38.223, -8.704)","(620.15, 86.524, -41.322, 9.567)","(581.949, 84.302, -38.491, -19.428)","(536.078, 78.174, -41.837, 10.785)","(490.643, 78.776, -56.922, -12.394)","(449.119, 80.951, -43.364, 18.226)","(407.714, 83.895, -49.263, -10.146)","(365.051, 83.551, -46.909, 11.756)","(326.079, 83.9, -38.791, -8.373)","(283.012, 84.955, -56.247, 8.026)","(242.623, 83.294, -33.273, 0.596)","(203.452, 80.986, -39.028, -14.875)","(165.963, 76.942, -54.397, -16.367)","(127.759, 95.478, -16.719, 38.377)","(106.914, 132.283, -29.215, 55.499)","(95.855, 172.461, -2.755, 50.042)","(89.062, 213.263, -0.679, 30.492)","(87.094, 252.977, 7.14, 55.42)","(84.98, 292.056, 13.619, 30.85)","(80.884, 326.564, -13.788, 47.553)","(76.381, 359.107, -10.132, 18.77)","(29.543, 370.786, -68.725, -1.761)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
52,"(506.178, 529.752, 45.265, 1.18)","(543.61, 527.847, 34.141, -0.466)","(582.558, 529.727, 22.535, 14.972)","(617.713, 534.871, 41.733, 6.727)","(652.986, 539.437, 36.25, 0.855)","(685.758, 543.778, 28.976, 18.3)","(714.863, 548.681, 19.733, 17.116)","(734.956, 553.861, 7.402, 24.175)","(749.764, 556.817, 17.659, -0.939)","(771.134, 558.641, 0.871, 37.358)","(776.198, 581.054, 1.082, 38.699)","(778.551, 622.644, 5.117, 27.931)","(774.132, 644.433, -22.968, 26.278)","(762.655, 662.552, -83.458, -1.612)","(720.317, 653.119, -26.634, -11.564)","(683.322, 658.516, -37.037, 4.386)","(644.405, 661.606, -49.093, 7.43)","(604.4, 660.943, -46.938, -3.932)","(561.74, 658.613, -49.371, -7.74)","(521.005, 659.041, -57.049, 14.569)","(472.498, 655.2, -27.696, -7.835)","(448.224, 641.438, -36.523, 4.198)","(427.783, 636.04, -15.92, 0.421)","(420.054, 636.037, -31.6, -9.675)","(411.269, 636.149, -57.574, 3.256)","(408.226, 636.021, -51.025, -2.207)","(402.346, 636.122, -39.791, -1.484)","(376.02, 636.187, -40.184, -14.057)","(363.987, 636.007, -40.248, -2.093)","(363.987, 636.007, -40.248, -2.093)","(363.987, 636.007, -40.248, -2.093)","(363.987, 636.007, -40.248, -2.093)","(363.987, 636.007, -40.248, -2.093)","(363.333, 636.016, -39.209, 0.541)","(363.333, 636.016, -39.209, 0.541)","(363.333, 636.016, -39.209, 0.541)","(352.794, 636.011, -51.726, -9.337)","(313.861, 636.042, -48.391, -2.402)","(279.753, 636.154, -48.294, 0.605)","(248.585, 636.802, -43.908, 5.146)"
53,"(257.37, 498.52, 18.638, 20.428)","(291.297, 506.009, 28.313, -11.144)","(323.895, 510.433, 32.053, 5.674)","(355.206, 515.502, 19.921, -8.089)","(384.011, 518.461, 42.006, 4.275)","(417.113, 520.578, 25.219, -6.806)","(448.951, 521.489, 21.59, -6.621)","(481.199, 524.35, 14.686, 17.791)","(512.945, 526.568, 24.179, 7.575)","(545.291, 528.023, 43.065, 4.159)","(576.306, 531.447, 43.418, -0.241)","(607.272, 536.017, 28.56, 11.257)","(637.244, 540.805, 35.98, 11.749)","(667.7, 544.383, 26.492, -3.4)","(693.352, 543.913, 23.196, -2.967)","(713.515, 540.081, 7.653, -0.2)","(730.47, 539.95, 17.906, -6.183)","(748.049, 537.576, 30.737, -5.15)","(764.577, 537.853, 37.303, 23.889)","(775.278, 561.217, 8.149, 17.034)","(780.861, 589.75, -18.286, 45.223)","(772.474, 620.601, -11.44, 39.779)","(776.156, 638.867, 19.639, 40.634)","(770.19, 652.312, -5.658, 7.519)","(743.889, 661.665, -20.802, 17.724)","(717.97, 669.752, -27.574, -3.88)","(686.309, 665.152, -33.669, -9.057)","(658.545, 667.76, -26.293, 0.909)","(623.115, 668.138, -12.157, 9.095)","(587.983, 667.515, -20.49, 7.965)","(553.924, 662.506, -30.559, -16.578)","(520.095, 658.921, -50.936, 18.192)","(481.84, 660.812, -31.099, -3.98)","(446.053, 660.889, -18.058, 11.977)","(404.809, 660.619, -43.086, -4.944)","(365.454, 660.755, -33.448, -0.718)","(325.088, 661.442, -38.174, -16.194)","(285.675, 659.102, -52.744, 1.154)","(251.388, 660.715, -31.689, 0.294)","(223.558, 665.565, -24.278, 20.086)"
54,"(495.677, 264.099, 50.646, -9.172)","(530.149, 253.546, 24.913, 2.558)","(562.578, 246.778, 33.92, -1.367)","(598.562, 241.236, 47.249, 7.495)","(636.059, 239.926, 39.445, -12.983)","(668.997, 235.963, 14.578, -13.683)","(697.363, 231.964, 41.113, 2.901)","(728.057, 229.439, 16.277, -14.858)","(754.674, 224.004, 11.773, -9.106)","(776.867, 213.143, 13.838, -22.945)","(787.976, 184.839, 19.86, -27.599)","(800.65, 147.989, -1.487, -46.105)","(801.5, 109.236, 3.726, -41.571)","(800.512, 86.781, -11.205, -30.909)","(777.595, 64.638, -21.113, -2.876)","(735.944, 60.144, -32.118, -12.559)","(692.294, 63.357, -45.181, 17.651)","(648.597, 61.125, -33.092, 10.488)","(603.957, 60.231, -51.263, 11.351)","(560.157, 62.077, -52.573, 9.814)","(516.191, 64.143, -33.225, 7.877)","(478.534, 65.759, -31.637, 2.317)","(440.592, 65.452, -42.478, -4.462)","(401.832, 65.884, -50.838, 14.059)","(362.4, 65.964, -27.536, 5.459)","(323.441, 65.687, -44.178, 8.056)","(285.681, 65.858, -40.071, -9.27)","(249.566, 67.109, -31.31, -15.484)","(214.647, 70.034, -39.749, -24.262)","(178.691, 67.334, -43.201, -9.037)","(137.113, 76.387, -33.038, 25.953)","(102.791, 112.556, -43.079, 39.503)","(81.283, 144.027, -20.643, 14.441)","(68.504, 179.426, -22.069, 44.417)","(66.261, 217.521, -13.921, 30.98)","(63.741, 256.303, -8.656, 24.757)","(64.366, 293.404, -10.347, 26.003)","(65.313, 322.933, -14.6, 23.604)","(62.703, 351.163, -13.665, 29.261)","(None, None, None, None)"
55,"(706.919, 539.994, 28.801, -11.257)","(743.752, 544.386, 36.485, 5.269)","(770.313, 556.173, -10.707, 48.56)","(771.264, 597.734, -4.691, 42.198)","(768.598, 639.191, -24.165, 41.456)","(766.896, 653.271, 2.708, 17.906)","(751.534, 673.665, -36.004, 16.963)","(710.929, 681.627, -25.887, -4.732)","(669.714, 682.457, -30.444, -12.062)","(627.896, 682.39, -52.868, -3.0)","(585.727, 682.054, -49.586, 6.578)","(538.259, 681.55, -42.048, 3.387)","(494.822, 678.871, -49.907, -7.1)","(452.902, 675.026, -50.376, 7.397)","(410.53, 671.99, -47.994, -1.3)","(370.825, 668.312, -34.062, 12.255)","(330.8, 665.31, -40.065, -7.331)","(293.123, 662.949, -49.674, 10.356)","(253.052, 662.616, -37.855, 15.021)","(211.882, 665.596, -26.911, -4.162)","(171.546, 663.492, -34.516, -5.706)","(136.321, 646.531, -25.194, -45.941)","(119.557, 607.13, -19.848, -34.292)","(106.908, 568.434, -13.23, -25.592)","(93.42, 527.999, -24.036, -40.684)","(82.334, 488.824, -25.772, -36.353)","(70.675, 450.594, -17.967, -49.273)","(70.121, 419.74, 10.981, -47.162)","(55.927, 390.082, -34.548, -6.46)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
56,"(376.314, 255.742, 24.035, -11.5)","(412.521, 252.112, 34.169, -6.033)","(447.309, 247.146, 23.204, 0.466)","(482.659, 242.649, 24.682, 3.405)","(515.941, 238.721, 22.258, -9.273)","(550.43, 234.815, 32.823, 11.307)","(579.944, 233.283, 32.341, -3.3)","(608.108, 230.944, 41.858, -15.948)","(636.211, 224.07, 24.845, -0.805)","(663.025, 218.447, 18.635, -6.667)","(690.886, 214.925, 25.182, 1.142)","(719.527, 211.712, 37.038, -9.464)","(743.619, 216.04, 24.426, 11.128)","(767.629, 212.865, 19.169, -18.211)","(775.026, 194.629, 13.952, -13.273)","(787.522, 153.479, -10.403, -42.606)","(775.572, 119.953, -7.997, -18.102)","(777.396, 92.21, 22.284, -32.692)","(735.516, 94.151, -22.43, 14.685)","(710.057, 90.265, -14.54, -16.335)","(674.247, 85.762, -52.666, 7.321)","(630.222, 85.235, -51.242, -3.548)","(588.584, 86.261, -55.126, -0.174)","(539.625, 91.975, -46.03, 14.02)","(502.003, 98.148, -38.458, 0.238)","(466.919, 101.084, -28.616, 6.218)","(428.445, 100.428, -49.019, 7.807)","(390.235, 100.932, -38.515, -16.316)","(351.16, 99.758, -31.416, 2.802)","(314.178, 98.764, -25.988, -10.477)","(277.374, 98.264, -19.404, -15.079)","(241.312, 96.613, -38.816, 4.216)","(203.753, 94.198, -30.845, 4.851)","(171.203, 95.093, -36.635, 2.574)","(142.786, 95.461, -20.777, 46.808)","(127.043, 146.358, -11.048, 51.993)","(121.808, 189.964, -13.808, 49.258)","(116.98, 228.792, 1.728, 20.797)","(109.749, 260.933, -17.151, 41.347)","(106.249, 295.219, -7.574, 52.684)"
57,"(673.653, 174.428, 35.507, 4.96)","(701.105, 170.185, 19.494, 9.044)","(728.337, 167.355, 24.222, 12.061)","(746.871, 167.735, 29.612, 15.155)","(766.257, 175.08, 18.203, 8.822)","(780.75, 173.676, 9.563, -7.582)","(799.541, 178.9, 11.318, -8.754)","(810.07, 183.927, -8.608, -5.622)","(805.556, 170.616, 13.679, -46.238)","(800.269, 121.313, 2.926, -38.098)","(786.916, 82.738, -30.652, -31.562)","(748.695, 62.261, -32.475, -4.157)","(707.551, 62.34, -29.688, 8.073)","(669.231, 63.325, -48.914, 1.279)","(628.924, 62.573, -30.582, -8.496)","(586.098, 66.281, -29.234, -10.235)","(549.365, 69.256, -37.551, -1.279)","(509.96, 72.952, -50.114, -10.173)","(470.457, 77.883, -45.376, 11.999)","(431.932, 81.421, -50.18, 3.799)","(392.814, 84.292, -50.444, -7.999)","(352.852, 86.069, -25.002, -12.18)","(313.157, 87.909, -35.213, 2.067)","(272.969, 87.898, -38.563, -13.649)","(234.216, 86.288, -22.141, -19.85)","(197.928, 85.297, -44.083, 12.115)","(161.208, 80.321, -39.052, -2.301)","(127.473, 99.957, -29.267, 50.592)","(107.915, 134.238, -20.81, 38.579)","(101.275, 173.227, 9.709, 28.783)","(98.115, 213.753, -0.789, 44.416)","(94.388, 252.736, 1.379, 34.495)","(91.175, 289.528, -20.298, 21.248)","(87.987, 318.874, -4.878, 19.915)","(82.709, 352.908, -18.784, 27.977)","(55.258, 370.401, -22.52, 19.878)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
58,"(729.927, 476.368, 45.678, 26.896)","(759.453, 506.538, 16.493, 30.165)","(788.088, 533.965, 24.631, 32.852)","(803.861, 567.968, 10.836, 21.301)","(810.74, 608.082, 6.967, 35.266)","(816.159, 647.482, -5.323, 18.571)","(805.002, 674.025, -13.432, 21.019)","(772.377, 687.633, -26.465, 7.915)","(732.464, 689.748, -27.694, 5.518)","(688.772, 686.964, -47.909, -16.044)","(645.243, 686.86, -39.642, 12.791)","(603.501, 684.525, -35.205, -2.575)","(562.273, 684.358, -44.272, 6.597)","(518.35, 681.524, -35.197, -5.921)","(473.725, 681.53, -58.293, -3.521)","(429.227, 678.454, -37.251, 7.329)","(385.732, 673.804, -34.621, -20.666)","(344.528, 671.138, -40.37, -5.637)","(305.394, 665.882, -29.156, -3.071)","(262.332, 662.064, -53.861, -1.883)","(220.021, 666.386, -49.115, 18.865)","(181.778, 664.315, -47.165, -3.857)","(142.486, 658.669, -27.737, -50.509)","(124.156, 620.558, 0.326, -44.382)","(111.443, 579.024, -20.219, -44.081)","(99.758, 538.453, -12.274, -32.966)","(90.771, 496.516, -20.19, -41.825)","(83.543, 459.765, 2.176, -35.512)","(79.629, 423.406, 4.679, -49.756)","(71.857, 390.136, -18.559, -20.581)","(33.025, 379.844, -67.574, -20.992)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
59,"(729.982, 415.116, 14.538, 16.603)","(748.627, 434.607, 18.925, 16.835)","(770.121, 459.773, 34.707, 32.461)","(786.618, 480.695, 27.111, 36.087)","(799.25, 499.177, 6.21, 7.378)","(807.413, 513.21, 22.07, 27.998)","(813.728, 531.32, 11.952, 14.459)","(817.1, 540.135, -11.333, 12.26)","(811.432, 544.695, -2.163, -14.287)","(830.68, 573.913, 23.721, 11.649)","(838.613, 583.896, 56.976, 8.796)","(840.858, 583.974, 22.822, -0.24)","(841.543, 583.993, 41.089, 1.115)","(842.283, 583.998, 28.643, 1.017)","(842.283, 583.998, 28.643, 1.017)","(842.577, 583.984, 17.675, -0.834)","(842.896, 583.985, 19.129, 0.06)","(843.201, 583.974, -4.6, -0.024)","(843.201, 583.974, -4.6, -0.024)","(843.606, 583.988, 24.283, 0.802)","(843.606, 583.988, 24.283, 0.802)","(843.871, 583.986, 15.954, -0.114)","(843.871, 583.986, 15.954, -0.114)","(843.871, 583.986, 15.954, -0.114)","(843.058, 583.989, -0.97, 0.398)","(842.151, 583.993, -4.057, -0.199)","(842.139, 583.982, 2.873, -0.051)","(840.428, 583.995, -18.894, -0.211)","(839.224, 583.929, -0.962, -2.346)","(838.378, 583.854, -12.326, -2.47)","(836.848, 583.781, 7.422, 11.226)","(818.205, 581.938, -25.616, 33.232)","(796.359, 619.838, -14.04, 32.62)","(786.122, 652.409, -30.877, -12.631)","(748.943, 651.317, -38.251, -0.738)","(712.724, 652.529, -33.966, -6.501)","(679.247, 652.688, -30.815, -4.297)","(644.977, 655.537, -43.172, 11.306)","(613.757, 656.54, -46.057, 0.56)","(579.564, 657.695, -24.796, -2.289)"
60,"(436.02, 544.985, 42.28, 2.583)","(466.267, 551.609, 23.384, 12.273)","(496.639, 557.914, 25.116, 14.534)","(527.783, 562.926, 22.685, 18.24)","(563.695, 564.542, 27.613, 1.466)","(597.549, 572.799, 10.196, -7.067)","(619.953, 580.46, 19.208, -0.834)","(628.045, 583.964, 18.544, 1.241)","(633.853, 583.99, 27.252, 5.099)","(641.535, 583.944, 37.898, -2.319)","(654.465, 583.397, 28.82, -5.151)","(681.064, 583.752, 10.476, -6.205)","(706.571, 583.025, 9.631, -3.882)","(723.409, 582.657, 21.314, -11.676)","(740.576, 577.039, 10.166, -24.632)","(753.692, 559.263, 9.736, 1.215)","(769.125, 551.355, -2.585, 3.881)","(783.125, 583.89, 4.875, 42.673)","(778.199, 613.825, -16.632, 37.455)","(781.624, 635.88, -1.306, 13.606)","(782.724, 654.039, 19.737, 12.942)","(746.089, 658.682, -48.789, 9.887)","(703.696, 662.818, -41.374, -3.224)","(667.325, 657.7, -49.403, 13.776)","(622.912, 665.645, -41.952, -17.225)","(587.138, 663.866, -45.062, -10.731)","(546.007, 661.957, -23.479, 0.879)","(518.305, 658.356, -25.602, 19.796)","(475.213, 660.306, -39.824, -21.261)","(445.829, 658.292, -37.838, -2.16)","(400.942, 657.613, -33.862, 2.699)","(372.443, 657.729, -18.413, -7.798)","(327.688, 659.156, -34.491, -17.681)","(292.224, 649.404, -21.329, -8.443)","(260.161, 642.837, -25.287, -16.707)","(228.785, 643.416, -30.458, -4.035)","(207.355, 656.283, -41.37, -12.337)","(180.628, 651.057, -37.415, -0.695)","(154.451, 653.207, -44.211, 3.909)","(132.007, 629.625, -15.027, -43.481)"
61,"(473.032, 511.952, 25.27, -3.777)","(505.054, 519.136, 39.016, 13.406)","(535.519, 524.839, 26.051, -2.353)","(569.182, 531.067, 31.591, -6.579)","(605.277, 537.398, 31.33, 3.175)","(638.915, 545.091, 41.881, 10.599)","(672.529, 548.66, 38.062, 8.947)","(693.811, 554.878, 47.248, -8.007)","(713.904, 553.305, 31.978, -20.238)","(737.209, 551.148, 32.798, 14.167)","(757.361, 546.869, 11.371, 4.326)","(776.213, 552.981, 1.92, 29.565)","(789.252, 594.803, 27.801, 22.415)","(785.949, 633.852, -12.199, 61.014)","(768.787, 646.944, -38.721, -15.989)","(743.635, 636.002, -51.333, -15.263)","(741.966, 636.085, -100.133, 5.025)","(726.886, 636.026, -65.931, -8.508)","(726.886, 636.026, -65.931, -8.508)","(726.886, 636.026, -65.931, -8.508)","(719.993, 636.005, -96.241, -0.114)","(719.993, 636.005, -96.241, -0.114)","(719.993, 636.005, -96.241, -0.114)","(719.993, 636.005, -96.241, -0.114)","(719.993, 636.005, -96.241, -0.114)","(719.993, 636.005, -96.241, -0.114)","(719.993, 636.005, -96.241, -0.114)","(719.993, 636.005, -96.241, -0.114)","(716.386, 636.122, -53.093, 1.849)","(701.654, 636.191, -33.522, 3.972)","(684.29, 636.141, -9.199, 2.707)","(665.903, 636.893, -36.709, 14.126)","(645.647, 638.145, -17.328, 15.512)","(623.308, 636.367, -13.248, -9.645)","(605.525, 636.317, -41.94, -2.492)","(584.848, 636.098, -39.641, -5.955)","(568.162, 636.208, -49.025, 3.281)","(533.561, 640.624, -30.934, 4.986)","(502.969, 638.051, -32.071, -4.112)","(472.775, 639.711, -37.717, -12.783)"
62,"(654.396, 459.17, 12.235, 27.31)","(679.161, 475.827, 18.168, 6.547)","(709.482, 494.956, 42.937, 4.962)","(741.376, 508.708, 39.58, 18.282)","(767.483, 520.818, 31.787, 5.156)","(784.633, 545.536, 23.4, 13.606)","(793.359, 558.072, -17.759, 18.126)","(795.619, 567.224, -3.602, 27.468)","(807.135, 616.182, 7.436, 49.571)","(807.665, 657.226, -1.105, 34.874)","(790.579, 681.154, -20.481, 24.996)","(742.494, 686.643, -65.669, 8.056)","(701.011, 680.126, -26.043, -9.038)","(660.496, 677.805, -32.083, -0.042)","(619.835, 677.666, -25.864, 10.752)","(574.389, 672.972, -42.27, -16.778)","(532.462, 669.762, -40.453, -10.354)","(483.656, 667.581, -39.313, -0.138)","(444.575, 659.694, -35.088, -7.324)","(402.835, 662.61, -44.999, -4.065)","(353.195, 658.134, -49.61, -0.605)","(313.201, 650.809, -25.714, -1.266)","(272.679, 648.168, -38.177, -13.856)","(235.87, 650.867, -47.409, -1.238)","(199.739, 656.17, -43.571, -9.222)","(158.427, 658.945, -56.371, 19.301)","(127.949, 631.782, -5.471, -48.726)","(117.788, 591.504, -3.977, -50.958)","(112.81, 550.804, -3.181, -25.701)","(107.505, 510.307, -5.304, -28.446)","(102.718, 469.11, 2.973, -42.727)","(96.31, 429.798, -0.915, -46.548)","(88.239, 396.519, -30.634, -12.024)","(60.022, 390.683, -49.547, 9.495)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
