,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
38,"(610.545, 215.01, 47.698, -21.287)","(642.145, 206.463, 23.971, -3.417)","(672.283, 200.869, 18.988, -3.943)","(697.414, 199.176, 34.641, -10.811)","(717.431, 195.644, 40.674, -23.68)","(743.202, 197.432, 22.985, 37.106)","(770.462, 193.717, -2.556, -42.278)","(784.972, 169.163, 0.972, -54.402)","(780.124, 120.214, -13.7, -17.49)","(778.362, 101.84, 6.273, -19.072)","(751.216, 107.538, -49.145, 36.462)","(702.803, 113.973, -40.194, 7.104)","(690.919, 113.962, -43.337, 0.477)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(690.218, 113.987, -42.039, 1.544)","(688.688, 113.992, -91.842, 0.311)","(676.46, 113.969, -56.277, 2.931)","(656.958, 113.779, -29.006, 4.824)","(637.191, 113.946, -24.608, 9.456)","(621.977, 113.692, -28.013, -5.275)","(609.3, 113.975, -18.067, 0.084)","(594.492, 113.937, -47.273, 2.063)","(576.583, 113.873, -40.454, 4.247)","(552.599, 104.92, -21.194, -24.084)","(517.094, 92.798, -41.753, -14.291)","(483.406, 86.419, -33.603, 0.483)","(451.88, 83.965, -46.089, -0.144)","(419.612, 80.419, -25.111, 6.603)","(385.733, 81.513, -30.827, 8.483)","(350.778, 81.278, -32.103, -11.542)","(315.672, 80.943, -33.348, 2.235)","(280.082, 80.146, -38.282, 6.011)","(248.571, 80.515, -22.671, -9.057)","(215.621, 80.412, -24.475, -10.529)","(184.193, 78.397, -40.014, -7.436)","(145.705, 77.721, -31.868, 23.508)","(123.02, 111.249, -6.75, 37.43)","(107.533, 145.178, 0.763, 40.073)"
39,"(354.0, 409.793, 31.884, 23.133)","(391.197, 421.04, 30.962, 28.098)","(425.644, 427.086, 35.195, 10.786)","(463.095, 431.478, 33.711, -11.786)","(502.499, 436.103, 33.495, -6.662)","(539.258, 445.497, 46.608, 12.185)","(572.033, 456.589, 35.214, -8.073)","(603.975, 467.434, 34.065, 19.717)","(633.281, 475.889, 21.82, -5.255)","(659.291, 486.288, 16.098, 7.197)","(685.269, 492.806, 27.297, 0.696)","(708.762, 500.265, 16.603, 15.472)","(728.896, 506.101, 9.062, 9.447)","(744.507, 510.116, 25.009, 4.905)","(758.996, 511.919, -1.489, 16.072)","(770.535, 518.144, 20.309, 9.123)","(782.496, 528.725, 14.62, 26.224)","(788.468, 545.05, 7.337, 25.046)","(798.285, 568.563, 17.534, 14.201)","(804.256, 591.203, 4.515, 41.259)","(795.958, 624.456, -7.038, 38.278)","(798.737, 649.865, 18.891, 32.353)","(786.677, 664.637, -38.658, 29.324)","(752.257, 681.952, -31.067, 21.26)","(712.203, 670.974, -22.988, -5.986)","(684.24, 662.321, -22.058, -7.361)","(647.46, 663.768, -34.774, -12.075)","(610.437, 672.573, -46.75, 1.013)","(562.67, 667.347, -26.638, -6.115)","(520.509, 661.978, -57.92, -18.519)","(486.122, 659.648, -11.927, -13.786)","(446.686, 657.641, -44.525, -19.247)","(409.63, 649.895, -35.17, 8.946)","(386.648, 650.434, -6.297, 3.808)","(343.444, 656.329, -65.43, -2.303)","(300.223, 649.052, -23.33, -2.337)","(270.382, 643.074, -20.225, 8.756)","(241.614, 641.131, -43.121, 1.224)","(218.221, 646.241, -15.606, -5.08)","(205.736, 651.205, -28.608, -14.29)","(183.675, 653.245, -51.309, -10.852)","(158.435, 652.002, -36.015, 5.779)","(135.523, 635.63, 0.367, -40.194)","(132.323, 587.348, 8.133, -33.61)","(128.294, 550.284, 5.206, -49.216)","(122.165, 516.045, 10.658, -30.03)","(115.617, 483.089, -11.077, -15.254)","(112.274, 452.688, -7.849, -41.172)","(109.295, 429.745, -10.735, -0.759)","(103.183, 413.315, -12.651, -12.205)","(94.58, 395.793, -20.197, -8.137)"
40,"(556.294, 423.182, 25.752, 7.586)","(593.07, 442.412, 50.654, 23.272)","(627.505, 460.572, 50.08, 16.172)","(659.843, 474.907, 25.823, 6.116)","(693.073, 484.779, 46.146, 25.948)","(725.802, 496.093, 21.457, 7.363)","(754.354, 505.604, 37.011, 22.217)","(777.784, 518.221, 11.897, 7.422)","(793.567, 536.474, 14.257, 22.437)","(807.746, 578.685, -0.125, 59.817)","(812.787, 630.036, -1.069, 50.943)","(813.512, 662.455, -14.515, 15.452)","(796.149, 680.618, -18.043, -2.172)","(758.364, 688.899, -53.122, -10.143)","(713.543, 686.295, -35.542, 4.436)","(672.498, 686.875, -54.108, 17.713)","(625.482, 685.139, -27.093, 1.509)","(582.179, 683.43, -51.78, 16.013)","(542.089, 682.144, -43.033, -1.952)","(500.24, 681.594, -61.027, -1.191)","(459.861, 682.589, -34.496, 15.656)","(419.203, 681.78, -42.489, 15.229)","(378.183, 681.831, -29.957, -7.426)","(337.349, 680.314, -36.356, -7.18)","(297.424, 679.482, -48.517, 4.321)","(259.849, 678.174, -40.191, 6.48)","(222.465, 674.343, -37.605, -2.35)","(186.206, 674.038, -27.112, 7.046)","(145.433, 666.826, -20.557, -38.32)","(125.309, 633.914, -22.09, -30.502)","(113.402, 596.247, -23.62, -39.606)","(106.532, 557.834, -2.045, -52.93)","(99.479, 516.652, -15.745, -29.572)","(97.665, 482.045, -11.663, -33.973)","(95.273, 449.201, 3.78, -22.929)","(95.491, 421.082, 11.747, -26.216)","(96.294, 401.851, 0.394, -15.753)","(84.761, 388.407, -15.409, -6.93)","(65.049, 377.156, -34.446, -5.167)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
41,"(514.401, 527.363, 64.663, -2.008)","(562.324, 526.702, 39.398, 5.542)","(603.314, 527.89, 42.623, -2.848)","(642.747, 532.382, 41.631, 7.257)","(677.964, 536.38, 46.434, 7.029)","(707.712, 544.269, 28.362, 24.49)","(732.835, 549.415, 32.422, -18.699)","(760.103, 551.659, 36.745, -26.4)","(782.077, 580.393, 19.203, 31.371)","(787.14, 619.906, -0.356, 46.633)","(778.612, 655.48, -53.457, 12.941)","(733.074, 646.787, -23.168, -26.094)","(696.96, 638.592, -53.315, 13.08)","(660.799, 636.126, -47.661, -4.357)","(650.001, 636.067, -55.116, 3.281)","(621.696, 636.006, -36.678, -10.479)","(602.761, 636.119, -41.245, 3.53)","(583.612, 636.086, -39.513, 0.606)","(567.07, 636.001, -54.669, -10.272)","(548.019, 636.013, -44.142, -10.194)","(529.183, 636.122, -38.83, 4.11)","(516.741, 636.033, -25.925, -4.875)","(514.156, 636.006, -48.816, 0.328)","(514.156, 636.006, -48.816, 0.328)","(514.156, 636.006, -48.816, 0.328)","(514.156, 636.006, -48.816, 0.328)","(506.706, 636.044, -41.23, -0.436)","(484.632, 636.12, -46.941, 0.995)","(478.13, 636.027, -32.167, -1.913)","(477.371, 636.002, -45.516, -1.483)","(476.637, 636.013, -44.09, 0.634)","(476.637, 636.013, -44.09, 0.634)","(476.637, 636.013, -44.09, 0.634)","(476.637, 636.013, -44.09, 0.634)","(476.637, 636.013, -44.09, 0.634)","(476.637, 636.013, -44.09, 0.634)","(472.856, 636.003, -42.75, -4.088)","(458.309, 636.078, -55.723, 1.032)","(437.098, 636.073, -43.776, 3.507)","(412.9, 636.118, -60.191, -4.082)","(381.427, 636.183, -53.375, -18.047)","(345.06, 636.61, -23.552, 8.364)","(305.911, 637.218, -46.2, 7.243)","(270.788, 639.509, -29.109, -12.715)","(240.265, 640.695, -22.551, -3.451)","(217.387, 648.401, -9.912, 19.335)","(190.99, 652.931, -17.097, 4.36)","(172.062, 651.465, -40.199, 13.735)","(139.646, 654.41, -4.769, -39.268)","(126.062, 613.451, 9.746, -49.233)","(122.03, 573.481, -3.702, -45.426)"
42,"(244.975, 308.161, 37.691, 6.16)","(272.425, 307.002, 34.237, -4.919)","(299.377, 302.216, 23.465, -6.468)","(329.349, 298.41, 44.395, -2.234)","(359.897, 293.637, 34.171, 4.513)","(390.398, 288.151, 41.79, -9.626)","(423.603, 282.501, 45.403, -5.173)","(455.175, 277.573, 32.848, -14.049)","(489.637, 274.703, 39.689, 2.695)","(520.714, 269.808, 47.081, 9.788)","(553.376, 266.237, 28.173, 8.151)","(584.559, 261.014, 14.741, -20.201)","(613.785, 254.428, 21.312, -5.585)","(642.777, 249.15, 10.148, -0.55)","(667.011, 247.622, 6.715, -12.754)","(688.366, 242.278, 26.13, -11.494)","(706.579, 240.597, 22.215, -1.535)","(722.72, 237.064, 15.07, 2.368)","(737.276, 235.416, 28.815, 7.404)","(754.086, 233.874, 31.283, 10.877)","(772.291, 229.298, 10.709, -17.612)","(786.604, 220.765, 29.512, -17.729)","(789.827, 205.721, 11.803, -10.281)","(785.212, 185.178, 2.672, -7.951)","(778.267, 161.023, -7.068, -34.566)","(778.107, 139.014, 17.198, -22.716)","(785.937, 117.553, 0.544, -27.082)","(779.787, 95.663, -40.765, 0.401)","(760.06, 95.274, -15.02, -11.927)","(740.368, 92.708, -5.581, -17.058)","(721.692, 83.994, -14.28, -19.95)","(694.396, 76.06, -26.139, 4.058)","(663.289, 69.663, -25.218, -12.975)","(632.237, 69.907, -19.524, -11.085)","(598.389, 67.653, -30.095, 8.059)","(562.264, 65.642, -45.731, 7.554)","(524.062, 65.813, -38.424, -7.18)","(483.061, 67.472, -26.432, -3.324)","(443.401, 68.858, -35.11, -11.6)","(405.265, 70.655, -49.765, 15.403)","(368.455, 73.926, -34.786, 5.884)","(332.413, 76.898, -42.452, 9.903)","(298.517, 79.002, -41.768, -15.664)","(263.426, 79.233, -23.638, -4.796)","(228.949, 79.141, -37.407, 3.629)","(197.972, 80.353, -31.504, 9.469)","(164.72, 76.961, -37.172, -17.018)","(132.763, 94.371, -22.146, 38.859)","(114.571, 128.66, 2.683, 38.262)","(104.489, 164.271, -14.462, 32.521)","(95.306, 201.325, 7.836, 32.221)"
43,"(590.376, 447.846, 49.148, 19.408)","(626.091, 461.552, 47.968, 13.473)","(661.551, 472.036, 34.302, -2.345)","(694.74, 484.037, 42.706, 11.224)","(725.999, 499.105, 36.367, 28.226)","(753.719, 514.499, 26.563, 16.899)","(781.451, 531.455, 23.298, 7.38)","(796.039, 563.744, -2.086, 15.271)","(802.643, 600.325, 17.194, 61.708)","(807.729, 643.534, -5.813, 31.027)","(803.638, 670.504, -25.282, 32.718)","(773.065, 686.781, -51.377, 12.073)","(731.221, 689.089, -18.069, -5.322)","(694.701, 689.088, -41.595, -12.695)","(652.948, 689.041, -35.426, 8.45)","(612.324, 684.471, -23.702, 10.718)","(572.0, 685.026, -59.367, -17.112)","(530.289, 682.661, -40.759, 12.118)","(490.765, 681.392, -31.97, -6.843)","(448.136, 682.963, -44.862, 7.812)","(407.718, 681.119, -34.446, 13.1)","(365.474, 679.652, -38.787, 9.014)","(324.654, 676.78, -36.462, -12.571)","(284.675, 675.761, -53.283, 3.749)","(247.194, 674.823, -50.145, -0.209)","(216.309, 673.826, -21.616, 13.612)","(181.767, 673.448, -44.672, -19.516)","(144.622, 664.64, -28.006, -44.248)","(123.511, 631.667, -18.662, -25.976)","(106.994, 593.04, -26.087, -51.59)","(92.617, 553.919, -5.418, -43.358)","(80.922, 516.37, -11.308, -25.322)","(67.449, 480.72, -27.23, -16.36)","(57.745, 456.681, -22.443, -12.844)","(50.204, 434.368, -10.535, -8.899)","(53.819, 421.184, 21.03, -11.286)","(49.487, 391.244, -58.664, -10.906)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
44,"(616.826, 473.127, 24.997, -7.589)","(658.616, 482.093, 50.61, 15.397)","(698.135, 491.412, 23.831, 12.255)","(730.903, 506.326, 14.807, 34.886)","(757.931, 522.343, 8.08, 19.303)","(781.031, 543.223, 6.779, 40.011)","(797.059, 581.116, -12.777, 51.153)","(803.446, 628.292, 20.349, 20.29)","(809.282, 659.685, -17.46, 36.366)","(796.228, 679.388, -31.566, 10.34)","(759.472, 688.957, -33.733, 10.315)","(717.168, 689.154, -42.578, -1.773)","(676.813, 687.269, -33.874, -5.33)","(635.022, 683.998, -52.534, 16.902)","(592.266, 681.706, -50.613, -3.433)","(549.987, 682.632, -44.081, -6.137)","(512.301, 682.22, -23.802, 11.192)","(473.354, 682.727, -35.789, -7.827)","(433.075, 682.835, -25.356, -1.028)","(389.497, 681.954, -37.542, 4.31)","(344.757, 681.046, -54.221, 8.467)","(304.685, 679.378, -25.526, 7.496)","(266.062, 677.373, -25.489, -4.102)","(228.092, 675.395, -43.905, 9.483)","(188.467, 674.919, -37.871, 1.183)","(146.925, 668.703, -48.701, -4.412)","(120.659, 634.915, -21.992, -29.093)","(102.307, 596.637, -31.473, -55.178)","(89.66, 558.953, -14.688, -53.375)","(75.937, 521.973, -20.787, -40.601)","(63.606, 486.999, -15.765, -27.129)","(53.759, 456.011, 2.766, -29.172)","(49.829, 433.282, 1.242, -23.006)","(61.151, 414.37, 22.125, -23.232)","(45.272, 389.409, -56.646, -15.492)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
45,"(599.482, 514.174, 27.569, 27.156)","(622.935, 522.861, 22.621, -9.077)","(656.422, 528.358, 36.806, 2.433)","(690.518, 534.97, 31.274, 8.488)","(721.497, 543.243, 45.866, 4.831)","(749.078, 547.907, 21.927, -4.1)","(768.96, 547.402, 24.476, 30.305)","(780.024, 584.051, 26.59, 33.833)","(782.549, 624.623, -19.087, 27.243)","(774.145, 656.452, -42.306, 1.568)","(730.91, 648.435, -25.66, -28.139)","(692.558, 639.16, -50.842, 6.131)","(651.948, 637.344, -25.897, -2.141)","(629.358, 636.153, -42.811, -3.919)","(607.142, 636.186, -54.737, 11.06)","(589.586, 636.26, -30.65, 6.104)","(567.031, 636.226, -44.23, 0.987)","(536.792, 636.03, -38.963, -0.167)","(519.637, 636.009, -37.264, -2.844)","(500.404, 636.149, -42.543, 5.863)","(478.092, 636.126, -28.629, 4.874)","(453.136, 636.067, -25.975, -5.955)","(434.546, 636.118, -32.108, 6.038)","(422.204, 636.043, -51.064, 2.325)","(413.996, 636.004, -48.023, 0.095)","(413.996, 636.004, -48.023, 0.095)","(413.407, 636.02, -35.35, 1.008)","(410.876, 636.02, -46.699, 0.585)","(410.028, 636.011, -50.905, -0.546)","(401.93, 636.035, -42.818, -2.587)","(390.454, 636.04, -54.095, 0.235)","(390.454, 636.04, -54.095, 0.235)","(380.879, 636.038, -33.495, -5.213)","(375.225, 636.016, -42.782, -6.39)","(375.225, 636.016, -42.782, -6.39)","(364.659, 636.004, -50.379, -7.456)","(364.659, 636.004, -50.379, -7.456)","(329.577, 636.159, -42.979, 7.512)","(300.429, 636.635, -38.738, 11.642)","(261.862, 640.157, -14.018, 21.367)","(240.621, 640.939, -24.909, -20.936)","(224.265, 642.41, -10.054, 1.303)","(207.793, 647.905, -5.43, 18.837)","(202.539, 655.293, -8.1, 24.475)","(173.948, 651.168, -46.24, 2.171)","(143.301, 654.15, -45.925, 10.082)","(128.94, 614.59, 6.459, -28.961)","(127.587, 577.437, 15.378, -22.956)","(122.761, 541.156, -15.554, -39.079)","(112.01, 502.312, -13.029, -24.588)","(107.894, 467.981, 5.094, -24.812)"
46,"(668.229, 543.762, 36.091, -8.937)","(707.006, 547.797, 38.325, -3.342)","(735.959, 557.639, 39.673, 22.113)","(761.597, 562.091, 36.285, 10.502)","(778.403, 586.504, -8.815, 62.087)","(776.652, 630.03, 3.891, 39.841)","(773.482, 657.914, -60.643, 7.267)","(723.623, 651.322, -41.848, -7.003)","(679.023, 641.861, -43.322, 7.735)","(635.457, 638.961, -62.933, 10.504)","(594.91, 636.16, -63.871, 3.922)","(565.511, 636.066, -50.46, -4.305)","(533.069, 636.245, -51.149, 11.229)","(502.057, 636.093, -31.249, 2.615)","(479.829, 636.407, -45.461, 10.832)","(447.802, 636.309, -58.257, 10.24)","(412.445, 636.365, -58.637, 9.723)","(378.671, 637.113, -32.477, -8.254)","(338.813, 638.569, -38.142, 0.963)","(299.134, 638.865, -36.382, 9.843)","(260.437, 642.092, -30.207, 12.556)","(224.217, 651.049, -35.71, 23.418)","(187.414, 653.692, -34.401, -3.099)","(145.92, 658.566, -34.735, 12.051)","(125.728, 620.348, -14.803, -47.563)","(116.054, 579.564, -25.688, -34.073)","(107.168, 540.426, -0.524, -44.684)","(99.957, 502.525, 2.005, -54.447)","(94.901, 464.562, -14.483, -46.669)","(93.636, 434.362, 9.32, -27.427)","(89.469, 407.428, -10.952, -24.69)","(79.146, 386.114, -8.647, -14.354)","(45.981, 373.507, -80.419, 11.739)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
47,"(412.024, 545.994, 40.23, 11.634)","(449.023, 550.74, 53.765, -6.901)","(488.403, 553.29, 45.492, 2.315)","(526.85, 555.607, 54.036, 7.349)","(563.448, 558.125, 43.519, -3.077)","(597.581, 565.836, 15.748, 13.422)","(624.03, 576.339, 16.721, 24.752)","(652.394, 582.251, 34.88, -1.218)","(669.133, 583.73, 43.837, -13.468)","(691.6, 582.871, 31.806, 17.522)","(713.985, 583.998, 26.975, 13.211)","(729.29, 583.983, 29.8, 10.76)","(741.016, 583.961, 21.141, -0.441)","(744.633, 583.972, 33.932, -0.62)","(753.244, 583.866, 3.903, -11.567)","(765.153, 578.211, -3.652, 11.904)","(756.766, 585.43, -11.519, -15.36)","(759.979, 576.561, 28.346, -27.782)","(761.691, 571.896, 12.187, -15.993)","(773.377, 577.482, 8.501, 38.155)","(767.791, 612.95, 1.642, 2.796)","(758.114, 626.5, -1.224, 16.607)","(770.165, 643.609, 13.593, 8.976)","(776.114, 656.667, -36.968, 15.877)","(753.388, 676.157, -44.84, 12.28)","(709.397, 679.073, -45.471, 16.288)","(671.322, 685.777, -35.965, -13.201)","(635.137, 691.985, -54.063, 18.203)","(590.677, 691.048, -43.439, -18.241)","(548.112, 689.391, -46.343, 11.674)","(506.134, 687.124, -36.283, 4.321)","(465.919, 689.788, -29.044, -7.632)","(425.538, 685.742, -49.871, -1.223)","(387.028, 687.711, -38.237, 2.07)","(345.677, 689.679, -25.677, -16.356)","(307.402, 686.643, -53.08, 7.158)","(273.684, 682.16, -30.369, 3.119)","(238.595, 679.531, -42.46, -12.657)","(205.6, 679.73, -35.089, 1.508)","(165.163, 676.794, -29.409, -4.343)","(131.227, 654.179, -31.831, -37.394)","(106.451, 620.372, -18.379, -29.61)","(92.073, 582.412, 4.446, -27.02)","(79.849, 545.552, -2.836, -36.571)","(78.198, 515.545, 7.453, -28.946)","(80.239, 486.228, -10.659, -44.981)","(76.929, 459.783, -9.811, -25.895)","(71.255, 428.296, 1.776, -42.596)","(59.203, 399.872, -27.913, -17.101)","(None, None, None, None)","(None, None, None, None)"
48,"(543.802, 230.181, 36.109, -27.276)","(583.358, 219.848, 23.011, -17.641)","(619.651, 217.543, 29.48, -3.605)","(656.948, 215.927, 40.84, -18.956)","(686.688, 214.152, 28.281, -4.66)","(717.53, 210.087, 29.66, 0.195)","(740.629, 209.42, 19.175, -9.034)","(769.818, 204.335, 30.97, -15.903)","(786.549, 184.005, 25.123, -39.175)","(803.114, 147.258, 10.713, -55.979)","(806.285, 104.026, -6.149, -47.554)","(801.492, 71.469, -6.909, -28.626)","(777.658, 55.009, -50.668, -23.953)","(735.588, 51.12, -33.295, 2.38)","(687.938, 54.665, -46.052, 14.873)","(640.793, 58.487, -41.359, 2.891)","(596.369, 61.723, -38.281, -13.375)","(554.104, 66.943, -23.546, 18.496)","(512.072, 72.372, -49.308, 9.568)","(466.64, 73.337, -51.148, 15.779)","(423.545, 72.815, -50.171, 5.135)","(381.156, 71.28, -52.237, 10.554)","(338.713, 69.537, -38.235, -11.901)","(300.491, 69.952, -49.255, -15.62)","(260.377, 70.943, -41.705, -1.296)","(224.009, 72.932, -27.427, 5.652)","(189.996, 72.597, -23.663, 9.633)","(151.844, 73.404, -37.969, 13.934)","(117.517, 102.048, -34.707, 45.893)","(95.876, 141.026, -22.629, 47.14)","(84.315, 183.906, -15.368, 28.409)","(78.49, 225.931, -8.775, 45.656)","(76.266, 264.423, 7.198, 29.545)","(71.175, 302.024, -14.987, 32.896)","(68.848, 333.163, -15.729, 35.157)","(45.645, 362.655, -75.202, 24.624)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
49,"(283.583, 565.815, 19.918, 9.006)","(314.667, 566.679, 34.761, 4.706)","(346.739, 565.203, 21.417, -5.564)","(380.55, 564.647, 36.288, 3.453)","(415.682, 564.936, 27.501, -11.744)","(450.877, 563.034, 30.673, -9.973)","(484.769, 563.57, 19.466, 4.361)","(518.031, 564.757, 48.525, 8.3)","(550.847, 565.781, 31.844, 10.53)","(586.721, 570.209, 50.322, 1.317)","(619.424, 572.873, 33.012, 25.689)","(646.991, 578.763, 21.542, 12.937)","(669.781, 578.789, 29.82, 13.618)","(689.073, 580.461, 7.42, 14.699)","(699.962, 583.856, 2.33, 1.305)","(706.226, 583.709, 27.676, 1.393)","(715.573, 583.692, 10.41, -3.62)","(723.727, 583.992, 11.163, 10.921)","(733.791, 583.945, 19.263, 1.182)","(744.581, 580.277, 21.143, -15.973)","(753.943, 568.849, 15.072, -0.915)","(771.626, 555.262, 18.15, -6.021)","(765.052, 581.36, -9.842, 36.946)","(756.413, 605.779, -6.341, 28.051)","(756.072, 607.479, 0.582, 33.368)","(756.26, 613.04, 12.242, 7.269)","(762.592, 631.226, 4.328, 1.529)","(775.379, 647.589, 13.852, 20.478)","(749.174, 652.137, -24.386, -17.257)","(725.811, 644.634, -31.625, -22.753)","(715.844, 643.337, -8.178, 1.083)","(701.146, 654.706, -47.235, 7.771)","(660.555, 661.749, -41.989, 6.721)","(623.751, 669.895, -51.673, 4.865)","(580.842, 670.64, -40.221, -5.945)","(542.557, 672.461, -51.28, 16.045)","(504.911, 674.055, -48.84, -3.068)","(469.429, 675.729, -35.943, -2.458)","(429.437, 678.302, -38.021, -10.442)","(394.395, 678.993, -22.29, -8.153)","(360.847, 676.039, -19.515, 16.75)","(325.176, 676.418, -45.854, 3.845)","(291.922, 678.283, -19.047, 6.973)","(262.2, 679.203, -44.086, -0.935)","(232.542, 679.315, -17.766, 8.341)","(203.45, 680.542, -29.486, 14.835)","(173.341, 683.131, -23.501, -21.849)","(140.099, 667.469, -45.504, -21.645)","(109.493, 635.659, -12.94, -43.456)","(88.431, 598.375, -4.418, -37.253)","(73.2, 565.456, 4.048, -35.59)"
50,"(449.56, 315.986, 26.047, 1.0)","(486.705, 312.395, 19.862, 3.254)","(521.318, 306.108, 27.24, 0.887)","(556.362, 303.767, 46.38, -4.925)","(591.095, 304.449, 52.013, -9.189)","(626.426, 301.847, 47.051, -7.424)","(661.247, 296.229, 34.016, -17.174)","(695.382, 289.98, 36.62, 6.752)","(723.202, 281.372, 14.532, -3.957)","(747.686, 273.249, 31.803, -6.318)","(764.344, 267.753, 24.293, -4.212)","(780.186, 259.9, 9.781, -14.728)","(791.851, 252.04, 4.545, -3.765)","(802.097, 243.209, 13.788, -18.897)","(809.83, 233.997, -9.587, -6.062)","(816.812, 226.57, 0.39, 2.149)","(818.629, 224.626, -6.989, 11.354)","(812.37, 215.676, -19.506, 2.173)","(812.079, 194.728, -13.927, -11.531)","(804.248, 172.971, -16.448, -21.96)","(799.189, 137.639, 16.077, -38.712)","(804.407, 107.095, 11.35, -13.195)","(800.07, 79.025, -10.727, -25.705)","(777.113, 64.088, -33.158, -8.704)","(744.582, 58.908, -17.828, -16.533)","(709.129, 58.767, -49.815, -11.237)","(672.548, 58.912, -41.937, 8.81)","(634.422, 56.965, -30.38, -4.649)","(594.928, 57.475, -56.247, -10.617)","(554.461, 62.502, -54.553, -7.555)","(513.193, 66.35, -28.172, -1.793)","(476.085, 67.123, -17.909, -1.029)","(440.137, 68.058, -24.311, -4.185)","(402.038, 66.676, -17.329, 8.695)","(364.66, 66.445, -26.135, -0.916)","(328.146, 65.758, -32.391, -13.595)","(290.936, 66.106, -26.283, 1.277)","(254.572, 68.562, -22.573, -4.964)","(221.425, 71.639, -13.566, 10.041)","(187.02, 69.584, -27.847, 9.862)","(147.772, 72.057, -42.1, 21.705)","(114.684, 101.322, -26.112, 46.032)","(92.636, 140.22, -32.653, 41.285)","(76.27, 175.544, -22.413, 41.448)","(68.802, 206.364, 8.711, 49.966)","(64.877, 240.321, 4.43, 31.822)","(64.704, 275.467, 4.611, 49.085)","(62.69, 308.829, -7.302, 45.342)","(59.806, 337.663, -15.696, 27.712)","(52.342, 359.447, 9.837, 32.479)","(None, None, None, None)"
