,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,"(450, 375, None, None)","(467.936, 390.694, None, None)","(514.306, 416.254, None, None)","(566.918, 432.828, None, None)","(619.648, 454.663, None, None)","(674.055, 470.794, None, None)","(722.272, 497.413, None, None)","(741.899, 518.671, None, None)","(762.983, 564.273, None, None)","(782.975, 617.606, None, None)","(765.053, 653.951, None, None)","(715.579, 670.615, None, None)","(659.233, 661.802, None, None)","(602.175, 658.802, None, None)","(544.986, 659.904, None, None)","(487.797, 661.007, None, None)","(430.607, 662.109, None, None)","(373.418, 663.212, None, None)","(316.228, 664.314, None, None)","(259.039, 665.416, None, None)","(201.85, 666.519, None, None)","(144.66, 667.621, None, None)","(138.229, 612.55, None, None)","(133.548, 555.542, None, None)","(128.867, 498.534, None, None)","(124.187, 441.525, None, None)","(84.868, 408.711, None, None)","(32.955, 384.694, None, None)"
1,"(499.289, 176.81, 62.454, 0.818)","(545.49, 167.059, 41.949, -19.096)","(577.23, 166.006, 57.812, -3.191)","(594.627, 166.136, 51.663, 2.035)","(607.201, 166.011, 39.63, -0.7)","(610.67, 166.017, 67.684, 0.706)","(611.609, 166.011, 56.378, -0.379)","(625.645, 166.006, 51.769, 0.082)","(646.319, 166.051, 43.861, -0.425)","(659.186, 166.088, 31.035, -1.259)","(669.823, 166.015, 29.086, -1.598)","(681.304, 166.12, 47.282, 4.617)","(692.815, 166.013, 46.52, -2.824)","(714.072, 166.057, 33.268, 2.521)","(729.645, 166.389, 15.212, 9.664)","(744.731, 170.454, 9.83, 3.341)","(750.331, 181.727, 16.089, -5.729)","(761.274, 191.118, 55.857, -12.696)","(774.59, 183.074, -6.207, -26.974)","(783.067, 177.919, 27.686, -12.785)","(799.061, 171.368, 16.102, -12.763)","(799.719, 182.667, -24.472, 6.895)","(790.007, 141.543, -3.094, -15.365)","(785.576, 105.009, 5.613, -7.731)","(777.608, 93.135, -15.665, -28.958)","(755.493, 75.607, -33.646, -15.865)","(714.864, 78.545, -42.116, 1.733)","(667.545, 82.578, -60.729, -14.248)"
2,"(741.26, 382.123, 7.863, -14.365)","(760.21, 353.379, 13.587, -17.493)","(778.218, 325.316, 28.281, -27.395)","(792.699, 296.687, 21.279, -16.701)","(804.17, 274.925, 2.613, -15.955)","(813.437, 255.884, 24.27, -14.611)","(818.992, 237.88, 0.131, -36.743)","(815.834, 216.965, -8.713, -30.805)","(817.327, 204.303, 12.282, 10.197)","(813.682, 188.217, 15.56, -28.894)","(813.891, 162.154, -8.147, -36.588)","(814.976, 125.417, 7.446, -16.222)","(804.571, 91.76, -5.718, -33.103)","(770.856, 65.865, -42.073, -34.276)","(729.125, 54.059, -45.247, -12.716)","(684.406, 58.461, -71.101, 1.837)","(642.343, 60.431, -52.235, -16.212)","(599.649, 58.903, -41.707, -3.944)","(556.615, 58.41, -33.584, 5.059)","(513.764, 58.553, -49.431, 16.534)","(472.948, 60.591, -41.223, 17.034)","(434.687, 61.146, -31.713, 12.534)","(396.58, 60.478, -22.581, 12.079)","(357.642, 61.765, -20.993, 11.038)","(318.529, 63.608, -47.6, -5.487)","(279.18, 63.966, -51.958, -15.548)","(242.088, 65.694, -32.837, -2.613)","(203.586, 66.28, -29.308, -13.59)"
3,"(431.796, 363.837, 8.649, -37.872)","(465.435, 340.193, 39.416, -21.053)","(508.37, 334.234, 37.127, 6.466)","(544.535, 323.503, 23.957, -28.011)","(575.155, 312.861, 38.999, 2.375)","(605.664, 300.754, 43.593, -4.0)","(637.479, 290.177, 41.215, -21.599)","(661.681, 280.641, 30.302, -12.55)","(687.128, 270.253, 37.233, 0.549)","(709.286, 261.595, 15.332, -12.653)","(730.056, 252.52, 12.894, -0.145)","(747.139, 239.788, 27.242, -28.014)","(769.72, 230.088, 32.306, -23.828)","(787.684, 222.778, 21.172, -7.769)","(797.818, 204.571, 13.209, -20.332)","(809.613, 169.525, 15.293, -26.355)","(814.842, 125.005, -13.265, -25.084)","(817.949, 88.676, -3.409, -15.431)","(811.778, 72.689, 11.466, -12.728)","(806.77, 65.185, -0.21, 11.708)","(797.279, 61.862, -35.02, -24.11)","(766.752, 54.329, -37.092, -15.08)","(725.186, 55.554, -58.264, 18.6)","(687.361, 59.541, -36.081, 0.659)","(649.525, 59.134, -45.691, 2.145)","(609.198, 57.81, -31.896, 11.973)","(569.096, 58.265, -57.076, -7.226)","(527.35, 59.12, -32.715, 2.033)"
4,"(283.921, 372.373, 41.952, -15.142)","(311.439, 356.251, 15.735, -5.865)","(340.437, 342.042, 45.217, -15.427)","(370.955, 331.397, 34.198, -8.886)","(401.603, 323.342, 46.699, -11.604)","(432.526, 315.705, 35.445, -16.975)","(463.586, 306.793, 25.865, -19.926)","(495.086, 298.547, 23.187, -14.306)","(525.437, 288.99, 33.492, 8.078)","(557.166, 278.674, 23.366, 0.828)","(587.978, 271.472, 36.222, -16.583)","(614.81, 265.202, 31.047, 7.48)","(640.953, 261.568, 24.959, -14.145)","(664.372, 256.688, 16.798, -5.436)","(687.106, 252.764, 19.504, -12.228)","(709.466, 246.931, 24.383, 11.758)","(722.293, 242.512, 11.787, -11.784)","(738.265, 238.732, 25.061, -6.952)","(756.791, 230.587, 7.639, 4.279)","(771.275, 227.576, 14.753, -7.635)","(783.049, 219.378, 5.374, -4.561)","(790.118, 201.773, -2.332, -38.962)","(794.008, 178.022, -2.847, -32.722)","(798.432, 146.14, -3.517, -54.598)","(798.629, 115.305, -8.313, -38.116)","(780.302, 93.704, -25.12, -29.702)","(747.181, 78.079, -64.982, -23.144)","(702.426, 81.126, -25.078, 15.793)"
5,"(624.53, 359.821, 18.32, -35.189)","(646.402, 334.552, 21.683, -20.636)","(675.426, 312.979, 43.046, -17.916)","(704.346, 294.614, 6.354, -6.336)","(729.065, 279.258, 33.603, -3.823)","(747.107, 263.866, 6.539, -27.978)","(766.542, 252.104, 5.499, 3.413)","(787.785, 226.275, 2.144, -32.964)","(801.655, 195.504, 7.551, -60.329)","(809.841, 144.708, 17.694, -59.191)","(815.164, 122.84, -18.401, -41.988)","(814.545, 86.784, 13.585, -15.627)","(813.438, 72.102, -17.147, -23.707)","(809.648, 65.692, 6.889, 11.17)","(804.877, 64.615, -8.752, -0.273)","(774.486, 54.095, -52.633, -0.341)","(737.975, 50.634, -54.585, 0.942)","(697.157, 53.118, -32.395, -7.471)","(656.741, 53.557, -55.668, -14.159)","(615.493, 53.905, -23.021, -5.121)","(572.225, 55.002, -33.519, -2.136)","(530.368, 55.444, -24.618, 13.758)","(490.942, 55.271, -40.885, -8.362)","(448.613, 56.192, -42.65, 9.512)","(406.405, 56.861, -27.034, -0.258)","(362.583, 57.801, -41.72, 2.658)","(322.002, 59.072, -21.56, 5.903)","(286.523, 60.35, -28.327, 14.316)"
6,"(545.497, 282.979, 50.702, -14.743)","(585.535, 261.946, 42.778, -16.916)","(622.666, 242.748, 35.359, -31.724)","(658.183, 234.102, 43.506, -22.459)","(691.446, 222.784, 37.988, -27.221)","(712.678, 214.626, 17.399, -17.703)","(736.014, 207.55, 22.469, -11.617)","(763.53, 204.004, 12.578, -5.882)","(782.02, 166.231, 17.982, -34.406)","(782.084, 125.165, -17.131, -45.373)","(788.742, 97.991, -28.196, -55.703)","(734.867, 86.125, -81.135, 1.739)","(686.085, 99.77, -28.882, 34.82)","(645.611, 111.842, -37.653, 8.771)","(625.976, 113.954, -69.151, 4.108)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.799, 113.945, -71.386, -0.122)","(623.415, 114.0, -23.04, 3.302)","(622.286, 113.979, -67.737, -1.239)","(622.286, 113.979, -67.737, -1.239)"
7,"(706.674, 316.792, 20.262, -25.777)","(736.894, 288.635, 23.835, -11.049)","(760.884, 269.151, 24.483, 3.871)","(780.473, 245.477, 19.895, -16.782)","(794.253, 232.866, -4.062, -36.034)","(803.643, 213.962, 9.136, -21.93)","(826.708, 192.025, 34.509, -47.846)","(835.466, 166.51, 5.256, -44.863)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)","(835.716, 166.011, 15.03, -29.943)"
8,"(240.464, 465.271, 10.697, 12.161)","(268.004, 477.864, 13.688, 1.415)","(298.946, 486.931, 21.812, 19.26)","(333.339, 493.203, 19.865, 0.853)","(365.889, 499.132, 34.25, -6.561)","(397.652, 505.082, 27.504, 1.64)","(429.035, 510.002, 35.712, 1.165)","(463.081, 512.887, 19.665, 12.482)","(497.33, 518.893, 33.653, 21.175)","(529.963, 523.073, 20.427, 8.131)","(564.961, 528.631, 49.364, 10.315)","(599.992, 534.744, 24.271, 11.696)","(631.858, 537.428, 22.642, -7.096)","(663.791, 538.367, 25.93, -10.624)","(692.362, 538.489, 16.705, 4.776)","(719.084, 541.15, 8.552, 2.324)","(744.353, 540.282, 10.311, 12.45)","(767.632, 539.964, 23.153, 12.073)","(770.557, 560.275, -14.737, 33.65)","(770.815, 584.406, -3.343, 38.749)","(777.293, 610.362, 23.54, 32.897)","(790.613, 639.339, 20.267, 32.184)","(776.147, 650.882, -18.775, 13.072)","(749.321, 649.721, -41.476, -0.093)","(727.499, 652.007, -12.084, 15.89)","(708.687, 657.316, -9.804, 8.725)","(685.23, 664.505, -24.066, -4.549)","(656.351, 673.259, -24.803, 16.445)"
9,"(365.797, 286.289, 34.697, -2.017)","(401.179, 274.926, 21.012, -27.001)","(436.79, 264.252, 25.179, -14.616)","(474.466, 254.883, 30.848, 3.562)","(511.637, 247.867, 34.889, -3.9)","(546.896, 244.188, 50.441, -5.735)","(579.857, 242.93, 26.505, 2.064)","(609.923, 239.184, 25.14, 10.288)","(636.632, 232.751, 14.594, -3.866)","(663.8, 230.929, 10.817, 11.731)","(689.358, 228.417, 22.069, -2.268)","(715.811, 220.771, 30.965, -8.478)","(739.84, 219.612, 5.744, 9.136)","(764.669, 213.064, 21.157, -2.81)","(777.099, 202.179, 18.2, -27.86)","(782.771, 187.565, 5.552, -9.61)","(801.869, 157.867, 19.711, -14.923)","(812.022, 129.147, 6.984, -34.761)","(805.562, 95.758, 1.494, -35.124)","(768.706, 73.337, -65.415, -37.132)","(739.738, 57.902, -40.846, 8.652)","(707.43, 54.208, -32.964, -16.492)","(668.246, 52.878, -34.843, 2.695)","(633.746, 54.717, -65.379, -5.581)","(595.907, 55.045, -25.924, -9.806)","(555.861, 55.238, -37.933, -8.746)","(515.147, 58.846, -49.237, -10.982)","(475.914, 60.407, -40.858, -3.329)"
10,"(365.795, 353.804, 38.0, -20.717)","(409.42, 342.008, 26.998, -9.497)","(449.376, 332.185, 34.794, -15.235)","(485.889, 320.782, 22.005, -10.431)","(518.363, 304.712, 27.246, 4.435)","(551.698, 297.203, 34.864, 2.268)","(584.457, 290.473, 25.667, 0.655)","(612.367, 282.674, 42.685, -28.886)","(640.743, 272.779, 40.987, -6.903)","(667.76, 263.511, 31.009, 2.518)","(694.113, 257.962, 27.064, -9.61)","(717.121, 255.497, 12.452, 14.669)","(740.403, 251.243, 45.738, -2.59)","(758.723, 244.341, 18.463, -21.237)","(770.77, 232.989, 12.941, 5.408)","(785.748, 218.085, -2.49, -24.125)","(792.64, 183.582, -12.188, -43.191)","(803.687, 151.236, 17.13, -55.976)","(809.16, 123.182, 3.61, -31.682)","(804.793, 89.685, -14.101, -22.027)","(766.901, 77.663, -64.835, -13.201)","(728.237, 73.56, -43.07, -14.427)","(693.885, 70.377, -29.777, -5.957)","(664.324, 75.64, -35.01, -0.231)","(629.449, 78.015, -32.708, 7.161)","(589.063, 81.187, -53.709, -9.935)","(548.487, 83.588, -53.598, 18.422)","(513.675, 92.593, -32.988, 18.872)"
11,"(285.944, 252.5, 45.767, 6.854)","(323.86, 249.24, 24.703, 5.212)","(361.592, 244.66, 37.049, -12.082)","(394.562, 235.368, 20.38, -14.022)","(426.714, 226.274, 16.375, -11.802)","(458.604, 220.659, 38.643, 4.906)","(491.684, 217.237, 46.642, 2.117)","(524.049, 211.983, 40.42, 9.678)","(556.547, 209.194, 35.223, -11.659)","(594.952, 208.76, 34.863, -16.664)","(623.552, 208.017, 32.644, -12.181)","(650.994, 206.623, 26.311, -12.865)","(677.571, 208.579, 24.168, -2.249)","(703.959, 207.794, 33.643, -23.3)","(729.004, 205.261, 17.377, -24.727)","(752.114, 205.447, 40.293, -12.976)","(770.785, 203.439, 18.748, 6.118)","(772.759, 159.733, -5.565, -6.939)","(776.695, 122.541, 0.166, -37.231)","(780.144, 93.998, 22.693, -39.422)","(735.723, 93.729, -58.509, 7.134)","(714.263, 97.483, 3.844, 5.428)","(671.684, 87.991, -64.437, 14.963)","(632.161, 86.356, -17.089, 11.373)","(594.493, 89.193, -26.157, 18.949)","(553.919, 89.073, -35.063, -4.751)","(514.009, 95.915, -41.966, 17.573)","(478.414, 99.975, -29.169, -16.039)"
12,"(737.992, 499.412, 40.122, 15.934)","(772.459, 513.579, 23.298, 8.938)","(795.72, 533.304, 35.701, 12.693)","(817.105, 554.667, 22.039, 14.216)","(830.078, 573.204, 12.607, 3.915)","(834.255, 578.319, -1.751, 0.683)","(840.481, 583.956, 3.274, 13.952)","(840.481, 583.956, 3.274, 13.952)","(840.848, 583.996, 22.031, 2.436)","(841.886, 583.99, 8.935, -0.256)","(841.943, 583.974, 3.968, 0.047)","(841.943, 583.974, 3.968, 0.047)","(841.943, 583.974, 3.968, 0.047)","(841.943, 583.974, 3.968, 0.047)","(841.945, 583.987, 0.134, 0.764)","(841.879, 583.993, -3.973, 0.353)","(842.267, 583.978, 12.625, -0.443)","(842.211, 583.993, 12.42, 0.707)","(842.211, 583.993, 12.42, 0.707)","(842.032, 583.98, 3.808, -0.331)","(842.063, 583.991, 1.863, 0.611)","(841.638, 583.987, -5.406, -0.53)","(839.838, 583.996, -18.589, 4.655)","(837.87, 583.861, 0.345, -0.351)","(836.247, 583.988, -8.509, 2.393)","(814.535, 584.403, -47.389, 12.155)","(795.299, 626.805, 1.842, 28.66)","(780.001, 653.633, -38.484, -0.249)"
13,"(447.681, 226.778, 48.577, -21.31)","(488.112, 219.228, 38.263, -26.841)","(522.122, 209.845, 49.068, -29.642)","(556.777, 203.228, 30.64, 7.787)","(590.534, 206.244, 38.887, 5.025)","(622.956, 200.471, 52.659, -7.608)","(657.028, 189.777, 28.366, -12.418)","(673.833, 175.841, 13.549, -17.513)","(693.029, 166.045, 3.317, -1.578)","(703.743, 166.034, 47.883, 0.341)","(710.845, 166.036, 20.995, 0.851)","(718.654, 166.079, 7.931, -7.238)","(732.712, 166.08, 17.712, -6.029)","(747.861, 166.414, 9.748, 4.509)","(758.805, 158.202, -14.744, 7.556)","(766.9, 162.19, 22.127, 11.991)","(767.634, 155.0, -9.345, -8.733)","(758.827, 149.944, -25.596, -11.962)","(756.104, 155.966, 2.567, 19.99)","(759.493, 156.25, -3.708, -4.178)","(763.816, 151.9, -2.564, -7.105)","(760.027, 153.429, 5.512, 2.349)","(758.58, 165.6, -1.192, 4.807)","(769.817, 177.347, 22.54, 15.415)","(778.052, 171.289, -5.781, -46.646)","(775.46, 141.044, -24.612, -21.957)","(774.612, 119.497, 10.141, -27.505)","(779.539, 96.934, -43.965, 13.397)"
14,"(623.972, 513.175, 13.761, 15.125)","(658.015, 522.99, 10.407, 19.454)","(689.273, 530.801, 17.052, 8.794)","(718.669, 533.998, 18.261, -9.714)","(743.265, 535.862, 22.37, 7.869)","(766.892, 540.097, 24.802, 4.331)","(782.21, 569.699, 22.167, 53.777)","(789.838, 613.654, -7.34, 49.472)","(791.324, 649.394, 14.814, 39.29)","(747.069, 660.29, -55.51, 4.074)","(700.793, 645.555, -35.117, -19.691)","(679.352, 636.085, -20.491, -0.158)","(678.572, 636.0, -46.785, -5.096)","(678.572, 636.0, -46.785, -5.096)","(678.572, 636.0, -46.785, -5.096)","(678.572, 636.0, -46.785, -5.096)","(670.907, 636.035, -48.542, -8.601)","(658.012, 636.112, -37.079, 4.568)","(647.255, 636.031, -29.819, -5.137)","(634.725, 636.096, -16.19, -1.686)","(630.244, 636.021, -35.938, -1.284)","(623.546, 636.082, -33.691, -0.183)","(606.404, 636.083, -35.159, 2.269)","(594.013, 636.1, -61.087, -4.108)","(576.362, 636.013, -42.751, -10.13)","(562.865, 636.024, -32.713, -4.623)","(545.279, 636.179, -48.111, -5.679)","(523.444, 636.194, -52.613, 10.003)"
15,"(745.644, 319.001, 24.207, -30.883)","(773.649, 284.758, 39.611, -31.0)","(796.388, 254.79, 26.909, -23.502)","(809.388, 226.631, 7.732, -19.045)","(810.845, 207.952, -2.85, -8.948)","(812.304, 194.253, 2.615, -16.992)","(808.102, 184.474, -10.592, -9.278)","(814.116, 162.02, 1.269, -51.284)","(814.46, 116.233, 5.791, -51.598)","(811.121, 77.908, 4.803, -31.809)","(810.013, 67.532, -15.848, -21.742)","(804.04, 64.458, -13.274, 4.39)","(771.868, 53.799, -52.015, -3.965)","(728.571, 51.734, -52.727, 10.64)","(678.603, 53.486, -30.571, 4.583)","(635.303, 55.403, -42.139, -2.55)","(591.911, 56.839, -52.071, -2.186)","(548.622, 60.06, -47.035, 1.634)","(505.12, 61.168, -35.935, 9.435)","(464.117, 62.222, -37.599, 10.39)","(425.541, 61.823, -25.54, 10.901)","(386.516, 62.152, -26.611, 16.251)","(345.527, 62.712, -42.302, -3.76)","(307.49, 62.208, -25.293, 15.867)","(269.248, 62.817, -21.532, -6.552)","(232.664, 65.704, -33.716, -6.297)","(190.206, 64.023, -45.211, 4.143)","(149.619, 67.648, -61.075, 7.02)"
16,"(622.239, 192.625, 14.584, -9.633)","(651.275, 178.712, 31.14, -0.469)","(682.756, 168.632, 29.725, -14.078)","(696.487, 166.141, 16.91, 3.111)","(708.031, 166.013, 46.419, -5.748)","(708.031, 166.013, 46.419, -5.748)","(708.031, 166.013, 46.419, -5.748)","(708.031, 166.013, 46.419, -5.748)","(716.328, 166.026, 26.665, -2.187)","(738.927, 170.072, -8.898, 0.548)","(746.566, 173.142, -18.364, -6.185)","(751.222, 182.958, 25.312, 9.474)","(769.25, 184.224, 47.645, -1.64)","(780.9, 149.648, -8.254, -40.806)","(773.507, 120.473, -18.688, -25.509)","(776.432, 96.05, -8.641, -25.049)","(742.942, 94.168, -55.76, -14.736)","(699.869, 102.887, -34.956, 26.792)","(669.368, 90.793, -35.289, 0.792)","(628.056, 86.553, -50.584, 6.046)","(589.724, 91.379, -25.577, 23.136)","(547.577, 95.344, -35.951, -8.087)","(509.159, 102.662, -51.979, -5.526)","(469.934, 104.945, -32.082, 3.31)","(431.859, 105.015, -32.808, -8.709)","(395.417, 101.896, -32.807, -12.444)","(358.271, 100.355, -42.567, -3.959)","(321.904, 100.043, -25.165, -2.482)"
17,"(699.95, 172.782, 55.49, -14.266)","(738.449, 167.092, 21.799, 12.839)","(764.771, 173.183, 38.799, 4.044)","(781.626, 160.202, 17.399, -65.767)","(777.337, 110.359, 18.55, -51.063)","(748.87, 85.919, -46.058, -7.303)","(704.863, 85.886, -57.402, 11.037)","(663.278, 92.049, -53.565, 8.255)","(624.876, 94.376, -47.402, 0.063)","(583.885, 93.804, -32.277, 5.29)","(543.993, 88.317, -36.037, 11.716)","(494.774, 86.908, -58.958, 4.316)","(449.147, 85.809, -44.778, -10.722)","(405.327, 84.777, -28.645, -0.64)","(361.432, 83.911, -32.107, -1.155)","(317.998, 81.801, -49.589, -14.366)","(274.994, 79.737, -45.652, -12.762)","(232.439, 80.759, -44.095, 11.519)","(191.38, 79.37, -31.324, -2.245)","(148.491, 76.456, -35.735, -2.396)","(119.747, 108.717, -7.452, 30.999)","(103.677, 149.616, -15.892, 33.935)","(93.659, 191.404, -19.747, 34.362)","(86.533, 232.672, 0.833, 34.322)","(81.823, 274.215, -14.502, 40.081)","(76.761, 314.253, -9.747, 43.921)","(76.069, 347.758, 3.561, 18.233)","(46.075, 363.984, -40.322, -1.276)"
18,"(675.373, 401.961, 34.227, -29.14)","(694.538, 383.511, 27.02, -18.63)","(716.08, 363.249, 3.936, -5.352)","(735.878, 341.841, 15.68, -29.412)","(756.551, 322.131, 28.73, -9.091)","(774.454, 303.463, 2.358, -22.693)","(791.304, 281.251, 22.958, -20.115)","(805.463, 259.095, -1.402, -4.398)","(810.524, 236.694, 9.502, -14.619)","(816.323, 221.535, -5.324, -30.413)","(816.081, 208.885, 1.258, -34.831)","(813.417, 191.525, 25.428, -6.98)","(817.894, 169.183, 10.887, -14.911)","(815.62, 127.488, 12.758, -31.647)","(816.385, 88.859, 5.251, -5.212)","(814.693, 71.282, 8.218, -16.018)","(810.038, 65.668, -14.881, 8.119)","(801.456, 65.166, 3.412, -12.891)","(772.352, 52.995, -35.447, -17.496)","(736.643, 51.944, -46.372, 2.783)","(699.297, 54.669, -31.701, 17.505)","(660.186, 56.654, -22.084, -3.44)","(620.788, 56.921, -47.925, -4.593)","(580.577, 58.29, -43.266, -2.582)","(542.615, 56.251, -24.988, 17.326)","(504.419, 58.687, -47.844, -2.608)","(470.407, 59.705, -18.83, -11.9)","(434.823, 60.649, -28.74, 11.25)"
19,"(659.816, 581.425, 34.678, -1.509)","(688.123, 583.884, 36.191, -2.379)","(711.173, 583.634, 24.583, -11.343)","(739.591, 579.032, 42.617, -25.078)","(759.097, 568.666, 19.11, -23.991)","(778.43, 585.622, 14.989, 60.897)","(780.839, 625.151, 4.45, 51.682)","(771.766, 654.432, -69.767, -7.338)","(722.517, 645.523, -43.884, -7.522)","(685.171, 638.225, -39.662, 3.119)","(658.186, 636.004, -29.833, -2.367)","(644.789, 636.192, -49.878, 2.157)","(637.626, 636.05, -48.95, -1.729)","(637.626, 636.05, -48.95, -1.729)","(634.537, 636.015, -65.08, -1.974)","(634.537, 636.015, -65.08, -1.974)","(634.537, 636.015, -65.08, -1.974)","(629.0, 636.024, -56.9, 0.475)","(619.34, 636.112, -77.74, 1.371)","(607.431, 636.007, -52.947, -2.491)","(591.442, 636.027, -62.477, -7.426)","(576.4, 636.009, -47.463, -5.536)","(566.93, 636.047, -56.738, -2.261)","(546.201, 636.172, -56.92, -0.904)","(530.404, 636.089, -33.578, 0.968)","(504.736, 636.166, -44.165, 6.626)","(485.645, 636.15, -32.756, 8.443)","(455.431, 636.183, -52.725, 6.705)"
20,"(398.554, 386.562, 32.542, -17.932)","(429.579, 383.589, 16.5, -11.665)","(466.577, 372.72, 41.665, -17.522)","(506.367, 362.427, 39.202, -1.396)","(542.166, 354.756, 49.107, -25.283)","(575.576, 345.341, 24.832, -21.666)","(609.218, 334.554, 41.661, -22.126)","(639.69, 324.556, 28.056, -12.64)","(670.035, 313.667, 44.072, -19.807)","(695.455, 302.581, 27.676, -17.2)","(722.542, 291.893, 36.326, -13.089)","(750.127, 283.189, 18.244, -1.348)","(773.338, 274.277, 5.792, -16.252)","(788.847, 257.411, 6.909, -17.871)","(795.542, 238.989, 14.31, -31.914)","(799.636, 230.839, -18.281, -4.119)","(795.847, 222.966, 0.728, 2.676)","(795.767, 207.157, 0.213, -35.299)","(803.872, 177.707, -8.891, -16.71)","(800.019, 152.896, -23.6, -35.182)","(799.515, 128.132, -4.445, -11.194)","(805.692, 100.234, -5.399, -41.53)","(803.783, 73.64, -8.862, -13.539)","(784.586, 54.158, -24.8, -17.395)","(746.667, 49.926, -55.481, 17.702)","(706.777, 54.666, -33.488, 9.98)","(667.459, 54.084, -63.87, -0.458)","(624.886, 55.133, -63.581, 13.226)"
21,"(765.527, 202.877, 64.528, -20.257)","(790.006, 156.649, 17.466, -40.451)","(791.769, 102.335, -22.492, -42.491)","(752.077, 84.146, -61.088, -20.347)","(702.326, 80.161, -34.258, 5.669)","(655.205, 83.848, -52.66, -0.947)","(605.827, 82.729, -59.409, -6.51)","(560.87, 77.107, -37.413, -7.805)","(513.551, 75.058, -43.883, -2.504)","(469.529, 76.377, -39.664, 12.506)","(422.377, 78.537, -57.126, 0.85)","(375.214, 79.958, -39.461, -4.699)","(328.001, 80.118, -49.093, -7.703)","(282.913, 79.472, -49.746, 8.918)","(236.059, 79.382, -38.511, -0.979)","(192.354, 79.364, -30.116, 8.538)","(153.584, 77.678, -34.111, 3.958)","(123.762, 112.559, -32.07, 34.476)","(106.438, 153.411, -22.763, 51.96)","(97.456, 195.153, -2.476, 59.136)","(88.773, 238.814, -9.902, 50.301)","(83.147, 282.292, -14.356, 31.519)","(76.734, 326.211, -18.269, 40.919)","(64.622, 360.514, -40.419, 2.866)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(344.89, 235.329, 25.13, -13.142)","(377.181, 230.375, 22.503, 1.949)","(412.209, 226.838, 35.744, -19.35)","(445.8, 221.594, 24.127, -0.403)","(480.47, 216.784, 59.684, -19.685)","(515.048, 213.078, 43.304, -14.885)","(546.163, 209.509, 35.467, -10.788)","(576.298, 209.835, 16.285, 3.421)","(611.552, 207.913, 22.797, -9.261)","(641.896, 204.563, 40.656, -3.784)","(663.402, 200.767, 33.757, -17.598)","(687.288, 198.251, 40.904, -7.165)","(712.421, 195.808, 6.34, 0.384)","(735.507, 193.8, -15.302, -14.028)","(752.367, 189.684, 18.169, -16.95)","(766.762, 190.548, 1.243, 19.749)","(775.066, 172.605, -17.407, -13.741)","(779.338, 126.953, 19.819, -8.364)","(783.203, 96.317, -15.436, -21.535)","(746.317, 83.242, -40.263, 10.067)","(712.119, 90.216, -46.843, -5.596)","(676.405, 80.658, -42.04, 16.614)","(637.758, 79.157, -44.851, -13.349)","(598.738, 79.513, -56.071, 24.538)","(558.221, 80.576, -37.779, -10.919)","(515.596, 89.328, -55.27, -6.236)","(475.551, 94.775, -43.664, 16.963)","(438.245, 96.833, -23.727, -14.938)"
