,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
27,"(776.258, 546.327, 17.879, 62.173)","(791.29, 598.88, 2.442, 47.345)","(788.954, 654.175, -28.415, 28.204)","(744.893, 668.037, -64.915, 4.051)","(693.451, 671.517, -48.262, -9.503)","(644.472, 672.038, -44.64, -16.074)","(595.023, 669.833, -40.548, -15.369)","(547.31, 665.973, -52.161, -6.008)","(500.288, 662.665, -47.114, 1.718)","(455.25, 660.859, -51.501, -9.748)","(410.015, 659.156, -48.918, -11.871)","(363.542, 658.56, -27.84, 12.951)","(320.676, 659.655, -31.444, -5.206)","(275.336, 660.604, -58.629, 2.015)","(231.362, 663.207, -51.02, 14.677)","(188.678, 663.996, -56.059, -12.984)","(148.984, 660.695, -58.379, 4.875)","(129.91, 620.981, -25.197, -24.096)","(118.398, 579.594, -23.63, -37.54)","(104.871, 540.117, -19.469, -25.51)","(91.748, 499.373, -2.917, -53.873)","(82.261, 457.329, -6.85, -49.685)","(74.669, 417.207, 5.378, -41.468)","(59.91, 385.479, -25.564, -23.465)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
28,"(325.259, 458.817, 39.906, -13.733)","(361.927, 455.983, 20.77, 6.432)","(397.879, 453.859, 39.117, 3.09)","(433.405, 449.931, 46.27, 7.097)","(468.842, 445.617, 40.007, -16.991)","(503.167, 442.874, 41.769, -6.095)","(536.738, 442.233, 22.672, -14.659)","(570.965, 443.599, 42.472, -5.228)","(604.863, 444.809, 31.161, -5.034)","(637.79, 448.883, 46.428, 7.307)","(667.88, 452.383, 36.705, -8.322)","(695.149, 458.926, 39.115, 18.579)","(723.386, 465.553, 31.31, 22.199)","(746.039, 475.502, 9.499, 4.172)","(766.684, 482.995, 15.392, 24.293)","(779.042, 492.685, 17.149, 2.684)","(792.833, 501.328, -2.189, 7.536)","(800.616, 509.712, 17.111, 28.5)","(805.869, 523.125, -2.235, 13.791)","(805.733, 537.824, 33.233, 26.337)","(811.605, 563.297, 0.183, 36.235)","(805.367, 584.916, -1.525, 27.652)","(801.544, 619.589, -0.504, 28.195)","(811.24, 644.473, 5.992, 36.549)","(806.966, 668.495, -8.194, 21.472)","(783.935, 681.294, -27.943, 12.038)","(746.065, 689.677, -25.706, 6.227)","(717.506, 690.042, -25.9, 6.328)","(683.525, 688.456, -47.429, -0.372)","(649.87, 687.091, -28.957, 8.519)","(612.312, 689.617, -34.212, -6.597)","(573.798, 687.377, -51.043, 16.388)","(536.593, 688.022, -35.543, -11.169)","(497.831, 686.483, -56.528, -8.613)","(460.607, 687.685, -32.185, 1.24)","(422.662, 685.109, -47.723, -16.077)","(383.725, 684.708, -36.577, -9.803)","(344.239, 683.076, -20.412, 5.624)"
29,"(291.528, 304.896, 31.937, 0.44)","(329.687, 295.413, 41.432, -18.955)","(368.451, 288.362, 18.514, -2.324)","(403.124, 281.343, 49.286, -17.388)","(438.582, 276.088, 32.857, 4.465)","(474.659, 267.911, 23.005, -4.315)","(511.602, 259.446, 29.318, 8.145)","(549.249, 253.227, 40.508, 7.01)","(584.073, 246.155, 45.209, -16.262)","(614.02, 242.836, 13.636, 11.185)","(639.395, 239.599, 32.744, 10.885)","(664.343, 234.644, 29.978, -14.954)","(687.183, 230.16, 14.482, -4.106)","(708.724, 220.229, 11.077, -11.869)","(731.017, 218.336, 9.091, -19.469)","(753.743, 216.541, 29.35, 0.05)","(775.121, 206.399, 0.345, -31.342)","(791.634, 185.979, 15.581, -34.816)","(798.749, 150.687, 0.456, -29.432)","(802.399, 118.733, 19.838, -25.566)","(786.795, 91.857, -41.16, -11.395)","(749.582, 86.832, -47.803, -11.584)","(709.221, 85.204, -50.757, 7.247)","(675.244, 81.619, -48.849, -5.309)","(639.852, 83.831, -23.995, -1.196)","(605.966, 89.07, -53.279, 7.934)","(563.413, 97.041, -41.513, -1.287)","(526.135, 99.508, -39.18, -15.231)","(488.472, 99.526, -57.564, -3.48)","(446.967, 98.564, -52.959, -11.973)","(407.299, 98.25, -54.239, 9.946)","(369.406, 98.446, -32.344, -7.312)","(332.958, 97.607, -42.445, -5.557)","(298.615, 96.716, -45.378, -14.66)","(263.43, 96.15, -43.181, -8.655)","(229.279, 92.977, -37.431, -13.321)","(192.984, 95.425, -56.928, -12.025)","(160.538, 88.3, -24.786, -22.074)"
30,"(512.051, 365.926, 14.327, -17.925)","(539.835, 358.436, 18.468, -5.62)","(567.734, 352.592, 42.649, -7.783)","(597.519, 345.832, 32.613, -9.135)","(627.597, 338.057, 41.414, -15.914)","(658.121, 327.786, 35.983, 4.073)","(687.492, 318.335, 40.024, 3.51)","(714.305, 308.581, 21.479, -17.708)","(738.138, 297.416, 30.97, -1.116)","(757.109, 288.683, 12.373, -14.204)","(775.731, 276.949, 27.805, -1.512)","(789.581, 269.03, 15.098, -23.616)","(799.852, 259.501, 14.618, -24.45)","(808.19, 250.404, -7.128, -0.997)","(813.352, 237.483, -9.366, -11.205)","(815.819, 229.623, -16.583, -9.785)","(817.162, 223.486, 10.157, -15.9)","(812.75, 214.668, -20.755, -16.664)","(812.137, 196.668, 29.488, -32.117)","(820.681, 180.215, 9.875, -6.779)","(823.788, 175.554, -7.612, -7.152)","(835.126, 174.395, 5.575, -4.915)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)","(839.887, 166.052, -14.625, -4.95)"
31,"(370.634, 510.074, 31.232, 5.682)","(406.837, 512.327, 38.223, -12.481)","(444.472, 513.469, 54.58, 5.623)","(482.968, 513.363, 22.995, -1.131)","(519.332, 514.512, 47.728, 3.129)","(558.426, 515.021, 18.47, 9.555)","(591.569, 517.171, 34.292, 5.165)","(622.804, 522.766, 17.284, 10.532)","(652.061, 528.883, 15.009, -3.058)","(683.309, 526.6, 42.794, 13.249)","(712.709, 525.383, 18.086, -10.936)","(742.816, 527.449, 38.805, 1.233)","(762.091, 533.345, 4.336, 3.224)","(776.972, 544.581, 12.659, 12.656)","(794.622, 560.416, 10.503, 3.057)","(801.34, 585.451, 1.904, 46.603)","(805.701, 615.511, -6.832, 68.382)","(813.341, 650.558, 2.294, 18.524)","(806.415, 670.709, -32.406, 4.382)","(784.512, 693.205, -20.268, 29.082)","(746.82, 695.157, -50.742, -3.39)","(703.309, 692.998, -49.806, 13.712)","(667.612, 693.378, -32.961, 4.838)","(630.865, 691.551, -47.813, -3.933)","(592.726, 691.078, -26.427, -4.407)","(552.183, 689.529, -49.954, -5.322)","(511.278, 692.293, -55.464, 3.281)","(472.852, 690.367, -47.339, 17.61)","(429.715, 688.605, -53.59, -18.988)","(385.651, 687.28, -45.193, 0.349)","(343.791, 683.81, -49.92, 1.347)","(303.2, 682.163, -26.172, 5.891)","(266.216, 681.067, -44.992, -0.238)","(236.681, 678.018, -9.643, -11.287)","(206.118, 682.089, -46.911, 7.048)","(172.669, 687.498, -18.507, -24.28)","(131.147, 671.043, -44.237, -4.27)","(100.062, 644.988, -26.462, -19.356)"
32,"(591.052, 299.374, 31.86, -38.033)","(637.336, 268.691, 31.911, -41.282)","(676.136, 247.137, 47.925, -17.371)","(709.583, 232.036, 43.367, -29.649)","(737.161, 218.988, 13.945, -12.422)","(760.96, 209.468, 12.884, 9.306)","(774.801, 183.579, -2.082, -29.637)","(786.19, 147.925, 6.752, -48.714)","(782.45, 107.273, -1.402, -44.098)","(745.094, 100.491, -54.186, 2.875)","(704.192, 111.048, -30.625, 6.898)","(661.499, 113.63, -51.15, 13.037)","(633.444, 113.863, -34.773, -0.116)","(608.63, 113.933, -49.898, 6.425)","(584.871, 113.997, -45.603, 1.561)","(566.853, 113.589, -23.091, -9.013)","(525.991, 101.429, -31.981, -3.351)","(483.926, 99.464, -35.705, 16.977)","(441.742, 99.486, -38.863, 10.292)","(399.318, 99.297, -34.028, -6.525)","(362.481, 97.406, -47.166, -11.687)","(322.149, 98.265, -45.452, 13.063)","(282.196, 95.713, -58.988, 13.189)","(242.642, 94.137, -46.01, 5.569)","(201.926, 90.481, -28.571, -6.037)","(166.555, 87.374, -33.275, -7.117)","(128.658, 102.152, -17.524, 52.102)","(113.834, 142.43, 4.988, 40.485)","(109.522, 179.529, -12.457, 34.325)","(109.48, 220.55, -1.853, 42.665)","(108.213, 258.537, 2.878, 21.82)","(105.015, 293.293, -12.432, 19.152)","(100.644, 326.193, -9.825, 26.207)","(93.176, 349.425, 6.191, 13.596)","(87.914, 366.151, -13.048, 15.705)","(55.155, 372.791, -69.02, 6.447)","(None, None, None, None)","(None, None, None, None)"
33,"(345.294, 561.219, 26.912, -7.056)","(376.049, 562.706, 21.131, -6.493)","(414.384, 565.532, 47.395, -5.627)","(452.884, 566.273, 28.469, -17.291)","(487.588, 565.71, 46.862, 8.163)","(524.376, 565.525, 31.649, 3.56)","(558.699, 564.176, 44.056, 2.45)","(588.983, 565.151, 43.623, 7.425)","(618.332, 557.213, 32.98, -1.672)","(657.257, 553.281, 47.249, 1.381)","(681.273, 546.591, 13.939, 14.169)","(704.557, 549.344, 0.539, 6.977)","(725.478, 549.337, 24.43, 4.647)","(744.307, 549.196, 12.281, 3.82)","(762.633, 549.588, 27.334, 2.783)","(778.481, 575.31, -1.369, 73.401)","(775.796, 616.607, 5.874, 35.729)","(785.871, 649.882, -13.786, 22.913)","(753.83, 669.445, -64.414, 32.532)","(714.729, 662.796, -13.476, -22.248)","(681.556, 668.611, -48.276, 3.312)","(646.59, 667.444, -40.611, -8.944)","(610.224, 666.93, -49.667, 11.634)","(564.779, 661.728, -61.344, -5.5)","(536.509, 656.282, -21.866, -6.067)","(490.962, 660.892, -57.451, 13.473)","(446.515, 663.378, -58.299, 7.579)","(403.134, 651.906, -43.999, -22.311)","(368.989, 640.791, -17.594, -0.669)","(332.316, 637.862, -19.93, -5.269)","(297.581, 636.847, -46.081, -9.077)","(265.56, 638.932, -21.42, -14.588)","(243.018, 640.83, -19.402, -15.223)","(227.099, 643.161, -4.201, 20.542)","(214.062, 655.004, -8.834, 15.046)","(180.673, 665.358, -52.853, -12.531)","(143.801, 656.854, -19.641, -18.176)","(137.182, 612.069, 4.544, -50.455)"
34,"(580.723, 339.167, 43.464, -7.835)","(616.932, 317.769, 43.562, -22.457)","(645.83, 300.831, 24.716, -19.936)","(677.032, 281.958, 28.203, -23.179)","(713.034, 264.135, 22.215, -22.779)","(746.842, 249.732, 37.133, -0.304)","(770.577, 230.327, 21.896, -17.23)","(778.299, 205.756, 3.433, -27.003)","(784.776, 178.207, 21.979, -28.928)","(789.138, 131.188, -25.338, -37.793)","(789.542, 97.429, 19.725, -29.475)","(744.904, 92.495, -62.282, -5.544)","(702.72, 100.914, -48.222, -3.783)","(671.871, 107.048, -23.341, 10.698)","(651.834, 114.0, -31.082, 1.529)","(651.834, 114.0, -31.082, 1.529)","(648.435, 113.895, -40.634, -0.921)","(630.557, 113.961, -53.312, 2.129)","(618.274, 113.932, -40.861, -1.24)","(617.597, 113.986, -40.65, 3.234)","(615.766, 113.982, -29.149, 1.606)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(614.468, 113.959, -24.356, -1.583)","(611.681, 113.919, -55.558, -2.563)","(594.69, 113.943, -78.429, -1.305)","(569.435, 113.949, -47.024, 5.245)","(525.365, 98.649, -55.055, -9.397)","(485.585, 94.843, -36.006, 15.64)","(445.289, 96.362, -47.804, -1.454)","(404.096, 96.287, -46.114, -1.826)"
35,"(672.761, 267.848, 24.802, -19.211)","(707.716, 246.671, 30.263, -4.883)","(737.743, 228.799, 25.202, -22.35)","(765.368, 213.882, 38.869, -17.556)","(782.742, 195.106, 28.839, -34.005)","(808.087, 154.806, 21.041, -31.657)","(804.354, 115.405, -18.214, -60.842)","(789.062, 79.617, -14.681, -38.258)","(754.019, 57.444, -51.316, 13.516)","(710.804, 60.93, -42.174, 1.733)","(670.93, 65.37, -46.332, 12.636)","(628.657, 65.471, -50.654, -15.373)","(587.625, 65.865, -48.956, -12.742)","(541.516, 66.324, -29.639, -8.813)","(495.309, 69.316, -55.194, -2.673)","(449.86, 69.575, -52.362, 10.773)","(405.612, 71.975, -28.626, 2.052)","(362.219, 72.208, -52.309, 16.637)","(318.231, 72.288, -34.971, -11.852)","(276.202, 75.047, -55.122, -0.396)","(234.04, 77.282, -42.766, 16.314)","(195.243, 78.257, -26.973, 5.38)","(155.09, 76.97, -43.404, -18.798)","(122.434, 108.457, -39.125, 53.09)","(106.64, 148.598, 3.323, 43.902)","(96.313, 189.018, -21.316, 42.084)","(89.358, 228.665, -13.916, 35.746)","(84.335, 268.774, 2.625, 35.882)","(79.316, 304.347, -14.267, 30.31)","(78.289, 339.633, 1.488, 47.151)","(62.524, 364.808, -21.092, 22.912)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
36,"(239.76, 331.996, 31.125, -17.666)","(258.65, 324.215, 17.045, -18.941)","(282.005, 317.567, 16.205, -1.938)","(307.136, 309.668, 41.975, -7.485)","(336.933, 302.143, 27.603, -13.261)","(368.829, 293.11, 27.535, -16.424)","(400.132, 286.536, 31.45, -2.122)","(431.184, 277.278, 40.405, -15.899)","(461.359, 270.067, 40.968, -15.91)","(492.336, 265.356, 16.966, 0.029)","(522.121, 259.604, 41.532, 7.867)","(550.564, 253.914, 29.044, -11.798)","(578.594, 247.023, 41.389, -10.526)","(602.219, 241.45, 32.1, -17.825)","(625.209, 237.065, 30.991, -9.738)","(648.907, 235.394, 23.982, -0.388)","(669.432, 233.207, 13.808, -1.977)","(689.968, 232.333, 26.132, -15.55)","(706.253, 233.015, 12.082, -17.682)","(722.38, 231.076, 14.985, -9.506)","(735.148, 230.35, 10.863, 9.865)","(750.383, 229.413, 13.307, 0.043)","(770.762, 224.179, 30.756, -6.85)","(786.925, 216.299, 17.165, 1.686)","(799.242, 197.283, 19.454, -33.593)","(798.944, 177.754, -1.319, -31.142)","(796.727, 155.212, -16.745, -17.359)","(798.025, 130.004, 8.794, -35.563)","(803.556, 94.18, -5.554, -30.635)","(790.789, 79.266, -13.074, 5.298)","(769.352, 76.264, -29.323, 4.755)","(748.422, 72.421, -26.701, 2.484)","(722.679, 68.437, -28.774, 4.894)","(691.143, 66.173, -40.311, -7.567)","(658.955, 67.73, -37.693, -5.424)","(626.732, 65.945, -49.97, 15.484)","(592.601, 64.436, -41.255, 2.607)","(558.318, 64.235, -19.551, -3.492)"
37,"(594.721, 204.812, 52.97, 13.08)","(642.194, 199.683, 34.563, 0.574)","(682.054, 194.712, 15.454, 2.26)","(713.356, 190.988, 49.683, 8.451)","(738.665, 182.405, 16.106, 3.011)","(754.919, 176.592, 15.965, 15.66)","(771.158, 167.988, 3.226, -11.915)","(764.013, 154.971, -4.945, 12.14)","(761.318, 161.097, 7.124, 8.25)","(757.514, 164.054, -5.65, -1.135)","(765.116, 168.407, 0.949, -10.132)","(778.231, 170.558, 28.718, 3.179)","(795.647, 159.247, 7.417, -43.215)","(800.107, 116.275, 12.933, -50.916)","(802.126, 83.255, -3.027, -19.532)","(786.5, 59.172, -21.92, -17.167)","(745.717, 53.136, -58.584, 2.929)","(693.491, 59.459, -47.4, -11.74)","(654.827, 58.551, -41.902, 6.019)","(614.995, 58.036, -49.174, 4.747)","(577.002, 56.681, -29.345, -3.086)","(536.357, 58.733, -54.696, 2.805)","(495.654, 61.668, -57.51, -3.625)","(452.657, 62.318, -53.842, -13.702)","(410.273, 61.391, -41.014, -2.016)","(368.765, 61.977, -52.751, -8.321)","(326.095, 61.89, -37.241, 0.076)","(284.238, 63.508, -30.005, 1.723)","(244.058, 66.033, -22.915, 5.176)","(209.906, 68.465, -49.988, -11.338)","(173.196, 66.187, -40.165, -11.019)","(134.602, 74.277, -41.963, 20.678)","(105.721, 104.334, -33.234, 20.587)","(82.916, 143.966, -27.115, 40.813)","(68.204, 184.79, -17.083, 39.266)","(62.568, 224.246, 11.707, 28.427)","(61.481, 263.951, 13.244, 23.787)","(62.289, 301.4, 7.371, 46.019)"
38,"(485.457, 327.996, 23.276, -8.209)","(515.84, 325.772, 31.942, 11.578)","(551.513, 316.303, 51.985, -7.559)","(585.057, 304.045, 52.224, -8.033)","(616.775, 292.289, 30.913, -14.909)","(649.842, 280.834, 25.85, -12.055)","(684.429, 268.262, 21.464, -25.525)","(714.045, 259.383, 33.03, -28.869)","(738.591, 253.066, 4.543, 3.373)","(757.124, 243.888, 14.427, -27.01)","(772.549, 236.639, 20.203, -4.448)","(780.434, 222.404, -4.45, -17.291)","(783.999, 202.781, -3.287, -35.354)","(798.842, 153.921, -1.326, -43.385)","(799.02, 112.0, -8.725, -34.525)","(796.088, 87.949, -23.847, -15.861)","(767.479, 69.743, -33.22, -4.201)","(727.755, 60.068, -46.271, -8.706)","(693.737, 64.731, -8.112, -12.742)","(655.899, 67.401, -30.444, -8.663)","(617.129, 70.888, -61.9, -12.189)","(575.989, 69.063, -47.242, 4.61)","(531.467, 70.27, -51.49, 1.772)","(491.601, 71.292, -39.307, -13.069)","(449.347, 71.792, -25.383, 15.171)","(408.248, 73.207, -34.005, 0.943)","(365.337, 73.397, -51.613, -3.467)","(324.64, 72.828, -35.053, 2.408)","(283.721, 72.959, -52.017, -6.597)","(247.452, 70.157, -46.963, -8.559)","(209.382, 71.901, -42.218, -4.614)","(175.033, 69.241, -23.993, -10.856)","(133.55, 81.804, -40.382, 42.593)","(103.262, 121.213, -30.094, 27.376)","(93.107, 159.959, 1.073, 41.677)","(85.588, 197.691, -8.159, 52.597)","(78.172, 231.454, -17.1, 22.634)","(72.68, 267.365, 11.188, 35.763)"
39,"(546.694, 377.327, 36.16, -1.932)","(580.344, 367.882, 33.368, -12.344)","(612.993, 356.259, 33.837, 0.791)","(642.465, 339.848, 40.258, -30.881)","(676.482, 320.317, 49.149, -28.847)","(706.598, 302.269, 27.221, -19.109)","(734.481, 284.953, 23.517, -6.745)","(755.12, 273.068, 0.163, -20.493)","(770.301, 264.144, 23.056, 2.547)","(787.599, 251.529, 24.952, -10.395)","(794.598, 235.405, 0.52, -6.2)","(802.417, 222.337, 11.472, -38.067)","(804.044, 213.177, 8.439, -15.563)","(804.877, 188.045, 6.252, -52.666)","(805.194, 150.462, -2.067, -39.933)","(799.326, 109.058, 6.733, -49.877)","(805.555, 80.185, -18.214, -16.772)","(788.958, 56.243, -26.263, -22.219)","(751.192, 48.579, -64.923, 17.059)","(701.965, 59.753, -35.218, 11.643)","(659.854, 62.474, -49.58, 3.559)","(619.305, 60.376, -43.27, -16.68)","(574.339, 59.408, -50.206, -4.238)","(531.888, 59.777, -29.193, 2.323)","(491.737, 62.228, -48.921, -3.608)","(452.377, 60.537, -56.373, -4.594)","(412.212, 61.575, -50.023, -1.043)","(371.391, 62.172, -44.274, 12.103)","(333.882, 61.759, -36.707, 8.078)","(295.925, 62.154, -23.286, -14.009)","(259.096, 62.056, -27.479, 2.698)","(225.011, 65.35, -16.643, -0.977)","(188.768, 62.966, -33.908, 8.967)","(144.882, 68.808, -69.471, 7.506)","(105.293, 94.723, -30.798, 30.607)","(79.501, 126.785, -13.845, 19.922)","(68.659, 165.62, 5.21, 53.406)","(63.202, 205.359, -17.042, 42.219)"
40,"(672.298, 581.62, 42.297, 11.28)","(689.984, 583.829, 38.376, -4.028)","(709.982, 583.928, 49.633, 18.218)","(739.672, 579.044, 14.917, -23.843)","(752.218, 578.651, 9.241, -9.904)","(769.933, 573.016, 34.004, -32.765)","(785.502, 598.949, 9.605, 68.306)","(792.376, 638.638, 10.696, 57.983)","(786.489, 666.645, -16.12, 40.707)","(753.683, 691.298, -39.04, 24.697)","(711.409, 690.281, -38.278, -12.993)","(669.513, 685.955, -37.277, -15.754)","(629.316, 686.459, -58.748, 4.2)","(588.951, 683.333, -51.385, 1.817)","(545.202, 681.446, -59.377, -9.531)","(500.309, 679.735, -28.572, 12.011)","(460.416, 675.393, -50.151, -11.6)","(419.12, 673.621, -51.775, 12.394)","(371.858, 677.235, -38.308, -13.998)","(324.464, 675.592, -61.483, -10.866)","(281.567, 671.226, -46.409, -18.544)","(242.663, 669.468, -34.45, 3.515)","(201.908, 669.243, -34.81, 3.203)","(162.355, 665.603, -56.891, 4.474)","(130.816, 639.947, -18.723, -29.238)","(113.324, 598.257, -12.688, -26.916)","(103.775, 559.046, 5.599, -32.895)","(93.634, 518.571, -21.74, -28.856)","(88.131, 479.583, -16.996, -20.07)","(81.747, 444.826, -17.594, -31.831)","(80.189, 414.53, -7.433, -16.767)","(67.844, 388.653, -48.051, -9.951)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
41,"(707.344, 350.776, 32.676, -22.322)","(733.002, 321.797, 28.063, -17.625)","(752.004, 289.889, 8.733, -18.626)","(769.85, 253.276, 12.366, -28.827)","(787.215, 223.998, 27.09, -25.903)","(798.722, 192.853, 13.123, -47.148)","(814.089, 152.735, 13.297, -42.207)","(804.942, 115.012, -22.655, -43.547)","(795.322, 82.908, -3.776, -26.296)","(767.659, 63.762, -35.409, 0.249)","(728.615, 60.375, -30.12, -8.165)","(686.97, 61.773, -46.765, 1.292)","(645.573, 63.757, -39.919, -11.753)","(603.907, 63.355, -39.991, -13.168)","(564.227, 64.672, -23.846, 14.802)","(524.45, 66.417, -25.902, -9.772)","(485.059, 67.904, -49.918, -6.9)","(444.585, 68.032, -44.173, 15.745)","(404.023, 69.254, -55.397, 12.405)","(360.47, 69.491, -42.762, 13.854)","(320.381, 69.101, -46.869, 15.535)","(280.696, 72.353, -41.072, -8.672)","(241.631, 73.879, -26.615, 16.757)","(202.572, 75.963, -46.468, 3.099)","(161.959, 74.956, -59.383, 5.337)","(125.869, 93.657, -43.107, 26.067)","(103.335, 133.154, -31.412, 30.512)","(88.772, 174.155, -14.27, 37.183)","(80.75, 213.095, -11.271, 31.145)","(73.106, 251.035, -3.551, 34.878)","(67.337, 289.857, -11.383, 42.603)","(67.185, 324.941, -1.093, 44.044)","(69.35, 357.291, -21.524, 45.431)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
42,"(445.298, 201.807, 21.263, -3.736)","(476.656, 198.729, 44.663, 12.248)","(511.655, 194.661, 50.584, 2.592)","(547.896, 191.883, 45.495, -12.97)","(581.756, 191.178, 28.562, 5.623)","(617.874, 196.887, 40.763, -4.937)","(658.023, 196.268, 24.95, -5.853)","(691.686, 195.22, 55.251, -11.592)","(723.876, 192.507, 20.912, -8.93)","(744.05, 195.038, 12.082, 15.554)","(766.583, 197.068, 39.515, 0.139)","(767.136, 177.24, 11.953, -21.965)","(762.027, 127.858, -0.368, -12.265)","(754.114, 113.691, -10.471, -7.519)","(756.415, 100.901, 7.219, -12.446)","(748.566, 98.996, 8.502, 16.326)","(756.098, 94.649, -10.817, -18.969)","(752.289, 83.176, -22.659, 3.404)","(752.878, 76.386, 5.448, 30.216)","(738.063, 85.976, -20.885, -21.787)","(748.66, 70.752, 25.082, -7.206)","(773.599, 71.108, -54.315, -2.476)","(725.599, 61.052, -55.634, -0.008)","(686.398, 58.616, -56.614, -14.177)","(650.136, 56.668, -57.205, -1.752)","(609.281, 56.951, -31.801, -6.827)","(568.86, 59.586, -45.067, -10.533)","(529.04, 61.358, -38.593, 15.721)","(490.883, 60.79, -35.24, -13.85)","(453.422, 62.614, -44.537, 11.516)","(417.123, 64.057, -43.679, -4.46)","(378.833, 64.822, -40.076, 2.467)","(341.377, 65.701, -50.418, 1.233)","(306.221, 64.961, -38.25, 3.511)","(271.175, 65.285, -25.712, 2.701)","(233.05, 67.233, -55.893, 7.674)","(196.981, 65.439, -27.152, -10.962)","(156.123, 67.085, -46.259, 6.15)"
43,"(244.41, 420.102, 25.129, -6.871)","(272.223, 423.899, 44.28, -11.576)","(303.142, 427.895, 23.326, -3.261)","(337.159, 428.797, 49.638, -10.775)","(370.546, 430.097, 37.619, -3.492)","(404.744, 433.473, 46.793, -13.258)","(437.647, 436.378, 48.26, 7.271)","(471.719, 439.234, 31.744, 10.637)","(504.717, 441.917, 23.402, -3.787)","(537.136, 446.367, 31.707, 8.631)","(568.882, 452.79, 43.956, 17.376)","(596.581, 457.339, 24.652, -10.035)","(622.777, 461.807, 11.81, -5.68)","(651.244, 467.422, 20.959, 3.828)","(677.969, 472.034, 24.277, 4.401)","(701.722, 477.534, 33.09, 7.841)","(720.75, 485.786, 17.263, 12.834)","(738.8, 493.533, 16.56, -2.001)","(754.424, 499.9, 4.765, 14.078)","(769.352, 506.779, 3.503, 7.568)","(785.132, 516.976, 29.181, 27.294)","(794.834, 532.645, 7.504, 20.747)","(801.039, 553.505, 17.299, 34.633)","(794.404, 583.876, -10.51, 41.395)","(796.686, 617.311, 2.356, 40.044)","(805.639, 648.215, 3.801, 39.272)","(800.215, 664.252, -30.057, 20.916)","(777.762, 673.85, -25.361, 9.706)","(746.524, 679.963, -44.114, 10.572)","(715.024, 685.654, -20.247, 17.113)","(684.732, 688.043, -44.946, 15.972)","(654.024, 688.904, -37.061, 3.369)","(621.207, 687.948, -41.749, 5.146)","(589.657, 687.318, -28.665, 7.37)","(556.93, 686.895, -48.628, 9.084)","(524.905, 686.807, -34.472, 8.031)","(489.475, 685.8, -19.136, 4.576)","(459.004, 686.482, -20.306, 7.906)"
