,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
39,"(354.483, 379.396, 28.538, 11.696)","(383.564, 372.697, 13.903, 5.766)","(406.366, 365.193, 7.361, 7.492)","(424.963, 357.165, 25.935, -29.017)","(446.268, 339.254, 21.662, -21.961)","(479.243, 326.678, 43.41, -9.692)","(515.83, 320.789, 36.486, -16.655)","(548.104, 314.999, 48.188, -13.065)","(580.562, 311.155, 43.188, -5.87)","(611.614, 305.615, 23.613, -4.215)","(640.281, 299.422, 35.61, 4.65)","(668.872, 294.274, 42.39, -13.132)","(694.978, 286.693, 28.608, -4.925)","(718.859, 279.614, 29.572, 6.472)","(736.927, 275.477, 2.571, -3.773)","(752.552, 268.978, 10.643, 8.414)","(764.829, 262.344, 11.574, -13.833)","(775.154, 254.648, 6.392, -22.288)","(786.251, 247.944, 11.998, 2.237)","(795.411, 237.167, 9.564, -7.264)","(800.04, 221.749, -17.044, -22.9)","(806.502, 198.892, -10.937, -35.151)","(799.205, 167.922, -34.307, -30.889)","(790.371, 139.038, -1.331, -7.845)","(797.34, 111.421, 0.971, -38.104)","(790.705, 89.145, -36.179, -5.954)","(764.969, 74.184, -35.147, -30.928)","(729.931, 65.625, -24.903, 4.457)","(698.133, 59.52, -41.153, -12.658)","(663.705, 58.926, -31.257, 15.641)","(626.702, 58.758, -39.09, 16.125)","(583.22, 62.432, -38.344, -4.282)","(545.117, 66.064, -34.706, 10.362)","(507.734, 68.212, -21.779, -7.17)","(474.025, 69.407, -26.609, 5.853)","(439.021, 71.468, -24.966, -9.615)","(401.452, 72.889, -24.708, -5.951)","(363.664, 73.268, -43.741, 9.44)","(328.511, 72.994, -26.068, -13.966)","(293.111, 73.535, -41.839, -10.635)","(260.098, 73.392, -20.642, -14.517)","(225.051, 74.862, -27.929, 11.022)","(192.357, 73.293, -40.099, 0.649)","(155.176, 74.017, -61.845, 13.757)","(123.669, 97.959, -29.131, 42.913)","(104.036, 133.365, -13.846, 36.953)","(89.023, 170.623, 4.512, 30.738)","(81.577, 211.422, -12.979, 28.383)","(75.666, 251.948, 9.282, 28.224)","(70.192, 284.653, 8.623, 23.811)","(66.126, 313.194, -1.661, 30.749)","(66.539, 341.97, -3.522, 30.382)","(46.646, 360.3, -55.526, 16.462)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
40,"(760.692, 514.034, 33.412, 9.034)","(791.133, 544.458, 29.626, 50.052)","(803.097, 589.383, 0.361, 45.534)","(800.859, 640.103, 1.37, 67.548)","(779.345, 669.751, -32.978, 16.544)","(728.632, 680.503, -46.456, -8.034)","(677.075, 679.186, -59.37, -1.862)","(631.637, 676.468, -49.74, 3.127)","(586.244, 677.084, -55.576, 11.062)","(543.159, 672.296, -33.897, -3.858)","(497.56, 669.506, -46.361, -7.943)","(454.1, 669.466, -38.141, 6.473)","(412.551, 667.355, -27.142, -11.717)","(370.427, 668.488, -31.038, -0.667)","(327.82, 667.665, -33.528, 7.438)","(286.209, 666.737, -34.649, -7.356)","(244.06, 666.46, -53.869, 1.824)","(205.33, 667.723, -26.144, 13.009)","(166.12, 663.792, -38.986, -14.759)","(134.814, 641.377, -10.457, -36.007)","(121.468, 602.753, -11.831, -30.721)","(109.89, 563.609, -26.716, -43.409)","(96.536, 523.82, -22.708, -34.438)","(85.861, 483.284, -8.832, -33.519)","(77.782, 444.841, 3.671, -46.484)","(72.381, 409.569, -16.341, -38.415)","(57.247, 387.261, -47.882, -13.653)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
41,"(762.584, 291.734, 36.15, -32.729)","(789.843, 260.566, 40.429, -18.312)","(806.672, 234.427, 3.725, -21.771)","(810.418, 213.894, -16.267, -21.26)","(812.525, 199.285, 21.603, -43.113)","(827.864, 166.015, -10.369, -28.884)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(827.895, 165.658, 1.874, -21.476)","(824.686, 162.82, -18.341, -31.379)","(812.073, 144.619, -12.571, -6.37)","(800.578, 125.941, -8.072, -35.659)","(792.297, 93.394, -24.921, -15.166)","(761.784, 88.462, -36.971, 1.112)","(733.726, 87.555, -37.249, 11.247)","(708.82, 79.597, -21.732, -11.286)","(678.766, 73.677, -17.375, -17.325)","(648.077, 70.76, -24.958, 5.152)","(616.072, 69.172, -32.308, 12.473)","(580.709, 66.949, -22.978, 2.012)","(545.934, 65.446, -46.766, 1.714)","(507.832, 63.552, -49.322, 10.414)","(469.952, 62.959, -22.633, 8.855)","(430.609, 63.158, -31.215, 1.087)","(389.623, 63.066, -31.455, -13.781)","(348.244, 66.583, -30.571, -5.608)","(304.081, 71.266, -32.879, -10.219)","(265.972, 75.944, -22.938, -4.505)","(230.522, 78.41, -36.754, 15.904)","(199.689, 79.272, -39.336, -3.189)","(165.71, 75.696, -38.669, -14.339)","(133.768, 89.245, -37.489, 29.958)","(112.383, 122.839, -5.664, 42.863)","(100.882, 156.903, -1.376, 20.364)","(95.211, 194.664, -12.397, 46.911)","(90.228, 230.602, -17.786, 27.948)","(88.476, 263.219, 9.072, 24.006)","(85.563, 291.84, 6.366, 36.934)","(80.53, 317.491, -17.629, 33.457)","(73.48, 338.901, 11.64, 24.741)","(50.213, 358.748, -57.259, 2.873)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
42,"(281.101, 479.298, 40.049, 14.682)","(316.612, 482.48, 30.326, 14.207)","(348.093, 482.534, 45.066, -11.364)","(381.974, 483.144, 41.673, -2.473)","(415.746, 484.916, 28.255, 4.033)","(450.307, 492.372, 35.87, 12.877)","(481.947, 494.917, 23.186, -1.569)","(515.558, 497.269, 45.151, 10.487)","(548.859, 500.206, 30.323, -7.238)","(579.721, 501.479, 23.999, -4.615)","(608.274, 505.487, 18.412, 2.276)","(636.342, 509.312, 47.534, -11.673)","(664.133, 513.461, 17.786, 16.741)","(687.3, 516.651, 48.127, -11.509)","(709.098, 522.689, 25.586, 18.029)","(730.911, 527.067, 19.765, 10.928)","(746.942, 525.487, 7.275, -25.571)","(764.715, 527.985, 15.376, -5.51)","(780.615, 548.255, -2.664, 22.882)","(794.535, 594.946, 14.199, 49.438)","(795.37, 636.815, 9.474, 28.352)","(775.835, 661.219, -30.211, -3.512)","(748.32, 666.367, -19.622, 8.599)","(713.046, 673.406, -13.891, 7.73)","(672.157, 674.345, -53.623, -3.346)","(633.78, 672.764, -33.639, 5.202)","(596.578, 672.644, -40.994, -5.755)","(560.147, 668.88, -37.167, 15.915)","(519.407, 669.799, -41.457, 4.782)","(480.574, 672.035, -59.458, 12.763)","(437.865, 671.252, -44.983, -10.151)","(393.301, 670.635, -36.194, 7.204)","(347.883, 664.979, -50.679, 4.473)","(309.744, 655.052, -46.61, -11.129)","(276.687, 646.472, -41.645, -9.043)","(249.469, 642.315, -19.675, -17.451)","(226.195, 642.997, -24.791, 2.478)","(206.09, 652.556, -26.217, 8.694)","(182.418, 651.015, -43.348, -5.107)","(157.653, 654.227, -23.001, 2.663)","(134.779, 629.213, -6.775, -51.15)","(129.416, 583.869, -16.856, -54.575)","(124.676, 543.929, -13.722, -33.628)","(118.773, 506.692, 11.657, -41.324)","(114.364, 470.951, 5.75, -37.049)","(107.501, 443.697, -10.905, -23.234)","(107.421, 420.96, 0.955, -8.694)","(110.126, 408.26, 17.303, -3.667)","(109.019, 393.305, -14.432, 0.075)","(99.174, 384.615, 11.115, -22.003)","(89.174, 381.611, -13.116, 0.966)","(67.055, 376.461, -47.717, -12.885)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
43,"(324.661, 260.993, 48.984, -0.963)","(359.439, 252.867, 29.248, -1.165)","(394.872, 245.514, 27.619, -20.734)","(426.849, 240.094, 37.61, -1.05)","(457.237, 236.376, 28.224, -15.772)","(485.439, 229.995, 25.194, -13.679)","(518.292, 225.874, 29.617, -8.162)","(550.489, 224.1, 35.756, 17.166)","(582.061, 222.264, 19.739, -16.255)","(613.172, 219.81, 35.608, -19.324)","(644.81, 215.638, 22.715, -8.627)","(672.54, 212.576, 13.55, 3.849)","(697.319, 212.197, 38.479, 7.018)","(720.372, 208.459, 4.936, 20.467)","(740.106, 205.585, 8.136, -3.943)","(759.66, 202.334, 17.763, -13.66)","(768.441, 196.319, 7.835, -12.521)","(779.511, 159.566, -16.786, -47.431)","(777.809, 122.276, 25.786, -47.148)","(771.676, 88.222, -25.506, -43.66)","(730.8, 83.098, -34.822, 4.492)","(689.731, 83.327, -29.649, 13.227)","(650.324, 84.936, -56.845, 7.482)","(618.062, 93.139, -25.664, -14.425)","(576.508, 94.29, -25.723, 18.458)","(537.849, 99.864, -49.798, 3.55)","(494.584, 101.164, -40.759, 8.906)","(455.572, 100.572, -40.669, 11.076)","(416.852, 98.53, -39.84, 14.688)","(377.399, 97.327, -31.58, -13.195)","(338.751, 98.667, -25.647, -1.543)","(298.32, 98.794, -43.488, 1.456)","(264.865, 97.287, -31.847, 9.213)","(229.222, 93.812, -36.253, -3.612)","(194.528, 95.988, -50.044, -2.355)","(166.805, 94.187, -9.342, -31.951)","(133.214, 108.732, -21.574, 29.247)","(124.076, 149.09, 2.627, 28.436)","(120.449, 188.581, -6.048, 44.831)","(118.666, 224.139, -15.945, 39.823)","(111.804, 259.82, -11.501, 25.84)","(105.047, 293.009, -8.27, 45.953)","(99.121, 320.506, -18.36, 34.954)","(88.797, 347.806, -16.508, 12.307)","(70.459, 360.737, -29.42, -16.835)","(41.466, 354.514, -49.997, -6.534)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
44,"(707.129, 461.96, 45.971, 24.926)","(736.263, 485.864, 28.885, 39.445)","(759.635, 507.724, 35.863, -1.791)","(784.142, 532.045, 18.755, 26.259)","(808.157, 570.449, 19.156, 41.76)","(811.383, 610.765, 8.601, 34.688)","(811.352, 647.859, 4.892, 47.908)","(796.46, 663.475, -27.848, 13.882)","(763.751, 671.236, -51.051, 9.913)","(721.522, 674.873, -49.486, -4.78)","(681.78, 671.273, -24.645, -16.182)","(640.95, 669.834, -54.395, 8.264)","(597.056, 667.232, -51.364, 9.498)","(554.557, 665.408, -35.094, -7.025)","(511.551, 670.193, -57.755, 1.685)","(465.741, 677.9, -30.613, 2.977)","(418.913, 677.988, -56.974, 11.393)","(372.718, 674.104, -31.789, -20.768)","(332.127, 669.945, -52.574, 8.028)","(294.016, 666.201, -47.199, 8.748)","(252.884, 665.359, -30.106, 15.924)","(211.762, 668.454, -53.52, 0.346)","(173.817, 665.944, -30.274, -13.986)","(137.914, 650.798, -31.988, -38.285)","(119.355, 613.07, -29.213, -35.023)","(108.932, 572.983, 3.718, -39.022)","(99.083, 532.76, -19.913, -44.667)","(90.652, 491.694, 4.35, -53.993)","(82.171, 455.845, -4.893, -37.085)","(76.638, 423.886, 9.768, -32.991)","(70.271, 389.965, 5.241, -14.399)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
45,"(397.171, 529.865, 44.224, -5.63)","(443.017, 531.345, 61.042, 6.141)","(482.435, 534.929, 48.764, 4.492)","(518.694, 536.596, 21.292, 14.046)","(556.73, 537.504, 34.021, -2.698)","(596.859, 543.092, 42.037, -4.965)","(636.55, 544.153, 16.039, 15.691)","(665.025, 549.04, 4.903, -0.696)","(693.347, 548.389, 24.689, 4.336)","(721.002, 544.378, 9.544, -13.201)","(742.885, 544.063, 30.387, 9.198)","(768.013, 548.797, 19.675, -3.575)","(778.007, 576.652, 25.343, 33.937)","(776.102, 592.951, 8.199, 49.268)","(782.747, 643.557, -1.832, 47.215)","(753.056, 658.54, -50.555, 3.973)","(721.86, 653.243, -9.486, 0.083)","(683.468, 656.014, -42.737, 19.33)","(637.551, 655.549, -27.48, -10.77)","(599.562, 660.136, -53.889, -3.455)","(557.64, 648.916, -28.701, -4.155)","(531.861, 639.436, -43.392, 2.044)","(519.874, 636.033, -27.041, -0.441)","(512.933, 636.028, -70.104, 1.492)","(512.933, 636.028, -70.104, 1.492)","(511.3, 636.021, -56.601, 0.199)","(510.607, 636.008, -41.576, -0.814)","(495.562, 636.037, -57.871, -0.737)","(486.029, 636.071, -48.684, 3.804)","(470.503, 636.179, -57.448, -7.105)","(455.775, 636.077, -52.742, -15.45)","(442.973, 636.008, -46.256, -2.166)","(431.616, 636.091, -17.218, -0.203)","(414.303, 636.002, -42.634, 0.011)","(403.602, 636.071, -51.789, 3.597)","(400.487, 636.04, -49.439, 0.268)","(379.295, 636.185, -31.865, 7.542)","(352.808, 636.039, -33.589, -18.646)","(317.867, 637.541, -21.733, 3.446)","(285.104, 637.618, -33.784, 13.622)","(257.583, 642.7, -14.896, 5.915)","(234.583, 653.094, -12.485, 0.966)","(209.233, 666.725, -37.712, 21.389)","(174.569, 665.275, -45.214, 4.509)","(141.817, 660.39, -33.377, -40.529)","(124.929, 615.871, -12.543, -61.303)","(116.252, 569.716, -15.744, -52.053)","(104.885, 531.702, -3.002, -28.981)","(96.921, 494.616, 5.07, -26.285)","(89.291, 465.94, 1.478, -23.419)","(80.889, 432.358, -20.447, -23.136)","(74.06, 403.912, -10.39, -41.044)","(60.957, 384.543, -26.93, -17.06)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
46,"(549.897, 374.014, 24.426, -9.502)","(581.552, 380.418, 35.962, -0.425)","(614.593, 393.682, 39.902, 16.646)","(647.725, 404.687, 23.377, 6.632)","(678.302, 416.96, 30.48, 5.418)","(708.436, 430.08, 39.997, 11.612)","(733.647, 445.232, 19.177, 15.378)","(757.389, 459.421, 32.07, 29.278)","(774.826, 475.278, 7.802, 22.431)","(791.164, 489.443, 25.946, 23.803)","(803.265, 499.81, 4.46, -0.852)","(812.608, 505.747, 3.977, -5.528)","(819.235, 512.287, 11.778, -1.311)","(822.736, 521.069, -10.872, 13.226)","(819.809, 527.347, 8.478, 0.514)","(819.225, 534.632, -16.046, -4.859)","(819.577, 541.58, 1.283, 15.235)","(815.697, 546.3, -12.01, -18.962)","(810.621, 546.342, -10.835, 23.301)","(815.151, 566.615, -9.715, 19.571)","(801.194, 596.789, 5.317, 46.364)","(804.942, 631.585, 19.698, 16.517)","(809.868, 660.22, -7.785, 29.453)","(798.253, 677.091, -2.528, 36.66)","(769.02, 691.444, -19.293, -5.553)","(731.982, 695.28, -26.457, 16.164)","(701.443, 696.317, -35.961, 4.134)","(668.869, 693.063, -26.052, -11.72)","(630.703, 690.75, -37.06, 1.244)","(592.937, 688.167, -19.778, -17.526)","(554.502, 686.795, -27.569, 0.436)","(515.375, 689.021, -28.068, 17.383)","(475.519, 687.365, -53.628, -9.354)","(437.124, 687.865, -32.561, 16.291)","(400.017, 687.058, -46.701, -7.334)","(361.325, 687.036, -33.917, 4.092)","(321.05, 685.681, -27.677, 0.622)","(288.926, 685.032, -22.205, 9.386)","(254.811, 685.581, -22.453, 4.852)","(220.575, 681.954, -42.121, 5.813)","(180.611, 684.326, -40.601, -15.809)","(135.901, 661.704, -38.478, -47.259)","(112.732, 629.369, -10.398, -31.58)","(98.976, 594.043, 0.538, -30.942)","(91.714, 553.634, 1.816, -51.598)","(84.223, 518.816, -20.064, -49.259)","(83.293, 484.016, 2.43, -41.511)","(83.017, 454.503, 5.959, -20.1)","(79.536, 429.333, -14.29, -32.314)","(78.04, 410.34, -14.016, 5.824)","(61.185, 391.923, -37.169, -9.172)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
47,"(344.306, 523.174, 52.597, 8.409)","(387.03, 523.917, 22.861, -0.949)","(424.996, 527.137, 21.625, 3.1)","(460.516, 530.354, 42.176, -1.62)","(496.121, 531.162, 25.543, 17.224)","(529.952, 533.67, 25.713, 15.196)","(563.651, 536.465, 29.989, 5.173)","(598.008, 538.072, 17.202, 11.932)","(627.905, 537.161, 9.194, 1.145)","(653.08, 542.306, 16.058, -6.79)","(678.571, 547.321, -2.56, 13.276)","(705.658, 551.727, 18.596, 5.287)","(731.374, 551.054, 10.557, -0.85)","(755.31, 549.458, 50.903, -14.526)","(772.87, 558.329, 13.928, 18.621)","(771.118, 589.826, 24.987, 66.721)","(783.608, 634.743, -3.034, 42.758)","(760.134, 656.851, -52.875, -11.499)","(722.808, 647.313, -13.188, 5.884)","(691.913, 665.189, -29.37, 1.291)","(646.899, 663.475, -41.649, -12.939)","(601.939, 659.081, -65.123, -9.465)","(554.512, 648.44, -18.587, -21.601)","(528.933, 642.202, -4.286, 12.706)","(495.777, 653.854, -80.356, -3.059)","(455.531, 647.515, -12.243, -2.888)","(434.296, 645.543, -4.7, 14.926)","(387.546, 652.707, -37.988, -24.606)","(339.98, 641.912, -43.456, -7.783)","(300.626, 636.158, -23.572, -7.837)","(266.31, 638.231, -35.36, 16.249)","(238.018, 642.758, -36.178, 11.228)","(215.834, 651.96, -6.253, 16.712)","(188.866, 651.44, -51.058, 2.322)","(170.391, 651.28, -43.055, -4.246)","(137.546, 648.702, -30.175, -56.684)","(130.102, 602.713, -5.052, -45.418)","(126.348, 561.369, 4.882, -40.687)","(117.759, 521.629, -19.315, -38.231)","(109.831, 485.448, -10.121, -35.393)","(102.148, 452.39, -7.023, -32.644)","(97.068, 424.812, 6.611, -27.6)","(93.92, 402.424, -13.835, -6.293)","(75.999, 388.827, -26.988, -15.884)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
48,"(291.271, 182.656, 39.683, -20.418)","(318.756, 173.898, 22.013, -12.499)","(350.721, 167.78, 24.846, -10.472)","(376.638, 166.05, 13.693, -15.553)","(396.705, 166.012, 31.841, -17.361)","(416.911, 167.116, 26.412, 4.797)","(438.259, 167.106, 19.128, 9.908)","(468.009, 167.339, 29.808, -10.127)","(496.359, 169.81, 15.182, -3.28)","(524.731, 171.926, 27.234, 10.503)","(552.46, 175.667, 27.423, -7.62)","(577.352, 178.973, 34.839, -1.404)","(604.775, 183.399, 18.746, -9.091)","(630.053, 184.351, 13.985, -12.617)","(654.525, 185.64, 39.862, 17.067)","(679.451, 184.199, 32.73, -13.312)","(694.522, 182.274, 20.684, -10.16)","(707.968, 181.225, 28.123, 2.312)","(718.742, 181.648, -4.088, 5.983)","(727.934, 182.698, 26.587, -10.361)","(735.904, 189.287, 20.264, -1.639)","(748.812, 197.829, 23.941, 19.486)","(764.433, 201.849, 15.623, -12.151)","(765.718, 193.628, -10.31, -19.051)","(761.771, 158.187, -2.158, -24.56)","(766.365, 132.211, -3.775, -15.904)","(780.056, 103.078, 10.984, -38.17)","(761.345, 88.96, -33.413, 5.052)","(731.009, 92.436, -37.673, -2.207)","(702.876, 83.357, -50.16, -7.041)","(663.423, 74.675, -31.164, -5.322)","(630.547, 69.419, -24.194, -0.913)","(590.783, 65.922, -55.693, 16.553)","(551.982, 69.793, -22.038, 18.175)","(515.595, 72.432, -44.71, -0.319)","(479.109, 75.007, -42.578, 20.095)","(440.463, 77.113, -45.695, 3.037)","(402.375, 81.001, -52.893, 11.841)","(367.102, 81.1, -47.024, 14.026)","(330.329, 81.551, -31.818, 8.883)","(297.489, 83.077, -32.246, -1.081)","(261.008, 81.695, -46.06, 5.803)","(227.136, 79.658, -25.114, -9.995)","(192.032, 80.928, -48.923, 1.489)","(155.805, 75.169, -30.633, 0.949)","(124.171, 94.363, -33.365, 22.699)","(103.643, 130.573, -0.969, 34.589)","(91.168, 170.452, -24.02, 26.104)","(79.444, 207.416, -6.541, 40.111)","(71.396, 241.496, 6.353, 18.695)","(67.059, 273.322, -10.327, 46.721)","(64.945, 304.693, 4.689, 33.418)","(63.062, 329.576, 18.137, 12.697)","(54.687, 354.864, -16.41, 28.32)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
49,"(445.345, 522.493, 39.254, -8.777)","(484.009, 523.581, 25.971, -10.85)","(527.53, 522.739, 57.028, -15.064)","(571.108, 522.773, 42.038, -8.871)","(606.393, 527.92, 21.451, -0.214)","(645.641, 538.322, 32.845, 4.859)","(684.651, 540.891, 19.405, 16.595)","(714.81, 545.234, 12.904, 16.257)","(734.72, 550.083, 30.477, 11.738)","(758.757, 550.06, 19.477, -18.271)","(771.957, 565.073, 14.552, 25.056)","(770.177, 586.708, -13.148, 28.006)","(776.317, 635.49, 5.15, 27.243)","(759.93, 655.159, -52.596, 11.481)","(715.389, 645.747, -32.787, -26.744)","(686.899, 636.009, -53.468, -3.467)","(686.899, 636.009, -53.468, -3.467)","(686.899, 636.009, -53.468, -3.467)","(684.065, 636.002, -83.472, -0.463)","(682.662, 636.005, -84.157, 0.163)","(682.662, 636.005, -84.157, 0.163)","(682.662, 636.005, -84.157, 0.163)","(682.662, 636.005, -84.157, 0.163)","(682.662, 636.005, -84.157, 0.163)","(682.662, 636.005, -84.157, 0.163)","(682.662, 636.005, -84.157, 0.163)","(682.662, 636.005, -84.157, 0.163)","(667.593, 636.055, -33.099, -4.562)","(661.496, 636.088, -49.395, 1.945)","(655.24, 636.019, -42.709, -0.366)","(644.775, 636.102, -35.604, 1.806)","(628.668, 636.199, -27.946, 5.072)","(612.894, 636.11, -43.156, 4.94)","(596.604, 636.097, -40.069, -6.494)","(577.819, 636.271, -36.388, 6.329)","(554.201, 636.456, -44.776, -8.334)","(528.472, 636.025, -46.539, -16.499)","(501.619, 636.439, -23.155, 5.544)","(473.429, 636.022, -22.054, -4.521)","(441.547, 636.45, -53.05, 5.396)","(414.862, 636.144, -23.862, -2.835)","(391.328, 636.452, -43.674, 5.969)","(353.405, 636.524, -28.678, 5.909)","(315.825, 636.551, -46.068, 7.003)","(281.443, 639.958, -30.177, 16.254)","(254.251, 642.034, -8.725, 13.143)","(232.873, 646.477, -25.08, 0.535)","(211.238, 664.7, -43.463, 14.545)","(167.544, 667.233, -34.685, -13.889)","(136.569, 653.593, -6.431, -17.984)","(121.8, 615.606, -18.404, -38.506)","(115.548, 572.698, -16.085, -54.813)","(111.39, 531.417, 2.383, -54.828)","(108.989, 490.6, 10.212, -45.182)","(105.218, 458.202, -20.336, -28.499)","(96.736, 431.136, -23.641, -14.76)","(87.364, 406.515, -25.489, -20.73)","(64.512, 384.27, -31.623, -10.005)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
