,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
16,"(569.456, 540.412, 19.64, 15.38)","(610.704, 547.551, 26.32, 32.661)","(649.906, 562.22, -10.878, -19.86)","(678.997, 567.54, 79.14, 38.998)","(718.141, 562.148, 30.669, 44.943)","(752.834, 570.173, 6.842, 65.101)","(766.836, 577.839, 63.492, 22.766)","(776.057, 580.609, -3.175, -1.453)","(787.103, 583.616, 57.437, 31.591)","(799.379, 578.054, 19.925, 77.462)","(804.753, 617.697, -22.869, 89.873)","(813.948, 644.634, -37.246, 6.263)","(801.289, 667.724, 6.503, -30.779)","(782.855, 685.766, -31.235, 10.6)","(751.749, 699.789, -55.432, 2.267)","(701.4, 692.792, -33.966, -66.976)","(662.494, 688.166, 20.535, -25.824)","(620.908, 688.717, -29.958, -3.896)","(573.896, 679.761, 7.436, 0.472)","(525.652, 680.244, -95.746, -44.456)","(480.936, 682.184, -68.088, 4.564)","(439.721, 679.128, 5.908, 19.658)","(388.014, 678.544, -63.29, -22.162)","(337.609, 676.427, -40.57, 49.312)","(298.498, 676.469, -70.791, 28.494)","(254.839, 679.142, -21.333, 48.614)","(211.929, 675.601, -42.783, -32.401)","(166.573, 675.364, -65.932, -59.448)","(124.158, 641.212, 29.838, -65.922)","(106.539, 598.771, 36.732, -44.766)","(95.1, 552.462, 34.841, -50.455)","(79.501, 515.091, -42.795, -94.589)","(56.9, 472.508, 24.765, -88.129)","(47.228, 446.19, -12.516, 8.765)","(49.907, 428.494, -17.014, 7.656)","(58.773, 390.861, -88.696, -54.942)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
17,"(485.024, 166.174, 5.18, -25.205)","(507.216, 166.748, 67.816, -25.961)","(537.919, 167.559, 16.231, 29.988)","(568.143, 167.685, 28.801, -27.277)","(594.694, 168.948, 62.671, 39.843)","(629.986, 168.068, 46.079, 10.838)","(655.772, 168.031, 63.441, 49.624)","(692.786, 168.73, 84.599, -29.24)","(722.994, 167.293, 61.568, 48.466)","(735.707, 167.311, 65.657, 6.362)","(751.827, 166.594, 37.049, 0.644)","(761.388, 186.408, -9.877, -41.438)","(779.349, 175.848, -7.398, -63.443)","(775.208, 137.148, -13.657, 15.45)","(763.044, 116.907, 29.913, -35.271)","(754.464, 112.044, -13.256, -46.646)","(758.645, 102.425, 56.418, -41.688)","(768.887, 93.359, 56.809, -13.004)","(738.905, 84.055, -64.218, -47.977)","(701.542, 97.866, -73.192, -47.957)","(655.521, 90.582, -44.608, 32.899)","(629.51, 87.637, 6.465, 44.33)","(597.539, 78.329, -84.58, -58.473)","(557.561, 70.143, -52.894, -0.539)","(511.74, 70.619, -30.423, -26.603)","(471.249, 73.379, -40.295, 12.829)","(425.199, 75.964, -36.108, -17.705)","(384.435, 84.251, -16.574, -9.411)","(345.177, 86.187, -57.26, -13.343)","(305.236, 91.606, 5.948, 22.958)","(261.521, 89.767, 14.432, -22.748)","(220.826, 85.688, 3.437, -16.807)","(180.53, 91.378, 0.799, -27.938)","(141.894, 81.671, -46.006, 39.204)","(120.379, 123.779, 12.884, 14.103)","(113.854, 168.367, -27.386, -5.694)","(113.155, 213.108, 37.988, 65.424)","(110.78, 248.776, -39.106, 39.945)","(109.347, 284.401, -3.877, 27.373)","(104.046, 316.654, -42.291, -19.202)","(101.583, 344.052, -46.73, 37.298)","(97.657, 361.522, 34.054, 38.81)","(86.644, 366.692, 13.447, 58.895)","(58.877, 360.137, -17.313, -0.149)","(None, None, None, None)","(None, None, None, None)",
18,"(547.196, 507.066, 58.709, 35.313)","(578.061, 510.075, 70.637, -42.363)","(614.83, 515.429, -8.37, 32.19)","(651.84, 518.97, 32.763, -30.885)","(684.011, 534.816, 79.257, 23.538)","(717.864, 547.404, -11.843, 12.161)","(739.506, 560.786, -4.852, -0.47)","(755.703, 573.103, -24.371, 11.3)","(755.109, 573.062, 51.379, -54.087)","(759.133, 576.751, 56.749, 15.148)","(768.421, 582.861, 36.744, -23.777)","(780.325, 573.324, -3.842, -54.442)","(790.802, 596.225, -11.591, 51.315)","(799.903, 623.755, -12.14, 15.831)","(790.127, 661.407, 25.507, -9.434)","(764.893, 693.549, 0.591, 75.072)","(716.583, 694.663, -4.073, 0.933)","(674.904, 691.087, -51.599, -16.963)","(631.465, 694.723, -37.808, 57.308)","(583.376, 688.993, -64.376, -28.32)","(531.277, 686.596, -27.5, 27.856)","(485.36, 685.272, -81.55, 43.105)","(444.15, 686.145, -48.804, -29.171)","(398.837, 688.006, -58.757, -21.158)","(357.688, 684.708, -16.892, -51.129)","(312.033, 682.911, -31.328, 56.188)","(271.518, 680.341, -27.184, 32.137)","(225.362, 684.677, -72.122, 43.387)","(176.922, 679.441, -24.6, 31.031)","(130.196, 639.742, -7.845, -8.754)","(113.539, 592.697, 35.432, -10.778)","(110.966, 544.36, -39.954, -89.592)","(106.499, 490.414, -38.845, -98.338)","(99.524, 443.094, 8.835, -8.282)","(95.639, 406.498, -27.611, -0.052)","(91.489, 386.542, -25.106, 15.994)","(67.174, 381.063, 8.835, 31.396)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
19,"(702.921, 166.852, 90.908, -27.417)","(733.134, 166.802, 52.092, 11.605)","(755.995, 172.943, 10.344, 34.707)","(782.276, 181.288, -25.326, -134.194)","(790.62, 130.777, 47.623, -58.532)","(789.022, 93.719, -21.285, 10.325)","(748.037, 72.475, -78.44, -58.311)","(702.953, 69.955, -47.987, 51.134)","(656.656, 74.136, 1.034, -48.784)","(615.012, 72.938, -55.697, 17.519)","(574.964, 74.361, -76.281, -16.882)","(536.632, 78.081, -35.227, 3.67)","(495.101, 75.813, 3.431, -25.702)","(454.775, 77.826, -59.717, -43.862)","(410.185, 84.925, -14.425, 42.211)","(365.433, 83.494, -79.883, 29.54)","(319.04, 79.468, -55.494, 45.875)","(272.715, 82.993, -48.949, -3.618)","(232.035, 79.855, -45.454, 1.711)","(182.382, 78.588, -73.88, -9.983)","(142.25, 80.98, -74.067, -4.761)","(117.95, 119.82, -25.895, 60.347)","(105.442, 163.171, -43.74, 40.493)","(98.409, 208.756, 32.079, 74.824)","(87.693, 251.444, -24.278, 58.905)","(76.569, 296.894, 5.795, 35.433)","(79.903, 332.074, 28.007, 53.732)","(61.978, 369.679, -33.586, 24.174)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
20,"(382.296, 463.561, 43.741, -47.49)","(407.392, 477.36, -10.943, 59.627)","(439.661, 481.993, 48.334, 16.311)","(462.918, 481.04, 69.296, -18.715)","(491.42, 482.628, 8.557, -32.935)","(520.181, 486.653, -13.999, 12.435)","(551.99, 488.142, 8.483, -36.312)","(582.968, 494.344, 81.35, 46.306)","(614.664, 500.367, 83.835, -51.369)","(648.857, 501.928, 27.802, 55.362)","(675.378, 504.411, 82.573, -1.554)","(701.074, 509.459, 53.403, 39.966)","(724.304, 508.793, -7.844, 2.443)","(749.564, 517.342, 16.476, 3.137)","(770.342, 527.315, -21.352, 47.603)","(777.97, 542.691, -19.855, 71.55)","(780.253, 580.718, 16.343, 89.455)","(782.515, 611.613, -8.867, 36.836)","(786.89, 645.133, 26.931, 87.548)","(742.044, 645.822, -43.359, -22.258)","(711.843, 644.019, -72.69, 16.792)","(672.915, 667.285, -61.561, 19.619)","(638.743, 672.448, -29.077, -21.577)","(604.005, 680.213, -37.82, 17.883)","(557.362, 679.171, -46.759, -0.407)","(517.833, 685.541, 0.498, -1.035)","(476.258, 685.027, -18.388, -3.835)","(429.04, 685.559, -11.149, -33.048)","(389.211, 684.763, -86.277, 29.563)","(352.506, 679.239, -54.064, -41.884)","(305.191, 679.464, -54.576, 11.311)","(266.69, 677.883, -68.018, -25.803)","(234.224, 684.627, -37.21, -31.143)","(206.032, 685.474, -7.217, 53.409)","(165.493, 683.945, -35.389, -79.505)","(117.639, 654.073, -1.976, -0.44)","(84.605, 619.787, -40.443, -36.382)","(60.062, 576.562, -6.567, -26.023)","(56.099, 537.109, 19.937, -30.756)","(52.541, 497.613, 32.857, -49.64)","(47.406, 474.364, 25.463, -26.891)","(46.994, 443.9, 1.774, 18.563)","(56.795, 415.428, 33.257, -6.762)","(32.231, 384.763, -43.127, 26.077)","(None, None, None, None)","(None, None, None, None)",
21,"(641.97, 433.207, 67.891, -1.292)","(678.617, 448.637, -11.171, 40.653)","(713.494, 465.827, 83.19, 45.982)","(746.002, 481.43, 48.493, 70.584)","(762.92, 500.76, 57.06, 61.442)","(781.618, 514.073, 62.696, -10.642)","(796.454, 551.895, -14.263, 52.146)","(806.099, 595.409, -2.887, 97.826)","(807.922, 639.881, 37.013, 2.678)","(784.822, 666.463, -25.948, 34.425)","(741.861, 677.229, -70.679, 22.834)","(697.538, 673.743, -54.158, -41.352)","(664.209, 668.979, 11.065, 2.979)","(624.354, 664.02, -56.862, 18.404)","(585.643, 666.642, 1.131, 60.998)","(541.484, 672.046, -86.466, 14.555)","(495.896, 674.921, -51.228, 25.197)","(452.976, 671.098, 5.006, 50.449)","(409.104, 669.461, -8.754, -48.894)","(365.668, 668.619, -20.956, -43.783)","(328.051, 669.95, -13.876, -41.363)","(293.507, 665.548, -90.274, -4.452)","(254.023, 667.41, -6.683, 50.272)","(218.648, 665.312, -51.118, 20.121)","(176.765, 663.851, -83.508, 34.431)","(142.802, 649.463, 15.953, -86.634)","(125.816, 607.439, 40.376, -72.144)","(114.823, 566.919, -63.413, -69.491)","(103.737, 527.795, -60.307, -69.87)","(91.913, 490.191, -11.939, -29.325)","(81.601, 456.161, 30.057, -31.334)","(73.267, 424.4, -21.972, -27.127)","(67.276, 393.498, -39.426, -64.945)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
22,"(575.656, 202.338, 66.988, -43.575)","(616.035, 190.026, 59.241, 30.184)","(660.9, 180.326, 52.905, 33.83)","(691.745, 173.433, 89.239, -55.958)","(728.43, 170.733, 50.161, -5.041)","(745.108, 166.473, 15.253, 8.875)","(757.589, 172.512, 83.215, 31.179)","(776.056, 177.788, 52.648, -6.055)","(782.541, 145.769, -3.006, -90.976)","(775.293, 106.978, 36.78, -5.567)","(762.979, 87.36, -34.254, -10.721)","(712.411, 102.207, -7.559, 24.033)","(680.041, 111.489, -53.356, -5.792)","(666.259, 113.696, -16.047, 4.794)","(655.49, 113.974, 5.038, 2.089)","(649.506, 113.868, 8.037, -7.041)","(641.255, 113.669, -7.221, -2.462)","(631.587, 113.228, -29.914, -39.707)","(628.554, 113.895, 15.217, 35.602)","(624.013, 113.644, -33.899, -21.117)","(626.05, 113.931, -32.758, 16.567)","(618.754, 113.011, 37.095, -25.828)","(610.878, 113.16, -46.141, -0.014)","(603.68, 113.484, -15.028, -29.675)","(597.225, 113.536, 30.956, 10.808)","(592.388, 113.83, -68.252, 32.34)","(579.74, 113.436, -70.868, 22.947)","(555.358, 106.418, -80.53, -52.082)","(511.601, 96.667, -70.515, 46.405)","(474.736, 96.706, 7.277, -30.753)","(434.986, 94.325, -23.677, 26.949)","(395.462, 95.539, -17.462, -54.009)","(361.564, 93.008, 5.668, -33.744)","(321.912, 91.9, -64.568, -56.194)","(285.01, 89.425, -50.214, 7.915)","(249.922, 93.24, -54.321, 5.031)","(219.61, 88.883, -18.547, 11.719)","(188.1, 90.17, -40.129, -8.551)","(149.419, 78.891, -42.461, -1.871)","(121.285, 115.824, -12.925, 66.701)","(116.415, 160.105, -38.769, 76.851)","(112.895, 192.298, 23.466, -8.156)","(106.796, 228.785, -37.219, 81.664)","(107.492, 268.827, -49.382, 17.37)","(106.464, 300.017, -21.41, 51.075)","(97.793, 335.919, 31.502, 29.161)",
23,"(682.831, 412.948, -3.843, 12.962)","(728.062, 428.176, -18.759, 54.404)","(758.045, 445.055, 78.292, -26.439)","(776.381, 461.373, -16.742, -4.819)","(790.21, 477.997, -10.902, 26.188)","(805.409, 493.086, -41.567, -15.796)","(807.29, 511.265, 35.114, -25.262)","(800.137, 531.962, 4.679, 42.164)","(804.038, 555.488, 25.676, 64.226)","(817.154, 607.161, 40.206, 77.149)","(816.939, 650.473, -26.326, 7.907)","(805.828, 677.527, -2.469, 39.609)","(779.858, 693.263, -18.746, 50.789)","(731.934, 696.627, -7.286, -27.35)","(685.051, 686.976, -12.383, 20.797)","(644.627, 684.599, -20.202, -18.235)","(608.468, 688.986, -9.518, 29.01)","(568.979, 689.13, -4.212, 31.37)","(536.501, 689.129, -33.752, -27.014)","(482.836, 690.097, -94.216, -30.745)","(436.346, 689.411, -9.685, -21.098)","(396.083, 688.08, -101.735, -10.013)","(342.673, 683.07, -51.1, -42.96)","(288.233, 683.363, -8.761, -24.856)","(235.784, 678.165, -45.483, -10.137)","(192.583, 671.996, -60.491, 24.026)","(146.751, 669.42, -85.58, 42.53)","(128.848, 627.396, 11.524, -33.677)","(112.632, 581.124, 19.459, 0.984)","(105.061, 544.435, 33.132, -2.494)","(90.376, 501.86, 0.479, -65.069)","(84.242, 461.473, 36.137, -88.047)","(77.365, 431.215, 41.94, -65.377)","(75.546, 396.083, -19.224, 10.527)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
24,"(603.263, 420.047, 61.125, -45.067)","(631.522, 424.635, -2.615, -46.784)","(666.515, 430.481, 59.327, -29.927)","(699.135, 443.281, 5.06, 7.077)","(728.3, 455.594, 65.692, 47.579)","(756.257, 470.606, -21.728, -0.003)","(779.192, 488.904, 21.483, 43.486)","(800.273, 497.641, 12.014, 20.214)","(812.796, 512.732, -5.117, 59.811)","(812.226, 526.833, -34.171, 4.823)","(805.077, 539.18, -13.458, -14.83)","(815.805, 569.74, -30.573, -17.27)","(813.099, 602.012, -13.719, -11.326)","(819.606, 635.875, 12.18, -4.162)","(822.694, 652.433, 10.869, -41.537)","(813.715, 663.859, -64.221, 60.791)","(776.142, 678.888, -48.378, 32.891)","(748.431, 696.306, -87.427, 60.825)","(693.562, 693.313, -21.537, 2.704)","(648.876, 689.393, -75.777, 55.126)","(606.486, 691.753, -15.666, 20.596)","(554.48, 686.681, -38.191, 29.672)","(516.364, 685.25, -9.252, -11.581)","(472.284, 679.389, -62.174, -38.451)","(423.166, 682.877, -68.876, 23.675)","(384.365, 685.267, 6.989, 6.149)","(338.744, 686.722, -60.463, 38.08)","(287.275, 689.765, -51.978, 9.692)","(243.179, 684.837, -6.096, 9.432)","(212.995, 684.03, -57.499, -35.922)","(187.8, 685.1, -54.829, -32.422)","(137.432, 662.724, -37.31, -34.932)","(111.148, 626.247, -19.1, -78.085)","(90.371, 577.482, 1.704, 4.468)","(74.068, 539.621, -28.917, -12.344)","(62.06, 491.291, -39.168, -51.446)","(52.517, 459.291, 18.535, -2.38)","(46.799, 438.591, 39.87, -35.62)","(48.48, 430.781, 16.421, 4.077)","(53.624, 393.79, -9.133, -94.435)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
25,"(563.716, 364.275, -7.662, 16.476)","(611.758, 351.424, 38.985, -72.388)","(646.66, 337.089, 1.735, -32.747)","(683.569, 325.517, 73.178, -19.181)","(719.243, 302.006, 9.04, -58.802)","(742.393, 284.522, 35.421, -29.215)","(763.385, 260.418, -24.4, -13.365)","(784.37, 240.939, 71.714, -9.61)","(797.068, 221.087, -3.955, -70.697)","(819.79, 199.376, -29.611, 0.174)","(824.376, 185.616, -27.3, -2.957)","(833.072, 178.622, 60.246, -47.963)","(837.508, 166.113, 15.066, -9.035)","(838.844, 166.012, 38.12, 0.692)","(838.844, 166.012, 38.12, 0.692)","(838.07, 166.129, -20.916, 0.301)","(836.724, 166.019, -23.895, -2.873)","(836.232, 166.292, 16.99, 6.477)","(834.888, 166.148, 12.025, -22.272)","(834.961, 166.481, -66.088, 4.226)","(833.973, 166.268, 37.895, -8.258)","(834.04, 166.323, -4.03, 8.853)","(833.814, 166.384, -5.17, 8.814)","(835.068, 166.882, -11.876, 15.848)","(830.098, 166.589, -1.389, 11.355)","(822.76, 155.112, -31.597, -32.509)","(809.285, 120.168, -55.994, -64.813)","(806.787, 86.09, 8.978, -19.345)","(793.089, 81.138, -44.847, -25.259)","(775.602, 70.657, -35.202, 15.229)","(736.729, 71.88, -1.344, 47.072)","(698.04, 78.792, -24.914, -52.865)","(662.777, 78.322, -72.721, 8.224)","(626.755, 78.731, -33.951, -25.501)","(590.628, 93.299, -15.65, 23.125)","(550.567, 97.965, -12.069, 30.268)","(500.082, 95.849, -33.203, 55.529)","(450.726, 93.083, -3.085, 5.754)","(406.781, 86.305, -96.434, 26.8)","(365.914, 84.411, -4.135, -42.296)","(328.748, 82.375, -0.459, 39.261)","(289.281, 85.397, -23.284, 13.198)","(243.182, 84.217, 0.017, -41.059)","(204.722, 80.54, 16.834, 5.035)","(166.202, 75.138, -49.406, -15.417)","(126.685, 92.409, -82.212, -3.148)",
26,"(526.346, 547.724, 35.843, 24.652)","(560.568, 548.678, 58.616, 15.215)","(601.558, 547.199, 55.813, -8.82)","(637.056, 565.859, 33.482, -18.989)","(659.67, 581.499, 67.021, -42.196)","(678.77, 583.318, 63.148, -25.135)","(685.655, 582.886, 32.389, -9.951)","(687.581, 582.867, 30.706, -47.017)","(688.334, 582.467, -10.432, -32.785)","(688.485, 581.728, -12.15, -9.298)","(688.742, 582.657, 8.821, 44.262)","(692.884, 568.295, 40.311, -84.403)","(716.017, 551.134, 13.269, -1.343)","(733.64, 550.195, 44.648, -51.682)","(755.213, 550.602, 12.53, -3.55)","(770.75, 568.981, 51.237, -11.767)","(776.098, 618.052, -23.993, 72.307)","(782.675, 649.298, -14.695, 52.514)","(754.505, 648.768, -96.194, 30.286)","(715.468, 650.794, 6.723, -1.352)","(671.755, 669.782, -33.403, -45.334)","(636.492, 675.989, -48.233, 58.75)","(593.39, 681.108, -64.098, -37.879)","(550.637, 683.401, -9.07, -39.879)","(507.614, 686.107, -18.685, 39.221)","(465.633, 684.947, -39.485, 49.121)","(429.065, 687.85, -16.113, -50.236)","(377.938, 684.245, -72.593, 38.803)","(333.702, 681.769, -88.528, 15.198)","(303.331, 683.513, 5.956, 6.376)","(267.298, 681.856, 4.558, -35.982)","(231.712, 677.101, -27.738, 30.449)","(187.959, 687.927, -67.688, -10.164)","(145.707, 671.862, -82.435, 10.631)","(115.714, 629.557, -20.845, -82.588)","(97.918, 584.238, -47.124, -93.48)","(88.591, 539.438, 42.378, -42.689)","(85.696, 492.327, 46.854, -93.217)","(76.3, 451.816, 19.766, -68.882)","(72.909, 421.851, 44.274, -80.427)","(57.684, 391.45, -67.123, -18.961)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
27,"(409.687, 271.158, 48.093, -18.792)","(446.038, 266.521, 40.412, 3.452)","(484.117, 257.348, 49.517, -16.728)","(522.461, 246.698, 27.414, -27.289)","(559.315, 233.038, 18.616, -13.973)","(590.075, 225.841, 29.222, -8.572)","(618.319, 222.927, 28.643, 1.014)","(647.475, 219.12, 39.078, 0.889)","(673.368, 213.512, 20.617, -8.357)","(700.353, 211.188, 30.736, 1.76)","(727.777, 206.404, 16.656, -14.549)","(746.336, 206.492, 17.799, -11.923)","(764.236, 203.316, 54.955, -21.075)","(779.415, 170.454, 0.203, -28.453)","(780.248, 137.773, -7.426, -14.126)","(776.914, 116.57, 13.815, -40.912)","(772.813, 91.991, -4.966, -25.957)","(731.874, 69.098, -49.017, 0.875)","(686.324, 69.371, -46.429, -6.706)","(646.781, 67.972, -51.706, -5.42)","(610.161, 67.348, -49.179, -11.058)","(568.189, 65.773, -43.246, -12.067)","(523.236, 66.351, -48.376, -2.758)","(486.369, 79.547, -66.099, 41.559)","(443.578, 89.757, -1.927, -21.144)","(394.344, 87.84, -59.173, 9.095)","(350.706, 90.398, -10.087, -8.657)","(304.747, 91.281, -35.598, 45.983)","(268.259, 90.387, 1.024, -29.959)","(233.774, 85.971, -18.52, 15.765)","(198.374, 86.129, -10.302, 36.497)","(157.165, 81.102, -84.001, 6.213)","(119.625, 107.506, 16.48, 30.714)","(95.155, 146.709, -63.677, 66.384)","(83.671, 190.129, 20.325, 56.434)","(74.178, 233.3, 19.65, 36.29)","(67.601, 275.19, 30.095, 62.334)","(64.597, 309.685, 22.771, -10.115)","(62.449, 342.729, 3.625, -6.985)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
28,"(751.553, 488.104, 47.219, 39.774)","(785.768, 518.411, 29.877, 34.08)","(809.202, 552.408, 24.999, 46.38)","(815.272, 589.041, -0.147, 38.038)","(802.106, 650.557, -25.082, 54.84)","(760.906, 668.44, -42.304, 22.381)","(711.806, 676.185, -40.57, -8.673)","(666.271, 674.665, -28.902, -6.729)","(620.254, 672.174, -33.342, -8.243)","(572.688, 669.905, -51.603, 14.102)","(529.86, 667.981, -32.379, -6.185)","(486.088, 662.407, -36.574, -16.189)","(442.15, 663.812, -51.186, 13.091)","(397.163, 663.11, -45.02, 14.495)","(354.524, 663.709, -51.318, -9.117)","(313.827, 662.577, -52.081, 3.326)","(270.301, 664.041, -35.32, -2.115)","(226.39, 666.656, -47.756, 4.218)","(184.905, 664.661, -48.592, -1.767)","(144.581, 661.449, -29.034, -43.162)","(128.143, 620.06, -6.522, -46.371)","(114.454, 579.26, -23.436, -28.562)","(100.996, 538.09, -17.574, -43.885)","(89.341, 496.649, -3.854, -52.507)","(80.778, 457.508, 26.6, 8.238)","(73.777, 415.984, -48.221, -48.98)","(60.318, 391.958, 20.238, -41.879)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
29,"(371.766, 276.551, 16.641, -8.514)","(402.501, 266.18, 23.009, -7.82)","(440.302, 260.471, 42.993, 0.558)","(473.509, 260.44, 30.923, -11.769)","(507.595, 259.26, 34.39, 1.195)","(541.008, 260.684, 32.204, 1.414)","(574.857, 257.511, 24.262, 12.213)","(605.245, 252.736, 22.128, 0.074)","(635.901, 248.294, 29.433, -1.425)","(665.624, 242.471, 24.307, -12.504)","(691.786, 236.284, 34.483, 7.814)","(716.458, 226.895, 38.58, 8.008)","(742.794, 220.369, 7.488, -14.276)","(769.558, 209.883, 34.896, -8.886)","(785.019, 185.574, 8.216, -17.853)","(790.49, 154.541, 16.294, -23.556)","(798.317, 129.58, 18.591, -11.868)","(802.243, 100.15, -1.7, -17.965)","(778.772, 86.711, -17.066, -27.766)","(738.705, 66.701, -56.438, -12.968)","(707.159, 61.772, -42.149, 10.135)","(669.005, 60.793, -45.533, 10.009)","(633.126, 58.953, -40.16, 7.114)","(598.191, 58.573, -18.919, 2.347)","(561.031, 60.075, -36.81, 2.732)","(526.551, 59.674, -81.551, -35.004)","(483.167, 63.105, -14.583, -12.406)","(429.468, 65.265, 0.89, -6.058)","(376.887, 67.316, -50.913, 38.798)","(334.616, 71.344, -14.962, 35.408)","(293.297, 71.44, -70.207, -1.56)","(253.271, 75.748, -26.577, 6.757)","(212.037, 76.522, -81.151, -42.745)","(172.173, 77.288, -66.233, -23.373)","(136.599, 85.961, -26.996, -11.999)","(112.888, 124.95, -12.162, 79.532)","(101.432, 169.838, 24.582, 81.382)","(95.884, 206.104, 37.098, 53.578)","(91.754, 245.405, -40.707, 76.389)","(82.137, 282.813, 18.808, 62.719)","(75.794, 316.656, 25.623, -17.673)","(67.677, 349.34, 19.04, 23.278)","(27.54, 366.528, -63.294, 10.972)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
30,"(495.876, 247.361, 22.108, -12.377)","(539.047, 237.166, 31.782, -16.766)","(575.923, 232.969, 43.751, 8.524)","(612.944, 222.998, 57.066, 6.412)","(654.331, 213.192, 26.363, -2.247)","(692.059, 204.141, 33.522, 3.122)","(723.455, 198.139, 26.76, -1.643)","(755.01, 198.954, 44.75, -11.845)","(779.252, 181.396, 15.893, -13.486)","(779.347, 137.772, -4.133, -50.124)","(767.172, 113.79, -3.67, -29.044)","(771.041, 88.943, 4.927, -13.279)","(735.861, 82.922, -67.853, -3.929)","(692.678, 93.824, -35.118, 14.538)","(661.247, 90.729, -23.659, -0.75)","(618.767, 79.088, -46.628, -12.611)","(580.974, 74.424, -43.807, -12.879)","(533.581, 73.536, -48.001, 5.3)","(488.167, 79.721, -34.783, -6.561)","(442.925, 85.167, -57.679, 8.837)","(399.199, 90.383, -30.637, -4.554)","(356.653, 92.521, -29.14, -11.938)","(315.019, 93.529, -55.871, -7.832)","(271.86, 89.149, -30.6, 12.687)","(232.095, 85.987, -32.033, -23.52)","(189.714, 83.024, -55.877, -15.179)","(148.154, 75.223, -42.839, 9.699)","(120.596, 104.913, -33.561, 50.378)","(109.955, 151.409, -14.85, 81.079)","(101.784, 200.512, 5.155, 40.134)","(90.956, 245.875, -37.316, 3.424)","(89.597, 289.33, 7.286, 72.507)","(89.801, 329.2, 11.268, 1.852)","(83.701, 355.424, -43.465, 29.777)","(58.7, 376.177, -55.989, -6.133)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
