,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
60,"(344.886, 379.593, 31.334, 2.936)","(371.507, 379.568, 26.947, -0.813)","(395.677, 378.507, 25.628, 1.436)","(419.934, 372.781, 23.146, -5.954)","(441.924, 366.076, 24.101, -8.409)","(463.48, 358.951, 20.921, -10.525)","(485.189, 352.561, 20.28, -8.652)","(506.452, 346.861, 18.07, -5.987)","(528.486, 342.26, 25.979, -5.11)","(550.534, 337.799, 24.354, -6.958)","(570.769, 334.095, 19.962, -6.117)","(589.036, 330.94, 15.598, -2.438)","(606.662, 329.016, 19.975, -1.496)","(624.144, 327.778, 19.578, 0.041)","(641.863, 325.473, 15.429, -2.474)","(660.056, 321.157, 16.981, -4.308)","(675.657, 315.305, 17.364, -6.004)","(690.459, 310.043, 13.48, -5.466)","(704.486, 304.69, 15.147, -6.699)","(717.07, 299.847, 9.836, -5.024)","(729.112, 294.875, 10.86, -7.155)","(740.395, 290.121, 8.896, -4.624)","(750.463, 283.896, 8.727, -9.37)","(760.637, 278.11, 12.879, -6.322)","(771.901, 274.257, 9.569, -2.877)","(780.669, 272.488, 5.713, 1.61)","(788.336, 268.171, 9.068, -6.408)","(795.245, 262.228, 7.383, -5.037)","(799.491, 258.095, 7.127, -5.599)","(801.709, 246.138, -6.024, -19.661)","(796.259, 227.083, -3.781, -7.0)","(790.295, 202.519, 6.899, -22.452)","(787.362, 159.891, 2.774, -61.767)","(773.788, 124.728, -21.524, -13.099)"
61,"(235.231, 186.36, 14.72, -4.733)","(248.27, 184.638, 16.625, 0.349)","(263.05, 185.252, 14.547, 1.724)","(280.485, 187.076, 17.865, 2.574)","(297.623, 187.895, 17.368, -0.586)","(313.57, 189.126, 14.412, 2.486)","(328.507, 190.181, 17.633, -0.747)","(342.597, 191.66, 16.362, 4.056)","(356.649, 194.12, 10.106, 0.152)","(370.386, 197.898, 15.456, 5.267)","(384.886, 200.714, 17.788, 1.749)","(400.593, 202.913, 17.132, 5.092)","(416.921, 204.616, 16.034, -0.276)","(433.347, 205.725, 15.611, 3.485)","(451.627, 205.314, 15.185, 2.564)","(469.751, 204.105, 19.636, -0.342)","(487.49, 203.297, 20.77, -3.161)","(505.111, 202.261, 14.979, 0.759)","(521.78, 201.735, 19.704, 0.625)","(537.811, 201.323, 15.749, 2.511)","(553.975, 203.56, 18.163, 3.024)","(569.774, 204.756, 18.356, -2.234)","(585.284, 205.247, 18.826, 3.089)","(598.7, 204.874, 11.696, -3.427)","(611.643, 203.928, 12.422, -2.988)","(620.26, 202.409, 8.166, -0.949)","(627.907, 202.585, 9.281, 1.452)","(637.637, 204.404, 10.399, 1.096)","(647.54, 204.898, 7.349, 0.497)","(658.639, 205.161, 12.349, 1.056)","(669.471, 204.891, 8.428, -1.31)","(694.744, 203.48, 12.247, 10.543)","(715.83, 202.694, 21.522, 9.605)","(733.438, 204.775, 12.743, -2.063)"
62,"(288.886, 277.91, 17.673, -12.716)","(309.878, 272.898, 20.507, -3.374)","(329.279, 268.01, 15.253, -7.49)","(346.952, 258.86, 19.533, -10.456)","(365.331, 248.255, 17.544, -9.205)","(382.928, 237.786, 17.994, -12.096)","(401.027, 233.304, 21.684, -3.009)","(422.784, 230.393, 25.679, 1.444)","(442.801, 227.55, 21.003, -6.98)","(461.686, 225.076, 17.969, 0.46)","(478.121, 224.253, 21.36, 0.089)","(494.851, 226.586, 21.786, 7.553)","(510.669, 231.122, 16.638, 7.104)","(527.928, 234.945, 12.937, 7.278)","(549.707, 236.762, 21.973, 0.394)","(570.347, 238.816, 22.756, -1.377)","(587.224, 242.486, 16.471, 2.787)","(603.559, 244.171, 15.839, 0.335)","(620.214, 242.909, 13.813, 0.716)","(635.898, 242.893, 13.052, -0.006)","(651.164, 243.063, 16.668, -0.381)","(665.733, 242.365, 17.446, 1.747)","(678.001, 242.897, 13.916, -6.081)","(687.211, 240.402, 6.083, -3.326)","(696.132, 235.678, 10.633, -5.515)","(709.086, 232.345, 16.55, -3.173)","(720.299, 231.137, 12.852, 4.206)","(727.181, 231.326, 4.539, 2.268)","(734.197, 229.411, 6.352, -5.38)","(745.914, 227.285, 21.159, -8.451)","(753.718, 221.648, 9.65, -4.251)","(765.224, 211.541, 17.085, -17.06)","(774.089, 199.39, 19.715, -13.706)","(784.896, 174.752, -2.757, -16.911)"
63,"(488.794, 430.508, 19.693, 25.574)","(504.446, 426.693, 13.979, -11.179)","(519.59, 413.595, 20.877, -8.332)","(541.366, 405.6, 26.517, -10.136)","(568.095, 396.183, 26.325, -10.552)","(593.525, 384.972, 23.958, -7.507)","(617.301, 375.136, 19.71, -10.384)","(639.353, 365.812, 20.545, -10.55)","(659.77, 359.895, 21.668, -7.63)","(678.13, 353.549, 17.584, -6.755)","(694.838, 346.699, 12.842, -4.544)","(710.452, 339.455, 15.982, -4.67)","(725.386, 332.728, 10.731, -5.964)","(738.998, 326.185, 14.215, -8.778)","(750.962, 320.37, 7.306, -5.285)","(760.363, 314.582, 11.526, -6.516)","(769.707, 309.021, 10.018, -8.494)","(779.868, 302.36, 8.309, -5.789)","(786.97, 296.114, 8.745, -4.371)","(793.348, 289.25, 6.417, -11.499)","(799.359, 281.949, 5.866, -8.868)","(804.76, 275.74, 5.946, -7.958)","(809.592, 268.053, 1.585, -9.649)","(813.278, 259.519, 4.14, -10.973)","(816.58, 251.311, 5.986, -3.769)","(820.65, 242.564, 0.843, -6.909)","(819.609, 232.117, -6.39, -10.124)","(818.037, 222.751, -1.827, -12.265)","(817.942, 214.085, 0.076, -4.058)","(815.75, 211.82, -1.996, 1.508)","(811.536, 207.612, -5.477, -12.548)","(813.322, 195.098, 16.669, -44.2)","(815.496, 167.804, -19.041, -37.608)","(807.77, 142.395, -14.56, -20.225)"
64,"(300.597, 388.865, 13.417, 5.102)","(317.166, 390.886, 14.308, 1.435)","(335.127, 390.013, 18.501, 0.118)","(355.144, 390.738, 21.258, 0.287)","(374.728, 388.53, 20.301, 1.636)","(393.725, 385.243, 17.743, -2.522)","(413.45, 382.639, 20.389, -4.277)","(432.737, 379.125, 20.488, -4.014)","(451.588, 375.106, 17.012, -3.886)","(470.241, 369.249, 17.177, -7.5)","(488.88, 363.39, 20.849, -4.339)","(508.742, 355.561, 20.001, -5.59)","(526.477, 348.681, 16.496, -6.09)","(544.344, 341.05, 19.985, -7.983)","(561.768, 334.504, 20.603, -6.149)","(579.157, 329.449, 20.584, -6.19)","(596.358, 324.738, 15.217, -4.311)","(612.889, 320.41, 15.068, -1.155)","(629.286, 316.017, 18.191, -2.507)","(645.099, 312.223, 15.012, -5.659)","(659.551, 308.582, 12.479, -2.082)","(673.32, 305.408, 14.545, -0.537)","(686.914, 302.073, 12.002, -5.047)","(700.103, 299.144, 15.623, -3.608)","(712.489, 295.495, 14.132, -7.06)","(723.248, 290.838, 8.509, -7.682)","(733.052, 286.511, 12.748, -4.405)","(742.947, 282.368, 8.313, -6.218)","(752.535, 278.639, 8.18, -2.403)","(760.574, 274.934, 6.665, -4.256)","(768.473, 272.711, 9.493, -5.003)","(777.946, 269.052, 12.447, -5.769)","(789.391, 249.725, 25.675, -29.123)","(796.368, 223.937, -4.031, -31.795)"
65,"(536.708, 171.791, 27.256, -10.302)","(558.054, 166.001, 36.894, -3.458)","(558.054, 166.001, 36.894, -3.458)","(558.054, 166.001, 36.894, -3.458)","(558.054, 166.001, 36.894, -3.458)","(558.054, 166.001, 36.894, -3.458)","(558.054, 166.001, 36.894, -3.458)","(558.054, 166.001, 36.894, -3.458)","(558.054, 166.001, 36.894, -3.458)","(559.467, 166.051, 18.576, -0.854)","(567.101, 166.012, 20.415, -2.291)","(586.71, 170.636, 21.494, 8.16)","(602.79, 176.599, 10.916, 1.455)","(612.723, 182.131, 8.316, 10.834)","(628.721, 195.937, 23.706, 13.248)","(650.266, 205.951, 13.182, 2.424)","(662.062, 209.915, 12.387, 0.726)","(673.208, 211.42, 22.826, 5.219)","(689.097, 213.92, 9.787, 2.022)","(699.695, 213.945, 12.502, 0.679)","(710.466, 213.824, 9.669, -1.777)","(727.243, 211.974, 6.805, -12.505)","(744.201, 204.165, 11.601, -7.213)","(763.345, 191.942, -3.66, -0.267)","(768.998, 186.126, 3.958, -8.182)","(775.632, 180.344, 5.073, -7.093)","(782.341, 172.64, 16.818, 9.475)","(788.987, 170.91, -3.153, -18.084)","(790.924, 155.055, 2.565, -15.828)","(795.493, 136.494, 4.649, -25.286)","(799.714, 113.618, 3.448, -23.994)","(806.016, 92.703, 5.501, -14.606)","(805.507, 80.82, -5.071, -9.93)","(788.868, 62.453, -38.435, 2.533)"
66,"(315.938, 562.8, 40.226, 2.674)","(352.037, 563.168, 31.831, -1.473)","(384.741, 562.411, 34.912, -0.246)","(418.466, 561.57, 32.486, -2.193)","(452.716, 561.989, 34.03, -1.615)","(486.027, 560.912, 38.628, 4.231)","(518.241, 559.291, 33.385, -4.845)","(547.868, 557.034, 28.458, -5.281)","(577.656, 557.27, 32.196, -0.029)","(602.196, 558.51, 24.098, -6.073)","(628.01, 551.397, 31.661, -9.612)","(663.903, 550.676, 38.581, 6.961)","(696.542, 557.295, 19.769, 9.183)","(722.423, 564.295, 27.254, 5.867)","(749.693, 563.717, 23.757, -2.092)","(771.858, 558.069, 8.734, 34.349)","(772.365, 593.152, -8.084, 41.071)","(768.321, 623.379, 0.467, 30.949)","(776.83, 659.21, -23.776, 21.548)","(744.605, 676.467, -38.809, 7.495)","(706.265, 678.517, -35.866, 1.265)","(675.832, 681.399, -20.285, 6.088)","(654.325, 684.241, -22.235, 3.093)","(632.784, 683.01, -25.724, -1.536)","(609.41, 682.842, -21.851, -1.503)","(586.029, 682.496, -25.847, -0.817)","(561.7, 681.427, -20.793, -1.082)","(540.055, 681.056, -21.716, 0.937)","(519.077, 676.55, -22.042, -4.272)","(496.681, 671.711, -23.766, -2.643)","(473.635, 668.366, -21.147, -1.15)","(449.724, 665.248, -21.816, -2.017)","(423.129, 662.066, -30.021, 0.347)","(389.177, 661.114, -32.478, -11.96)"
67,"(490.277, 470.02, 22.049, 18.131)","(513.802, 474.976, 21.008, -0.144)","(542.669, 472.692, 28.255, -4.786)","(566.884, 466.91, 22.703, -3.418)","(585.782, 462.525, 17.902, -0.544)","(603.499, 460.931, 15.498, -1.092)","(620.113, 461.475, 14.795, 0.897)","(635.725, 462.259, 16.182, 3.352)","(652.72, 462.921, 14.558, -0.506)","(669.927, 465.855, 17.45, 5.814)","(689.584, 472.183, 22.331, 8.256)","(707.459, 477.758, 19.214, 4.599)","(722.686, 480.222, 14.281, 1.787)","(736.342, 483.124, 12.959, 5.926)","(749.265, 485.935, 17.438, 1.236)","(762.99, 485.989, 16.932, -1.708)","(777.71, 486.016, 10.552, -0.721)","(789.812, 487.87, 13.678, 5.92)","(797.596, 494.967, 5.578, 8.531)","(801.086, 503.948, 3.249, 9.428)","(802.096, 511.67, 1.922, 11.777)","(801.742, 521.749, -1.41, 9.97)","(799.523, 532.822, 9.338, 11.303)","(803.679, 547.288, 3.743, 11.664)","(803.176, 561.667, -2.263, 17.699)","(796.956, 581.506, -10.739, 28.856)","(789.256, 611.375, -0.992, 29.065)","(791.721, 635.737, 0.314, 28.835)","(787.297, 654.628, -18.698, 2.551)","(770.185, 659.335, -16.36, 3.461)","(751.334, 665.512, -24.931, 7.321)","(726.971, 668.199, -22.549, -1.749)","(703.223, 665.641, -25.122, -3.753)","(680.867, 663.152, -21.427, -3.767)"
68,"(288.463, 194.832, 22.026, -11.89)","(312.002, 183.019, 23.768, -13.516)","(334.502, 173.463, 21.59, -10.606)","(353.54, 169.247, 16.842, -0.205)","(373.245, 166.126, 15.273, -0.252)","(381.22, 166.015, 14.437, -0.556)","(390.359, 166.015, 20.664, -0.115)","(398.574, 166.031, 21.5, 1.297)","(403.485, 166.001, 19.354, -1.024)","(417.756, 166.752, 22.975, 0.7)","(439.776, 167.362, 18.848, 3.143)","(460.403, 168.451, 18.216, -0.172)","(481.308, 169.523, 18.753, 3.382)","(499.91, 171.216, 20.662, 5.389)","(519.272, 173.054, 17.27, 3.318)","(536.395, 174.897, 14.138, 4.445)","(553.121, 177.651, 19.061, 4.205)","(571.021, 180.501, 16.706, 0.914)","(588.21, 182.286, 15.761, 4.481)","(605.072, 183.492, 16.806, 2.11)","(620.72, 184.62, 12.733, -1.715)","(633.334, 181.734, 7.556, -5.984)","(644.887, 180.294, 10.883, 1.925)","(656.898, 180.738, 10.178, 0.826)","(664.697, 181.697, 8.027, 0.822)","(668.753, 182.004, 4.271, 2.367)","(674.591, 180.953, 16.392, 3.425)","(686.909, 180.349, 13.717, 4.897)","(702.353, 182.096, 11.344, -6.986)","(713.446, 179.663, 10.374, -1.254)","(727.958, 182.203, 10.834, 5.449)","(738.235, 181.664, 12.913, -1.961)","(746.598, 179.443, 6.748, -5.919)","(750.979, 179.574, 7.181, -4.312)"
69,"(760.515, 524.831, 37.006, 3.171)","(790.847, 534.892, 24.102, 13.816)","(812.206, 553.065, 13.838, 17.165)","(821.669, 569.498, 5.551, 16.478)","(827.002, 580.366, 6.211, 0.282)","(839.676, 574.083, -1.334, 0.145)","(842.899, 575.836, 2.752, 4.03)","(844.735, 579.535, 2.261, -1.351)","(842.945, 579.847, -0.787, -2.38)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.71, 583.952, 1.852, 7.56)","(844.608, 583.997, -6.149, 2.71)","(844.608, 583.997, -6.149, 2.71)"
70,"(639.193, 301.805, 23.956, -13.095)","(662.917, 280.588, 22.651, -14.135)","(680.743, 261.432, 17.986, -21.287)","(706.023, 238.493, 21.63, -18.455)","(725.756, 222.674, 12.252, -17.876)","(745.32, 212.794, 25.327, -9.121)","(770.565, 202.615, 42.969, -11.519)","(784.389, 171.72, 11.698, -24.475)","(788.964, 136.085, -11.181, -48.284)","(786.262, 108.254, -1.978, -32.305)","(783.758, 76.962, -7.016, -33.336)","(772.079, 51.877, -11.893, -3.254)","(740.745, 51.084, -41.028, -1.441)","(696.34, 54.697, -53.409, 9.527)","(651.323, 59.732, -42.507, 2.342)","(611.29, 62.848, -38.292, 2.018)","(572.15, 62.551, -34.238, 2.408)","(534.804, 63.139, -35.793, -1.107)","(497.755, 62.506, -34.519, -3.315)","(461.195, 60.53, -34.699, -2.816)","(424.779, 61.495, -33.424, 2.502)","(384.975, 62.777, -44.551, -0.017)","(348.805, 61.354, -32.456, -1.167)","(312.534, 60.005, -35.276, -1.278)","(278.67, 60.027, -29.954, 0.679)","(245.724, 61.578, -31.429, 2.222)","(217.097, 65.906, -28.09, 11.545)","(178.815, 63.641, -33.12, 0.781)","(134.808, 70.245, -44.709, 14.548)","(99.213, 84.591, -26.302, 15.551)","(76.159, 103.98, -21.172, 21.223)","(64.849, 121.8, -7.687, 22.621)","(61.285, 142.891, -0.327, 21.118)","(59.596, 165.904, -1.234, 25.16)"
71,"(315.002, 341.025, 23.589, -5.249)","(331.234, 336.938, 11.554, -9.844)","(350.036, 330.893, 29.323, 0.805)","(372.137, 323.447, 25.032, -9.227)","(398.056, 316.451, 26.317, 0.716)","(422.608, 308.736, 27.314, -9.494)","(449.293, 304.205, 24.179, -4.978)","(475.713, 301.422, 25.745, -4.62)","(502.093, 297.751, 28.078, -0.86)","(527.892, 292.799, 21.012, -9.162)","(551.38, 285.999, 22.274, -4.059)","(574.976, 280.72, 19.759, -6.92)","(594.662, 277.947, 14.851, -1.519)","(607.691, 274.218, 8.483, -7.779)","(619.814, 268.849, 18.75, -5.749)","(636.296, 265.305, 14.59, -5.536)","(653.124, 260.548, 5.577, -7.851)","(669.167, 255.23, 16.433, -3.951)","(684.908, 251.52, 13.19, -6.397)","(699.302, 248.901, 3.452, -1.259)","(711.008, 247.451, 11.241, -3.045)","(724.35, 244.971, 14.957, -4.627)","(735.147, 240.286, 10.279, -3.057)","(745.753, 238.689, 14.421, 2.227)","(758.61, 237.255, 9.333, 2.244)","(765.151, 235.239, 14.383, -5.439)","(771.816, 223.328, -1.466, -10.719)","(777.813, 212.222, 2.578, -12.51)","(786.861, 207.583, 2.457, -9.406)","(792.228, 191.153, 9.667, -34.968)","(796.543, 163.22, 3.39, -22.674)","(796.207, 143.541, -2.639, -16.058)","(796.192, 122.929, 2.9, -22.07)","(802.106, 98.09, 12.472, -21.556)"
72,"(349.552, 465.144, 26.387, -8.566)","(376.903, 461.407, 30.464, -3.179)","(404.638, 458.762, 24.656, -4.432)","(432.274, 456.832, 26.179, 0.476)","(459.583, 454.785, 29.419, -0.117)","(486.764, 455.52, 30.907, 4.707)","(513.537, 454.565, 25.304, -0.142)","(539.371, 453.848, 27.216, -2.28)","(563.043, 453.595, 21.906, -1.597)","(585.561, 451.531, 21.13, -2.918)","(605.333, 450.431, 16.871, -3.399)","(623.73, 450.409, 16.836, -3.584)","(640.633, 449.749, 13.599, 3.423)","(655.685, 451.62, 10.774, -0.978)","(668.773, 454.397, 9.211, 2.54)","(679.13, 458.76, 8.94, 4.782)","(688.151, 465.327, 5.612, 7.119)","(696.691, 473.77, 8.476, 11.372)","(706.711, 480.915, 11.913, 6.613)","(717.025, 487.584, 8.567, 6.792)","(727.934, 494.1, 7.506, 5.55)","(738.342, 499.737, 12.4, 6.899)","(749.271, 504.79, 10.991, 6.118)","(759.765, 510.084, 8.036, 1.612)","(770.472, 514.846, 7.765, 6.528)","(779.652, 518.457, 7.612, 3.401)","(788.386, 524.124, 7.527, 7.944)","(793.371, 530.129, 1.341, 8.385)","(794.096, 539.991, 1.844, 13.604)","(791.181, 551.722, -7.41, 13.997)","(786.33, 564.006, -8.752, 10.936)","(780.254, 578.465, -3.976, 12.967)","(775.0, 595.7, -1.493, 19.175)","(775.696, 612.691, -0.163, 15.506)"
73,"(316.947, 516.763, 19.25, 0.035)","(346.465, 511.133, 33.431, -1.533)","(378.35, 508.451, 31.532, -0.003)","(409.727, 507.09, 31.466, -1.785)","(441.5, 507.41, 30.702, -3.396)","(471.831, 506.8, 31.407, -4.445)","(502.273, 507.003, 31.364, 0.352)","(532.909, 508.086, 32.639, 1.565)","(564.154, 507.367, 30.479, -2.786)","(596.771, 507.823, 29.494, -0.265)","(628.478, 506.31, 24.495, -3.942)","(651.531, 505.655, 24.164, -1.518)","(672.736, 505.371, 18.805, 1.487)","(694.075, 505.247, 18.267, -3.534)","(712.3, 507.499, 18.532, 1.552)","(728.095, 506.733, 12.563, -2.238)","(741.229, 507.191, 8.979, -0.34)","(747.349, 511.732, 3.917, 11.049)","(753.016, 522.172, 11.579, 12.765)","(766.974, 536.248, 15.855, 10.791)","(774.409, 554.58, 6.647, 18.571)","(774.181, 571.888, -1.141, 16.887)","(774.914, 595.52, -0.404, 22.918)","(775.628, 617.24, 1.809, 12.431)","(781.566, 631.573, 7.333, 21.205)","(789.249, 652.641, -14.498, -1.441)","(771.267, 656.915, -19.844, 2.747)","(749.102, 661.268, -23.902, 4.356)","(725.59, 661.83, -20.485, -1.845)","(701.756, 661.868, -23.025, 2.843)","(678.607, 660.911, -21.742, 0.325)","(657.128, 657.89, -22.874, -3.641)","(635.06, 655.392, -19.696, -2.227)","(612.539, 653.179, -19.195, -2.445)"
74,"(248.377, 387.936, 9.587, -2.586)","(258.894, 385.765, 9.759, -2.065)","(270.654, 382.395, 11.804, -1.132)","(285.019, 378.018, 19.147, -7.297)","(301.139, 372.588, 14.686, -4.093)","(317.457, 366.383, 14.836, -5.507)","(335.249, 358.108, 17.782, -10.161)","(353.566, 349.336, 19.145, -9.347)","(372.831, 340.682, 16.269, -6.17)","(391.976, 331.984, 19.799, -7.464)","(411.462, 323.745, 18.55, -7.931)","(430.811, 315.125, 17.064, -9.924)","(449.81, 307.037, 20.145, -9.205)","(467.448, 301.139, 14.749, -5.38)","(485.215, 296.748, 20.5, -6.832)","(502.544, 292.572, 17.512, -1.242)","(519.741, 288.739, 17.674, -0.903)","(536.533, 285.431, 14.133, -1.765)","(552.613, 281.395, 17.103, -4.354)","(568.768, 277.782, 13.783, -1.451)","(584.165, 275.641, 14.211, 1.565)","(598.954, 274.73, 15.734, 0.664)","(613.729, 272.667, 16.233, 0.718)","(627.578, 271.095, 15.898, 1.859)","(640.688, 269.94, 10.86, -0.536)","(653.606, 269.02, 11.787, -1.35)","(666.061, 266.956, 13.63, -2.487)","(677.741, 265.439, 11.114, 1.81)","(688.478, 264.034, 6.787, 0.181)","(698.644, 262.279, 10.639, -2.31)","(708.177, 260.089, 8.898, -4.371)","(717.185, 258.486, 7.004, -2.299)","(725.779, 257.806, 8.315, -1.372)","(735.209, 258.169, 10.304, 0.816)"
75,"(531.083, 479.889, 40.115, 2.828)","(561.357, 478.804, 25.194, 0.789)","(589.895, 481.161, 22.511, 4.391)","(612.297, 486.64, 20.604, 0.184)","(638.313, 489.228, 27.6, 4.215)","(666.612, 490.776, 18.469, 1.298)","(683.918, 486.565, 24.669, -4.293)","(706.516, 482.392, 17.915, -4.073)","(725.116, 480.146, 19.267, -3.004)","(741.888, 480.707, 16.71, 5.129)","(754.169, 484.729, 8.003, 4.44)","(766.251, 490.78, 14.39, 4.837)","(776.764, 496.109, 11.129, 2.315)","(786.469, 498.373, 4.845, 4.057)","(793.221, 503.297, 2.38, 9.23)","(801.421, 513.566, 6.912, 12.981)","(806.478, 524.895, 5.569, 10.514)","(804.504, 537.071, 6.933, 27.289)","(808.829, 556.676, -4.371, 16.655)","(800.555, 572.606, -8.213, 19.817)","(791.805, 596.393, -3.464, 28.626)","(787.392, 619.262, 4.243, 25.411)","(791.692, 643.104, 3.336, 24.939)","(787.331, 655.888, -11.535, 4.419)","(772.019, 666.089, -21.13, 12.112)","(746.856, 670.433, -24.98, -0.263)","(719.531, 669.324, -29.153, -3.837)","(693.324, 667.122, -21.025, -5.087)","(668.999, 664.208, -27.488, -4.518)","(644.212, 661.499, -24.834, -4.696)","(619.321, 658.913, -22.512, -0.129)","(595.157, 657.255, -21.731, -3.847)","(571.386, 656.224, -25.585, -1.566)","(547.922, 655.952, -26.041, 3.2)"
76,"(662.598, 464.231, 25.559, 5.021)","(683.334, 466.564, 18.77, 0.707)","(705.281, 467.797, 25.077, 1.081)","(726.303, 471.982, 18.703, 5.824)","(745.82, 477.683, 19.873, 8.896)","(765.453, 489.755, 23.988, 16.708)","(792.214, 503.304, 28.576, 10.849)","(808.103, 508.403, 0.461, 4.538)","(807.626, 517.016, 4.869, 6.897)","(812.453, 520.374, 2.682, 1.426)","(815.712, 521.079, -1.228, -2.278)","(813.854, 522.153, -5.536, 4.423)","(813.8, 528.127, 1.063, 5.241)","(812.161, 536.201, -0.211, 3.525)","(807.88, 541.795, 7.464, 14.553)","(809.179, 558.237, 2.063, 24.789)","(806.709, 576.53, -11.442, 20.272)","(801.481, 607.781, 2.727, 40.733)","(808.918, 640.148, 6.492, 26.458)","(810.541, 662.88, 2.783, 18.982)","(804.188, 672.378, -13.911, 11.681)","(793.138, 681.396, -17.404, 2.947)","(775.262, 682.606, -21.707, 1.201)","(747.363, 682.373, -29.919, -1.886)","(716.577, 678.147, -32.044, -5.427)","(686.761, 672.095, -28.5, -7.775)","(660.208, 667.377, -22.153, -1.52)","(632.987, 662.784, -29.011, -3.891)","(606.027, 659.096, -23.044, -1.123)","(579.826, 655.718, -27.552, 0.507)","(554.447, 654.468, -28.26, 0.849)","(528.681, 653.647, -27.35, 1.582)","(503.647, 652.909, -26.792, 2.327)","(478.59, 653.046, -26.093, -0.432)"
77,"(575.183, 568.975, 30.384, 6.883)","(603.413, 579.408, 26.743, 12.54)","(615.805, 583.922, 27.217, 5.812)","(615.805, 583.922, 27.217, 5.812)","(615.805, 583.922, 27.217, 5.812)","(615.805, 583.922, 27.217, 5.812)","(615.805, 583.922, 27.217, 5.812)","(616.082, 583.985, 16.643, 3.749)","(625.003, 583.996, 25.465, -0.153)","(625.904, 583.994, 28.734, -0.329)","(625.904, 583.994, 28.734, -0.329)","(625.904, 583.994, 28.734, -0.329)","(628.141, 583.978, 12.118, 4.037)","(637.428, 583.929, 15.873, -1.89)","(652.672, 580.598, 20.034, -3.065)","(667.716, 579.629, 10.776, 3.013)","(680.795, 579.245, 11.964, 3.454)","(691.54, 573.755, 9.23, -5.787)","(702.957, 569.688, 6.736, 1.286)","(713.618, 568.381, 10.657, -3.885)","(722.647, 566.237, 10.434, -3.799)","(728.041, 565.231, 2.071, 1.041)","(735.348, 561.986, 8.099, -2.411)","(746.345, 560.458, 13.95, 0.651)","(753.135, 559.152, 3.625, -4.278)","(757.257, 556.838, 2.709, 0.672)","(764.377, 554.883, 8.149, 0.206)","(769.962, 557.445, -10.265, 28.854)","(762.962, 582.191, -1.315, 24.829)","(762.367, 602.441, 0.595, 18.126)","(768.116, 620.859, 12.193, 18.178)","(779.593, 643.722, 11.554, 27.774)","(772.862, 656.833, -19.023, 2.685)","(752.94, 662.134, -18.386, 5.898)"
78,"(687.438, 369.958, 20.333, -25.557)","(706.08, 352.178, 18.344, -17.142)","(720.312, 332.915, 15.105, -24.623)","(733.62, 315.64, 15.795, -12.745)","(748.732, 299.137, 19.88, -16.941)","(762.848, 280.175, 14.227, -18.622)","(771.973, 266.083, 9.079, -6.554)","(783.206, 256.2, 13.144, -16.404)","(793.492, 244.916, 11.532, -23.956)","(799.996, 236.697, -4.525, -7.5)","(801.397, 231.922, 4.096, -2.403)","(807.894, 225.137, 3.675, -20.445)","(805.664, 217.911, 8.767, -5.81)","(810.462, 203.847, -10.886, -25.541)","(810.743, 185.57, -7.655, -14.192)","(816.34, 169.772, 11.86, -9.518)","(830.46, 172.383, 21.559, 0.972)","(842.334, 168.338, 9.784, -3.225)","(843.462, 166.024, 2.391, -4.705)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)","(843.268, 166.004, -11.621, -1.196)"
