,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
20,"(515.461, 324.925, 40.971, -5.579)","(550.613, 307.664, 26.196, -12.744)","(588.664, 292.303, 64.586, -10.343)","(627.377, 278.789, 24.064, -8.003)","(661.608, 263.658, 24.065, -9.526)","(691.963, 252.312, 35.518, -17.06)","(719.894, 241.296, 31.206, 1.809)","(746.01, 233.14, 25.807, -2.746)","(771.074, 222.376, 43.158, -37.234)","(788.451, 199.964, -37.56, -21.371)","(796.269, 153.858, 25.341, -36.804)","(803.58, 115.373, -4.658, -26.866)","(795.032, 90.246, -30.537, -7.249)","(764.252, 59.391, -45.127, -32.295)","(721.978, 52.961, -40.253, -17.851)","(675.54, 56.182, -23.901, 1.722)","(633.105, 56.79, -44.794, 3.648)","(588.956, 59.523, -46.206, -4.422)","(542.847, 60.3, -48.377, 4.096)","(497.937, 63.162, -52.795, 2.054)","(452.982, 61.717, -28.879, 8.177)","(409.879, 62.838, -44.677, 5.242)","(367.812, 62.495, -49.716, -14.455)","(326.605, 62.247, -37.201, -3.163)","(289.321, 63.872, -40.319, -10.169)","(255.958, 64.122, -31.198, 13.177)","(219.946, 68.835, -38.482, 17.775)","(183.274, 63.197, -46.723, -8.631)","(137.757, 71.057, -26.227, 18.22)","(107.821, 92.887, -33.391, 29.4)","(87.872, 126.106, -32.626, 20.552)","(74.518, 157.878, -23.893, 20.811)","(68.73, 198.811, 0.903, 28.704)"
21,"(547.777, 475.458, 41.055, 0.371)","(586.162, 480.412, 36.598, -17.774)","(621.815, 480.252, 35.43, 17.314)","(656.35, 481.855, 46.077, -10.148)","(693.003, 485.763, 48.752, 19.673)","(723.452, 491.13, 43.863, 15.554)","(750.772, 498.341, 16.977, 16.951)","(779.423, 516.484, 19.617, 17.539)","(804.335, 545.836, 17.627, 51.997)","(820.713, 576.903, 4.918, 42.334)","(811.956, 606.904, -1.985, 35.313)","(815.228, 649.745, -0.525, 51.42)","(804.36, 676.201, -11.971, 7.378)","(779.713, 691.981, -25.718, 2.041)","(745.465, 691.971, -52.263, -1.317)","(701.188, 690.306, -47.636, -5.44)","(657.383, 687.999, -32.401, 9.776)","(611.366, 690.241, -49.869, -12.722)","(569.628, 689.689, -57.439, 6.81)","(523.44, 687.688, -54.258, 13.85)","(479.348, 686.536, -48.527, 3.785)","(433.859, 684.394, -39.773, -4.982)","(386.505, 686.633, -59.119, 10.694)","(350.546, 687.451, -33.715, -7.041)","(317.386, 685.497, -34.017, 13.797)","(286.944, 679.666, -33.312, 9.333)","(247.407, 675.071, -22.33, 14.199)","(212.432, 675.341, -45.605, 11.608)","(179.586, 675.068, -27.054, -23.08)","(141.155, 658.443, -12.836, -35.229)","(123.556, 625.522, -24.258, -19.994)","(110.647, 587.734, -9.144, -35.179)","(97.519, 551.249, -26.186, -48.876)"
22,"(742.603, 195.167, 31.113, -25.39)","(774.972, 179.934, -2.53, -63.49)","(781.975, 121.972, 19.557, -60.952)","(761.641, 88.271, -45.01, -1.623)","(712.141, 82.223, -47.529, -8.204)","(663.911, 80.889, -44.2, 11.833)","(616.752, 82.675, -49.512, -13.733)","(570.18, 81.828, -33.833, -0.127)","(524.067, 78.072, -32.184, 4.092)","(477.038, 77.004, -46.592, -7.691)","(433.992, 79.863, -35.177, -2.989)","(388.685, 80.893, -35.283, 4.575)","(344.424, 80.782, -55.007, -5.109)","(300.667, 80.257, -49.476, -5.195)","(255.559, 81.071, -56.162, 13.214)","(211.062, 79.552, -53.658, -5.275)","(170.912, 78.785, -49.311, -4.606)","(134.095, 98.179, -23.241, 52.358)","(113.135, 138.068, -19.576, 51.587)","(101.861, 181.912, -20.196, 33.814)","(92.233, 227.05, -8.255, 42.362)","(86.385, 273.007, 3.372, 46.388)","(79.832, 315.043, -7.007, 48.262)","(70.649, 356.505, 1.983, 42.676)","(32.793, 369.07, -50.85, 13.15)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
23,"(357.746, 286.015, 54.812, -14.873)","(396.608, 280.501, 23.383, -11.954)","(431.23, 276.873, 25.397, -7.501)","(470.381, 269.485, 57.03, -16.883)","(505.776, 261.268, 34.041, -20.233)","(534.095, 257.15, 33.876, -17.163)","(563.424, 252.89, 34.132, -19.13)","(593.436, 246.915, 26.609, -5.034)","(624.668, 243.703, 33.345, 5.754)","(650.989, 241.557, 10.686, 4.646)","(672.636, 236.908, 22.729, -0.84)","(691.14, 234.704, 13.35, -0.439)","(711.934, 231.772, 0.099, -0.589)","(732.858, 228.923, 24.866, -10.44)","(752.323, 223.178, 9.156, 7.122)","(769.933, 218.4, 11.545, -4.95)","(778.381, 205.463, 44.823, -6.886)","(794.788, 162.123, 20.412, -54.831)","(796.579, 120.504, 2.055, -53.685)","(790.422, 94.533, -27.959, -12.789)","(768.653, 69.682, -22.145, -14.797)","(740.961, 56.289, -60.586, 3.921)","(695.772, 64.208, -35.89, 19.939)","(663.74, 69.534, -36.015, 6.819)","(618.446, 71.479, -47.699, 1.631)","(578.256, 76.659, -49.357, -0.273)","(538.438, 78.368, -35.788, 3.165)","(498.365, 80.252, -50.983, 12.627)","(460.558, 81.177, -37.264, 10.297)","(423.584, 80.375, -36.39, 15.046)","(384.245, 80.236, -27.106, 7.536)","(346.236, 80.307, -35.568, 10.79)","(306.416, 80.037, -30.618, -5.377)"
24,"(318.557, 298.821, 47.978, 0.623)","(352.438, 288.666, 39.733, -0.841)","(387.65, 279.244, 30.696, -21.349)","(418.45, 272.511, 37.397, -2.782)","(451.21, 267.763, 28.8, 2.824)","(478.923, 261.838, 37.655, 0.899)","(507.967, 259.698, 36.727, -14.502)","(536.086, 256.799, 9.496, 9.762)","(567.395, 250.576, 10.863, 12.461)","(595.342, 246.527, 19.144, 5.507)","(623.196, 244.43, 37.017, -1.946)","(647.994, 242.062, 33.21, -12.096)","(671.959, 239.007, 9.228, -7.366)","(692.685, 238.104, 2.51, -4.95)","(713.994, 235.434, 13.822, -3.597)","(730.191, 230.138, -4.993, 14.6)","(745.729, 226.723, 10.746, -10.143)","(760.744, 224.831, 11.265, 7.711)","(773.007, 219.555, 0.255, -3.36)","(780.294, 204.063, 11.299, -37.705)","(797.824, 169.51, -0.541, -28.603)","(801.004, 140.582, -12.64, -1.898)","(792.816, 116.438, -9.062, -19.433)","(787.223, 97.665, -47.414, -2.832)","(760.99, 101.409, -22.408, 17.825)","(730.361, 89.278, -14.73, 3.437)","(689.132, 81.714, -38.604, 10.523)","(648.221, 81.343, -58.869, 0.499)","(607.693, 81.508, -59.749, -5.187)","(559.676, 91.802, -38.366, 12.116)","(516.112, 99.725, -58.59, 1.31)","(471.57, 98.677, -31.836, 13.614)","(427.976, 98.941, -59.894, 2.84)"
25,"(243.922, 263.838, 31.217, -4.082)","(270.844, 252.876, 22.075, -14.286)","(300.694, 245.268, 26.196, -10.269)","(328.62, 239.738, 36.316, -13.093)","(357.871, 233.927, 38.614, 8.627)","(385.893, 231.313, 17.12, -1.827)","(412.492, 228.325, 42.134, -10.001)","(441.06, 226.599, 41.644, 3.33)","(466.685, 227.719, 17.146, -12.35)","(493.184, 226.325, 30.393, -12.17)","(519.332, 228.05, 25.962, 5.467)","(545.872, 226.349, 35.915, -16.481)","(571.787, 227.738, 24.519, 8.412)","(595.791, 225.918, 33.16, -12.616)","(620.134, 227.842, 35.549, -7.805)","(643.858, 229.704, 13.283, 7.949)","(668.085, 229.339, 28.31, -9.077)","(691.782, 224.924, 14.339, -0.495)","(714.995, 219.854, 23.137, -24.596)","(727.548, 216.767, 0.49, 15.154)","(738.361, 213.194, -2.443, -0.68)","(749.594, 212.233, 17.36, 2.946)","(777.202, 213.352, 4.859, 1.508)","(792.897, 193.586, 7.778, -30.766)","(806.393, 174.588, -0.519, -34.116)","(805.301, 153.033, 13.72, -12.803)","(806.815, 136.601, -6.167, -30.267)","(807.98, 117.437, 0.907, -25.078)","(804.717, 88.447, -24.892, 0.137)","(773.661, 64.789, -49.664, -22.794)","(744.268, 52.702, -23.49, 5.029)","(710.259, 52.697, -41.191, -0.452)","(675.278, 55.323, -41.755, -5.279)"
26,"(398.877, 333.712, 30.323, -3.165)","(434.331, 318.912, 29.157, -25.029)","(470.736, 308.053, 36.028, 9.76)","(512.578, 298.433, 45.333, -0.953)","(550.364, 287.074, 51.148, -10.285)","(582.801, 277.61, 53.515, -26.758)","(612.96, 264.995, 14.864, -22.193)","(643.533, 252.13, 45.613, -21.21)","(671.046, 245.622, 47.379, 1.144)","(695.584, 239.448, 37.081, -11.831)","(715.715, 229.41, 9.219, -7.279)","(730.205, 223.359, 38.916, -2.798)","(750.576, 217.785, 8.676, -14.88)","(772.326, 212.345, 36.43, -4.168)","(776.71, 181.538, 10.166, -49.38)","(782.986, 142.402, 15.078, -53.5)","(784.482, 115.551, -0.13, -6.89)","(783.698, 97.182, -5.652, 13.617)","(739.569, 96.181, -57.59, -4.063)","(699.104, 93.022, -22.16, 9.386)","(674.564, 94.224, -24.59, 12.22)","(642.425, 88.892, -25.911, -12.778)","(597.33, 87.199, -77.4, -4.672)","(558.424, 100.164, -39.57, 2.417)","(521.624, 102.143, -26.907, -1.748)","(483.966, 101.919, -41.326, -1.356)","(446.947, 103.211, -30.732, 6.028)","(410.706, 101.831, -43.853, 16.027)","(374.838, 100.991, -43.545, -9.699)","(339.049, 101.603, -44.419, 2.893)","(301.488, 99.983, -43.923, -15.853)","(265.743, 99.398, -38.197, 4.38)","(229.208, 95.005, -30.928, -9.082)"
27,"(535.282, 300.715, 55.852, -26.637)","(571.62, 284.915, 49.127, -5.55)","(603.773, 265.257, 47.165, -7.378)","(635.414, 245.016, 38.494, 2.652)","(670.374, 230.295, 37.68, -8.797)","(701.251, 217.512, 7.611, -22.5)","(734.1, 205.457, 35.386, -4.613)","(757.651, 199.453, 23.055, -8.529)","(770.246, 183.958, 15.088, -39.415)","(772.217, 152.169, -15.991, -36.607)","(774.712, 114.334, 23.079, -12.773)","(778.864, 90.448, -24.513, -21.786)","(741.156, 77.016, -56.573, -0.419)","(690.344, 83.347, -39.835, 11.535)","(655.045, 93.42, -45.463, -7.308)","(610.936, 81.314, -58.275, -0.31)","(562.502, 93.618, -50.508, 26.196)","(525.511, 97.357, -28.0, 3.175)","(487.165, 98.136, -41.546, -14.735)","(444.317, 97.815, -47.247, 3.501)","(402.51, 99.17, -41.552, 7.713)","(360.808, 98.798, -47.871, -3.234)","(320.279, 97.704, -34.738, -13.624)","(280.728, 97.913, -45.628, -6.614)","(242.251, 95.775, -39.531, 5.73)","(207.643, 94.078, -32.049, 13.367)","(175.271, 97.45, -30.723, 17.489)","(144.706, 89.511, -26.308, 34.088)","(126.542, 139.23, -6.432, 63.739)","(122.45, 180.716, 4.459, 50.229)","(118.044, 224.081, -16.322, 39.171)","(113.467, 262.263, 1.289, 20.765)","(106.762, 294.521, -12.327, 22.871)"
28,"(323.509, 202.859, 28.129, -3.103)","(360.654, 194.61, 40.633, -23.657)","(396.321, 187.367, 36.797, -5.392)","(426.514, 186.941, 28.859, 0.187)","(465.141, 195.033, 45.417, -0.276)","(504.208, 190.802, 27.786, 5.267)","(534.287, 185.13, 36.344, 6.705)","(564.349, 186.939, 21.297, -2.387)","(596.863, 194.706, 24.192, 9.032)","(619.652, 198.683, 38.603, 5.363)","(642.774, 202.582, 35.276, 22.896)","(665.667, 200.584, 11.966, 3.853)","(689.174, 197.755, 6.703, 14.348)","(710.664, 199.804, 33.802, -5.826)","(727.544, 200.597, 22.067, -25.987)","(749.708, 201.408, 15.239, -4.507)","(766.041, 204.69, 39.732, -5.992)","(782.257, 200.279, 18.388, -15.989)","(791.202, 172.775, 6.279, -55.62)","(799.937, 142.669, -6.842, -36.911)","(807.846, 117.684, 17.587, -46.007)","(804.405, 87.686, -38.673, -14.495)","(791.145, 71.124, -15.978, -6.052)","(767.247, 76.502, -36.483, 6.41)","(719.345, 74.079, -40.677, 3.316)","(677.625, 64.757, -52.49, 6.659)","(634.49, 59.046, -28.176, 5.817)","(591.465, 59.42, -33.057, -4.38)","(547.421, 59.339, -53.748, 19.117)","(505.744, 61.219, -35.598, -6.828)","(465.804, 62.48, -24.556, 15.295)","(425.386, 63.613, -47.623, -16.591)","(384.186, 62.35, -48.694, -8.858)"
29,"(378.273, 483.34, 45.435, -13.413)","(414.08, 480.771, 46.077, 1.939)","(450.688, 478.298, 21.718, -15.149)","(488.713, 478.518, 46.396, 9.242)","(522.96, 477.293, 38.628, -7.272)","(560.553, 476.005, 40.194, 16.724)","(594.251, 477.059, 42.859, 4.727)","(629.413, 478.988, 36.489, 4.467)","(663.604, 483.065, 35.316, 9.463)","(697.432, 486.964, 20.421, 9.174)","(726.246, 494.451, 40.003, 2.484)","(756.04, 501.782, 19.366, 15.082)","(781.132, 514.068, 22.313, 28.973)","(795.521, 526.869, 6.478, 3.92)","(811.871, 545.101, 32.029, 28.895)","(819.976, 565.014, 4.788, -1.473)","(815.687, 581.898, -7.196, 32.202)","(809.892, 616.683, 17.11, 29.748)","(809.652, 649.299, 10.052, 43.761)","(793.498, 671.789, -3.883, 30.073)","(766.593, 683.307, -20.736, -10.341)","(733.912, 686.314, -24.649, -2.026)","(700.677, 687.209, -33.11, -1.127)","(662.028, 687.118, -44.521, -13.475)","(625.617, 685.651, -24.294, 13.137)","(584.294, 684.419, -39.103, -12.236)","(546.832, 683.049, -42.417, -8.748)","(512.475, 682.897, -21.478, 0.56)","(472.866, 682.81, -25.403, 0.646)","(434.834, 683.715, -55.559, -4.219)","(394.063, 683.643, -46.041, 4.251)","(356.879, 684.064, -35.947, -6.72)","(322.615, 681.31, -19.361, -0.302)"
30,"(710.234, 276.427, 40.657, -18.022)","(743.159, 249.73, 37.09, -14.892)","(770.478, 225.657, 21.32, -24.296)","(783.328, 193.275, 11.403, -56.054)","(796.839, 144.971, 8.927, -33.753)","(796.704, 97.858, -11.069, -45.102)","(761.191, 72.166, -36.526, -30.044)","(709.714, 68.251, -60.867, 2.523)","(662.044, 72.641, -37.977, -10.212)","(616.494, 73.222, -51.059, 13.148)","(574.1, 68.532, -34.638, -9.724)","(533.336, 65.798, -47.686, -6.42)","(494.071, 65.722, -27.501, -15.874)","(455.869, 67.141, -28.787, 5.545)","(412.799, 69.599, -44.761, 5.821)","(372.076, 73.311, -26.545, -0.171)","(329.024, 75.118, -55.905, -11.434)","(287.584, 78.821, -47.873, 11.189)","(244.923, 78.899, -40.537, 9.298)","(205.235, 79.56, -33.603, 7.181)","(167.108, 78.41, -58.631, -0.865)","(131.26, 95.523, -36.167, 34.075)","(112.37, 135.18, -6.546, 40.551)","(100.35, 176.44, -4.205, 28.879)","(91.788, 217.115, -9.196, 30.841)","(88.161, 258.581, -13.185, 29.364)","(82.764, 297.567, -5.665, 45.827)","(80.35, 333.92, -14.07, 13.494)","(63.367, 363.296, -41.677, 5.597)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
31,"(372.072, 339.935, 37.718, -12.341)","(403.519, 336.625, 45.0, -8.857)","(437.134, 330.708, 30.154, 4.774)","(472.013, 323.733, 34.185, 11.125)","(506.113, 313.639, 44.174, -32.129)","(540.686, 305.673, 29.433, -5.889)","(573.087, 295.914, 18.666, -20.248)","(607.448, 286.551, 15.893, -10.666)","(639.908, 280.388, 45.331, -7.616)","(666.822, 272.817, 26.69, -14.091)","(692.183, 264.828, 8.81, -14.784)","(716.832, 258.218, -2.178, 5.665)","(735.303, 248.7, 22.438, -11.215)","(756.322, 238.977, 18.501, 8.727)","(774.887, 229.264, 22.646, -17.648)","(786.852, 221.806, 1.795, -18.121)","(800.033, 207.017, 12.176, 5.954)","(804.249, 180.309, -3.77, -14.564)","(805.268, 150.388, 7.968, -45.073)","(806.205, 118.35, -12.877, -40.593)","(802.198, 94.749, -1.887, -20.639)","(781.059, 83.698, -14.943, 17.976)","(767.475, 83.248, -35.976, -6.535)","(745.024, 76.612, -40.711, -2.136)","(691.395, 80.933, -41.512, -13.476)","(652.723, 80.866, -52.159, -19.02)","(610.917, 77.695, -54.471, -7.423)","(573.078, 86.73, -41.914, -7.296)","(538.584, 95.337, -20.947, 2.164)","(500.699, 98.158, -27.923, 14.779)","(459.203, 98.021, -35.821, -15.416)","(421.886, 98.147, -24.894, 11.066)","(384.626, 97.087, -55.817, -14.189)"
32,"(334.483, 334.088, 32.422, 6.005)","(366.477, 328.821, 38.607, -4.469)","(399.877, 324.125, 29.309, -8.322)","(434.866, 316.029, 43.189, -11.873)","(466.467, 309.19, 40.991, -2.557)","(500.597, 301.963, 43.591, -3.749)","(532.728, 298.572, 20.122, -17.196)","(566.397, 292.48, 24.532, -25.823)","(595.757, 284.891, 29.465, 2.075)","(621.098, 280.169, 14.691, -2.745)","(648.5, 275.668, 42.769, -9.324)","(672.756, 273.394, 16.19, 12.347)","(696.244, 270.757, 40.604, 14.712)","(718.353, 266.433, 8.027, 10.99)","(736.727, 256.571, 11.879, -12.665)","(750.552, 248.102, 15.025, -28.806)","(764.748, 244.762, 15.197, 2.829)","(780.303, 230.555, -7.144, -27.868)","(796.683, 201.385, -11.327, -13.198)","(799.44, 180.366, 2.575, -11.427)","(796.79, 146.57, 0.656, -32.05)","(807.526, 112.594, 2.165, -16.282)","(811.75, 91.417, 8.647, -25.606)","(793.989, 79.445, -21.317, -11.815)","(764.055, 71.007, -57.255, 2.902)","(710.324, 68.486, -48.302, -16.185)","(668.801, 62.479, -45.816, -14.778)","(622.822, 63.401, -52.36, 0.459)","(579.479, 66.966, -25.616, 21.897)","(540.901, 65.895, -35.829, -14.648)","(503.551, 64.201, -48.367, 16.216)","(468.222, 63.238, -44.122, 15.25)","(429.53, 62.992, -50.097, 9.333)"
33,"(660.258, 298.555, 48.635, -30.437)","(698.244, 276.274, 17.348, -37.408)","(729.853, 254.183, 24.247, -33.134)","(762.718, 233.071, 12.01, -3.103)","(792.727, 208.46, 27.415, -11.179)","(805.665, 178.058, -0.736, -43.529)","(805.369, 130.129, -14.982, -68.692)","(803.486, 87.176, -26.922, -10.835)","(769.632, 59.831, -68.144, -33.739)","(722.555, 57.948, -35.129, 9.493)","(677.933, 61.893, -41.089, 3.039)","(636.477, 63.972, -51.633, -6.297)","(595.254, 65.927, -55.757, 9.325)","(555.714, 65.957, -46.599, -12.861)","(515.535, 66.939, -38.016, -0.309)","(476.002, 68.901, -23.788, 6.336)","(435.131, 67.919, -54.231, -12.015)","(392.957, 68.532, -37.596, 8.915)","(352.776, 68.021, -40.58, -11.563)","(312.648, 68.159, -55.441, 2.834)","(273.414, 68.908, -25.59, 12.1)","(235.263, 70.903, -48.532, -11.914)","(199.806, 72.714, -23.126, 0.629)","(161.679, 73.626, -40.471, -1.063)","(124.968, 93.943, -22.976, 49.186)","(99.122, 129.124, -8.976, 26.143)","(83.754, 170.536, -27.575, 34.29)","(76.127, 212.454, -2.125, 28.988)","(71.501, 253.63, 6.771, 48.257)","(67.796, 291.287, 6.585, 25.665)","(65.986, 327.028, 5.051, 27.842)","(54.619, 358.018, -33.353, 10.72)","(None, None, None, None)"
34,"(329.272, 407.217, 26.213, 0.604)","(360.954, 402.891, 17.833, -8.657)","(390.985, 397.337, 38.6, -10.746)","(419.394, 390.983, 36.417, -9.229)","(452.086, 389.229, 26.116, 2.111)","(482.987, 385.125, 18.694, -12.758)","(515.49, 377.978, 20.661, -20.157)","(546.423, 370.465, 47.198, 3.183)","(575.719, 359.732, 26.289, 5.445)","(604.879, 348.657, 33.448, -1.584)","(633.064, 338.04, 40.496, 3.753)","(661.102, 329.52, 19.702, -6.189)","(687.809, 321.0, 12.561, -19.403)","(711.809, 313.132, 37.45, 2.904)","(732.815, 303.502, 21.625, -24.432)","(750.392, 293.516, 30.291, -6.249)","(767.984, 286.237, 27.522, -7.769)","(782.182, 279.684, 19.169, 5.403)","(790.156, 271.039, 8.621, -10.171)","(795.149, 264.237, 4.274, -0.248)","(796.68, 256.497, 6.705, -14.475)","(801.518, 244.9, 16.813, -13.339)","(805.217, 236.625, -7.694, 3.109)","(808.165, 226.492, 6.907, -0.898)","(806.705, 216.857, -14.676, -19.69)","(809.13, 195.33, 0.725, -22.773)","(802.137, 169.936, -19.876, -28.46)","(803.312, 150.605, 17.267, -10.463)","(805.598, 129.61, -12.976, -37.333)","(801.56, 101.534, -8.501, -34.945)","(768.658, 87.916, -32.705, -18.772)","(736.84, 83.37, -8.245, -14.725)","(706.552, 77.828, -13.52, 18.073)"
35,"(377.494, 178.085, 27.822, -13.657)","(420.831, 167.817, 44.82, 1.434)","(441.321, 166.147, 36.331, 3.049)","(447.093, 166.006, 63.45, -0.119)","(447.093, 166.006, 63.45, -0.119)","(463.771, 166.047, 43.473, -1.656)","(485.735, 166.212, 31.732, 9.274)","(514.658, 166.892, 28.862, 11.201)","(539.142, 166.63, 16.329, -5.999)","(562.004, 166.323, 29.842, -8.665)","(584.55, 166.586, 14.555, -18.072)","(604.207, 166.095, 26.105, -19.042)","(624.406, 168.183, 30.878, 8.795)","(643.449, 169.903, 33.262, 8.93)","(658.837, 168.496, 19.867, 10.912)","(676.333, 172.361, 26.399, -9.326)","(695.921, 171.586, 12.759, 7.177)","(712.614, 169.54, 23.793, -5.653)","(723.096, 175.268, 2.917, -1.757)","(734.102, 174.294, 3.294, 15.632)","(743.508, 174.167, 20.615, 2.864)","(748.762, 181.506, 13.301, 17.416)","(759.49, 198.712, 24.431, 2.998)","(769.744, 205.65, 13.29, 3.918)","(770.245, 193.811, -0.69, -21.06)","(770.243, 167.427, 3.858, -38.222)","(761.094, 153.095, 0.513, 1.992)","(762.125, 144.024, 7.681, -5.985)","(764.617, 138.688, -8.163, -26.316)","(766.485, 127.564, 16.218, 0.967)","(775.69, 110.209, 29.901, -23.321)","(769.178, 98.124, -37.572, 6.011)","(746.955, 100.614, -24.61, 1.187)"
36,"(586.465, 262.714, 23.307, -23.418)","(626.228, 244.943, 42.47, -19.155)","(672.197, 229.265, 61.898, -29.173)","(706.878, 217.993, 25.982, -11.624)","(735.422, 203.752, 14.139, -27.412)","(764.647, 198.594, 37.848, -23.295)","(782.302, 155.407, 9.579, -28.327)","(770.401, 120.244, -5.394, -33.178)","(774.263, 90.202, -2.292, -12.846)","(720.203, 91.861, -38.918, 25.798)","(679.833, 103.533, -43.41, 10.892)","(649.588, 110.135, -30.0, 18.422)","(615.22, 113.974, -43.736, 15.221)","(593.914, 113.943, -64.927, 6.439)","(573.66, 113.985, -27.842, -0.376)","(544.274, 105.952, -32.353, -24.798)","(502.756, 100.631, -35.276, 14.072)","(464.131, 99.109, -33.627, 8.659)","(422.422, 98.29, -26.193, -16.45)","(381.76, 98.399, -26.578, -9.741)","(340.434, 97.331, -35.263, 7.754)","(300.608, 96.748, -49.006, -12.984)","(262.668, 95.783, -26.139, 2.805)","(223.641, 91.547, -20.493, 9.023)","(186.041, 93.411, -33.504, -2.904)","(146.165, 84.53, -31.271, -23.504)","(127.468, 121.351, -20.238, 60.323)","(123.586, 168.299, -4.334, 47.106)","(119.445, 215.425, -11.801, 27.276)","(115.135, 254.904, -5.738, 44.294)","(110.062, 289.46, -13.702, 36.532)","(104.119, 322.4, -11.119, 15.847)","(96.306, 354.193, -19.699, 45.597)"
37,"(768.695, 522.169, 46.723, 34.16)","(798.379, 556.276, 22.234, 24.162)","(806.14, 593.32, -18.719, 50.527)","(807.523, 638.577, 4.181, 29.458)","(789.715, 667.747, -26.58, 17.724)","(745.497, 684.71, -41.613, 20.685)","(699.415, 684.777, -38.59, -2.573)","(653.433, 682.477, -60.482, 4.363)","(610.376, 679.756, -29.224, -0.253)","(565.236, 679.109, -32.02, -0.459)","(522.712, 673.585, -54.039, 0.035)","(478.085, 669.243, -52.7, -1.201)","(436.507, 666.861, -30.287, 3.662)","(396.118, 661.589, -53.946, 3.091)","(354.522, 660.041, -46.106, -14.531)","(312.381, 659.853, -26.914, 10.316)","(272.297, 661.276, -53.436, -8.573)","(229.123, 664.665, -35.388, -11.034)","(189.248, 663.175, -31.547, -6.661)","(149.341, 662.299, -40.627, 1.258)","(131.953, 625.549, -4.389, -27.964)","(119.048, 584.191, -18.823, -40.972)","(105.741, 543.106, -4.317, -40.087)","(95.296, 502.624, -2.219, -55.2)","(83.992, 463.695, 2.571, -49.117)","(77.467, 428.035, -10.321, -24.767)","(73.822, 396.27, 7.428, -30.295)","(33.227, 384.617, -58.748, -10.808)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
38,"(400.104, 283.096, 31.818, -12.098)","(445.999, 271.454, 45.642, -14.353)","(481.778, 259.756, 59.086, -29.601)","(519.906, 248.144, 28.883, -22.371)","(554.222, 236.407, 41.925, -7.503)","(583.309, 231.48, 18.738, -16.568)","(611.606, 226.641, 29.981, 10.296)","(640.197, 223.594, 22.739, -17.494)","(668.47, 219.88, 20.237, 10.575)","(692.178, 214.81, 41.607, -13.975)","(719.605, 204.767, 43.225, -11.837)","(736.573, 198.192, 24.707, -5.041)","(762.834, 197.262, 24.927, -1.751)","(776.078, 165.488, -1.971, -41.241)","(768.555, 125.881, -26.566, -11.935)","(764.492, 99.476, 9.674, -18.039)","(770.883, 83.714, -5.025, -4.349)","(770.587, 70.501, 38.762, 21.588)","(770.949, 68.206, -27.45, -23.069)","(718.516, 62.326, -57.57, -2.668)","(675.508, 65.199, -22.729, -10.974)","(636.058, 62.502, -46.194, -8.146)","(593.932, 59.613, -26.773, 0.522)","(556.813, 59.245, -34.046, 8.744)","(517.152, 59.557, -51.114, -1.49)","(481.15, 58.601, -28.188, -8.62)","(445.336, 59.31, -48.935, 13.09)","(409.4, 59.22, -29.643, 15.809)","(373.415, 58.951, -58.587, 19.657)","(338.634, 59.095, -50.735, 3.138)","(301.578, 60.027, -59.876, 0.371)","(266.708, 60.036, -39.511, -10.768)","(230.427, 64.519, -39.97, 11.432)"
39,"(701.312, 506.548, 34.214, 10.189)","(736.976, 517.75, 44.774, -2.479)","(768.876, 530.707, 47.875, 15.441)","(788.693, 562.47, 24.66, 35.075)","(796.99, 606.894, -2.928, 47.863)","(800.802, 644.023, -2.553, 46.052)","(775.874, 667.397, -23.4, 3.877)","(728.002, 676.978, -57.814, 5.855)","(682.036, 674.544, -53.052, -12.394)","(635.787, 670.148, -59.403, 10.753)","(593.537, 674.015, -41.268, 19.041)","(548.653, 678.926, -50.055, 9.908)","(502.415, 676.067, -56.787, -9.164)","(459.022, 673.078, -54.038, 0.395)","(416.501, 670.813, -33.068, -18.321)","(374.993, 668.09, -26.397, 8.751)","(333.247, 664.721, -40.614, -1.158)","(291.385, 662.145, -48.454, 8.678)","(253.37, 662.433, -24.316, 1.802)","(211.856, 665.335, -48.646, 12.934)","(172.475, 663.096, -29.83, -11.943)","(137.52, 649.382, -23.763, -29.053)","(121.809, 610.948, -18.33, -53.976)","(108.538, 570.345, -21.319, -36.054)","(95.903, 531.938, -21.955, -32.544)","(86.822, 492.14, -5.634, -35.639)","(76.691, 454.055, -17.885, -40.322)","(75.872, 418.381, -0.617, -26.153)","(64.785, 389.789, -17.453, 14.996)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
