,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,"(450, 375, None, None)","(450, 375, None, None)","(494.657, 388.707, None, None)","(551.363, 394.033, None, None)","(606.251, 381.837, None, None)","(640.53, 338.032, None, None)","(679.963, 297.431, None, None)","(727.705, 266.696, None, None)","(766.012, 224.299, None, None)","(780.322, 171.297, None, None)","(775.144, 114.906, None, None)","(757.378, 97.763, None, None)","(701.178, 95.742, None, None)","(644.049, 92.985, None, None)","(586.949, 89.637, None, None)","(529.898, 85.75, None, None)","(472.711, 84.505, None, None)","(415.525, 83.26, None, None)","(358.338, 82.014, None, None)","(301.385, 85.089, None, None)","(244.398, 89.504, None, None)","(187.225, 89.672, None, None)","(157.596, 99.289, None, None)","(157.596, 99.289, None, None)","(157.596, 99.289, None, None)","(115.047, 120.982, None, None)","(102.208, 176.71, None, None)","(91.642, 232.926, None, None)","(81.077, 289.141, None, None)","(52.117, 337.656, None, None)"
1,"(358.901, 362.056, 45.957, -2.166)","(391.677, 347.705, 25.714, -12.444)","(422.275, 333.224, 16.502, -7.905)","(453.23, 320.454, 28.767, -15.278)","(486.0, 310.312, 38.069, -18.405)","(521.297, 297.842, 32.242, 1.23)","(552.898, 283.084, 13.441, -24.762)","(586.537, 270.241, 35.825, 3.595)","(617.879, 261.111, 42.242, -19.967)","(645.735, 255.606, 15.438, 0.626)","(672.684, 247.816, 45.26, -19.182)","(700.195, 241.748, 21.159, 2.052)","(718.288, 238.479, 26.157, -14.379)","(731.473, 234.209, -1.81, 10.385)","(745.338, 230.582, 29.841, 6.846)","(764.726, 228.766, 32.435, -17.68)","(775.764, 221.305, 23.619, -0.683)","(785.801, 203.018, 10.869, -35.75)","(792.562, 177.158, -5.158, -20.566)","(785.387, 142.229, -11.4, -57.256)","(776.372, 122.343, 13.16, -35.055)","(783.373, 94.621, -52.457, -3.886)","(746.532, 81.029, -44.981, -0.822)","(713.117, 88.897, -34.056, -15.134)","(676.659, 80.871, -32.874, -17.131)","(641.109, 90.474, -31.291, -3.035)","(609.598, 90.507, -53.741, -15.743)","(570.574, 99.977, -16.943, -6.337)","(537.619, 99.199, -46.318, 6.676)","(501.03, 99.193, -37.939, 14.643)"
2,"(581.694, 302.026, 30.989, -39.97)","(609.155, 284.943, 24.981, -12.779)","(642.63, 269.801, 51.709, -5.808)","(678.527, 252.642, 31.253, -20.55)","(712.063, 238.326, 36.36, -2.682)","(739.637, 228.494, 21.955, -23.026)","(761.034, 217.48, 27.128, -26.261)","(781.764, 195.228, 12.923, -30.21)","(791.208, 159.447, -30.419, -65.526)","(777.493, 117.222, 2.915, -49.351)","(763.418, 85.629, -44.612, -13.608)","(708.783, 71.746, -40.486, 3.865)","(663.302, 66.376, -31.572, -11.581)","(615.969, 58.09, -58.884, -15.285)","(571.455, 56.875, -53.23, 2.316)","(531.473, 56.015, -26.436, -7.011)","(499.977, 59.763, -22.613, 10.656)","(459.692, 64.665, -58.785, -10.778)","(414.562, 70.345, -53.409, 15.245)","(369.579, 71.557, -50.596, -11.926)","(327.055, 71.362, -28.421, 4.294)","(286.848, 70.815, -33.699, -2.286)","(249.2, 72.737, -38.011, -5.199)","(213.033, 73.736, -48.133, 8.07)","(180.822, 70.406, -32.685, -6.098)","(142.626, 75.91, -38.919, 13.762)","(115.669, 111.118, -24.007, 49.729)","(109.914, 160.14, 11.443, 35.65)","(111.072, 209.819, -7.056, 35.814)","(111.026, 253.617, 9.583, 45.21)"
3,"(395.053, 503.334, 24.362, -2.138)","(427.057, 496.62, 36.066, -17.087)","(461.885, 493.734, 21.812, 6.612)","(497.933, 497.461, 55.004, 17.949)","(535.24, 498.473, 36.196, 15.107)","(569.728, 495.831, 37.425, 6.169)","(600.695, 495.818, 14.85, -7.488)","(633.468, 500.591, 20.064, 2.235)","(665.524, 502.759, 47.45, -0.427)","(692.612, 510.057, 7.584, 0.852)","(714.244, 513.509, 31.169, 17.787)","(735.156, 516.961, 14.997, 6.88)","(751.787, 521.475, 13.171, -1.712)","(766.783, 526.681, -3.748, 19.195)","(774.051, 544.215, -1.3, 13.769)","(784.226, 568.486, 20.177, 35.673)","(783.063, 609.211, -0.49, 29.871)","(793.311, 637.497, 31.721, 37.206)","(782.734, 653.043, -25.272, -5.895)","(755.029, 661.575, -48.304, -0.023)","(723.988, 662.931, -11.811, 3.793)","(683.379, 662.435, -31.553, 9.207)","(644.71, 658.796, -12.498, -13.234)","(606.23, 660.448, -31.364, 6.915)","(569.432, 656.524, -42.588, 1.547)","(525.954, 656.633, -54.495, 10.463)","(488.185, 656.418, -52.825, 16.068)","(445.674, 658.196, -7.87, 5.286)","(407.778, 662.869, -33.095, 3.729)","(366.723, 664.006, -29.759, 4.912)"
4,"(494.253, 272.703, 23.479, -24.92)","(519.858, 257.48, 41.469, -20.05)","(548.49, 241.222, 20.481, -19.485)","(579.41, 236.402, 34.699, -13.249)","(614.779, 229.482, 38.02, -10.72)","(651.247, 222.356, 31.97, -20.931)","(686.33, 216.906, 29.445, -8.65)","(714.412, 214.411, 3.459, -0.103)","(733.623, 208.287, 7.796, -19.15)","(756.372, 210.431, -9.098, -7.497)","(773.919, 198.695, 12.856, -23.034)","(787.546, 153.57, -13.337, -45.24)","(781.76, 122.167, -5.893, -30.276)","(766.075, 95.826, -52.138, 7.76)","(716.041, 101.739, -20.128, 4.802)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(699.354, 113.993, -5.322, 6.735)","(694.773, 113.954, -38.43, 2.296)","(682.079, 113.908, -50.51, 3.618)","(664.919, 113.647, -21.954, -3.959)","(661.451, 113.963, -1.827, 2.834)","(659.902, 113.994, -44.798, 1.284)"
5,"(641.94, 218.862, 66.481, -1.776)","(682.52, 210.086, 67.737, 1.11)","(721.138, 198.157, 29.45, -16.915)","(755.199, 188.262, 35.126, 15.301)","(779.483, 182.781, 14.701, 2.592)","(775.921, 130.093, -5.072, -28.97)","(777.683, 97.609, 9.901, -46.791)","(731.209, 96.661, -50.639, 22.234)","(686.864, 106.166, -50.663, 21.348)","(645.693, 110.335, -35.205, -5.78)","(606.961, 113.754, -33.619, 4.853)","(583.787, 113.945, -61.466, -2.738)","(553.861, 108.93, -54.775, -20.417)","(510.779, 95.192, -47.53, 4.693)","(469.919, 94.345, -45.589, 3.013)","(428.371, 94.362, -40.058, 8.993)","(384.369, 94.614, -61.316, 9.845)","(337.15, 92.538, -42.67, -15.51)","(291.425, 89.898, -58.145, -8.62)","(246.292, 86.136, -53.886, 0.31)","(206.856, 84.032, -30.336, 5.509)","(161.928, 77.224, -40.369, -12.589)","(120.112, 89.322, -32.62, 21.931)","(98.313, 124.868, -8.678, 23.651)","(88.712, 165.067, -21.595, 44.367)","(87.672, 203.661, 5.428, 47.675)","(84.768, 242.76, -8.909, 39.303)","(86.66, 284.965, -7.404, 25.066)","(85.746, 325.465, -9.634, 36.106)","(83.212, 359.324, -17.415, 20.278)"
6,"(371.658, 568.492, 51.07, 5.784)","(410.664, 569.162, 52.64, -15.378)","(446.38, 568.037, 35.311, -6.753)","(482.386, 569.104, 43.871, -19.366)","(519.855, 568.045, 49.875, 7.862)","(552.597, 566.55, 21.202, -0.544)","(586.361, 568.141, 30.692, -16.159)","(613.02, 559.38, 14.431, -17.389)","(648.26, 545.885, 42.843, 5.602)","(676.137, 548.801, 48.784, 13.138)","(703.962, 547.375, 20.608, -17.327)","(724.189, 547.528, 25.152, 8.849)","(744.18, 550.485, 24.645, 14.618)","(762.185, 550.882, 24.066, 1.193)","(769.649, 572.563, -8.364, 31.482)","(770.117, 619.698, -9.82, 33.271)","(763.696, 635.737, 3.045, -6.311)","(760.626, 648.987, -21.566, 7.578)","(772.886, 665.092, -3.913, 29.383)","(726.05, 669.761, -55.418, 7.785)","(684.001, 667.249, -36.792, 13.079)","(640.664, 668.999, -37.26, -18.313)","(603.03, 669.677, -30.382, 9.721)","(564.087, 671.635, -33.738, 10.909)","(524.644, 669.543, -34.912, -18.462)","(480.764, 665.981, -72.649, 2.018)","(441.895, 663.788, -48.275, -1.038)","(400.116, 668.231, -33.965, -13.86)","(352.008, 662.974, -26.072, 4.308)","(315.405, 659.73, -36.737, -5.262)"
7,"(651.261, 168.57, 51.057, -13.582)","(673.409, 166.002, 59.621, -4.409)","(674.308, 166.024, 53.934, 1.334)","(674.308, 166.024, 53.934, 1.334)","(674.308, 166.024, 53.934, 1.334)","(674.688, 166.024, 22.829, -0.031)","(674.688, 166.024, 22.829, -0.031)","(678.129, 166.062, 47.165, 1.027)","(694.473, 166.244, 38.812, 5.321)","(708.342, 166.101, 37.848, -1.139)","(724.499, 166.044, 37.778, -5.6)","(739.486, 166.012, 22.205, -8.636)","(750.669, 166.05, 35.806, -11.898)","(762.277, 155.388, 3.413, -5.937)","(765.49, 146.399, -0.256, -24.183)","(756.129, 151.935, 6.774, 4.585)","(757.199, 156.659, 4.944, 18.941)","(758.315, 162.814, -10.089, 16.297)","(758.66, 165.49, 18.183, -1.242)","(769.196, 177.675, 16.779, 9.272)","(773.423, 177.973, 12.575, -28.827)","(768.927, 147.682, 7.407, -11.627)","(761.762, 131.914, -22.806, -0.459)","(762.594, 124.758, 26.456, -31.398)","(770.355, 102.345, -3.354, -20.922)","(761.549, 94.991, -39.593, 12.961)","(728.967, 93.822, -25.368, -21.139)","(699.748, 85.503, -32.491, -5.071)","(666.252, 84.956, -15.785, 3.769)","(633.644, 80.879, -41.013, 3.453)"
8,"(522.03, 250.515, 42.746, -20.655)","(552.499, 233.573, 42.114, -23.543)","(589.126, 224.593, 31.379, -13.939)","(625.513, 216.118, 17.878, -16.297)","(659.884, 211.453, 27.313, -20.641)","(695.596, 207.562, 35.705, -11.63)","(726.792, 197.301, 9.273, 9.952)","(749.445, 195.988, 26.227, -14.791)","(762.731, 193.31, -2.48, 14.972)","(770.909, 193.036, 23.448, 12.693)","(779.936, 162.286, 11.791, -50.488)","(765.392, 128.0, -28.11, -10.865)","(757.821, 118.703, -8.647, -3.089)","(755.827, 112.713, -0.167, -22.062)","(763.766, 104.909, 0.734, -31.427)","(769.915, 92.628, -21.521, -33.125)","(769.69, 87.552, 34.072, -22.561)","(727.24, 85.29, -55.892, 2.148)","(695.758, 81.537, -26.253, -9.389)","(650.917, 85.718, -20.658, 23.284)","(612.091, 89.343, -57.929, -5.856)","(560.665, 98.9, -49.65, 20.401)","(517.599, 97.677, -51.646, 2.067)","(475.142, 98.292, -34.073, -12.895)","(431.894, 98.487, -22.252, 13.035)","(391.987, 97.682, -56.029, -11.014)","(353.496, 97.736, -30.197, 4.208)","(314.984, 97.112, -43.718, -7.78)","(277.904, 96.99, -17.876, -18.25)","(241.09, 96.373, -36.814, 1.424)"
9,"(500.319, 321.449, 20.328, -19.948)","(533.682, 309.543, 38.875, -25.087)","(565.114, 296.573, 18.812, -25.071)","(596.927, 285.229, 16.136, -23.9)","(627.437, 275.755, 22.991, 6.307)","(658.134, 266.49, 36.455, -25.352)","(690.693, 255.945, 46.245, -16.263)","(723.939, 239.376, 31.683, -29.379)","(742.06, 228.93, 11.593, 10.844)","(772.859, 222.713, 32.218, 2.942)","(789.649, 210.662, 15.43, -29.117)","(801.177, 177.533, 8.932, -52.963)","(804.822, 135.02, -8.584, -41.885)","(807.657, 99.267, -13.231, -43.461)","(794.594, 69.199, -8.285, -33.99)","(758.215, 53.376, -39.073, 11.422)","(713.718, 57.367, -52.54, -2.236)","(675.251, 55.66, -27.216, -4.983)","(635.288, 57.883, -25.221, 7.063)","(593.784, 59.559, -35.713, -8.483)","(550.228, 61.968, -54.568, 16.942)","(505.405, 62.13, -31.804, -5.53)","(463.966, 63.067, -60.563, 6.913)","(422.916, 62.658, -30.783, 9.504)","(381.737, 62.124, -54.521, 13.941)","(342.063, 63.835, -48.232, -0.495)","(304.68, 62.983, -52.421, -0.429)","(269.852, 62.778, -44.242, -8.558)","(231.923, 65.276, -41.332, 10.456)","(195.454, 64.533, -40.255, 5.219)"
10,"(520.115, 375.217, 15.838, -25.83)","(543.906, 369.642, 13.962, 5.639)","(570.841, 362.651, 21.368, -15.753)","(601.865, 354.846, 36.631, 1.746)","(635.454, 342.516, 24.553, -24.158)","(674.107, 325.011, 53.953, -10.185)","(714.456, 316.232, 39.354, 4.994)","(736.83, 307.579, 24.598, 6.296)","(749.323, 294.667, 8.791, -7.265)","(764.332, 281.522, 19.323, -21.763)","(777.769, 274.629, 24.612, -6.366)","(787.905, 268.893, 23.701, -11.4)","(796.174, 257.605, 0.722, -28.154)","(804.555, 247.533, 16.594, -5.009)","(810.647, 238.234, -2.549, -11.226)","(816.501, 227.733, -6.091, -5.804)","(813.302, 211.239, 14.28, -16.882)","(816.45, 190.411, 12.667, -20.865)","(818.464, 177.852, 10.13, -7.498)","(808.911, 148.987, 1.091, -25.507)","(808.423, 119.94, 8.754, -22.986)","(810.657, 86.982, -8.67, -29.183)","(799.364, 65.395, -14.913, -33.313)","(779.778, 56.29, -18.099, 15.714)","(749.663, 55.626, -27.636, 7.107)","(708.733, 58.846, -48.856, -14.095)","(671.088, 59.874, -23.388, -4.675)","(633.338, 62.989, -30.092, 13.397)","(594.215, 65.406, -43.444, -0.718)","(557.14, 68.263, -50.704, 8.92)"
11,"(479.159, 514.619, 24.483, 5.186)","(517.408, 520.056, 38.428, 15.769)","(557.007, 524.136, 42.955, 7.771)","(592.816, 523.223, 31.629, -1.887)","(624.755, 525.566, 23.092, 5.326)","(659.657, 533.901, 35.094, 14.954)","(699.167, 539.548, 38.011, 9.631)","(728.559, 539.264, 18.958, -0.288)","(743.505, 545.059, 9.979, 23.77)","(752.814, 546.006, -4.088, 2.862)","(770.937, 556.848, -7.051, 38.659)","(776.156, 603.58, 1.701, 25.941)","(775.625, 627.266, 15.945, 11.414)","(777.195, 651.99, -42.392, -11.229)","(724.34, 637.865, -34.008, -9.417)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(719.879, 636.026, -31.027, -7.453)","(718.295, 636.01, -37.382, -0.916)","(714.213, 636.012, -46.46, -13.065)"
12,"(556.491, 437.304, 43.673, 5.409)","(595.714, 440.422, 28.362, 17.525)","(632.272, 446.2, 44.011, -5.397)","(667.656, 453.527, 20.923, 16.949)","(702.494, 465.009, 32.14, 20.759)","(734.591, 477.225, 30.016, 29.046)","(758.198, 490.641, 21.886, 16.614)","(774.701, 504.039, 27.728, 19.529)","(788.847, 520.818, 5.115, 28.117)","(797.036, 547.494, 16.94, 30.759)","(809.967, 573.983, 4.116, 18.038)","(815.279, 612.447, -13.389, 38.981)","(816.823, 648.349, -8.802, 45.286)","(804.359, 676.697, -8.669, 6.629)","(772.268, 688.808, -29.412, 11.105)","(739.64, 695.514, -48.432, -3.904)","(704.788, 694.511, -61.5, 7.472)","(663.032, 693.877, -54.671, 6.857)","(619.113, 693.164, -46.036, -16.749)","(577.88, 692.726, -39.454, -4.342)","(534.368, 693.747, -43.423, -15.833)","(492.292, 691.223, -44.918, -12.987)","(450.211, 688.617, -31.412, -14.31)","(410.15, 687.812, -33.564, -5.425)","(364.546, 685.015, -47.602, -17.398)","(320.822, 687.81, -41.673, -3.362)","(279.293, 685.792, -51.618, 2.035)","(242.542, 681.675, -13.473, 13.788)","(209.989, 682.828, -50.779, 7.332)","(174.99, 683.549, -33.84, -22.437)"
13,"(498.785, 424.946, 35.804, 2.612)","(538.356, 433.42, 34.528, 2.255)","(579.249, 435.684, 37.965, -9.272)","(618.701, 437.724, 54.646, 17.471)","(655.084, 444.133, 49.773, -6.995)","(690.667, 452.725, 34.376, 0.756)","(723.666, 462.541, 15.762, 11.712)","(751.745, 471.933, 36.151, 22.51)","(775.464, 481.719, 3.261, 3.398)","(793.638, 492.216, 11.286, 16.403)","(803.888, 502.371, 23.595, 28.597)","(815.64, 509.973, 17.361, 3.867)","(820.928, 517.208, -6.794, -9.396)","(822.151, 523.077, 8.509, 4.732)","(821.088, 526.163, -5.307, 9.682)","(816.306, 529.657, 5.722, 4.43)","(813.066, 538.64, 0.611, 17.047)","(818.744, 559.472, 12.483, 49.569)","(827.978, 575.699, -4.766, -3.169)","(828.665, 578.583, -4.254, 16.554)","(824.42, 582.312, 5.269, -5.421)","(818.737, 614.366, 1.278, 47.22)","(820.027, 646.801, -3.342, 30.323)","(808.873, 671.079, -23.653, 29.463)","(792.975, 684.168, -6.706, 3.785)","(764.273, 689.726, -20.93, -10.661)","(731.542, 690.411, -31.263, -16.159)","(697.565, 692.549, -40.499, 12.877)","(663.999, 693.101, -29.73, -5.476)","(629.004, 693.18, -16.654, -3.775)"
14,"(379.594, 434.249, 26.553, 18.952)","(411.708, 440.262, 15.654, 9.906)","(444.565, 444.007, 43.742, 2.979)","(477.93, 444.099, 32.057, 11.98)","(511.769, 444.132, 22.703, 12.786)","(543.135, 445.528, 22.787, 3.383)","(573.439, 446.041, 30.398, 0.271)","(601.66, 451.205, 18.188, -4.225)","(632.591, 457.159, 33.757, 4.571)","(661.685, 464.029, 30.863, 17.088)","(692.06, 470.06, 29.221, 14.126)","(719.474, 474.689, 27.698, 5.482)","(743.061, 478.449, 39.308, -1.894)","(761.098, 482.365, 10.323, 1.594)","(774.052, 487.241, -4.293, -7.612)","(786.057, 495.991, 13.763, 0.59)","(794.784, 501.697, 3.774, 5.226)","(801.711, 513.233, 9.776, 11.689)","(801.989, 530.138, 4.195, 18.652)","(806.395, 548.223, 22.66, 20.58)","(802.28, 570.585, -20.692, 37.012)","(791.681, 601.995, 14.289, 15.61)","(793.133, 620.624, -5.082, 29.451)","(797.519, 646.217, -20.194, 45.323)","(764.87, 658.818, -56.625, -9.669)","(725.059, 660.562, -59.783, 6.5)","(687.641, 663.912, -29.294, -10.928)","(652.697, 665.043, -24.915, -4.684)","(618.445, 664.364, -25.897, -5.56)","(583.691, 663.463, -43.929, -2.263)"
15,"(439.941, 559.913, 50.238, 2.103)","(485.863, 562.018, 42.236, -7.783)","(523.854, 563.805, 24.431, -7.146)","(561.908, 565.366, 19.91, 11.95)","(592.976, 560.96, 31.022, 9.916)","(626.851, 550.998, 29.906, -1.771)","(665.214, 551.768, 45.675, 9.071)","(696.024, 558.424, 27.069, 8.125)","(714.153, 565.321, 28.912, 18.287)","(727.664, 574.697, 0.912, 6.788)","(735.729, 575.822, 5.758, -11.486)","(751.495, 573.971, -10.502, 1.44)","(760.874, 575.632, -7.054, -32.025)","(778.861, 581.229, 15.782, 8.279)","(789.959, 572.234, -1.768, -26.564)","(794.441, 606.662, 1.391, 54.564)","(789.666, 644.297, -3.004, 34.041)","(772.14, 660.198, -19.659, 4.66)","(733.267, 665.567, -40.116, 17.875)","(692.809, 662.906, -40.031, 3.586)","(652.114, 658.302, -55.801, -0.375)","(619.838, 652.321, -26.387, 4.786)","(571.375, 651.101, -26.533, 6.102)","(536.291, 656.141, -37.752, -17.487)","(498.438, 643.755, -26.927, -10.369)","(487.928, 636.024, -43.23, -6.22)","(487.928, 636.024, -43.23, -6.22)","(487.928, 636.024, -43.23, -6.22)","(487.928, 636.024, -43.23, -6.22)","(487.928, 636.024, -43.23, -6.22)"
16,"(315.072, 360.309, 38.471, -8.251)","(347.493, 349.005, 24.158, -12.755)","(378.357, 340.346, 35.549, -9.503)","(409.267, 334.056, 21.225, -5.17)","(440.692, 327.047, 22.245, -13.309)","(473.637, 319.668, 20.92, -20.153)","(507.34, 313.958, 29.041, -20.231)","(539.677, 307.771, 34.668, 8.421)","(573.6, 298.641, 40.534, -10.235)","(606.181, 291.657, 19.878, -1.874)","(635.376, 284.477, 13.584, 0.073)","(661.819, 276.957, 6.735, -9.879)","(685.005, 272.223, 13.67, -4.74)","(702.966, 268.337, 4.589, 3.98)","(720.119, 264.792, -1.048, 11.941)","(733.616, 260.532, 26.747, -3.01)","(751.138, 254.903, 30.61, -4.022)","(763.1, 247.713, 17.634, 2.621)","(775.329, 241.752, 26.246, 1.529)","(786.137, 232.807, 23.012, -2.382)","(795.851, 216.089, 12.339, -26.624)","(799.266, 194.265, 18.104, -25.134)","(794.236, 162.778, -2.841, -41.147)","(792.125, 134.244, -2.372, -19.03)","(799.288, 102.586, -0.95, -47.576)","(795.855, 84.204, -26.05, -22.849)","(770.162, 70.043, -29.913, -16.926)","(741.508, 62.213, -38.099, 5.616)","(709.64, 61.745, -27.019, 2.578)","(671.242, 59.852, -23.477, 1.793)"
17,"(452.185, 475.897, 24.59, 20.631)","(492.837, 480.717, 38.115, -9.114)","(531.37, 483.251, 45.133, 4.627)","(565.924, 487.051, 44.92, -7.113)","(600.36, 492.093, 24.758, -7.294)","(635.654, 496.284, 34.63, -8.928)","(673.235, 500.786, 27.555, 10.282)","(707.357, 507.846, 18.266, 6.56)","(738.35, 519.807, 23.649, 0.436)","(765.566, 522.393, 32.221, 34.012)","(784.378, 536.863, 16.089, 16.831)","(787.04, 560.96, 10.73, 44.128)","(801.408, 603.296, 7.287, 26.604)","(806.843, 633.071, -6.488, 24.55)","(782.424, 656.661, -35.361, 15.852)","(740.787, 666.445, -25.347, -11.22)","(695.287, 662.544, -20.065, 7.885)","(662.191, 659.079, -43.028, 4.981)","(624.08, 653.261, -30.929, -9.121)","(579.971, 654.951, -64.204, -17.828)","(541.748, 657.381, -42.66, 15.15)","(492.643, 644.317, -32.814, -29.193)","(467.454, 636.021, -17.383, -2.806)","(466.652, 636.0, -48.128, -1.256)","(466.652, 636.0, -48.128, -1.256)","(450.602, 636.075, -24.113, -11.912)","(435.233, 636.1, -27.556, 0.29)","(431.73, 636.062, -47.196, 1.272)","(431.054, 636.032, -40.615, -1.85)","(431.054, 636.032, -40.615, -1.85)"
18,"(736.908, 180.625, 30.137, 10.463)","(773.274, 182.509, 12.666, 22.35)","(776.948, 139.059, 0.617, -55.789)","(771.591, 91.871, -34.093, -9.696)","(721.86, 83.942, -41.345, 11.528)","(673.852, 82.649, -52.58, -9.627)","(626.766, 83.165, -40.208, 13.797)","(579.147, 82.971, -53.262, 9.99)","(534.171, 80.269, -43.851, -12.285)","(489.985, 80.192, -29.969, 12.701)","(444.605, 80.68, -47.32, -11.168)","(397.709, 81.924, -54.259, 8.999)","(353.264, 80.504, -36.741, -10.857)","(308.888, 81.449, -48.521, -15.654)","(263.155, 79.906, -39.888, 8.915)","(217.22, 80.389, -33.165, 8.449)","(176.965, 80.415, -32.235, -15.43)","(138.177, 90.508, -40.585, 32.779)","(114.92, 129.09, -14.742, 38.217)","(101.196, 171.946, -15.275, 32.517)","(93.707, 216.166, -11.785, 52.909)","(87.022, 260.229, 8.649, 52.695)","(79.56, 305.959, -14.107, 48.558)","(73.102, 345.494, -8.853, 35.851)","(55.784, 362.82, -29.289, 11.619)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
19,"(556.141, 370.152, 35.916, -8.648)","(586.07, 359.967, 15.073, -14.349)","(613.882, 347.623, 22.613, -21.179)","(641.384, 332.957, 21.644, -25.377)","(673.595, 312.034, 36.345, -32.916)","(703.02, 293.371, 25.946, -35.147)","(732.769, 273.173, 39.443, -22.436)","(760.383, 256.107, 24.661, -14.286)","(780.821, 246.111, 3.056, 8.626)","(792.304, 221.913, 47.88, -11.944)","(801.441, 177.916, 10.305, -30.012)","(803.471, 134.785, 11.457, -39.694)","(800.478, 96.965, -20.498, -23.176)","(778.61, 78.034, -38.642, -20.953)","(743.421, 76.565, -37.312, 2.465)","(697.801, 81.263, -40.492, 2.371)","(652.547, 84.945, -44.844, 24.565)","(620.446, 90.478, -36.114, 11.384)","(574.447, 96.697, -35.03, 6.357)","(537.499, 100.469, -23.132, 3.185)","(494.207, 98.924, -34.829, -4.657)","(451.274, 99.227, -32.85, -19.474)","(410.212, 98.403, -40.405, 19.47)","(370.269, 97.771, -24.59, 0.144)","(330.566, 98.099, -34.732, -10.215)","(293.474, 97.374, -36.507, 9.928)","(255.776, 95.993, -26.066, -6.994)","(222.262, 93.424, -43.196, -0.599)","(185.804, 96.287, -34.729, -15.022)","(158.948, 88.786, -31.467, -33.435)"
20,"(328.578, 496.023, 17.901, 5.618)","(352.409, 490.967, 43.714, -8.71)","(383.051, 488.96, 31.411, -2.642)","(415.476, 489.054, 47.752, -3.975)","(446.089, 490.726, 29.05, -0.365)","(477.084, 492.387, 42.686, -0.878)","(506.053, 495.576, 43.63, -8.623)","(537.098, 499.761, 17.316, 7.996)","(564.824, 503.358, 23.083, 10.751)","(590.433, 507.289, 26.223, -0.619)","(613.501, 512.84, 22.057, 16.342)","(635.508, 516.382, 26.528, 4.46)","(660.225, 521.082, 17.018, 11.553)","(683.758, 526.112, 45.994, 3.631)","(703.767, 531.031, 8.132, 20.705)","(721.212, 534.019, -0.117, -6.343)","(739.919, 536.445, 17.254, -6.686)","(755.441, 538.125, 16.333, -8.851)","(769.86, 548.754, -16.401, 25.158)","(778.668, 574.845, -0.693, 30.992)","(780.679, 609.057, -3.179, 8.85)","(776.156, 632.952, 0.105, 25.146)","(774.97, 652.645, -56.126, -29.653)","(741.068, 652.326, -30.838, -14.637)","(714.53, 657.282, -62.247, 15.278)","(676.924, 660.426, -43.936, 15.263)","(633.207, 659.75, -23.512, -11.84)","(599.863, 662.499, -25.781, -2.481)","(563.145, 661.021, -28.472, 7.358)","(525.806, 661.791, -48.453, -13.251)"
21,"(614.013, 457.492, 52.269, 11.488)","(649.73, 466.631, 39.716, 19.588)","(682.941, 478.256, 15.569, 15.448)","(714.893, 485.224, 40.408, 4.189)","(742.175, 496.907, 27.251, 31.224)","(762.772, 509.611, 25.648, 33.521)","(783.958, 526.126, -1.599, 13.916)","(792.739, 539.427, 9.725, 40.2)","(797.358, 561.351, 26.263, 30.767)","(809.975, 615.755, 12.705, 52.493)","(813.194, 651.704, 1.744, 35.152)","(803.615, 677.401, -26.07, 25.455)","(768.541, 693.989, -46.499, 5.309)","(721.265, 695.182, -47.182, -0.533)","(679.72, 691.806, -35.065, 7.18)","(635.329, 690.668, -48.566, 1.121)","(591.046, 691.966, -42.636, 6.06)","(548.524, 692.056, -34.409, -14.601)","(505.485, 687.991, -49.856, 13.959)","(462.474, 686.634, -45.456, 3.548)","(417.898, 683.64, -60.752, -3.934)","(379.244, 682.0, -41.448, 3.875)","(339.566, 682.117, -43.77, -16.178)","(298.088, 678.725, -25.55, -3.401)","(260.547, 676.225, -44.727, 5.611)","(222.805, 675.955, -30.141, 9.486)","(182.121, 680.956, -27.228, -15.165)","(136.997, 659.076, -41.545, -25.25)","(113.805, 621.338, -27.009, -43.41)","(98.4, 583.615, -4.949, -27.663)"
