,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
68,"(442.93, 362.208, 35.034, -21.339)","(491.053, 341.117, 45.197, -1.396)","(533.661, 330.572, 32.341, 5.54)","(571.928, 320.087, 55.891, -4.966)","(606.584, 305.282, 42.982, -9.137)","(637.993, 298.578, 37.015, -9.229)","(668.899, 287.737, 20.581, -16.158)","(699.913, 272.013, 39.184, -21.318)","(728.749, 262.142, 32.048, -33.155)","(752.112, 252.915, 18.003, -0.338)","(771.067, 236.035, 12.528, -19.322)","(787.892, 228.785, 17.435, -17.553)","(796.807, 210.472, 4.655, -34.241)","(809.228, 176.054, 34.536, -4.123)","(809.832, 143.965, 6.933, -7.027)","(811.657, 105.043, -12.289, -44.737)","(804.577, 80.892, -6.206, 4.6)","(759.727, 66.191, -35.922, -26.814)","(722.395, 59.449, -49.675, -4.822)","(685.392, 56.397, -34.623, -11.11)","(645.481, 55.241, -65.56, -11.562)","(603.055, 58.217, -26.876, 4.995)","(561.234, 58.432, -42.276, -12.918)","(517.458, 59.889, -45.009, -4.084)","(475.675, 61.659, -47.438, -4.233)","(435.632, 61.423, -36.716, 14.858)","(395.203, 60.538, -25.33, -10.95)","(358.717, 62.022, -43.129, 2.721)","(320.467, 62.78, -45.266, 2.599)","(282.532, 62.698, -44.367, -11.67)","(248.725, 65.375, -62.291, -6.354)","(211.069, 67.843, -42.757, -15.236)","(171.766, 64.742, -50.161, 4.791)","(124.374, 76.801, -31.084, 17.979)","(95.343, 101.421, -36.474, 27.268)","(79.654, 135.496, -15.265, 46.947)","(71.466, 175.894, -14.59, 37.776)","(66.106, 212.743, -13.348, 40.894)","(65.453, 248.143, 13.318, 38.335)","(63.848, 283.188, 1.333, 31.336)","(64.677, 314.753, -13.216, 36.614)","(64.954, 348.625, -2.375, 24.864)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
69,"(615.635, 356.077, 38.503, -28.646)","(641.65, 332.658, 41.704, -16.94)","(669.649, 313.02, 44.45, -30.175)","(699.427, 294.975, 28.78, -22.42)","(725.416, 276.944, 24.002, -12.917)","(750.983, 254.854, 18.6, -19.318)","(772.053, 237.553, 29.333, 1.395)","(786.705, 223.256, -6.488, -5.953)","(790.65, 192.847, 18.134, -64.945)","(806.78, 145.409, 20.493, -36.962)","(810.318, 116.347, -15.642, -48.97)","(806.462, 77.849, -5.365, -11.473)","(795.334, 58.286, -11.426, -8.638)","(755.154, 50.277, -55.574, -16.285)","(706.139, 51.221, -51.517, 18.738)","(657.309, 56.157, -29.657, 17.567)","(616.003, 58.508, -40.376, 6.395)","(574.551, 58.724, -52.974, 1.986)","(529.758, 60.147, -28.846, 8.792)","(485.653, 60.516, -41.333, -12.521)","(444.404, 61.589, -25.852, 12.513)","(402.038, 61.085, -41.299, -16.318)","(360.901, 61.724, -53.977, 14.219)","(320.564, 62.685, -22.389, 0.959)","(281.836, 61.936, -28.493, 17.378)","(244.719, 63.868, -38.828, -16.266)","(213.197, 66.746, -19.291, 12.686)","(174.009, 63.156, -49.543, 11.078)","(133.293, 73.016, -40.456, 13.209)","(101.073, 101.379, -16.204, 19.981)","(79.493, 134.966, -12.292, 27.1)","(69.33, 175.661, 5.035, 53.307)","(65.523, 216.552, 2.325, 33.664)","(63.886, 256.725, -6.277, 31.36)","(61.463, 293.413, -10.874, 27.739)","(60.921, 321.761, 6.972, 24.832)","(56.39, 350.467, -10.995, 48.887)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
70,"(237.413, 346.306, 10.223, -18.023)","(261.021, 331.396, 34.531, -10.549)","(288.39, 319.597, 22.766, -12.93)","(315.494, 307.062, 20.509, -19.47)","(342.02, 293.494, 24.052, -14.306)","(368.555, 283.195, 44.384, -17.281)","(399.211, 273.776, 35.986, -12.747)","(432.534, 267.827, 20.209, -21.819)","(465.324, 262.023, 24.496, -15.622)","(497.983, 257.406, 32.602, -20.349)","(531.124, 251.599, 19.01, -10.495)","(565.627, 251.586, 32.445, 2.635)","(598.524, 247.91, 32.865, -3.389)","(632.988, 244.895, 33.559, -9.838)","(661.444, 246.553, 12.808, 7.991)","(684.15, 247.675, 19.636, -9.292)","(707.236, 243.247, 25.684, -4.347)","(724.829, 243.344, 20.953, 16.626)","(744.371, 235.12, 30.334, -9.831)","(760.772, 229.168, -10.009, 8.257)","(765.937, 227.158, 21.804, -13.617)","(777.905, 218.003, 21.229, 4.596)","(780.566, 208.181, -8.59, -39.011)","(793.845, 190.231, 9.462, -39.371)","(793.888, 155.96, 3.722, -25.44)","(798.413, 123.487, 10.923, -33.523)","(795.73, 95.171, -19.596, -9.917)","(771.182, 84.381, -0.307, -31.983)","(732.692, 79.575, -27.724, 22.784)","(707.986, 88.416, -22.125, -1.835)","(673.822, 80.805, -40.943, -0.854)","(628.069, 79.572, -45.9, 2.333)","(584.1, 76.792, -33.292, 17.429)","(548.747, 81.766, -43.315, 12.556)","(511.893, 83.682, -42.44, 16.032)","(473.941, 81.926, -50.365, -2.232)","(435.209, 82.997, -30.46, 12.236)","(396.623, 82.384, -38.446, 0.654)","(360.926, 82.902, -32.945, 11.345)","(324.293, 81.309, -40.542, -1.751)","(290.538, 80.902, -39.816, -4.367)","(258.257, 82.068, -42.573, 0.418)","(235.432, 81.284, 4.769, -5.48)","(205.063, 66.894, -59.369, -14.549)","(165.28, 63.268, -17.37, 14.939)","(124.765, 75.191, -38.066, 12.843)","(90.971, 104.257, -29.917, 18.392)","(71.794, 136.088, -27.328, 33.566)","(64.904, 175.745, -5.697, 55.261)","(63.134, 218.51, 15.176, 44.255)","(62.04, 255.688, -4.706, 43.806)","(60.305, 292.983, 5.437, 30.852)","(61.697, 326.169, 1.909, 20.175)","(65.324, 349.583, -12.224, 34.769)"
71,"(323.211, 485.069, 30.811, -11.574)","(359.35, 483.853, 32.997, -2.965)","(394.234, 482.68, 21.666, -17.085)","(429.956, 481.995, 28.574, -3.412)","(465.836, 479.786, 30.335, -2.493)","(503.632, 480.969, 23.315, 3.398)","(541.906, 483.231, 37.66, 0.855)","(579.007, 487.636, 46.833, 2.999)","(616.355, 491.27, 50.796, -5.421)","(651.136, 497.592, 33.279, 4.271)","(686.075, 502.933, 25.072, -1.938)","(715.861, 507.59, 43.84, -2.837)","(742.643, 512.795, 33.173, 15.856)","(767.185, 515.282, 5.592, 7.324)","(792.335, 523.981, 22.884, 5.428)","(803.902, 541.172, 3.032, 32.72)","(809.463, 565.093, -3.299, 20.37)","(799.849, 600.558, -8.532, 20.914)","(801.989, 631.386, -9.95, 35.104)","(798.642, 659.287, -26.455, 6.584)","(780.665, 679.177, -33.283, 27.776)","(750.754, 685.595, -24.712, -1.386)","(716.894, 686.878, -32.554, -6.945)","(676.086, 690.127, -34.979, -6.748)","(641.391, 691.033, -24.363, -4.918)","(602.352, 692.507, -42.329, -9.593)","(562.042, 691.744, -54.774, -16.04)","(518.218, 690.109, -28.393, -2.432)","(476.963, 688.125, -56.508, 5.609)","(434.124, 685.87, -38.395, 8.323)","(390.735, 682.081, -58.438, -6.198)","(348.289, 676.813, -50.864, 3.612)","(307.025, 671.094, -38.19, 5.24)","(269.07, 668.374, -45.81, -12.092)","(233.067, 666.052, -25.224, 8.455)","(200.503, 663.548, -53.025, 9.294)","(162.877, 664.159, -37.97, -13.707)","(135.792, 643.411, -22.649, -24.38)","(122.945, 603.5, -24.238, -46.507)","(116.428, 563.328, -10.412, -52.345)","(110.793, 523.861, 3.116, -49.935)","(109.647, 491.379, 2.758, -37.285)","(108.139, 461.352, -9.8, -11.41)","(102.485, 435.156, -0.778, -8.273)","(97.173, 415.654, 9.527, -15.368)","(92.781, 399.866, 14.21, -32.383)","(85.029, 385.141, -39.021, -19.334)","(40.152, 381.331, -84.763, 7.167)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
72,"(420.687, 341.041, 26.471, -23.131)","(453.506, 323.126, 54.296, -2.683)","(493.487, 309.773, 23.598, -11.748)","(531.097, 303.29, 21.464, -5.564)","(567.41, 298.352, 30.853, -5.608)","(602.384, 285.326, 26.515, -26.431)","(632.733, 276.626, 36.129, 12.21)","(661.145, 265.358, 6.171, 4.736)","(694.57, 257.939, 21.358, -15.08)","(722.497, 251.603, 13.774, -18.801)","(738.322, 242.867, 31.626, -3.973)","(757.421, 233.974, 8.035, -1.994)","(782.644, 217.584, 21.896, -26.003)","(796.573, 199.435, 12.197, -26.229)","(811.106, 171.102, 5.263, -26.353)","(814.691, 134.243, 24.071, -32.012)","(810.311, 99.628, 1.334, -23.523)","(818.176, 80.204, 8.679, -17.251)","(816.313, 69.266, -24.587, -5.127)","(812.109, 66.682, -8.767, -11.123)","(795.693, 60.71, -29.91, -10.337)","(775.574, 50.499, -31.207, -15.702)","(739.653, 53.805, -48.095, 18.735)","(700.425, 53.857, -36.817, -0.226)","(660.484, 55.625, -41.722, 2.79)","(621.048, 56.191, -57.536, 3.769)","(577.935, 56.573, -59.538, -12.414)","(533.42, 55.863, -47.018, -3.732)","(495.836, 59.741, -25.525, 8.516)","(456.931, 61.061, -23.411, 6.955)","(421.451, 60.245, -25.686, -3.193)","(385.646, 61.003, -38.061, 8.094)","(345.619, 60.692, -42.885, -12.571)","(306.124, 61.709, -52.925, 9.206)","(270.961, 63.765, -34.886, -16.413)","(240.7, 64.353, -18.85, 5.691)","(213.476, 69.549, -35.6, 1.405)","(174.91, 65.941, -39.206, 3.896)","(130.92, 75.343, -18.493, 1.21)","(105.133, 100.873, -24.489, 50.914)","(89.492, 131.672, -21.235, 17.703)","(84.487, 170.92, 9.015, 44.932)","(82.64, 204.465, 3.861, 36.737)","(78.329, 239.864, -4.584, 33.941)","(74.004, 275.871, -13.28, 47.671)","(72.657, 304.733, -9.935, 46.805)","(71.208, 328.118, -10.786, 8.576)","(59.974, 358.97, -44.607, 23.198)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
73,"(396.849, 390.223, 22.926, -3.427)","(424.479, 388.151, 31.178, -14.878)","(458.579, 387.951, 31.256, 1.574)","(492.084, 386.548, 39.837, -19.212)","(528.335, 377.024, 27.51, -8.811)","(560.677, 368.371, 31.463, -17.189)","(592.579, 360.233, 13.696, -23.28)","(621.612, 347.294, 12.987, -24.624)","(650.964, 334.15, 22.471, 1.02)","(679.053, 319.967, 32.691, -19.631)","(702.767, 308.71, 31.75, -0.886)","(722.026, 297.594, 5.547, -7.436)","(741.643, 287.704, 19.593, 8.056)","(762.961, 278.708, 29.684, 1.837)","(778.559, 269.975, 5.794, -5.37)","(794.021, 256.676, 4.034, -19.338)","(799.86, 242.647, 9.917, -9.394)","(804.826, 227.105, -10.091, -17.497)","(807.741, 211.363, -5.243, -23.449)","(810.943, 186.559, -12.253, -4.666)","(811.009, 155.527, -14.123, -35.234)","(810.871, 119.182, -7.169, -28.836)","(797.565, 87.472, -24.136, -27.056)","(779.848, 62.32, -3.483, -18.642)","(744.831, 55.938, -35.62, 11.842)","(704.462, 55.021, -48.223, 12.752)","(668.413, 52.841, -47.387, -15.958)","(630.578, 53.082, -24.117, -12.256)","(592.698, 51.704, -29.468, 6.18)","(547.272, 55.206, -32.129, 19.88)","(500.367, 58.188, -47.072, 6.394)","(457.27, 59.334, -35.442, -13.061)","(416.693, 57.744, -35.273, 12.402)","(380.366, 58.027, -29.646, 7.047)","(343.282, 58.261, -18.622, 16.672)","(309.711, 58.652, -23.84, -13.873)","(272.296, 62.036, -16.895, -11.646)","(243.151, 69.019, -35.617, 14.448)","(212.033, 75.403, -29.847, 8.069)","(174.385, 72.773, -24.571, -0.701)","(133.121, 78.677, -57.95, 29.533)","(104.18, 107.801, -26.18, 40.457)","(90.622, 139.194, -10.74, 26.895)","(84.291, 177.04, -4.977, 24.185)","(81.484, 212.929, 4.833, 41.139)","(78.581, 247.982, 12.508, 22.183)","(76.915, 281.295, -14.264, 33.75)","(73.216, 312.889, 6.836, 49.794)","(70.287, 335.987, -18.265, 21.288)","(56.054, 357.98, -35.831, 4.87)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
74,"(732.353, 332.817, 40.78, -34.639)","(759.283, 299.47, 25.305, -18.157)","(785.201, 269.421, 9.765, -33.685)","(804.736, 242.965, 7.98, -26.983)","(808.57, 220.552, -3.0, -39.302)","(815.109, 205.811, -11.427, -30.017)","(812.244, 199.037, -22.174, -7.273)","(814.201, 193.062, 27.125, -4.371)","(813.552, 191.746, 4.903, -17.301)","(815.543, 183.523, -2.341, -22.531)","(807.349, 179.383, -23.326, 11.824)","(801.608, 184.38, 11.36, 49.101)","(811.997, 150.863, -11.895, -47.302)","(812.796, 119.345, 2.317, -23.26)","(812.526, 77.694, -1.199, -27.116)","(807.877, 65.376, -19.859, -6.939)","(800.423, 61.287, -5.209, 0.208)","(796.796, 63.288, 5.875, 21.009)","(766.67, 51.449, -15.761, 6.922)","(734.964, 47.477, -20.777, 6.678)","(692.691, 47.81, -23.266, -2.739)","(650.843, 50.066, -46.908, 17.277)","(604.824, 56.189, -47.041, 13.226)","(562.462, 54.939, -46.097, 6.963)","(520.751, 56.051, -35.426, 10.73)","(481.308, 57.543, -22.652, 11.106)","(442.703, 57.308, -23.836, 0.239)","(402.807, 59.017, -54.669, -7.773)","(360.52, 59.686, -36.505, 15.06)","(320.356, 60.543, -42.288, 10.379)","(283.9, 61.169, -54.546, -7.299)","(246.407, 61.967, -37.205, 15.232)","(209.145, 66.666, -29.5, -5.208)","(170.378, 63.683, -36.772, 11.9)","(125.635, 71.666, -26.006, 18.243)","(96.08, 98.79, -16.055, 26.311)","(74.733, 125.318, -31.981, 35.237)","(64.851, 157.386, 7.796, 48.48)","(60.123, 193.33, -11.319, 40.724)","(58.226, 229.487, -19.693, 47.612)","(57.409, 270.218, 2.259, 53.493)","(58.292, 308.522, 3.958, 19.252)","(59.132, 336.72, -0.445, 33.472)","(31.286, 363.991, -84.291, 5.861)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
75,"(524.66, 214.736, 27.84, 8.07)","(558.446, 210.986, 26.446, 10.776)","(594.858, 208.502, 26.233, 5.092)","(631.193, 203.355, 31.881, -10.209)","(669.368, 201.125, 32.261, -20.028)","(704.027, 196.788, 42.199, 5.526)","(729.925, 190.127, 3.119, -17.715)","(748.687, 189.798, 40.726, 10.903)","(772.241, 189.787, 15.455, 18.104)","(778.547, 140.911, -16.692, -38.849)","(771.4, 118.621, -11.746, -19.813)","(771.799, 103.855, -0.724, -34.95)","(774.517, 87.658, -15.173, -41.363)","(736.676, 75.701, -57.551, -13.621)","(688.485, 87.335, -39.113, 12.836)","(646.352, 100.557, -31.001, 30.674)","(619.205, 113.915, -18.764, 4.549)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(617.56, 113.967, -38.871, -1.264)","(609.053, 113.984, -27.536, 0.909)","(598.154, 113.971, -57.953, 2.93)","(581.595, 113.872, -47.12, -1.583)","(554.959, 109.797, -28.805, -23.279)","(520.92, 98.956, -32.458, -12.975)","(490.298, 100.848, -15.269, -1.608)","(460.185, 101.251, -26.307, 0.365)","(429.351, 101.307, -43.379, 7.523)","(396.369, 101.13, -21.905, -6.596)","(362.864, 100.356, -27.057, -14.428)","(332.868, 99.74, -32.591, 4.625)","(305.139, 101.286, -9.145, -5.266)","(275.858, 100.329, -41.537, -14.456)","(245.15, 100.118, -38.465, -16.026)","(223.509, 95.933, -19.034, -11.489)","(200.07, 95.381, -35.824, 19.27)","(171.035, 96.517, -31.111, -18.421)","(139.091, 101.553, -25.146, 54.747)","(125.279, 146.312, -19.155, 45.003)","(121.157, 183.138, -8.624, 30.836)","(116.568, 219.83, 5.61, 22.818)","(111.076, 254.077, 7.899, 20.761)"
76,"(310.118, 289.055, 42.958, -28.32)","(344.04, 282.434, 31.194, -2.845)","(376.595, 269.904, 16.492, -9.093)","(410.099, 261.28, 45.343, -4.413)","(445.351, 251.798, 43.195, -8.964)","(479.57, 244.33, 26.061, -11.548)","(516.735, 239.255, 42.983, -20.721)","(548.609, 231.388, 30.577, -4.361)","(579.858, 227.884, 53.306, 0.434)","(611.769, 228.537, 33.157, 5.459)","(645.348, 225.2, 0.965, -10.094)","(675.87, 223.706, 26.633, -15.747)","(702.574, 221.021, 43.986, -11.648)","(728.46, 220.109, 5.744, 12.056)","(750.242, 215.19, 18.72, 0.978)","(765.461, 211.737, 46.323, 5.778)","(782.597, 197.49, 9.707, -3.354)","(786.447, 166.795, 13.287, -33.522)","(780.693, 124.323, -19.617, -13.303)","(782.256, 94.999, -41.957, 5.048)","(748.267, 81.353, -37.873, -18.047)","(705.549, 78.761, -41.801, -11.243)","(662.746, 80.09, -39.875, 4.982)","(624.884, 80.802, -58.161, -15.788)","(593.127, 78.418, -23.869, 6.797)","(553.162, 84.877, -57.504, 17.443)","(510.421, 84.911, -57.944, -3.305)","(470.305, 83.021, -27.775, -9.231)","(429.826, 81.618, -52.079, -9.83)","(389.175, 81.393, -50.123, 3.219)","(351.142, 81.999, -32.618, 2.439)","(314.156, 81.115, -38.766, 8.293)","(277.227, 79.809, -31.043, -2.523)","(238.577, 79.661, -53.907, -12.787)","(201.603, 80.177, -40.914, 9.956)","(148.746, 77.071, -44.514, -21.02)","(122.41, 106.604, -11.683, 53.945)","(107.754, 147.323, -21.629, 33.638)","(97.263, 187.863, -6.8, 35.51)","(88.33, 222.084, -11.537, 33.984)","(83.798, 252.092, -16.006, 16.953)","(78.051, 278.413, 7.405, 12.809)","(77.308, 308.224, -18.471, 37.795)","(72.118, 340.629, -27.912, 38.28)","(33.022, 362.581, -68.024, 1.824)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
77,"(613.402, 483.752, 40.032, 10.466)","(654.392, 496.318, 35.06, 27.728)","(688.229, 506.848, 31.368, 5.642)","(723.857, 513.773, 36.93, 10.772)","(755.796, 521.491, 43.347, 0.734)","(782.711, 546.56, 26.657, 36.362)","(798.493, 592.317, 12.355, 52.168)","(801.459, 635.509, -13.076, 36.715)","(783.994, 662.103, -23.669, 18.143)","(743.9, 667.156, -29.315, -6.953)","(700.383, 661.938, -37.634, 6.744)","(659.871, 653.484, -23.469, 5.576)","(621.18, 645.236, -23.633, -19.501)","(584.794, 640.397, -40.696, -18.039)","(553.372, 636.241, -23.294, -5.62)","(533.825, 636.127, -39.67, 0.652)","(516.816, 636.06, -40.554, 3.379)","(491.546, 636.088, -38.549, 2.845)","(464.058, 636.06, -50.739, -0.72)","(437.049, 636.553, -45.046, 9.638)","(401.637, 636.639, -32.513, -12.036)","(367.03, 636.29, -33.046, -4.357)","(333.182, 636.78, -34.77, 4.301)","(295.959, 638.826, -42.959, -15.047)","(259.685, 642.199, -23.565, -5.18)","(224.196, 652.88, -32.801, 9.808)","(186.637, 657.243, -56.803, 5.824)","(144.78, 661.994, -48.742, 16.128)","(123.578, 623.21, -14.057, -32.883)","(111.038, 583.983, 2.173, -27.437)","(100.692, 545.188, 3.905, -25.348)","(90.676, 505.92, 3.94, -49.36)","(86.403, 467.713, -5.943, -39.434)","(82.945, 437.008, -15.496, -18.524)","(82.143, 409.47, -14.773, -32.826)","(76.328, 392.776, -7.824, -37.65)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
78,"(255.672, 311.301, 37.412, -3.398)","(286.745, 297.356, 32.53, -19.654)","(317.339, 286.244, 26.296, -16.321)","(349.051, 274.348, 36.971, -21.041)","(381.849, 265.649, 20.899, 8.514)","(412.956, 258.668, 34.948, -21.131)","(443.955, 250.395, 19.424, -22.513)","(477.021, 242.02, 22.337, -21.809)","(508.017, 234.435, 18.798, 1.283)","(538.459, 230.834, 24.382, -3.565)","(569.27, 225.773, 17.934, -15.776)","(600.925, 222.766, 20.563, -9.302)","(633.051, 219.532, 22.118, -15.497)","(663.934, 214.073, 30.352, -15.99)","(690.577, 211.074, 38.562, 10.722)","(714.142, 208.587, 26.005, 22.445)","(734.194, 210.546, 11.667, 36.086)","(754.789, 217.869, 27.966, 3.12)","(772.421, 201.864, 0.227, 4.571)","(777.338, 182.346, -5.37, -39.729)","(779.189, 154.93, -2.467, -8.91)","(774.195, 131.202, 17.224, -48.224)","(776.518, 118.803, 25.867, -17.306)","(773.978, 91.908, -65.553, -8.669)","(726.755, 86.205, -34.692, 12.759)","(699.574, 86.334, -48.35, -12.857)","(657.369, 85.398, -51.463, -7.102)","(630.493, 96.957, -0.484, 4.141)","(606.153, 90.702, -22.954, 12.218)","(571.823, 93.227, -35.976, 5.66)","(533.303, 99.952, -15.981, 4.276)","(493.078, 101.929, -50.38, 10.964)","(454.416, 102.169, -28.826, -14.693)","(415.248, 102.59, -32.963, 6.468)","(378.95, 101.895, -41.244, 8.274)","(343.014, 101.045, -23.842, 7.88)","(307.644, 102.392, -27.328, 6.766)","(276.1, 100.64, -41.779, 6.51)","(248.676, 97.804, -24.888, -4.648)","(220.682, 92.801, -18.07, -14.996)","(194.276, 98.922, -32.633, 3.328)","(171.535, 97.623, -12.758, -0.36)","(137.176, 99.166, -21.789, 34.019)","(128.647, 145.798, -17.384, 49.051)","(123.856, 182.739, -9.831, 50.139)","(118.691, 218.522, -7.567, 19.81)","(115.27, 254.433, -5.674, 36.268)","(112.943, 286.544, 5.562, 21.011)","(109.382, 315.432, -0.97, 33.303)","(101.376, 343.385, -22.393, 13.65)","(77.361, 363.584, -47.505, 7.225)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
79,"(656.519, 503.9, 32.383, 7.538)","(704.737, 516.39, 28.891, 27.155)","(743.423, 527.61, 59.702, 13.311)","(775.072, 549.42, 15.436, 29.858)","(784.153, 599.241, -13.4, 70.212)","(788.978, 653.924, -33.272, 25.834)","(747.441, 669.806, -33.607, -2.943)","(703.921, 670.517, -34.976, -10.329)","(661.094, 670.12, -48.166, 7.9)","(615.661, 668.213, -27.339, 0.018)","(570.825, 667.726, -28.561, -3.841)","(530.311, 663.509, -49.706, -0.26)","(487.448, 659.724, -56.48, 2.988)","(444.9, 658.275, -53.726, 4.939)","(406.319, 657.45, -26.434, -11.459)","(367.723, 655.693, -31.671, -9.087)","(326.71, 657.509, -24.424, 4.583)","(286.38, 660.133, -24.419, -4.385)","(245.263, 662.209, -37.747, 18.469)","(205.771, 664.096, -30.882, -3.32)","(165.638, 661.911, -55.091, 14.123)","(135.871, 641.509, -22.471, -27.984)","(121.322, 600.259, -2.036, -25.956)","(111.045, 560.213, 3.388, -25.9)","(97.476, 517.559, -4.396, -25.762)","(87.85, 477.616, -8.441, -54.459)","(79.709, 440.119, 6.654, -32.069)","(73.148, 404.378, -22.738, -32.123)","(55.113, 385.415, -48.472, -3.759)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
80,"(519.827, 373.888, -1.458, -28.026)","(542.764, 354.803, 45.032, -5.467)","(576.376, 340.671, 44.568, -24.382)","(612.308, 327.537, 20.375, -15.845)","(646.617, 316.456, 18.143, -14.72)","(676.577, 300.823, 18.067, -18.215)","(705.599, 285.456, 37.991, -4.603)","(733.506, 268.019, 39.58, -16.181)","(757.797, 251.206, 40.689, -33.268)","(773.489, 228.235, 19.71, -43.721)","(789.556, 206.984, -15.334, -14.855)","(789.19, 183.317, 16.732, -29.749)","(787.654, 133.168, -5.379, -42.862)","(774.859, 116.042, -17.461, -0.461)","(772.056, 97.216, 0.317, -34.795)","(749.334, 90.496, -38.791, 13.014)","(701.779, 98.86, -26.296, 5.751)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(684.384, 113.945, 2.204, 16.417)","(683.742, 113.997, -38.505, 3.069)","(670.267, 113.999, -46.925, 0.986)","(664.828, 113.936, -38.384, -3.046)","(646.363, 113.981, -51.757, 1.359)","(626.022, 113.595, -26.98, 12.173)","(612.875, 113.922, -41.614, 5.703)","(610.533, 113.926, -31.693, -1.687)","(599.668, 113.839, -42.429, -3.296)","(583.935, 113.952, -34.381, -2.776)","(566.54, 113.771, -30.101, -1.185)","(533.292, 100.531, -26.157, -12.214)","(500.362, 97.086, -24.984, -3.997)","(469.907, 95.944, -15.186, -19.141)","(438.794, 94.065, -19.061, 11.498)","(405.209, 92.147, -32.36, -1.948)","(372.175, 91.029, -28.34, -17.862)","(337.877, 89.67, -21.544, 0.871)","(305.388, 89.797, -43.427, 15.553)","(273.519, 88.196, -26.194, -4.058)","(242.574, 87.941, -27.125, 8.67)","(209.916, 86.164, -43.383, -2.156)","(178.826, 85.448, -40.743, -8.183)","(144.148, 81.367, -24.787, 41.805)","(123.195, 110.504, -31.519, 20.011)"
