,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
13,"(631.244, 537.518, 56.715, 0.613)","(675.539, 546.079, 60.881, 2.491)","(719.858, 555.846, 35.933, 9.241)","(750.918, 560.934, 19.707, -8.241)","(772.186, 557.796, 12.567, 29.242)","(781.088, 594.579, 15.213, 35.212)","(780.569, 634.379, -4.328, 49.609)","(762.783, 652.361, -57.615, -0.267)","(715.24, 646.812, -33.631, -12.974)","(671.933, 643.765, -29.19, -11.571)","(628.805, 639.059, -30.239, -4.229)","(592.721, 636.248, -56.007, 10.445)","(566.497, 636.024, -48.092, -17.452)","(540.692, 636.253, -59.572, 5.274)","(508.251, 636.156, -40.859, -3.444)","(470.098, 636.794, -31.42, 15.185)","(430.715, 636.706, -32.829, 2.783)","(390.661, 638.716, -21.263, 2.933)","(354.592, 641.427, -26.732, 4.137)","(315.747, 641.668, -50.407, 7.634)","(277.593, 647.081, -24.689, 22.145)","(237.354, 654.779, -51.988, 14.559)","(199.765, 662.424, -35.065, 2.614)","(159.174, 662.578, -53.18, -7.507)","(130.885, 634.942, -25.813, -54.661)","(114.748, 596.781, -9.776, -43.715)","(102.294, 557.259, -7.695, -30.013)","(94.573, 516.002, 3.535, -29.045)","(83.783, 476.341, -15.164, -49.185)","(78.441, 441.032, 3.89, -22.671)","(75.696, 409.483, -12.792, -21.199)","(55.178, 386.397, -47.254, -10.84)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
14,"(728.397, 213.945, 55.773, -35.214)","(775.734, 187.885, 27.441, -60.567)","(788.347, 135.745, 5.16, -47.821)","(776.74, 94.733, -57.929, -28.434)","(728.958, 85.562, -61.057, 1.92)","(681.344, 80.973, -40.192, -7.577)","(636.433, 79.461, -39.988, -8.113)","(591.945, 77.693, -34.432, -8.956)","(546.237, 76.3, -34.676, 11.754)","(499.767, 75.174, -38.096, 14.819)","(454.681, 74.762, -34.534, -12.191)","(409.383, 77.989, -52.737, 3.347)","(365.374, 81.39, -40.429, -7.803)","(319.531, 80.762, -27.99, -14.39)","(274.125, 78.934, -53.169, 13.695)","(230.766, 79.698, -31.509, 15.135)","(191.247, 78.812, -35.46, -15.091)","(146.694, 77.858, -63.098, 8.109)","(122.431, 116.816, -34.046, 36.017)","(106.189, 161.345, -25.591, 47.151)","(97.141, 206.537, 5.484, 46.158)","(88.451, 249.809, -21.908, 58.912)","(82.981, 290.456, 8.501, 26.796)","(75.527, 332.512, -5.369, 27.6)","(55.942, 365.265, -38.937, 16.075)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
15,"(636.873, 583.957, 50.951, -1.964)","(646.592, 583.918, 74.157, 1.654)","(672.742, 583.997, 49.019, 2.743)","(707.364, 583.803, 58.945, -9.022)","(738.235, 580.846, 24.348, -1.192)","(755.714, 577.592, 22.999, 8.262)","(770.925, 569.309, 23.554, -9.482)","(780.404, 576.035, 3.758, -19.225)","(791.371, 599.269, 11.536, 61.774)","(789.779, 641.222, -1.245, 40.602)","(767.9, 663.054, -50.755, 0.185)","(722.499, 657.658, -34.216, -23.941)","(683.478, 642.415, -50.103, -17.851)","(657.815, 636.068, -26.764, 2.028)","(649.715, 636.02, -58.529, -4.806)","(649.715, 636.02, -58.529, -4.806)","(643.359, 636.01, -38.175, -5.592)","(633.602, 636.076, -52.017, 3.425)","(622.689, 636.001, -39.197, -0.195)","(622.689, 636.001, -39.197, -0.195)","(622.689, 636.001, -39.197, -0.195)","(619.237, 636.038, -60.336, -3.315)","(616.06, 636.014, -36.45, -7.919)","(609.342, 636.125, -46.258, 4.268)","(585.832, 636.129, -47.866, 3.637)","(567.179, 636.048, -51.484, -3.276)","(543.554, 636.014, -37.485, -9.946)","(541.422, 636.015, -40.256, -3.257)","(532.367, 636.011, -48.104, -4.633)","(511.927, 636.208, -29.806, 8.641)","(489.543, 636.128, -43.969, 4.662)","(461.704, 636.238, -24.851, 11.344)","(432.065, 636.447, -44.889, 5.913)","(395.508, 637.213, -49.737, -9.349)","(361.072, 638.658, -31.391, -13.256)","(324.913, 640.405, -38.782, -7.042)","(289.223, 643.47, -48.399, -14.982)","(254.864, 644.745, -20.51, -8.444)","(225.298, 650.98, -16.457, 20.704)","(194.576, 654.071, -35.72, -13.748)","(163.548, 653.011, -14.733, 6.885)","(136.569, 649.666, -27.221, -45.49)","(125.326, 610.01, -7.207, -32.003)","(118.595, 570.155, -4.901, -27.35)","(111.591, 531.506, 0.549, -23.048)","(107.313, 494.047, -2.208, -41.297)","(102.997, 459.861, -14.221, -16.822)","(99.2, 431.332, -20.075, -28.651)","(97.915, 410.922, -5.798, -17.035)","(96.794, 393.798, -4.137, 8.285)","(89.924, 388.953, -28.653, -23.484)","(79.002, 382.627, -12.451, 18.266)","(38.734, 385.21, -71.868, 19.341)","(None, None, None, None)"
16,"(664.808, 369.346, 32.486, -44.695)","(698.977, 341.748, 38.212, -14.04)","(722.746, 316.793, 33.139, -17.816)","(744.32, 293.91, 16.529, -24.987)","(762.527, 274.334, 31.207, -19.407)","(778.303, 254.18, 17.085, -34.328)","(791.444, 225.802, 9.584, -22.609)","(797.331, 191.067, -8.042, -44.764)","(817.254, 140.146, 25.281, -46.114)","(815.051, 113.117, -21.025, -39.46)","(806.965, 76.785, -26.838, -34.299)","(779.919, 56.2, -41.045, 2.94)","(736.091, 52.88, -43.364, -9.582)","(684.231, 57.155, -41.72, -11.031)","(636.277, 58.363, -49.087, -14.249)","(599.336, 57.251, -33.55, 1.588)","(558.065, 58.453, -52.477, -7.784)","(515.136, 62.761, -43.022, 15.253)","(473.252, 61.865, -53.779, 19.197)","(432.155, 62.618, -56.809, -5.482)","(392.234, 63.661, -38.451, -5.301)","(352.521, 64.851, -29.384, 16.474)","(314.299, 66.182, -48.055, -13.722)","(275.447, 66.055, -41.478, -1.781)","(238.083, 68.728, -48.063, 0.796)","(202.621, 69.451, -27.178, -15.788)","(167.296, 70.637, -46.85, 2.28)","(127.088, 85.661, -27.183, 45.294)","(97.427, 119.477, -15.263, 51.146)","(78.033, 154.931, -19.574, 31.858)","(72.171, 191.266, -0.115, 53.118)","(68.153, 233.651, 5.171, 27.722)","(66.035, 272.751, 9.692, 37.578)","(63.13, 308.033, -1.668, 42.73)","(62.97, 339.098, 12.952, 43.811)","(38.968, 363.265, -73.752, 15.66)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
17,"(286.852, 389.893, 38.307, 2.764)","(314.855, 380.791, 20.797, -25.61)","(341.91, 367.914, 41.266, -7.533)","(370.942, 356.576, 43.35, -17.562)","(401.651, 344.758, 24.657, -2.291)","(430.729, 331.346, 16.323, -22.173)","(462.822, 321.106, 44.007, -9.811)","(495.377, 310.934, 36.716, -0.089)","(526.927, 301.429, 17.453, -6.065)","(558.94, 292.215, 25.201, -3.317)","(589.844, 283.675, 23.753, -12.937)","(621.892, 275.254, 35.022, -16.117)","(651.522, 268.949, 30.137, -14.906)","(677.975, 263.822, 25.42, -2.916)","(702.017, 256.828, 15.63, 3.701)","(722.657, 250.954, 21.604, 21.73)","(740.777, 249.083, 35.758, 12.868)","(758.87, 245.482, 14.459, -22.037)","(774.127, 232.023, 29.303, -28.403)","(791.851, 210.277, -12.144, -2.269)","(802.095, 181.347, -1.306, -41.136)","(805.508, 144.735, -1.775, -31.945)","(805.505, 112.353, 15.098, -33.98)","(794.49, 90.352, -3.855, -3.026)","(761.353, 76.46, -59.418, 6.163)","(723.693, 74.036, -25.956, 1.41)","(689.928, 70.638, -40.033, 16.665)","(647.842, 73.66, -46.725, -16.579)","(611.606, 68.389, -28.837, 5.239)","(576.953, 64.187, -41.314, 8.491)","(536.427, 62.394, -46.962, 8.62)","(487.181, 64.846, -50.914, 0.843)","(447.238, 71.311, -13.319, 10.368)","(414.497, 72.123, -24.621, -12.728)","(380.279, 68.621, -46.726, -11.246)","(346.624, 70.959, -17.891, 15.466)","(316.753, 76.219, -11.438, 0.983)","(288.942, 73.572, -40.305, -3.712)","(254.572, 67.22, -25.409, 5.624)","(223.231, 71.942, -12.978, 26.692)","(183.846, 73.463, -48.005, -15.823)","(141.21, 73.72, -20.597, 21.449)","(107.56, 100.105, -17.254, 24.807)","(83.77, 131.963, -32.777, 45.929)","(70.107, 170.054, -5.446, 24.818)","(64.936, 207.303, -2.961, 30.711)","(64.512, 241.59, 10.97, 15.898)","(63.997, 275.682, -3.914, 23.379)","(62.775, 308.758, 9.907, 26.678)","(60.863, 334.299, 10.869, 6.18)","(47.626, 359.507, -43.506, -2.866)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
18,"(449.368, 412.752, 34.293, -8.34)","(492.109, 403.319, 43.907, -13.091)","(526.357, 391.466, 47.501, -14.932)","(559.566, 378.24, 24.97, 2.155)","(598.369, 368.6, 52.778, 8.902)","(629.033, 356.825, 16.127, -20.176)","(659.433, 343.757, 42.181, -0.154)","(688.26, 332.895, 36.583, -23.584)","(708.853, 329.169, 13.802, -15.844)","(728.583, 317.522, 7.121, -22.154)","(749.668, 304.032, 14.75, -20.995)","(769.114, 292.936, 6.462, -19.306)","(788.663, 282.376, 28.81, -23.903)","(803.895, 267.834, 25.748, -27.157)","(818.32, 257.556, -0.574, -22.822)","(825.49, 244.28, 25.364, -7.575)","(827.092, 237.731, -0.622, 11.628)","(826.955, 238.753, 3.576, -23.016)","(824.267, 233.331, -5.903, -11.167)","(821.336, 225.663, 1.346, -20.005)","(814.35, 215.079, -23.437, -3.497)","(810.455, 196.701, -14.888, -24.804)","(803.383, 171.601, -7.325, -6.569)","(796.696, 151.496, 0.623, -5.856)","(791.873, 123.406, -3.091, -44.591)","(779.433, 94.577, -15.918, -21.038)","(736.48, 84.469, -50.864, 27.529)","(703.53, 83.973, -47.211, 11.308)","(664.38, 76.857, -51.283, -11.954)","(623.176, 86.914, -14.042, -23.136)","(586.16, 85.981, -32.107, 9.875)","(547.263, 91.595, -42.455, -6.713)","(511.974, 98.967, -33.085, -1.227)","(472.545, 101.216, -45.411, -9.588)","(436.631, 102.9, -51.543, -10.998)","(396.879, 102.242, -44.873, -1.449)","(362.122, 99.065, -31.375, 12.02)","(328.734, 97.183, -39.933, -11.508)","(294.156, 94.989, -22.454, -14.137)","(264.228, 94.292, -15.688, -2.513)","(231.388, 94.141, -35.657, -9.967)","(208.991, 91.028, -27.291, 11.297)","(177.688, 90.612, -59.72, 16.021)","(140.92, 91.587, -26.034, 40.022)","(121.694, 138.216, -21.799, 39.304)","(119.683, 175.297, 6.73, 35.529)","(116.172, 210.742, -3.886, 40.495)","(110.776, 244.301, -21.717, 15.667)","(101.795, 273.892, -16.315, 17.214)","(89.653, 303.239, -1.302, 32.492)","(89.426, 326.768, -11.922, 11.233)","(96.431, 342.775, 12.817, 34.368)","(88.411, 369.173, -20.896, 12.091)","(75.121, 379.453, -29.772, 26.839)"
19,"(679.815, 252.645, 32.334, -21.623)","(720.86, 230.068, 48.555, -25.64)","(752.549, 214.963, 23.208, -30.196)","(774.948, 194.22, 21.576, -23.933)","(782.259, 152.34, -4.932, -36.294)","(779.859, 116.222, -12.17, -24.691)","(766.55, 95.152, -33.64, -8.802)","(717.256, 105.32, -48.996, -5.521)","(675.905, 107.725, -55.207, -8.242)","(633.771, 106.777, -41.037, 4.377)","(593.985, 108.211, -32.507, -22.602)","(561.451, 103.409, -29.461, 3.815)","(520.345, 90.62, -52.163, -19.138)","(478.839, 90.056, -40.733, 2.751)","(439.208, 89.288, -52.756, 1.47)","(394.451, 88.626, -54.68, 0.617)","(352.009, 87.779, -39.793, 6.886)","(308.968, 86.181, -43.133, 12.782)","(266.657, 85.614, -39.853, 5.826)","(224.377, 80.872, -53.193, -4.788)","(186.638, 80.694, -49.565, 7.737)","(143.934, 80.18, -17.398, 28.331)","(116.859, 116.833, -6.173, 51.008)","(104.71, 158.369, 2.799, 43.861)","(95.466, 199.465, -20.081, 37.573)","(90.103, 239.995, -15.634, 37.51)","(85.014, 281.695, -19.639, 52.469)","(79.467, 321.333, 7.945, 18.632)","(72.093, 355.378, -6.176, 14.946)","(36.008, 369.457, -54.795, 25.899)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
20,"(279.397, 258.623, 31.846, -6.811)","(310.922, 251.654, 19.006, 9.867)","(341.995, 243.939, 21.175, -24.337)","(376.547, 232.626, 25.775, 3.107)","(406.465, 223.155, 46.175, 5.365)","(439.125, 218.654, 25.136, 6.057)","(472.237, 211.576, 36.247, -15.175)","(498.981, 206.631, 34.772, 4.797)","(528.603, 203.195, 33.656, -16.153)","(565.871, 203.946, 36.649, -11.493)","(603.722, 205.033, 23.282, 9.802)","(636.73, 204.719, 21.757, 7.776)","(668.256, 201.277, 41.956, -24.415)","(697.331, 198.878, 11.343, 12.151)","(721.78, 194.11, 45.672, 5.013)","(740.561, 196.71, -8.777, 17.43)","(756.733, 195.773, 1.652, 14.131)","(770.721, 183.146, 33.59, -46.432)","(779.73, 151.12, 4.415, -34.712)","(771.498, 116.447, -13.076, -19.826)","(773.317, 89.183, -9.454, -42.021)","(723.819, 85.114, -32.942, 18.852)","(692.786, 85.632, -63.116, -24.911)","(651.764, 87.249, -37.485, -1.577)","(625.181, 95.155, -19.917, -25.844)","(586.271, 83.501, -27.333, -12.946)","(541.849, 91.008, -46.239, 7.893)","(503.868, 98.866, -56.938, 7.1)","(462.294, 100.616, -62.921, 16.79)","(421.975, 100.137, -25.459, -5.632)","(385.725, 98.493, -34.671, -2.346)","(348.446, 96.164, -30.995, 1.179)","(308.879, 96.431, -39.73, -9.033)","(270.818, 96.058, -46.319, -11.413)","(238.94, 93.229, -40.344, -5.874)","(210.061, 91.306, -36.935, 12.735)","(178.813, 89.806, -33.85, -19.654)","(137.111, 92.999, -51.257, 34.621)","(118.912, 132.963, -0.611, 35.526)","(107.239, 172.534, -6.833, 44.966)","(96.695, 205.457, -19.016, 31.925)","(92.726, 238.151, 11.42, 27.04)","(90.351, 270.169, -24.535, 10.836)","(87.836, 301.084, -19.126, 10.797)","(81.163, 333.116, -17.434, 38.795)","(72.424, 355.572, -11.738, 35.746)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
21,"(632.328, 267.854, 29.002, -13.681)","(667.976, 250.291, 43.912, -4.24)","(703.769, 230.769, 42.058, -33.031)","(735.01, 214.572, 27.733, -26.923)","(762.891, 202.719, 19.705, -2.894)","(779.297, 177.51, 29.567, -41.215)","(794.772, 132.262, -18.776, -51.982)","(782.923, 97.049, -48.562, -2.265)","(731.358, 99.226, -53.14, 15.321)","(693.872, 105.083, -33.381, -4.76)","(656.603, 109.832, -23.312, 23.558)","(620.18, 113.229, -47.493, 15.628)","(589.174, 113.998, -51.442, 3.929)","(569.483, 113.966, -13.214, 7.368)","(536.365, 103.064, -35.294, -1.397)","(497.472, 98.763, -22.616, -10.313)","(459.084, 97.606, -45.738, 7.012)","(422.031, 97.13, -27.026, -15.577)","(380.694, 96.484, -33.951, -6.408)","(342.531, 94.792, -47.914, -6.09)","(303.926, 93.857, -42.752, -4.516)","(264.676, 92.273, -47.501, -3.294)","(226.399, 87.64, -42.635, -12.411)","(186.387, 85.32, -54.504, 4.557)","(146.136, 80.323, -13.584, 43.91)","(119.379, 112.145, -22.535, 51.926)","(108.686, 150.856, 5.093, 46.479)","(105.801, 190.593, -12.263, 53.488)","(105.232, 230.531, 3.507, 28.779)","(103.942, 268.674, 6.091, 39.733)","(98.343, 305.185, -9.095, 33.159)","(91.762, 339.926, 7.0, 35.129)","(72.898, 366.033, -20.432, 14.173)","(30.302, 374.746, -82.931, 24.006)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
22,"(594.593, 569.593, 33.774, -5.787)","(619.464, 576.009, 12.829, 13.421)","(641.466, 578.244, 14.765, 1.927)","(669.539, 583.905, 37.38, 15.85)","(681.361, 583.92, 44.15, -3.85)","(696.107, 583.764, 50.474, -0.154)","(720.341, 583.805, 48.29, -1.685)","(748.616, 581.093, 24.977, -9.84)","(765.88, 579.922, 7.617, -7.315)","(783.686, 573.326, 21.976, 29.036)","(777.209, 616.35, 5.608, 29.78)","(777.091, 645.098, 13.911, 25.444)","(745.144, 660.896, -32.29, 7.793)","(707.55, 652.471, -28.101, -1.177)","(672.889, 643.382, -14.676, -7.806)","(641.466, 658.15, -53.073, 13.527)","(590.107, 656.196, -53.231, -15.025)","(552.346, 648.327, -51.591, -4.087)","(516.559, 642.638, -41.757, -24.408)","(484.007, 636.385, -32.245, -12.796)","(467.513, 636.2, -58.557, 6.19)","(453.743, 636.046, -28.444, 0.053)","(450.558, 636.157, -44.165, 8.197)","(430.632, 636.065, -51.519, -3.279)","(402.269, 636.009, -39.727, -21.848)","(380.632, 636.143, -38.148, 3.665)","(367.756, 636.109, -49.077, 6.375)","(346.485, 636.027, -29.861, -12.295)","(333.65, 636.166, -36.33, 2.843)","(310.031, 636.064, -26.477, 0.631)","(285.431, 636.059, -36.807, -4.968)","(259.433, 637.182, -31.736, 16.434)","(229.328, 641.453, -10.248, -8.337)","(208.673, 654.645, -14.051, 23.29)","(172.235, 651.662, -49.212, -5.137)","(137.284, 648.285, -31.077, -35.533)","(126.469, 603.217, 4.995, -39.434)","(118.853, 560.868, 2.482, -51.921)","(111.555, 517.203, -12.999, -56.002)","(105.089, 484.012, -18.332, -38.43)","(101.857, 453.659, 13.508, -41.005)","(98.382, 428.258, 6.628, -14.373)","(94.01, 408.494, -16.728, -34.943)","(81.527, 393.467, -24.842, -8.225)","(61.476, 387.533, -11.449, 3.739)","(26.495, 390.083, -65.183, -7.096)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
23,"(488.496, 305.248, 50.322, 2.731)","(534.317, 295.357, 52.573, -5.712)","(570.907, 282.305, 34.004, 4.357)","(603.527, 272.578, 20.306, 2.861)","(636.144, 263.025, 36.633, 15.913)","(664.269, 257.351, 11.817, -3.742)","(690.52, 247.353, 39.558, 14.82)","(717.324, 236.143, 8.684, -0.089)","(739.009, 229.302, 13.652, 12.299)","(757.932, 217.243, 17.149, 1.942)","(773.642, 199.429, 8.906, -17.753)","(784.679, 155.18, 24.344, -56.386)","(793.417, 111.187, -19.822, -40.571)","(766.733, 81.24, -35.289, -9.07)","(730.786, 68.297, -55.928, -2.879)","(688.949, 69.543, -39.749, 10.484)","(643.091, 72.869, -35.23, 5.609)","(601.655, 72.069, -35.67, 20.831)","(555.739, 76.904, -56.952, 12.09)","(514.997, 82.141, -55.536, -5.219)","(472.027, 85.324, -51.003, -7.461)","(430.429, 85.656, -55.909, 7.259)","(390.944, 88.717, -35.002, 6.985)","(348.79, 88.434, -53.488, 3.482)","(308.855, 87.43, -35.326, 14.032)","(271.098, 83.739, -34.674, -10.722)","(234.52, 83.154, -28.262, -15.206)","(199.426, 83.219, -33.139, 2.845)","(164.568, 79.166, -37.836, -5.76)","(132.285, 93.45, -19.004, 41.002)","(121.051, 140.655, 4.625, 50.704)","(115.725, 185.181, -11.778, 32.727)","(111.443, 225.314, 1.851, 50.279)","(109.145, 261.765, 11.668, 20.225)","(104.722, 297.347, -16.052, 18.48)","(101.81, 330.172, -16.189, 31.849)","(99.157, 359.087, 4.099, 10.864)","(88.589, 371.098, 0.223, -2.826)","(50.434, 378.595, -45.256, 5.411)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
24,"(447.315, 309.907, 47.751, -27.682)","(489.427, 287.463, 49.487, -18.281)","(527.474, 275.319, 31.599, -22.199)","(562.14, 263.54, 26.61, -22.228)","(596.364, 253.436, 20.802, 16.218)","(624.864, 245.407, 25.357, 4.291)","(658.524, 238.027, 32.448, -11.202)","(686.548, 230.787, 38.033, -17.754)","(712.392, 224.739, 45.241, -1.269)","(733.723, 219.844, 13.051, -5.377)","(752.064, 215.74, 26.237, -22.223)","(773.528, 208.628, 24.035, -42.45)","(781.174, 182.616, 17.595, -58.746)","(791.375, 151.856, -8.037, -19.988)","(782.775, 121.261, -24.704, -30.956)","(775.933, 93.123, -65.039, -33.29)","(733.118, 90.437, -33.77, 2.139)","(700.53, 91.757, -31.882, 3.018)","(657.718, 84.094, -62.439, 26.919)","(622.315, 91.633, -41.797, 13.953)","(582.391, 85.31, -50.845, 5.865)","(534.807, 94.246, -61.313, 8.094)","(493.898, 100.345, -38.903, 16.485)","(451.876, 99.777, -30.312, 2.193)","(409.806, 99.277, -46.707, 3.287)","(367.988, 99.162, -46.444, 3.46)","(326.702, 98.968, -54.646, -3.674)","(283.321, 98.591, -40.281, -13.068)","(241.908, 96.069, -53.561, 6.306)","(202.807, 93.056, -56.324, 21.924)","(170.115, 94.703, -8.173, -2.93)","(136.941, 101.75, -26.032, 54.431)","(126.516, 144.982, 10.453, 37.853)","(122.836, 185.871, -17.58, 55.493)","(119.469, 226.411, 2.82, 51.055)","(117.034, 265.646, 7.055, 53.755)","(113.871, 299.225, -11.889, 42.622)","(106.989, 328.591, -11.249, 39.505)","(100.625, 354.161, -10.767, 15.483)","(95.16, 373.326, -4.229, 27.8)","(82.395, 377.696, -23.566, -1.849)","(36.711, 370.68, -85.956, 5.69)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
25,"(659.174, 455.765, 44.963, 5.48)","(691.623, 464.677, 21.063, 7.813)","(720.976, 473.525, 24.999, 7.97)","(752.849, 485.734, 41.926, 26.209)","(781.437, 500.509, 24.77, 19.94)","(800.084, 517.577, 0.628, 26.423)","(805.886, 534.082, -5.715, 24.086)","(810.918, 542.183, 23.331, 9.867)","(822.247, 565.857, -0.512, 18.718)","(820.924, 581.379, 1.204, 6.701)","(814.497, 620.8, -2.131, 48.093)","(810.851, 660.503, -2.176, 36.96)","(792.143, 679.017, -29.537, 28.606)","(749.975, 691.977, -41.084, 1.121)","(706.674, 689.616, -23.429, -6.777)","(666.782, 689.073, -36.031, 11.88)","(625.257, 687.576, -59.195, -19.317)","(584.305, 683.223, -38.413, 7.121)","(542.722, 679.747, -24.219, -9.705)","(503.643, 680.32, -36.944, -8.322)","(461.37, 682.864, -48.974, -15.046)","(417.393, 681.973, -40.292, 12.059)","(375.744, 679.141, -45.719, -10.826)","(334.67, 677.231, -58.796, -13.599)","(294.15, 675.47, -28.792, 10.679)","(255.693, 676.231, -31.531, -9.157)","(221.908, 673.051, -20.796, -1.564)","(186.991, 672.454, -21.268, 7.159)","(146.122, 666.958, -35.846, -54.932)","(123.873, 629.749, -32.103, -27.659)","(107.64, 593.477, -24.951, -54.196)","(95.071, 554.387, -4.644, -34.589)","(82.314, 515.645, -9.381, -42.222)","(70.027, 480.554, -15.531, -43.427)","(57.15, 449.548, -16.022, -38.383)","(52.109, 428.803, 19.147, -15.578)","(59.866, 409.107, 8.278, -28.922)","(47.1, 388.821, -48.455, -12.036)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)"
