,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
24,"(708.352, 562.833, -19.961, 16.105)","(736.99, 565.328, 48.778, -31.63)","(765.899, 561.836, 44.142, -8.904)","(776.908, 604.755, -44.925, 0.858)","(782.146, 647.844, -6.309, 41.933)","(728.279, 657.581, -26.474, 31.17)","(681.033, 653.037, -48.672, 13.368)","(637.403, 656.794, -76.547, 44.197)","(589.647, 654.59, 6.891, -50.827)","(543.111, 650.02, -92.829, -5.09)","(493.196, 647.583, -34.634, 44.862)","(442.453, 651.852, -52.658, 12.93)","(396.92, 654.346, -20.268, -0.903)","(354.475, 649.819, -43.487, 39.572)","(307.188, 654.59, -7.094, -13.963)","(260.896, 664.729, -77.338, 54.217)","(213.108, 669.699, -86.654, 32.238)","(170.918, 662.224, -43.035, 8.319)","(136.867, 649.524, 34.793, -17.378)","(115.496, 606.457, 5.115, -74.73)","(101.256, 561.902, -3.322, 5.103)","(82.712, 521.875, 22.771, -54.6)","(79.154, 482.566, 17.617, -38.358)","(66.736, 442.406, 29.157, -29.671)","(64.359, 392.262, -51.371, -38.914)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
25,"(376.848, 450.717, 55.863, -21.084)","(417.727, 464.316, -18.217, -42.752)","(461.597, 472.807, 14.752, -39.912)","(495.369, 478.849, 64.046, -40.299)","(530.192, 483.178, -8.061, -5.552)","(562.83, 489.07, 55.786, -3.634)","(601.264, 502.422, 41.481, 24.698)","(628.851, 506.941, 40.055, -30.012)","(662.312, 513.02, 1.749, 13.092)","(690.524, 513.897, 46.609, -57.275)","(714.769, 516.387, 69.99, 58.443)","(744.213, 518.632, -10.73, 46.454)","(768.057, 529.798, 36.716, 7.872)","(787.652, 557.475, -8.327, 93.601)","(799.431, 585.377, 16.053, 30.672)","(810.871, 627.23, 17.969, 75.873)","(813.107, 652.162, -54.07, -29.61)","(787.14, 673.163, -50.912, 3.808)","(743.499, 690.242, -71.081, -7.983)","(702.509, 687.431, -30.548, -40.611)","(664.613, 683.799, -38.981, -17.615)","(621.899, 686.732, 8.535, -1.148)","(581.201, 686.676, -31.248, -49.103)","(542.517, 687.182, -91.154, 48.357)","(499.853, 691.716, 8.203, 8.579)","(456.682, 681.397, -85.721, -32.402)","(424.397, 685.258, 0.774, 41.317)","(388.837, 684.925, -63.415, -6.857)","(353.256, 686.405, -68.769, 44.452)","(317.997, 677.124, 6.724, -28.635)","(282.662, 673.572, -14.755, 16.47)","(253.258, 672.216, -58.581, 38.672)","(221.668, 673.006, -77.647, 10.892)","(188.625, 676.142, -29.475, 36.088)","(152.186, 674.956, -77.71, -20.368)","(123.241, 645.157, -0.049, -63.324)","(100.184, 606.637, -42.655, -17.067)","(90.006, 559.409, 28.5, -13.967)","(85.748, 523.4, -33.834, -4.373)","(78.588, 494.486, -13.014, -85.657)","(75.32, 457.68, 21.316, -38.939)","(66.565, 430.875, -34.887, 31.854)","(60.18, 405.164, 32.0, 37.44)","(44.536, 388.524, -57.97, -12.369)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
26,"(351.615, 533.251, 43.344, -27.749)","(379.629, 523.828, -14.673, -52.458)","(424.208, 520.838, 75.742, 12.744)","(461.603, 522.814, 28.32, 37.615)","(507.136, 529.761, 65.825, 45.452)","(542.589, 527.936, 77.924, -51.038)","(572.857, 532.955, 82.309, -11.849)","(602.121, 537.991, 58.97, -43.091)","(632.375, 538.137, 59.34, -50.099)","(665.95, 535.177, 98.019, -39.263)","(702.982, 543.789, 21.422, -14.606)","(733.847, 549.925, 97.71, -0.317)","(751.294, 558.485, 11.06, 36.776)","(771.363, 556.041, 27.231, 24.668)","(777.889, 596.593, 32.287, 2.856)","(776.747, 635.938, -25.05, 50.426)","(779.899, 652.431, 65.845, -19.206)","(745.113, 639.601, -18.672, -50.281)","(696.668, 636.516, -48.414, 22.369)","(669.03, 636.921, -53.899, 28.469)","(624.81, 637.0, -46.307, 31.544)","(595.916, 636.624, -3.645, 5.147)","(553.178, 636.389, -62.207, 3.548)","(518.134, 636.029, -29.366, -52.947)","(478.383, 636.772, -92.961, 20.809)","(437.502, 638.182, 0.104, -10.9)","(398.668, 636.728, -94.424, 14.991)","(359.087, 639.714, -34.586, -50.779)","(324.966, 641.866, -43.483, -36.97)","(283.595, 637.812, -34.276, -24.767)","(251.502, 640.875, -37.716, -10.641)","(220.732, 645.254, -13.16, 9.566)","(195.869, 651.089, -48.208, -63.155)","(172.029, 651.973, -16.788, 33.116)","(139.681, 654.918, 25.681, -102.079)","(128.711, 600.638, 34.108, -3.115)","(121.74, 547.343, 0.32, -46.653)","(109.754, 506.058, 31.37, -58.289)","(107.276, 467.344, 48.079, -73.445)","(100.404, 442.904, -27.241, 18.672)","(93.841, 417.416, 41.861, 4.342)","(93.698, 394.203, 49.105, 12.732)","(78.412, 384.546, -27.189, 22.228)","(62.851, 382.195, -4.33, 19.978)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
27,"(536.294, 298.926, 55.471, -23.068)","(575.002, 288.824, 62.787, -20.029)","(609.474, 278.16, 12.149, -2.671)","(645.385, 268.858, 50.177, 3.815)","(678.33, 262.224, 30.727, -5.46)","(711.725, 250.274, 36.623, -20.267)","(738.344, 235.155, -0.721, -14.724)","(764.418, 220.696, 31.424, -27.865)","(781.07, 200.197, 28.5, -50.383)","(796.81, 157.683, 1.53, -36.965)","(799.834, 126.581, 6.679, -31.263)","(799.777, 92.064, -31.988, -15.053)","(778.555, 67.563, -30.864, -14.925)","(735.905, 60.199, -59.733, 7.358)","(699.354, 62.1, -31.958, -0.764)","(654.958, 68.067, -50.616, 10.431)","(608.52, 68.467, -51.764, -0.071)","(565.453, 68.65, -38.597, -11.813)","(523.839, 68.556, -35.952, 3.38)","(480.112, 68.1, -51.265, 5.046)","(436.976, 69.661, -45.02, 9.276)","(395.327, 67.441, -28.279, -13.716)","(347.899, 67.05, -33.873, -27.339)","(305.377, 64.522, -65.43, -18.938)","(261.489, 64.362, -25.355, 8.506)","(218.723, 69.617, -60.745, 63.204)","(176.975, 67.444, -71.409, 16.206)","(141.815, 71.053, -26.157, 55.574)","(107.065, 105.416, 17.13, 27.227)","(89.485, 149.924, -7.862, 101.574)","(78.396, 193.743, -8.361, 83.908)","(71.771, 233.058, 7.8, 16.223)","(70.926, 273.369, -3.816, 72.646)","(61.143, 307.85, -23.388, 52.692)","(57.718, 341.555, 6.009, 67.316)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
28,"(607.758, 435.08, 18.726, 20.099)","(631.667, 457.418, 37.249, 7.335)","(657.502, 479.95, 5.548, 20.945)","(678.019, 496.143, 28.358, 3.436)","(696.41, 507.31, 0.402, -8.659)","(720.287, 515.255, 35.182, 5.948)","(741.97, 523.474, 4.299, -4.669)","(763.44, 536.112, 26.621, 13.0)","(778.772, 566.939, 7.198, 35.882)","(780.8, 609.462, -17.069, 59.498)","(777.139, 633.281, -12.425, 22.856)","(779.16, 654.826, -57.093, -12.512)","(727.024, 648.578, -49.984, -22.363)","(686.746, 642.239, -41.278, 4.473)","(644.885, 637.194, -38.542, 3.338)","(609.175, 636.026, -51.624, -0.523)","(598.278, 636.012, -49.298, -11.145)","(567.162, 636.06, -49.051, 1.795)","(538.086, 636.327, -61.599, 6.734)","(502.215, 636.533, -37.01, 14.511)","(464.091, 637.091, -26.01, -9.242)","(421.256, 636.821, -55.197, 4.229)","(385.924, 636.013, -50.58, -0.192)","(341.229, 639.445, -40.754, 1.664)","(299.955, 640.674, -56.263, -43.417)","(258.396, 640.404, 3.692, -2.425)","(219.534, 648.291, -4.892, 32.435)","(191.894, 651.238, -37.648, -5.183)","(168.362, 651.804, -10.958, -26.367)","(132.497, 644.14, -33.579, -1.381)","(116.997, 598.163, -57.493, -11.985)","(104.565, 549.84, 16.411, -38.188)","(102.721, 508.242, -58.343, -53.961)","(95.455, 467.252, -9.086, -41.019)","(90.503, 431.434, 30.946, -18.24)","(94.93, 407.321, 12.651, -66.124)","(88.868, 389.47, -39.204, -72.166)","(63.586, 380.345, -93.845, -48.82)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
29,"(745.781, 251.669, 45.418, -15.083)","(784.198, 229.645, 17.723, -30.521)","(808.98, 197.185, 21.447, -37.899)","(820.577, 153.653, -16.64, -27.597)","(803.224, 107.113, -34.634, -47.67)","(773.661, 77.427, -50.32, -10.984)","(727.147, 68.61, -57.813, 6.04)","(680.297, 69.351, -48.859, 13.463)","(638.682, 68.043, -51.155, 10.995)","(597.721, 67.503, -40.441, 1.469)","(559.33, 67.714, -28.293, 0.342)","(520.228, 69.201, -24.679, -5.391)","(480.167, 70.844, -28.043, -1.268)","(437.791, 72.893, -37.985, 1.54)","(397.013, 73.815, -34.255, 3.549)","(352.197, 72.986, -51.534, 11.025)","(309.711, 73.179, -26.869, -7.155)","(267.959, 74.824, -53.684, 5.552)","(227.048, 77.807, -30.538, 7.204)","(188.821, 79.399, -47.327, 6.995)","(146.101, 76.041, -47.61, -2.42)","(120.193, 111.257, -21.331, 49.777)","(106.47, 150.956, -13.221, 39.677)","(104.593, 193.25, -10.542, 40.019)","(106.75, 237.668, -10.054, 55.618)","(105.104, 276.678, -48.386, -7.07)","(98.84, 324.796, -21.166, 74.848)","(95.901, 356.674, -58.86, -23.582)","(77.53, 376.295, 25.025, -42.651)","(32.824, 371.167, -124.037, 9.392)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
30,"(708.904, 496.063, 19.607, 19.537)","(740.939, 519.426, 31.009, 37.999)","(771.935, 536.713, 38.16, 15.323)","(782.31, 569.503, 0.307, 42.307)","(792.688, 611.042, -3.579, 48.141)","(800.523, 653.097, 0.128, 45.352)","(790.31, 673.958, -12.656, 25.403)","(751.935, 685.902, -46.176, 12.575)","(709.289, 687.908, -27.13, -5.38)","(664.812, 686.75, -55.788, -5.462)","(620.212, 685.045, -55.009, 7.768)","(576.321, 684.516, -31.227, -7.902)","(533.005, 683.612, -31.485, -11.446)","(491.089, 683.13, -35.534, 7.586)","(449.848, 682.814, -43.35, 0.616)","(408.769, 681.472, -48.593, 12.843)","(367.976, 681.204, -51.007, -9.545)","(328.559, 680.284, -32.245, 4.712)","(286.445, 679.356, -38.883, -10.566)","(246.902, 679.661, -51.553, -4.752)","(210.049, 677.212, -49.338, 5.371)","(166.201, 673.13, -58.921, -2.003)","(128.642, 645.193, -22.884, -27.706)","(107.996, 601.968, -29.614, -47.608)","(92.209, 560.611, -15.787, -32.154)","(77.525, 521.016, -25.223, -34.664)","(63.056, 480.308, -20.335, -26.652)","(57.19, 443.511, -14.255, -37.128)","(56.882, 407.778, -40.481, -70.18)","(30.632, 390.066, -97.641, -16.427)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
31,"(444.02, 265.756, 33.82, 4.908)","(477.72, 261.14, 54.627, -1.697)","(510.13, 259.249, 19.152, 6.959)","(543.563, 256.685, 20.997, -8.761)","(577.198, 258.236, 30.734, 9.866)","(612.408, 258.105, 49.296, 17.697)","(643.37, 256.02, 24.722, -12.199)","(672.156, 254.792, 14.078, 5.419)","(703.025, 251.873, 19.787, -6.502)","(730.776, 251.759, 28.885, -8.102)","(758.57, 244.786, 20.916, -1.984)","(781.052, 237.681, 27.574, -23.761)","(801.884, 204.797, 40.589, -63.25)","(813.144, 166.376, -7.258, -58.137)","(808.423, 120.16, -6.696, -21.683)","(803.1, 87.613, -10.433, -1.259)","(786.209, 63.716, -38.484, -11.687)","(753.911, 52.672, -47.934, -3.025)","(707.307, 58.357, -37.593, 10.778)","(666.842, 59.245, -28.915, -9.233)","(622.289, 61.0, -56.411, 13.879)","(575.355, 64.722, -54.271, 14.5)","(533.811, 69.861, -36.745, 11.735)","(491.617, 71.199, -25.523, 10.939)","(449.196, 72.473, -41.082, 14.337)","(405.556, 68.399, -44.542, -18.593)","(362.525, 66.835, -36.966, 7.226)","(323.576, 67.095, -41.025, -10.036)","(282.684, 68.373, -48.674, 4.446)","(244.756, 71.265, -21.932, 4.823)","(204.84, 71.025, -54.079, -43.322)","(168.068, 73.756, -11.63, 25.386)","(130.944, 88.77, -55.803, 82.568)","(101.367, 118.639, 4.733, -12.695)","(80.434, 156.086, 10.335, 26.069)","(75.054, 196.112, 22.779, 54.261)","(62.896, 238.971, -34.77, -8.1)","(65.49, 273.713, 22.285, -0.687)","(62.901, 308.573, 39.691, 54.575)","(61.461, 347.655, 23.309, 2.676)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
32,"(707.651, 246.408, 43.162, -6.247)","(743.102, 229.936, 26.064, -7.451)","(778.291, 210.555, 16.957, -10.053)","(799.543, 181.501, 34.465, -35.913)","(811.288, 149.027, 1.774, -41.156)","(804.365, 113.737, -0.349, -48.041)","(793.963, 81.506, -6.203, -9.505)","(758.36, 64.191, -40.417, -21.165)","(711.992, 62.749, -29.841, 20.028)","(668.482, 71.595, -36.465, 13.154)","(624.387, 77.903, -61.074, 2.031)","(575.147, 73.755, -60.792, 7.237)","(527.828, 69.897, -44.57, 16.612)","(482.655, 70.878, -36.343, 2.532)","(440.519, 71.93, -46.952, -17.777)","(396.756, 71.705, -51.447, -13.802)","(353.272, 71.072, -39.685, -15.777)","(311.482, 71.048, -40.459, -16.695)","(271.936, 71.988, -33.361, -5.732)","(229.621, 73.047, -52.712, 10.175)","(188.979, 75.136, -34.914, 3.73)","(145.05, 74.441, -21.154, 33.105)","(115.53, 106.271, -34.533, 40.713)","(91.724, 145.937, -16.776, 45.414)","(76.203, 184.736, -21.867, 29.881)","(68.945, 221.332, -22.144, 21.741)","(65.656, 256.954, 9.282, 36.369)","(64.152, 294.087, 4.529, 51.065)","(64.104, 328.35, 3.841, 47.784)","(63.305, 360.156, -38.749, 21.469)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
33,"(393.788, 313.659, 47.053, 13.577)","(429.056, 315.692, 45.823, -7.548)","(461.458, 312.743, 42.405, 10.77)","(493.607, 312.491, 35.098, -16.45)","(526.707, 310.797, 37.356, -6.849)","(557.973, 307.823, 24.075, -6.608)","(590.385, 301.735, 34.61, -10.472)","(622.011, 298.141, 21.057, -2.537)","(651.503, 287.679, 18.116, -12.82)","(682.111, 275.477, 33.982, 3.613)","(709.352, 265.705, 17.618, -9.566)","(729.739, 256.974, 6.361, -16.681)","(757.392, 251.135, 26.33, -9.428)","(777.701, 239.803, 14.748, -15.015)","(792.453, 213.73, 23.859, -24.808)","(804.06, 180.626, 26.869, -19.565)","(806.864, 134.964, -11.576, -33.027)","(807.202, 97.186, -12.21, -39.757)","(789.64, 73.293, -28.406, -15.489)","(761.057, 61.328, -18.719, -4.912)","(727.838, 57.766, -26.082, 5.606)","(686.046, 57.532, -25.849, -5.616)","(648.372, 57.811, -53.754, -0.848)","(610.109, 58.231, -29.964, 5.552)","(569.722, 61.048, -48.621, 11.095)","(531.605, 61.982, -40.391, 19.794)","(492.594, 62.745, -50.101, 14.145)","(453.762, 61.957, -50.347, -5.207)","(411.405, 62.302, -56.522, 12.69)","(368.541, 65.765, -40.505, 8.508)","(325.45, 65.324, -5.036, -53.099)","(286.691, 67.76, -12.056, 15.871)","(244.286, 65.721, -48.279, 23.214)","(204.665, 73.439, -73.111, 45.288)","(167.611, 69.549, -3.617, 35.671)","(129.408, 84.433, 1.54, 7.694)","(95.678, 123.476, -48.792, 7.051)","(72.267, 158.967, 17.281, 47.05)","(64.114, 197.292, -13.527, 49.916)","(62.003, 239.636, -3.46, 75.488)","(61.783, 278.078, -41.872, 93.605)","(59.801, 319.982, -44.495, -4.568)","(56.172, 357.025, -2.593, 79.095)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
34,"(386.857, 243.182, 36.229, 10.375)","(424.268, 246.401, 34.334, -15.57)","(454.46, 245.063, 43.213, 13.224)","(487.171, 242.78, 40.204, -8.281)","(520.986, 236.669, 28.417, -4.202)","(560.231, 237.424, 37.325, -9.098)","(597.886, 235.558, 28.859, 10.378)","(637.895, 234.01, 29.436, 6.692)","(681.869, 229.717, 19.425, -17.732)","(719.955, 221.891, 33.247, 9.969)","(749.095, 218.308, 48.309, -29.607)","(773.055, 198.491, 3.997, -44.654)","(782.53, 166.348, -15.824, -35.363)","(780.95, 135.228, -1.53, -22.68)","(785.286, 104.165, 3.617, -6.905)","(750.818, 95.354, -34.063, -11.33)","(703.11, 94.737, -62.117, 4.995)","(660.89, 103.452, -42.252, 4.704)","(646.134, 113.911, 0.375, 26.152)","(646.134, 113.911, 0.375, 26.152)","(643.769, 113.993, -26.839, 0.627)","(629.095, 113.867, -46.167, -2.814)","(618.073, 113.99, -49.526, 3.394)","(611.713, 113.989, -60.417, 0.917)","(589.549, 113.889, -69.827, -1.546)","(558.431, 112.691, -28.051, -23.086)","(515.156, 98.695, -49.369, 1.394)","(475.799, 98.779, -44.574, -9.023)","(436.628, 99.722, -33.677, -9.195)","(397.276, 100.659, -44.785, -2.752)","(360.7, 99.066, -27.458, -11.967)","(320.471, 104.734, -88.077, -9.308)","(281.485, 99.726, -44.07, -12.979)","(239.749, 92.113, -31.384, 57.078)","(198.282, 90.192, -97.923, 50.928)","(159.906, 84.888, -4.937, -57.734)","(128.386, 119.154, -12.244, 100.936)","(123.874, 166.254, -27.731, 53.295)","(116.996, 202.383, -13.958, 25.872)","(117.811, 241.129, 25.266, 40.197)","(114.992, 274.209, -10.744, 15.993)","(113.526, 306.119, 23.464, 69.688)","(109.035, 334.802, 48.262, 43.707)","(100.013, 349.549, -14.435, 0.364)","(80.386, 362.486, -3.194, 30.72)","(37.392, 377.721, -59.715, -2.141)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
35,"(286.725, 258.485, 20.95, -1.105)","(314.305, 245.307, 36.455, -15.85)","(344.075, 231.437, 13.154, -28.172)","(375.778, 229.117, 28.576, -10.602)","(409.469, 223.893, 24.634, -18.09)","(443.072, 217.839, 48.276, 2.622)","(477.271, 219.549, 26.567, 19.337)","(519.262, 222.713, 51.037, 13.253)","(557.558, 220.716, 32.635, -1.182)","(597.068, 219.296, 39.904, 14.058)","(632.693, 222.424, 27.604, 1.34)","(667.088, 218.23, 35.545, -7.361)","(702.446, 215.519, 51.124, -16.316)","(730.487, 209.538, 18.987, 12.363)","(759.957, 206.786, 19.42, -10.044)","(777.593, 187.123, 18.552, -45.355)","(784.349, 150.441, -20.731, -52.226)","(773.029, 119.2, 0.271, -31.2)","(778.119, 97.304, -8.065, -11.098)","(745.014, 99.291, -50.218, -15.413)","(701.958, 89.581, -48.126, -10.534)","(666.402, 87.834, -26.61, -15.842)","(621.028, 79.236, -58.226, 3.164)","(576.119, 73.535, -53.524, -8.181)","(526.188, 69.336, -63.252, -10.443)","(482.62, 66.566, -26.74, 9.889)","(440.258, 68.035, -45.948, -16.874)","(398.58, 67.888, -34.31, -0.467)","(355.292, 66.219, -34.107, -7.997)","(312.554, 66.557, -53.858, 16.729)","(272.825, 67.837, -47.583, 12.298)","(228.304, 75.324, 10.326, 47.76)","(191.38, 71.557, -17.797, -65.082)","(157.881, 69.457, -75.453, 4.609)","(118.194, 99.888, -58.425, 28.809)","(90.705, 149.256, 24.146, 92.246)","(85.672, 192.017, -3.515, 0.773)","(70.18, 233.526, -59.799, -1.98)","(70.998, 272.575, -28.997, 16.045)","(68.351, 305.291, -25.422, 17.522)","(64.012, 336.047, -24.591, 7.593)","(36.752, 359.712, -109.781, -26.372)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
36,"(763.666, 508.387, 34.159, 33.845)","(791.598, 535.133, 13.54, 38.956)","(806.507, 570.171, 17.253, 26.234)","(808.009, 619.6, 16.395, 56.376)","(803.144, 664.894, -29.607, 9.354)","(780.169, 681.095, -42.965, 25.501)","(731.304, 686.316, -64.431, -16.752)","(683.462, 685.886, -34.431, 5.806)","(638.424, 684.16, -38.231, -6.695)","(591.931, 682.37, -57.935, -15.348)","(542.362, 680.419, -55.967, -12.51)","(498.153, 680.166, -29.403, -13.493)","(454.55, 678.157, -32.355, 12.825)","(408.679, 677.034, -43.164, -3.823)","(364.716, 677.442, -51.993, 8.294)","(322.301, 675.793, -54.785, -14.279)","(279.157, 673.636, -32.26, 14.804)","(235.639, 673.584, -61.117, 3.346)","(191.503, 671.063, -47.6, -13.636)","(149.832, 664.492, -42.032, -13.628)","(127.644, 626.529, -14.175, -47.106)","(114.665, 584.777, -27.235, -41.48)","(102.394, 543.45, -18.089, -41.814)","(91.925, 502.005, -15.173, -42.794)","(85.162, 460.463, -5.444, -37.474)","(77.266, 418.751, -0.043, -30.69)","(56.881, 384.942, -33.634, -7.519)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
37,"(487.051, 270.795, 43.954, -14.955)","(517.477, 269.988, 45.138, 10.376)","(552.157, 266.356, 20.047, -24.971)","(587.65, 259.795, 34.053, -8.049)","(627.944, 253.875, 36.962, -5.034)","(661.753, 244.664, 18.729, -10.471)","(694.644, 237.689, 27.302, -3.227)","(724.035, 232.743, 43.396, -10.635)","(751.78, 225.399, 23.415, 13.432)","(770.707, 216.355, 10.506, -2.784)","(783.898, 195.313, 29.446, -11.211)","(790.02, 156.383, -1.054, -33.25)","(794.818, 119.572, 6.515, -45.035)","(783.85, 90.904, -13.886, -15.444)","(754.015, 97.269, -54.407, -1.618)","(695.541, 94.852, -40.804, 10.042)","(652.295, 107.778, -51.609, 0.882)","(631.825, 113.992, -35.206, 2.771)","(631.825, 113.992, -35.206, 2.771)","(631.825, 113.992, -35.206, 2.771)","(623.677, 113.978, -63.568, 2.959)","(601.607, 113.982, -64.52, 6.172)","(584.032, 113.965, -73.497, 6.76)","(575.377, 113.996, -40.892, 6.077)","(546.849, 106.997, -55.822, -22.206)","(504.305, 98.572, -34.574, -0.241)","(463.975, 97.844, -47.495, 9.03)","(422.054, 98.34, -42.333, 7.585)","(380.788, 96.916, -29.824, -4.0)","(340.533, 94.427, -28.912, 5.378)","(300.263, 95.682, -26.008, -13.349)","(260.708, 93.587, -43.36, 5.123)","(222.424, 91.312, -60.158, 27.337)","(179.808, 96.059, -61.839, 52.026)","(141.34, 87.339, -51.78, -13.694)","(121.031, 127.241, -8.788, 81.762)","(118.326, 175.349, -54.439, 3.285)","(114.839, 219.588, 8.892, 69.647)","(113.419, 258.282, 6.505, 63.183)","(102.541, 290.926, -32.628, 5.62)","(97.497, 322.752, -32.756, 68.68)","(85.942, 345.313, -7.983, 17.788)","(75.69, 363.496, 26.872, 57.631)","(34.073, 364.485, -91.562, 58.575)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)","(None, None, None, None)",
